ENSNLEP00000048452	ENSNLEG00000031202	Nomascus_leucogenys
ENSBIXP00005012993	ENSBIXG00005017171	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSDCDP00000010410	ENSDCDG00000005173	Denticeps_clupeoides
ENSDARP00000104198	ENSDARG00000076381	Danio_rerio
ENSGACP00000005544	ENSGACG00000004212	Gasterosteus_aculeatus
ENSPMGP00000021323	ENSPMGG00000017269	Periophthalmus_magnuspinnatus
ENSPNYP00000010076	ENSPNYG00000007651	Pundamilia_nyererei
ENSRNOP00000000306	ENSRNOG00000038001	Rattus_norvegicus
ENSMODP00000012620	ENSMODG00000010078	Monodelphis_domestica
ENSPREP00000023896	ENSPREG00000016126	Poecilia_reticulata
ENSHGLP00000000258	ENSHGLG00000000262	Heterocephalus_glaber_HetGla_female_1.0
ENSGWIP00000009449	ENSGWIG00000005622	Gouania_willdenowi
ENSOCUP00000022792	ENSOCUG00000024791	Oryctolagus_cuniculus
ENSMLEP00000029805	ENSMLEG00000039103	Mandrillus_leucophaeus
ENSTGEP00000003655	ENSTGEG00000003087	Theropithecus_gelada
ENSMMOP00000016942	ENSMMOG00000012906	Mola_mola
ENSMUNP00000017396	ENSMUNG00000013371	Melopsittacus_undulatus
ENSCSEP00000019078	ENSCSEG00000012186	Cynoglossus_semilaevis
ENSSPAP00000017999	ENSSPAG00000013603	Stegastes_partitus
ENSAMEP00000011861	ENSAMEG00000011279	Ailuropoda_melanoleuca
ENSFCAP00000008841	ENSFCAG00000009533	Felis_catus
ENSAOCP00000000267	ENSAOCG00000003112	Amphiprion_ocellaris
ENSPFOP00000013836	ENSPFOG00000013766	Poecilia_formosa
ENSPPRP00000013021	ENSPPRG00000006372	Panthera_pardus
ENSMOCP00000012486	ENSMOCG00000012573	Microtus_ochrogaster
ENSCAFP00020013155	ENSCAFG00020010571	Canis_lupus_dingo
ENSSPAP00000010335	ENSSPAG00000007816	Stegastes_partitus
ENSHBUP00000027296	ENSHBUG00000010406	Haplochromis_burtoni
ENSSTOP00000002529	ENSSTOG00000002825	Ictidomys_tridecemlineatus
ENSPNAP00000024358	ENSPNAG00000001229	Pygocentrus_nattereri
ENSAMXP00000054152	ENSAMXG00000042164	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMZEP00005013634	ENSMZEG00005010261	Maylandia_zebra
ENSPLAP00000011822	ENSPLAG00000015041	Poecilia_latipinna
ENSPVIP00000007633	ENSPVIG00000006233	Pogona_vitticeps	ENSPVIT00000009822
ENSGMOP00000012457	ENSGMOG00000011652	Gadus_morhua
ENSPTIP00000005247	ENSPTIG00000007519	Panthera_tigris_altaica
ENSMALP00000029489	ENSMALG00000020393	Monopterus_albus
ENSLAFP00000017879	ENSLAFG00000021828	Loxodonta_africana
ENSATEP00000030489	ENSATEG00000021046	Anabas_testudineus
ENSDORP00000025627	ENSDORG00000025499	Dipodomys_ordii
ENSXETP00000006227	ENSXETG00000008715	Xenopus_tropicalis
ENSECAP00000018840	ENSECAG00000021409	Equus_caballus
ENSSLDP00000013604	ENSSLDG00000010848	Seriola_lalandi_dorsalis
ENSSMAP00000011144	ENSSMAG00000006864	Scophthalmus_maximus
ENSMICP00000015568	ENSMICG00000017090	Microcebus_murinus
ENSCSAVP00000007061	ENSCSAVG00000004224	Ciona_savignyi
ENSAPOP00000028772	ENSAPOG00000014260	Acanthochromis_polyacanthus
ENSDCDP00000036801	ENSDCDG00000024619	Denticeps_clupeoides
ENSKMAP00000005652	ENSKMAG00000004257	Kryptolebias_marmoratus
ENSMMMP00000003041	ENSMMMG00000002744	Marmota_marmota_marmota
ENSTGUP00000009135	ENSTGUG00000008870	Taeniopygia_guttata
ENSEASP00005008496	ENSEASG00005006114	Equus_asinus_asinus
ENSACLP00000035484	ENSACLG00000024036	Astatotilapia_calliptera
ENSHHUP00000041141	ENSHHUG00000025395	Hucho_hucho
ENSMLUP00000017575	ENSMLUG00000030464	Myotis_lucifugus
ENSCHAP00000012549	ENSCHAG00000006555	Clupea_harengus
ENSFDAP00000007307	ENSFDAG00000015847	Fukomys_damarensis
ENSMEUP00000013354	ENSMEUG00000014628	Notamacropus_eugenii
ENSPTEP00000009882	ENSPTEG00000011213	Piliocolobus_tephrosceles
ENSTRUP00000047519	ENSTRUG00000018555	Takifugu_rubripes
ENSLCAP00010003719	ENSLCAG00010001907	Lates_calcarifer
ENSBIXP00000014083	ENSBIXG00000018870	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSSSCP00000061533	ENSSSCG00000010116	Sus_scrofa_strain_reference
ENSAOWP00000013301	ENSAOWG00000009063	Apteryx_owenii
ENSSMAP00000020762	ENSSMAG00000012727	Scophthalmus_maximus
ENSGALP00000057562	ENSGALG00000047077	Gallus_gallus
ENSPSIP00000006013	ENSPSIG00000005572	Pelodiscus_sinensis
ENSTSYP00000034927	ENSTSYG00000030019	Carlito_syrichta
ENSONIP00000014204	ENSONIG00000011285	Oreochromis_niloticus
ENSPKIP00000015138	ENSPKIG00000001918	Paramormyrops_kingsleyae
ENSEEUP00000014276	ENSEEUG00000015635	Erinaceus_europaeus
ENSMMOP00000012353	ENSMMOG00000009457	Mola_mola
ENSAMXP00000016366	ENSAMXG00000015817	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSSLDP00000011459	ENSSLDG00000009078	Seriola_lalandi_dorsalis
ENSPMJP00000023388	ENSPMJG00000017282	Parus_major
ENSEBUP00000012745	ENSEBUG00000008094	Eptatretus_burgeri
ENSPMEP00000032547	ENSPMEG00000020624	Poecilia_mexicana
ENSUPAP00010014783	ENSUPAG00010011833	Urocitellus_parryii
ENSGAFP00000019185	ENSGAFG00000012962	Gambusia_affinis
ENSMOCP00000018084	ENSMOCG00000016487	Microtus_ochrogaster
ENSPRNP00000006413	ENSPRNG00000003858	Parambassis_ranga
ENSPMEP00000014135	ENSPMEG00000016538	Poecilia_mexicana
ENSZALP00000011177	ENSZALG00000009465	Zonotrichia_albicollis
ENSHCOP00000005578	ENSHCOG00000007258	Hippocampus_comes
MGP_PahariEiJ_P0028124	MGP_PahariEiJ_G0016239	Mus_pahari_strain_PAHARI_EIJ
ENSACIP00000023890	ENSACIG00000018499	Amphilophus_citrinellus
ENSSARP00000007524	ENSSARG00000008338	Sorex_araneus
ENSCJPP00005023792	ENSCJPG00005018807	Coturnix_japonica
ENSCGRP00000003589	ENSCGRG00000002644	Cricetulus_griseus_CriGri_1.0
ENSORLP00020016728	ENSORLG00020017786	Oryzias_latipes_ASM223471v1
ENSRROP00000045065	ENSRROG00000045456	Rhinopithecus_roxellana
ENSSFOP00015024792	ENSSFOG00015015942	Scleropages_formosus
ENSPRNP00000007024	ENSPRNG00000003899	Parambassis_ranga
ENSGAGP00000021730	ENSGAGG00000015937	Gopherus_agassizii
ENSCANP00000013149	ENSCANG00000030010	Colobus_angolensis_palliatus
ENSACAP00000002479	ENSACAG00000002556	Anolis_carolinensis	ENSACAT00000002543
ENSMZEP00005011317	ENSMZEG00005008502	Maylandia_zebra
ENSPCAP00000004894	ENSPCAG00000005250	Procavia_capensis
ENSPRNP00000007724	ENSPRNG00000004211	Parambassis_ranga
ENSMAMP00000016158	ENSMAMG00000010926	Mastacembelus_armatus
ENSPNYP00000004107	ENSPNYG00000003185	Pundamilia_nyererei
ENSATEP00000004945	ENSATEG00000003504	Anabas_testudineus
ENSACLP00000015138	ENSACLG00000010310	Astatotilapia_calliptera
ENSORLP00015003726	ENSORLG00015004494	Oryzias_latipes_ASM223469v1
ENSNGAP00000016067	ENSNGAG00000016904	Nannospalax_galili
ENSORLP00020024724	ENSORLG00020006277	Oryzias_latipes_ASM223471v1
ENSHHUP00000082792	ENSHHUG00000048072	Hucho_hucho
ENSCGRP00015009274	ENSCGRG00015007109	Cricetulus_griseus_CriGri-PICR
ENSLCAP00010010569	ENSLCAG00010005045	Lates_calcarifer
ENSPRNP00000006460	ENSPRNG00000003868	Parambassis_ranga
ENSOARP00000018510	ENSOARG00000017246	Ovis_aries
MGP_CAROLIEiJ_P0040738	MGP_CAROLIEiJ_G0020534	Mus_caroli_strain_CAROLI_EIJ
ENSNSUP00000007826	ENSNSUG00000006115	Notechis_scutatus	ENSNSUT00000008383
ENSCAFP00000058252	ENSCAFG00000023963	Canis_lupus_familiaris
ENSOMEP00000031818	ENSOMEG00000016887	Oryzias_melastigma
ENSMVIP00005020485	ENSMVIG00005014480	Manacus_vitellinus
ENSCMIP00000031002	ENSCMIG00000013317	Callorhinchus_milii
ENSCCEP00000023398	ENSCCEG00000020899	Cyanistes_caeruleus
ENSXCOP00000002079	ENSXCOG00000001673	Xiphophorus_couchianus
ENSMALP00000030624	ENSMALG00000021149	Monopterus_albus
ENSCAPP00000002626	ENSCAPG00000005596	Cavia_aperea
ENSLCRP00005003914	ENSLCRG00005001379	Larimichthys_crocea
ENSSFOP00015025609	ENSSFOG00015016457	Scleropages_formosus
ENSMAMP00000020534	ENSMAMG00000013831	Mastacembelus_armatus
ENSUMAP00000006147	ENSUMAG00000004848	Ursus_maritimus
ENSJHYP00000018937	ENSJHYG00000014399	Junco_hyemalis
ENSTNIP00000016526	ENSTNIG00000013530	Tetraodon_nigroviridis
ENSMMUP00000059641	ENSMMUG00000005431	Macaca_mulatta
ENSORLP00000000694	ENSORLG00000000564	Oryzias_latipes_ASM223467v1
ENSBSLP00000020031	ENSBSLG00000010106	Betta_splendens
ENSMNEP00000017413	ENSMNEG00000032686	Macaca_nemestrina
ENSMPUP00000003789	ENSMPUG00000003820	Mustela_putorius_furo
ENSCSEP00000019448	ENSCSEG00000012434	Cynoglossus_semilaevis
ENSOMEP00000035850	ENSOMEG00000023335	Oryzias_melastigma
ENSXCOP00000023570	ENSXCOG00000017606	Xiphophorus_couchianus
ENSARWP00000012579	ENSARWG00000008698	Apteryx_rowi
ENSMUSP00000003622	ENSMUSG00000003528	Mus_musculus_strain_reference_(CL57BL6)
ENSPRNP00000029599	ENSPRNG00000014380	Parambassis_ranga
ENSGGOP00000006063	ENSGGOG00000006198	Gorilla_gorilla
ENSTNIP00000018460	ENSTNIG00000015393	Tetraodon_nigroviridis
ENSPCOP00000019221	ENSPCOG00000021559	Propithecus_coquereli
ENSABRP00000005509	ENSABRG00000005157	Anser_brachyrhynchus
ENSGAFP00000008612	ENSGAFG00000005824	Gambusia_affinis
ENSOANP00000001731	ENSOANG00000001089	Ornithorhynchus_anatinus
ENSCCAP00000040137	ENSCCAG00000037876	Cebus_capucinus_imitator
ENSNVIP00000029056	ENSNVIG00000022410	Neovison_vison
ENSNPEP00000013734	ENSNPEG00000009882	Nothoprocta_perdicaria
ENSAPLP00000031663	ENSAPLG00000022082	Anas_platyrhynchos_platyrhynchos
ENSRBIP00000009524	ENSRBIG00000028644	Rhinopithecus_bieti
ENSMSIP00000023668	ENSMSIG00000020029	Mus_spicilegus
ENSPTRP00000024206	ENSPTRG00000014057	Pan_troglodytes
ENSKMAP00000021043	ENSKMAG00000015636	Kryptolebias_marmoratus
ENSVURP00010020269	ENSVURG00010015522	Vombatus_ursinus
ENSFHEP00000006118	ENSFHEG00000000190	Fundulus_heteroclitus
ENSCMIP00000033312	ENSCMIG00000014213	Callorhinchus_milii
ENSEEEP00000022928	ENSEEEG00000011010	Electrophorus_electricus
ENSPSMP00000029815	ENSPSMG00000020688	Prolemur_simus
ENSCPRP00005001881	ENSCPRG00005001376	Crocodylus_porosus
ENSUAMP00000027286	ENSUAMG00000021144	Ursus_americanus
ENSTTRP00000006471	ENSTTRG00000006845	Tursiops_truncatus
ENSCGRP00001026925	ENSCGRG00001024096	Cricetulus_griseus_CHOK1GS_HDv1
ENSONIP00000018046	ENSONIG00000014353	Oreochromis_niloticus
ENSCVAP00000022952	ENSCVAG00000005971	Cyprinodon_variegatus
ENSNBRP00000024005	ENSNBRG00000018370	Neolamprologus_brichardi
ENSOGAP00000001210	ENSOGAG00000001361	Otolemur_garnettii
ENSODEP00000022474	ENSODEG00000016493	Octodon_degus
ENSPRNP00000051374	ENSPRNG00000024352	Parambassis_ranga
ENSGWIP00000031559	ENSGWIG00000016254	Gouania_willdenowi
ENSSDUP00000031836	ENSSDUG00000022882	Seriola_dumerili
ENSAPEP00000023795	ENSAPEG00000016890	Amphiprion_percula
ENSLOCP00000002736	ENSLOCG00000002325	Lepisosteus_oculatus
ENSMFAP00000022070	ENSMFAG00000035928	Macaca_fascicularis
ENSAPOP00000003830	ENSAPOG00000005359	Acanthochromis_polyacanthus
ENSETEP00000003730	ENSETEG00000004563	Echinops_telfairi
ENSHGLP00100002429	ENSHGLG00100001881	Heterocephalus_glaber_HetGla_1.0
ENSAHAP00000026495	ENSAHAG00000018435	Apteryx_haastii
ENSBTAP00000058261	ENSBTAG00000008528	Bos_taurus
ENSPMGP00000016120	ENSPMGG00000013231	Periophthalmus_magnuspinnatus
ENSPEMP00000026245	ENSPEMG00000022415	Peromyscus_maniculatus_bairdii
ENSCPOP00000001585	ENSCPOG00000001754	Cavia_porcellus
ENSP00000215882	ENSG00000100075	Homo_sapiens
ENSMGAP00000000168	ENSMGAG00000000782	Meleagris_gallopavo
ENSPPYP00000024683	ENSPPYG00000029785	Pongo_abelii
ENSBMUP00000006630	ENSBMUG00000005243	Bos_mutus
ENSDARP00000157146	ENSDARG00000080000	Danio_rerio
ENSPLAP00000030500	ENSPLAG00000021594	Poecilia_latipinna
ENSCGOP00000040008	ENSCGOG00000018092	Cottoperca_gobio
ENSACIP00000024056	ENSACIG00000018660	Amphilophus_citrinellus
ENSLBEP00000018218	ENSLBEG00000014028	Labrus_bergylta
ENSLCOP00000017901	ENSLCOG00000012649	Lepidothrix_coronata
ENSIPUP00000020886	ENSIPUG00000014112	Ictalurus_punctatus
ENSSMRP00000017832	ENSSMRG00000013906	Salvator_merianae	ENSSMRT00000020878
ENSELUP00000032016	ENSELUG00000009778	Esox_lucius
MGP_SPRETEiJ_P0042589	MGP_SPRETEiJ_G0021429	Mus_spretus_strain_SPRET/EiJ
ENSHHUP00000074497	ENSHHUG00000043708	Hucho_hucho
ENSOPRP00000010621	ENSOPRG00000011649	Ochotona_princeps
ENSXMAP00000004620	ENSXMAG00000004598	Xiphophorus_maculatus
ENSLCRP00005004085	ENSLCRG00005001220	Larimichthys_crocea
ENSDNOP00000009887	ENSDNOG00000012752	Dasypus_novemcinctus
ENSPMAP00000002064	ENSPMAG00000001870	Petromyzon_marinus
ENSPKIP00000041161	ENSPKIG00000017818	Paramormyrops_kingsleyae
ENSSDUP00000000115	ENSSDUG00000000166	Seriola_dumerili
ENSANAP00000020217	ENSANAG00000027888	Aotus_nancymaae
ENSMALP00000029556	ENSMALG00000020429	Monopterus_albus
ENSAMXP00005028651	ENSAMXG00005014101	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSFHEP00000018441	ENSFHEG00000020295	Fundulus_heteroclitus
ENSORLP00015015120	ENSORLG00015016023	Oryzias_latipes_ASM223469v1
ENSAPEP00000013525	ENSAPEG00000009612	Amphiprion_percula
ENSPREP00000016076	ENSPREG00000010834	Poecilia_reticulata
ENSCINP00000025857	ENSCING00000014250	Ciona_intestinalis
ENSPCOP00000029973	ENSPCOG00000027700	Propithecus_coquereli
ENSXETP00000007337	ENSXETG00000008004	Xenopus_tropicalis
ENSJJAP00000006654	ENSJJAG00000011244	Jaculus_jaculus
ENSTRUP00000031318	ENSTRUG00000012369	Takifugu_rubripes
ENSPANP00000015832	ENSPANG00000003896	Papio_anubis
ENSPVAP00000001568	ENSPVAG00000001662	Pteropus_vampyrus
ENSNMEP00000001988	ENSNMEG00000002218	Numida_meleagris
ENSCPGP00000017600	ENSCPGG00000012343	Calidris_pygmaea
ENSORLP00000002841	ENSORLG00000002292	Oryzias_latipes_ASM223467v1
ENSLBEP00000032580	ENSLBEG00000024542	Labrus_bergylta
