ENSCGRP00001008913	ENSCGRG00001011047	Cricetulus_griseus_CHOK1GS_HDv1
ENSSPAP00000023358	ENSSPAG00000017611	Stegastes_partitus
ENSCPUP00000011319	ENSCPUG00000008027	Calidris_pugnax
ENSONIP00000013790	ENSONIG00000010961	Oreochromis_niloticus
ENSMUNP00000010999	ENSMUNG00000008628	Melopsittacus_undulatus
ENSSFOP00015001910	ENSSFOG00015001262	Scleropages_formosus
ENSAMXP00000045561	ENSAMXG00000015980	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMMOP00000027812	ENSMMOG00000021024	Mola_mola
ENSCANP00000017138	ENSCANG00000032010	Colobus_angolensis_palliatus
ENSCHAP00000012352	ENSCHAG00000006898	Clupea_harengus
ENSMMUP00000021473	ENSMMUG00000016353	Macaca_mulatta
ENSMUGP00000010483	ENSMUGG00000009253	Meriones_unguiculatus
ENSBTAP00000015433	ENSBTAG00000046321	Bos_taurus
ENSVURP00010005349	ENSVURG00010003931	Vombatus_ursinus
ENSPKIP00000039868	ENSPKIG00000017060	Paramormyrops_kingsleyae
MGP_CAROLIEiJ_P0029077	MGP_CAROLIEiJ_G0016936	Mus_caroli_strain_CAROLI_EIJ
ENSPPYP00000013406	ENSPPYG00000012021	Pongo_abelii
ENSAOCP00000025321	ENSAOCG00000000802	Amphiprion_ocellaris
ENSONIP00000016033	ENSONIG00000012739	Oreochromis_niloticus
ENSBIXP00000003179	ENSBIXG00000009576	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMOCP00000022244	ENSMOCG00000019328	Microtus_ochrogaster
ENSSMAP00000004657	ENSSMAG00000002869	Scophthalmus_maximus
ENSTNIP00000006083	ENSTNIG00000003495	Tetraodon_nigroviridis
ENSMNEP00000009088	ENSMNEG00000028963	Macaca_nemestrina
ENSSCAP00000015549	ENSSCAG00000011393	Serinus_canaria
ENSCCNP00000026854	ENSCCNG00000026021	Castor_canadensis
ENSCAFP00000043608	ENSCAFG00000044607	Canis_lupus_familiaris
MGP_CAROLIEiJ_P0070999	MGP_CAROLIEiJ_G0027776	Mus_caroli_strain_CAROLI_EIJ
ENSPMGP00000016532	ENSPMGG00000013578	Periophthalmus_magnuspinnatus
ENSBIXP00005011386	ENSBIXG00005000169	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSHBUP00000027624	ENSHBUG00000010959	Haplochromis_burtoni
ENSGAFP00000018481	ENSGAFG00000012500	Gambusia_affinis
ENSPNYP00000005230	ENSPNYG00000004065	Pundamilia_nyererei
ENSAMXP00005031942	ENSAMXG00005015404	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSFDAP00000021665	ENSFDAG00000007555	Fukomys_damarensis
ENSLCRP00005006589	ENSLCRG00005002420	Larimichthys_crocea
ENSBSLP00000044565	ENSBSLG00000021137	Betta_splendens
ENSPVAP00000000104	ENSPVAG00000000110	Pteropus_vampyrus
ENSEASP00005003662	ENSEASG00005002793	Equus_asinus_asinus
ENSZALP00000016951	ENSZALG00000013739	Zonotrichia_albicollis
ENSTSYP00000034284	ENSTSYG00000032148	Carlito_syrichta
ENSPTIP00000021994	ENSPTIG00000018963	Panthera_tigris_altaica
ENSPCAP00000014878	ENSPCAG00000015927	Procavia_capensis
ENSPNAP00000025116	ENSPNAG00000010050	Pygocentrus_nattereri
ENSSFOP00015000968	ENSSFOG00015000669	Scleropages_formosus
ENSGMOP00000017462	ENSGMOG00000016288	Gadus_morhua
ENSSTOP00000030304	ENSSTOG00000023162	Ictidomys_tridecemlineatus
ENSFDAP00000007881	ENSFDAG00000016299	Fukomys_damarensis
ENSGGOP00000037831	ENSGGOG00000015940	Gorilla_gorilla
ENSMLEP00000031807	ENSMLEG00000040104	Mandrillus_leucophaeus
ENSCPGP00000004781	ENSCPGG00000003384	Calidris_pygmaea
ENSNBRP00000026997	ENSNBRG00000020583	Neolamprologus_brichardi
ENSGGOP00000011059	ENSGGOG00000011341	Gorilla_gorilla
ENSCCNP00000023653	ENSCCNG00000023139	Castor_canadensis
ENSMALP00000018847	ENSMALG00000013139	Monopterus_albus
ENSSMRP00000008348	ENSSMRG00000006694	Salvator_merianae	ENSSMRT00000009756
ENSMICP00000021150	ENSMICG00000015982	Microcebus_murinus
ENSSSCP00000035613	ENSSSCG00000009748	Sus_scrofa_strain_reference
ENSGGOP00000044666	ENSGGOG00000016714	Gorilla_gorilla
ENSLBEP00000023652	ENSLBEG00000018117	Labrus_bergylta
ENSCCEP00000026430	ENSCCEG00000023219	Cyanistes_caeruleus
ENSGALP00000071346	ENSGALG00000042533	Gallus_gallus
ENSUPAP00010014457	ENSUPAG00010011601	Urocitellus_parryii
ENSHCOP00000024708	ENSHCOG00000014278	Hippocampus_comes
ENSVPAP00000008959	ENSVPAG00000009625	Vicugna_pacos
ENSJHYP00000000574	ENSJHYG00000000554	Junco_hyemalis
ENSJJAP00000004618	ENSJJAG00000009598	Jaculus_jaculus
ENSORLP00020027236	ENSORLG00020010108	Oryzias_latipes_ASM223471v1
ENSKMAP00000027287	ENSKMAG00000020108	Kryptolebias_marmoratus
ENSBBBP00000002643	ENSBBBG00000002180	Bison_bison_bison
ENSSDAP00000022721	ENSSDAG00000020537	Spermophilus_dauricus
ENSAOCP00000017212	ENSAOCG00000022258	Amphiprion_ocellaris
ENSHHUP00000033696	ENSHHUG00000021264	Hucho_hucho
ENSMSIP00000021327	ENSMSIG00000018123	Mus_spicilegus
ENSAHAP00000020474	ENSAHAG00000014071	Apteryx_haastii	ENSAHAT00000022584
ENSEEEP00000000509	ENSEEEG00000000257	Electrophorus_electricus
ENSFCAP00000023926	ENSFCAG00000008005	Felis_catus
ENSSFOP00015007862	ENSSFOG00015005131	Scleropages_formosus
ENSANAP00000014711	ENSANAG00000025244	Aotus_nancymaae
ENSSBOP00000010888	ENSSBOG00000022235	Saimiri_boliviensis_boliviensis
ENSPANP00000022067	ENSPANG00000022278	Papio_anubis
ENSAMEP00000012359	ENSAMEG00000011688	Ailuropoda_melanoleuca
ENSMEUP00000015033	ENSMEUG00000016405	Notamacropus_eugenii
ENSPPAP00000005015	ENSPPAG00000020649	Pan_paniscus
ENSMZEP00005031870	ENSMZEG00005023775	Maylandia_zebra
ENSSHAP00000018473	ENSSHAG00000015685	Sarcophilus_harrisii
ENSHCOP00000024638	ENSHCOG00000014172	Hippocampus_comes
ENSMUNP00000011001	ENSMUNG00000008631	Melopsittacus_undulatus
ENSMSIP00000005985	ENSMSIG00000005336	Mus_spicilegus
ENSOMEP00000007931	ENSOMEG00000009085	Oryzias_melastigma
ENSPPYP00000009252	ENSPPYG00000008234	Pongo_abelii
ENSCINP00000032578	ENSCING00000023245	Ciona_intestinalis
ENSPLAP00000012280	ENSPLAG00000015556	Poecilia_latipinna
ENSMEUP00000010902	ENSMEUG00000011952	Notamacropus_eugenii
ENSTTRP00000016113	ENSTTRG00000016996	Tursiops_truncatus
ENSDCDP00000009831	ENSDCDG00000004936	Denticeps_clupeoides
ENSMUSP00000142455	ENSMUSG00000029420	Mus_musculus_strain_reference_(CL57BL6)
ENSDNOP00000008097	ENSDNOG00000010457	Dasypus_novemcinctus
ENSCGOP00000042473	ENSCGOG00000019187	Cottoperca_gobio
ENSPTEP00000003601	ENSPTEG00000004272	Piliocolobus_tephrosceles
ENSSMRP00000018656	ENSSMRG00000014518	Salvator_merianae
ENSCMIP00000044660	ENSCMIG00000018468	Callorhinchus_milii
ENSLAFP00000011574	ENSLAFG00000013819	Loxodonta_africana
ENSCGOP00000042052	ENSCGOG00000019019	Cottoperca_gobio
ENSPFOP00000030907	ENSPFOG00000017077	Poecilia_formosa
ENSDARP00000133712	ENSDARG00000104101	Danio_rerio
ENSMODP00000022022	ENSMODG00000017663	Monodelphis_domestica
ENSORLP00020022055	ENSORLG00020002174	Oryzias_latipes_ASM223471v1
ENSCABP00000009977	ENSCABG00000007488	Chelonoidis_abingdonii
ENSPRNP00000039383	ENSPRNG00000019403	Parambassis_ranga
ENSPPYP00000005838	ENSPPYG00000005122	Pongo_abelii
ENSSDUP00000031543	ENSSDUG00000022660	Seriola_dumerili
ENSCLAP00000011256	ENSCLAG00000007769	Chinchilla_lanigera
ENSMODP00000019472	ENSMODG00000015603	Monodelphis_domestica
ENSCPRP00005026976	ENSCPRG00005018673	Crocodylus_porosus
ENSATEP00000030053	ENSATEG00000020717	Anabas_testudineus
ENSNLEP00000038807	ENSNLEG00000008657	Nomascus_leucogenys
ENSLSDP00000013865	ENSLSDG00000010030	Lonchura_striata_domestica
ENSSDUP00000009763	ENSSDUG00000007142	Seriola_dumerili
ENSODEP00000021504	ENSODEG00000015829	Octodon_degus
ENSSDAP00000016035	ENSSDAG00000014331	Spermophilus_dauricus
ENSHHUP00000082550	ENSHHUG00000047908	Hucho_hucho
ENSPREP00000002657	ENSPREG00000001865	Poecilia_reticulata
ENSPFOP00000019790	ENSPFOG00000019665	Poecilia_formosa
ENSEASP00005032662	ENSEASG00005022298	Equus_asinus_asinus
ENSBIXP00005012196	ENSBIXG00005002663	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSORLP00015014772	ENSORLG00015015759	Oryzias_latipes_ASM223469v1
ENSTTRP00000006473	ENSTTRG00000006846	Tursiops_truncatus
ENSAOWP00000009031	ENSAOWG00000006203	Apteryx_owenii
ENSOGAP00000013794	ENSOGAG00000015405	Otolemur_garnettii
ENSPFOP00000008260	ENSPFOG00000008332	Poecilia_formosa
ENSSSCP00000010762	ENSSSCG00000010089	Sus_scrofa_strain_reference
ENSFHEP00000021571	ENSFHEG00000001406	Fundulus_heteroclitus
ENSCATP00000027503	ENSCATG00000037122	Cercocebus_atys
ENSTRUP00000055495	ENSTRUG00000023945	Takifugu_rubripes
ENSLOCP00000003481	ENSLOCG00000002948	Lepisosteus_oculatus
ENSPTRP00000086615	ENSPTRG00000045413	Pan_troglodytes
ENSABRP00000020158	ENSABRG00000017206	Anser_brachyrhynchus
ENSMZEP00005023739	ENSMZEG00005017759	Maylandia_zebra
ENSMALP00000027894	ENSMALG00000019327	Monopterus_albus
ENSMALP00000018938	ENSMALG00000013217	Monopterus_albus
ENSSDUP00000024294	ENSSDUG00000017660	Seriola_dumerili
ENSHHUP00000028839	ENSHHUG00000018401	Hucho_hucho
ENSCSEP00000025116	ENSCSEG00000016017	Cynoglossus_semilaevis
ENSMLEP00000002298	ENSMLEG00000009293	Mandrillus_leucophaeus
ENSRBIP00000003445	ENSRBIG00000016112	Rhinopithecus_bieti
ENSLOCP00000007570	ENSLOCG00000006264	Lepisosteus_oculatus
ENSEEEP00000032476	ENSEEEG00000015482	Electrophorus_electricus
ENSGWIP00000043849	ENSGWIG00000021758	Gouania_willdenowi
ENSIPUP00000006284	ENSIPUG00000004325	Ictalurus_punctatus
ENSPEMP00000009019	ENSPEMG00000010424	Peromyscus_maniculatus_bairdii
ENSCVAP00000027011	ENSCVAG00000013107	Cyprinodon_variegatus
MGP_PahariEiJ_P0027999	MGP_PahariEiJ_G0016214	Mus_pahari_strain_PAHARI_EIJ
ENSHBUP00000021533	ENSHBUG00000001309	Haplochromis_burtoni
ENSAPLP00000011660	ENSAPLG00000011861	Anas_platyrhynchos_platyrhynchos
ENSNLEP00000009310	ENSNLEG00000007660	Nomascus_leucogenys
ENSHGLP00000024554	ENSHGLG00000017502	Heterocephalus_glaber_HetGla_female_1.0
ENSOMEP00000023456	ENSOMEG00000003574	Oryzias_melastigma
ENSONIP00000004776	ENSONIG00000003798	Oreochromis_niloticus
ENSP00000390630	ENSG00000183246	Homo_sapiens
ENSHGLP00000013676	ENSHGLG00000009774	Heterocephalus_glaber_HetGla_female_1.0
ENSCABP00000009981	ENSCABG00000007490	Chelonoidis_abingdonii
ENSPTRP00000041611	ENSPTRG00000009450	Pan_troglodytes
ENSACLP00000030739	ENSACLG00000020800	Astatotilapia_calliptera
ENSPVIP00000012139	ENSPVIG00000009429	Pogona_vitticeps
ENSUAMP00000005796	ENSUAMG00000004736	Ursus_americanus
ENSOANP00000000950	ENSOANG00000000603	Ornithorhynchus_anatinus
ENSORLP00015021807	ENSORLG00015023033	Oryzias_latipes_ASM223469v1
ENSECRP00000029387	ENSECRG00000019828	Erpetoichthys_calabaricus
ENSSSCP00000064427	ENSSSCG00000017638	Sus_scrofa_strain_reference
ENSSPAP00000017875	ENSSPAG00000013508	Stegastes_partitus
ENSTGUP00000004908	ENSTGUG00000004751	Taeniopygia_guttata	ENSTGUT00000004957
ENSMAMP00000007695	ENSMAMG00000005227	Mastacembelus_armatus
ENSNMEP00000016097	ENSNMEG00000013940	Numida_meleagris
ENSCSEP00000016989	ENSCSEG00000010919	Cynoglossus_semilaevis
ENSGMOP00000015475	ENSGMOG00000014441	Gadus_morhua
ENSDARP00000105734	ENSDARG00000090126	Danio_rerio
ENSARWP00000007580	ENSARWG00000005280	Apteryx_rowi	ENSARWT00000008642
ENSGALP00000071726	ENSGALG00000052201	Gallus_gallus
ENSCMIP00000044656	ENSCMIG00000018464	Callorhinchus_milii
ENSOCUP00000008368	ENSOCUG00000009705	Oryctolagus_cuniculus
ENSCINP00000032745	ENSCING00000023696	Ciona_intestinalis
ENSLAFP00000002521	ENSLAFG00000003026	Loxodonta_africana
ENSXETP00000005231	ENSXETG00000009995	Xenopus_tropicalis
ENSCAPP00000010164	ENSCAPG00000011481	Cavia_aperea
ENSCVAP00000000352	ENSCVAG00000001256	Cyprinodon_variegatus
ENSHHUP00000058211	ENSHHUG00000034649	Hucho_hucho
ENSBTAP00000060212	ENSBTAG00000051269	Bos_taurus
ENSCJAP00000055930	ENSCJAG00000017335	Callithrix_jacchus
ENSMUGP00000020200	ENSMUGG00000016757	Meriones_unguiculatus
ENSCGOP00000035583	ENSCGOG00000016452	Cottoperca_gobio
ENSNMEP00000013922	ENSNMEG00000012566	Numida_meleagris
ENSMSIP00000031403	ENSMSIG00000026214	Mus_spicilegus
ENSNBRP00000011542	ENSNBRG00000008964	Neolamprologus_brichardi
ENSNBRP00000021052	ENSNBRG00000016164	Neolamprologus_brichardi
ENSPVIP00000004103	ENSPVIG00000003348	Pogona_vitticeps	ENSPVIT00000005250
ENSCSAP00000018780	ENSCSAG00000019270	Chlorocebus_sabaeus
ENSLCRP00005034483	ENSLCRG00005013533	Larimichthys_crocea
ENSOMEP00000007901	ENSOMEG00000009049	Oryzias_melastigma
ENSCATP00000045945	ENSCATG00000045320	Cercocebus_atys
ENSCAFP00020033228	ENSCAFG00020025672	Canis_lupus_dingo
ENSGWIP00000029892	ENSGWIG00000015589	Gouania_willdenowi
ENSAPOP00000017184	ENSAPOG00000020352	Acanthochromis_polyacanthus
ENSSPUP00000001931	ENSSPUG00000001471	Sphenodon_punctatus
ENSIPUP00000004944	ENSIPUG00000003435	Ictalurus_punctatus
ENSJJAP00000011308	ENSJJAG00000014589	Jaculus_jaculus
ENSCPOP00000012093	ENSCPOG00000013431	Cavia_porcellus
ENSPCIP00000050495	ENSPCIG00000035280	Phascolarctos_cinereus
ENSNSUP00000023996	ENSNSUG00000017363	Notechis_scutatus	ENSNSUT00000025514
ENSDCDP00000010539	ENSDCDG00000005273	Denticeps_clupeoides
ENSCAFP00000066109	ENSCAFG00000006721	Canis_lupus_familiaris
ENSPNAP00000000387	ENSPNAG00000000287	Pygocentrus_nattereri
ENSMUSP00000048063	ENSMUSG00000034156	Mus_musculus_strain_reference_(CL57BL6)
ENSPTRP00000063876	ENSPTRG00000023292	Pan_troglodytes
ENSPMEP00000022214	ENSPMEG00000002973	Poecilia_mexicana
MGP_CAROLIEiJ_P0040608	MGP_CAROLIEiJ_G0020509	Mus_caroli_strain_CAROLI_EIJ
ENSMAMP00000009014	ENSMAMG00000006087	Mastacembelus_armatus
ENSETEP00000001038	ENSETEG00000001281	Echinops_telfairi
ENSNGAP00000002278	ENSNGAG00000001773	Nannospalax_galili
ENSHHUP00000075338	ENSHHUG00000044138	Hucho_hucho
ENSTRUP00000028569	ENSTRUG00000011315	Takifugu_rubripes
ENSCGRP00000023807	ENSCGRG00000017249	Cricetulus_griseus_CriGri_1.0
ENSECRP00000025778	ENSECRG00000017409	Erpetoichthys_calabaricus
ENSHBUP00000020366	ENSHBUG00000022627	Haplochromis_burtoni
ENSAPEP00000012871	ENSAPEG00000009100	Amphiprion_percula
ENSJHYP00000020026	ENSJHYG00000015026	Junco_hyemalis
ENSLCOP00000021080	ENSLCOG00000014921	Lepidothrix_coronata
ENSTGUP00000003391	ENSTGUG00000003283	Taeniopygia_guttata
ENSPTIP00000019617	ENSPTIG00000017311	Panthera_tigris_altaica
ENSGALP00000059764	ENSGALG00000043903	Gallus_gallus
ENSXETP00000031333	ENSXETG00000011532	Xenopus_tropicalis
ENSSMRP00000011202	ENSSMRG00000008812	Salvator_merianae
ENSPCOP00000007155	ENSPCOG00000014795	Propithecus_coquereli
ENSCHIP00000024753	ENSCHIG00000021798	Capra_hircus
ENSEASP00005019181	ENSEASG00005013193	Equus_asinus_asinus
ENSORLP00000045503	ENSORLG00000010821	Oryzias_latipes_ASM223467v1
ENSDNVP00000019350	ENSDNVG00000013558	Dromaius_novaehollandiae	ENSDNVT00000023319
ENSMUSP00000127909	ENSMUSG00000071636	Mus_musculus_strain_reference_(CL57BL6)
ENSMZEP00005011555	ENSMZEG00005008669	Maylandia_zebra
ENSACAP00000014010	ENSACAG00000014219	Anolis_carolinensis	ENSACAT00000014297
ENSCHAP00000021121	ENSCHAG00000010647	Clupea_harengus
ENSOANP00000014205	ENSOANG00000008919	Ornithorhynchus_anatinus
ENSAMXP00000002748	ENSAMXG00000002674	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPPRP00000019280	ENSPPRG00000010777	Panthera_pardus
ENSCABP00000029740	ENSCABG00000021821	Chelonoidis_abingdonii
ENSJJAP00000024091	ENSJJAG00000023645	Jaculus_jaculus
ENSHCOP00000022804	ENSHCOG00000011006	Hippocampus_comes
ENSTNIP00000011392	ENSTNIG00000008552	Tetraodon_nigroviridis
ENSMMOP00000007106	ENSMMOG00000005416	Mola_mola
ENSCJAP00000078015	ENSCJAG00000010919	Callithrix_jacchus
ENSACLP00000021789	ENSACLG00000014685	Astatotilapia_calliptera
ENSCAPP00000001583	ENSCAPG00000003171	Cavia_aperea
ENSCANP00000028875	ENSCANG00000037944	Colobus_angolensis_palliatus
ENSSHAP00000000218	ENSSHAG00000000185	Sarcophilus_harrisii
ENSNLEP00000010058	ENSNLEG00000008265	Nomascus_leucogenys
ENSEEUP00000008405	ENSEEUG00000009155	Erinaceus_europaeus
ENSAMEP00000021317	ENSAMEG00000020263	Ailuropoda_melanoleuca
MGP_PahariEiJ_P0059199	MGP_PahariEiJ_G0024356	Mus_pahari_strain_PAHARI_EIJ
ENSPMJP00000001259	ENSPMJG00000001017	Parus_major
ENSPMEP00000027504	ENSPMEG00000011925	Poecilia_mexicana
ENSPREP00000010424	ENSPREG00000007113	Poecilia_reticulata
ENSCGRP00015027010	ENSCGRG00015020018	Cricetulus_griseus_CriGri-PICR
ENSVVUP00000028242	ENSVVUG00000020684	Vulpes_vulpes
ENSECAP00000010258	ENSECAG00000040540	Equus_caballus
ENSBTAP00000068783	ENSBTAG00000009797	Bos_taurus
ENSAPEP00000018465	ENSAPEG00000013189	Amphiprion_percula
ENSCSAP00000016119	ENSCSAG00000001911	Chlorocebus_sabaeus
ENSNVIP00000028059	ENSNVIG00000021690	Neovison_vison
ENSAPEP00000007898	ENSAPEG00000005668	Amphiprion_percula
ENSSMAP00000031082	ENSSMAG00000019020	Scophthalmus_maximus
ENSDNOP00000024947	ENSDNOG00000048036	Dasypus_novemcinctus
ENSPREP00000012928	ENSPREG00000008779	Poecilia_reticulata
ENSMAUP00000021706	ENSMAUG00000019316	Mesocricetus_auratus
ENSMMMP00000005975	ENSMMMG00000005259	Marmota_marmota_marmota
