ENSCGRP00000006328	ENSCGRG00000004630	Cricetulus_griseus_CriGri_1.0
ENSEASP00005009974	ENSEASG00005006990	Equus_asinus_asinus
ENSFALP00000007642	ENSFALG00000007315	Ficedula_albicollis
ENSCHIP00000004346	ENSCHIG00000008531	Capra_hircus
ENSODEP00000004399	ENSODEG00000003361	Octodon_degus
ENSPKIP00000022916	ENSPKIG00000006730	Paramormyrops_kingsleyae
ENSDNOP00000006626	ENSDNOG00000008552	Dasypus_novemcinctus
ENSPEMP00000006495	ENSPEMG00000008697	Peromyscus_maniculatus_bairdii
ENSMAMP00000029315	ENSMAMG00000019720	Mastacembelus_armatus
ENSACAP00000008886	ENSACAG00000009054	Anolis_carolinensis	ENSACAT00000009077
ENSGACP00000003327	ENSGACG00000002524	Gasterosteus_aculeatus
ENSRBIP00000016480	ENSRBIG00000032275	Rhinopithecus_bieti
ENSMUNP00000008110	ENSMUNG00000006483	Melopsittacus_undulatus
ENSACLP00000023027	ENSACLG00000015571	Astatotilapia_calliptera
ENSLCRP00005003264	ENSLCRG00005001619	Larimichthys_crocea
ENSONIP00000012742	ENSONIG00000010133	Oreochromis_niloticus
ENSCSAVP00000005859	ENSCSAVG00000003498	Ciona_savignyi
ENSUAMP00000020190	ENSUAMG00000015942	Ursus_americanus
ENSCANP00000037622	ENSCANG00000042490	Colobus_angolensis_palliatus
ENSCHAP00000058825	ENSCHAG00000026439	Clupea_harengus
ENSCJPP00005003996	ENSCJPG00005004067	Coturnix_japonica
ENSHGLP00100014999	ENSHGLG00100011109	Heterocephalus_glaber_HetGla_1.0
ENSJJAP00000005560	ENSJJAG00000010472	Jaculus_jaculus
ENSMNEP00000030194	ENSMNEG00000038552	Macaca_nemestrina
ENSPPRP00000003965	ENSPPRG00000000230	Panthera_pardus
ENSCAPP00000001579	ENSCAPG00000003179	Cavia_aperea
ENSMPUP00000011954	ENSMPUG00000012046	Mustela_putorius_furo
ENSATEP00000009661	ENSATEG00000006756	Anabas_testudineus
ENSMODP00000011345	ENSMODG00000009100	Monodelphis_domestica
ENSPPYP00000002488	ENSPPYG00000002140	Pongo_abelii
ENSAMXP00005001805	ENSAMXG00005000992	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSTTRP00000006179	ENSTTRG00000006531	Tursiops_truncatus
ENSPCAP00000015679	ENSPCAG00000016761	Procavia_capensis
ENSAPLP00000021265	ENSAPLG00000016264	Anas_platyrhynchos_platyrhynchos
ENSSHAP00000017163	ENSSHAG00000014587	Sarcophilus_harrisii
ENSCPBP00000021137	ENSCPBG00000015189	Chrysemys_picta_bellii
ENSDNVP00000001382	ENSDNVG00000000956	Dromaius_novaehollandiae
ENSNPEP00000005017	ENSNPEG00000003555	Nothoprocta_perdicaria
ENSSDUP00000010085	ENSSDUG00000007395	Seriola_dumerili
ENSCAFP00020033745	ENSCAFG00020026196	Canis_lupus_dingo
ENSTSYP00000006942	ENSTSYG00000007609	Carlito_syrichta
ENSCPGP00000010658	ENSCPGG00000007536	Calidris_pygmaea
ENSTBEP00000007749	ENSTBEG00000008927	Tupaia_belangeri
ENSPVAP00000012180	ENSPVAG00000012916	Pteropus_vampyrus
ENSORLP00015027733	ENSORLG00015009960	Oryzias_latipes_ASM223469v1
