ENSHGLP00000028914	ENSHGLG00000021330	Heterocephalus_glaber_HetGla_female_1.0
ENSPSIP00000000716	ENSPSIG00000000714	Pelodiscus_sinensis
ENSSFOP00015014945	ENSSFOG00015009655	Scleropages_formosus
ENSPKIP00000027809	ENSPKIG00000009704	Paramormyrops_kingsleyae
ENSPKIP00000025244	ENSPKIG00000008190	Paramormyrops_kingsleyae
ENSLBEP00000002500	ENSLBEG00000001962	Labrus_bergylta
ENSGACP00000008809	ENSGACG00000006654	Gasterosteus_aculeatus
ENSBSLP00000013967	ENSBSLG00000007355	Betta_splendens
ENSORLP00000041897	ENSORLG00000021995	Oryzias_latipes_ASM223467v1
ENSORLP00015031480	ENSORLG00015015772	Oryzias_latipes_ASM223469v1
ENSORLP00020023422	ENSORLG00020004248	Oryzias_latipes_ASM223471v1
ENSOMEP00000008135	ENSOMEG00000009286	Oryzias_melastigma
ENSSMAP00000005029	ENSSMAG00000003094	Scophthalmus_maximus
ENSLCRP00005031316	ENSLCRG00005012411	Larimichthys_crocea
ENSMMOP00000009759	ENSMMOG00000007561	Mola_mola
ENSCGOP00000038700	ENSCGOG00000017729	Cottoperca_gobio
ENSSLDP00000032127	ENSSLDG00000024674	Seriola_lalandi_dorsalis
ENSSDUP00000023537	ENSSDUG00000017119	Seriola_dumerili
ENSLCAP00010043816	ENSLCAG00010020403	Lates_calcarifer
ENSAOCP00000021708	ENSAOCG00000006682	Amphiprion_ocellaris
ENSPRNP00000014630	ENSPRNG00000007898	Parambassis_ranga
ENSACLP00000000655	ENSACLG00000000469	Astatotilapia_calliptera
ENSMZEP00005004722	ENSMZEG00005003658	Maylandia_zebra
ENSPNYP00000001264	ENSPNYG00000001015	Pundamilia_nyererei
ENSHBUP00000018575	ENSHBUG00000020693	Haplochromis_burtoni
ENSNBRP00000014601	ENSNBRG00000011282	Neolamprologus_brichardi
ENSONIP00000026374	ENSONIG00000021072	Oreochromis_niloticus
ENSACIP00000027585	ENSACIG00000021369	Amphilophus_citrinellus
ENSMALP00000004347	ENSMALG00000003149	Monopterus_albus
ENSPMGP00000019986	ENSPMGG00000016191	Periophthalmus_magnuspinnatus
ENSGWIP00000016831	ENSGWIG00000009415	Gouania_willdenowi
ENSCSEP00000023592	ENSCSEG00000015048	Cynoglossus_semilaevis
ENSPREP00000021326	ENSPREG00000014425	Poecilia_reticulata
ENSPFOP00000008556	ENSPFOG00000008616	Poecilia_formosa
ENSGAFP00000022025	ENSGAFG00000014867	Gambusia_affinis
ENSFHEP00000008727	ENSFHEG00000009954	Fundulus_heteroclitus
ENSCVAP00000023614	ENSCVAG00000007096	Cyprinodon_variegatus
ENSKMAP00000015800	ENSKMAG00000011813	Kryptolebias_marmoratus
ENSHCOP00000022012	ENSHCOG00000009342	Hippocampus_comes
ENSHHUP00000066168	ENSHHUG00000039017	Hucho_hucho
ENSHHUP00000029426	ENSHHUG00000018764	Hucho_hucho
ENSELUP00000010466	ENSELUG00000010952	Esox_lucius
ENSAMXP00000038206	ENSAMXG00000034822	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005006082	ENSAMXG00005003637	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000030585	ENSPNAG00000017419	Pygocentrus_nattereri
ENSIPUP00000032065	ENSIPUG00000021554	Ictalurus_punctatus
ENSEEEP00000050781	ENSEEEG00000023857	Electrophorus_electricus
ENSDARP00000131822	ENSDARG00000104773	Danio_rerio
ENSCHAP00000058722	ENSCHAG00000026405	Clupea_harengus
ENSAMXP00005023617	ENSAMXG00005012100	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000025736	ENSAMXG00000025030	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000032822	ENSPNAG00000021060	Pygocentrus_nattereri
ENSIPUP00000036245	ENSIPUG00000024288	Ictalurus_punctatus
ENSEEEP00000020002	ENSEEEG00000009780	Electrophorus_electricus
ENSDARP00000109347	ENSDARG00000074378	Danio_rerio
ENSDCDP00000004431	ENSDCDG00000002252	Denticeps_clupeoides
ENSBSLP00000006634	ENSBSLG00000003296	Betta_splendens
ENSPMGP00000013279	ENSPMGG00000010949	Periophthalmus_magnuspinnatus
ENSORLP00000018212	ENSORLG00000014533	Oryzias_latipes_ASM223467v1
ENSORLP00020018325	ENSORLG00020019268	Oryzias_latipes_ASM223471v1
ENSOMEP00000015700	ENSOMEG00000017314	Oryzias_melastigma
ENSLCRP00005043432	ENSLCRG00005016653	Larimichthys_crocea
ENSGACP00000025250	ENSGACG00000019095	Gasterosteus_aculeatus
ENSTRUP00000008817	ENSTRUG00000003754	Takifugu_rubripes
ENSTRUP00000017450	ENSTRUG00000007102	Takifugu_rubripes
ENSTNIP00000015017	ENSTNIG00000012055	Tetraodon_nigroviridis
ENSMMOP00000009359	ENSMMOG00000007238	Mola_mola
ENSLBEP00000014535	ENSLBEG00000011307	Labrus_bergylta
ENSSLDP00000026925	ENSSLDG00000020923	Seriola_lalandi_dorsalis
ENSSDUP00000002856	ENSSDUG00000002207	Seriola_dumerili
ENSSMAP00000027314	ENSSMAG00000016696	Scophthalmus_maximus
ENSLCAP00010046056	ENSLCAG00010021372	Lates_calcarifer
ENSAOCP00000009759	ENSAOCG00000013960	Amphiprion_ocellaris
ENSAPEP00000024898	ENSAPEG00000017692	Amphiprion_percula
ENSAPOP00000027005	ENSAPOG00000011236	Acanthochromis_polyacanthus
ENSPRNP00000000062	ENSPRNG00000000034	Parambassis_ranga
ENSPFOP00000020812	ENSPFOG00000020688	Poecilia_formosa
ENSPLAP00000001530	ENSPLAG00000002610	Poecilia_latipinna
ENSPMEP00000003304	ENSPMEG00000004441	Poecilia_mexicana
ENSPREP00000000702	ENSPREG00000000521	Poecilia_reticulata
ENSXMAP00000019629	ENSXMAG00000019582	Xiphophorus_maculatus
ENSXCOP00000016140	ENSXCOG00000012198	Xiphophorus_couchianus
ENSGAFP00000020418	ENSGAFG00000013684	Gambusia_affinis
ENSCVAP00000026048	ENSCVAG00000011333	Cyprinodon_variegatus
ENSFHEP00000013460	ENSFHEG00000014975	Fundulus_heteroclitus
ENSKMAP00000029394	ENSKMAG00000021778	Kryptolebias_marmoratus
ENSONIP00000026471	ENSONIG00000021169	Oreochromis_niloticus
ENSNBRP00000025598	ENSNBRG00000019555	Neolamprologus_brichardi
ENSHBUP00000019539	ENSHBUG00000000670	Haplochromis_burtoni
ENSHBUP00000012826	ENSHBUG00000014546	Haplochromis_burtoni
ENSPNYP00000008178	ENSPNYG00000006268	Pundamilia_nyererei
ENSACLP00000022286	ENSACLG00000015132	Astatotilapia_calliptera
ENSMZEP00005013608	ENSMZEG00005010241	Maylandia_zebra
ENSACIP00000008618	ENSACIG00000006741	Amphilophus_citrinellus
ENSSPAP00000009158	ENSSPAG00000006974	Stegastes_partitus
ENSCSEP00000022283	ENSCSEG00000014195	Cynoglossus_semilaevis
ENSMALP00000002724	ENSMALG00000002002	Monopterus_albus
ENSMAMP00000011839	ENSMAMG00000007999	Mastacembelus_armatus
ENSATEP00000032061	ENSATEG00000022080	Anabas_testudineus
ENSHCOP00000016077	ENSHCOG00000019803	Hippocampus_comes
ENSGMOP00000006193	ENSGMOG00000005824	Gadus_morhua
ENSHHUP00000052159	ENSHHUG00000031386	Hucho_hucho
ENSHHUP00000039927	ENSHHUG00000024745	Hucho_hucho
ENSELUP00000043000	ENSELUG00000001033	Esox_lucius
ENSDCDP00000007835	ENSDCDG00000004036	Denticeps_clupeoides
ENSSFOP00015022100	ENSSFOG00015014076	Scleropages_formosus
ENSLOCP00000022398	ENSLOCG00000018297	Lepisosteus_oculatus
ENSECRP00000024779	ENSECRG00000016788	Erpetoichthys_calabaricus
ENSLACP00000001704	ENSLACG00000001525	Latimeria_chalumnae
ENSEBUP00000006753	ENSEBUG00000004452	Eptatretus_burgeri
