ENSSFOP00015001387	ENSSFOG00015000949	Scleropages_formosus
ENSRNOP00000065699	ENSRNOG00000002626	Rattus_norvegicus
ENSMUGP00000007646	ENSMUGG00000006954	Meriones_unguiculatus
ENSNGAP00000023598	ENSNGAG00000022109	Nannospalax_galili
ENSJJAP00000006662	ENSJJAG00000011249	Jaculus_jaculus
ENSOCUP00000002025	ENSOCUG00000002345	Oryctolagus_cuniculus
ENSOPRP00000011010	ENSOPRG00000012069	Ochotona_princeps
ENSTSYP00000002760	ENSTSYG00000003025	Carlito_syrichta
ENSTBEP00000012815	ENSTBEG00000014774	Tupaia_belangeri
ENSPCAP00000001904	ENSPCAG00000002030	Procavia_capensis
ENSOGAP00000004458	ENSOGAG00000004991	Otolemur_garnettii
ENSETEP00000012474	ENSETEG00000015391	Echinops_telfairi
ENSPVAP00000013111	ENSPVAG00000013905	Pteropus_vampyrus
ENSUPAP00010029798	ENSUPAG00010023439	Urocitellus_parryii
ENSDORP00000010999	ENSDORG00000011701	Dipodomys_ordii
ENSCSAP00000001833	ENSCSAG00000005524	Chlorocebus_sabaeus
ENSMLUP00000014788	ENSMLUG00000016229	Myotis_lucifugus
ENSUAMP00000035860	ENSUAMG00000027204	Ursus_americanus
ENSOARP00000004335	ENSOARG00000004061	Ovis_aries
ENSCHIP00000029104	ENSCHIG00000024361	Capra_hircus
ENSLAFP00000013325	ENSLAFG00000015886	Loxodonta_africana
ENSCHOP00000007972	ENSCHOG00000009007	Choloepus_hoffmanni
ENSOARP00000004370	ENSOARG00000004091	Ovis_aries
ENSIPUP00000005574	ENSIPUG00000003852	Ictalurus_punctatus
ENSVURP00010018036	ENSVURG00010013781	Vombatus_ursinus
ENSPCIP00000000865	ENSPCIG00000000719	Phascolarctos_cinereus
ENSMEUP00000011719	ENSMEUG00000012847	Notamacropus_eugenii
ENSSHAP00000012943	ENSSHAG00000011074	Sarcophilus_harrisii
ENSMODP00000015705	ENSMODG00000012548	Monodelphis_domestica
ENSACAP00000017111	ENSACAG00000017362	Anolis_carolinensis
ENSPVIP00000001520	ENSPVIG00000001387	Pogona_vitticeps
ENSNSUP00000012865	ENSNSUG00000009644	Notechis_scutatus
ENSSMRP00000028121	ENSSMRG00000021629	Salvator_merianae
ENSSPUP00000008314	ENSSPUG00000006438	Sphenodon_punctatus
ENSMGAP00000008662	ENSMGAG00000008447	Meleagris_gallopavo
ENSCJPP00005027662	ENSCJPG00005021416	Coturnix_japonica
ENSGALP00000004733	ENSGALG00000002993	Gallus_gallus
ENSNMEP00000006509	ENSNMEG00000006686	Numida_meleagris
ENSABRP00000007309	ENSABRG00000006739	Anser_brachyrhynchus
ENSAPLP00000026442	ENSAPLG00000003762	Anas_platyrhynchos_platyrhynchos
ENSCPUP00000002538	ENSCPUG00000001952	Calidris_pugnax
ENSCPGP00000001407	ENSCPGG00000001100	Calidris_pygmaea
ENSMVIP00005015666	ENSMVIG00005011257	Manacus_vitellinus
ENSLCOP00000001283	ENSLCOG00000001072	Lepidothrix_coronata
ENSLSDP00000021489	ENSLSDG00000015195	Lonchura_striata_domestica
ENSTGUP00000009733	ENSTGUG00000009427	Taeniopygia_guttata
ENSSCAP00000019970	ENSSCAG00000014414	Serinus_canaria
ENSJHYP00000016911	ENSJHYG00000012911	Junco_hyemalis
ENSZALP00000018963	ENSZALG00000015118	Zonotrichia_albicollis
ENSTGUP00000016113	ENSTGUG00000015789	Taeniopygia_guttata
ENSCCEP00000018364	ENSCCEG00000016839	Cyanistes_caeruleus
ENSPMJP00000024645	ENSPMJG00000018097	Parus_major
ENSFALP00000000847	ENSFALG00000000813	Ficedula_albicollis
ENSMUNP00000000591	ENSMUNG00000000569	Melopsittacus_undulatus
ENSAHAP00000015047	ENSAHAG00000010833	Apteryx_haastii
ENSARWP00000011584	ENSARWG00000008032	Apteryx_rowi
ENSNPEP00000005407	ENSNPEG00000004091	Nothoprocta_perdicaria
ENSDNVP00000016484	ENSDNVG00000011563	Dromaius_novaehollandiae
ENSCPRP00005003044	ENSCPRG00005002222	Crocodylus_porosus
ENSCABP00000015814	ENSCABG00000011816	Chelonoidis_abingdonii
ENSGAGP00000011244	ENSGAGG00000008695	Gopherus_agassizii
ENSCPBP00000000730	ENSCPBG00000000583	Chrysemys_picta_bellii
ENSPSIP00000016527	ENSPSIG00000014709	Pelodiscus_sinensis
ENSLACP00000010763	ENSLACG00000009476	Latimeria_chalumnae
ENSXETP00000029061	ENSXETG00000007938	Xenopus_tropicalis
ENSOANP00000003611	ENSOANG00000002282	Ornithorhynchus_anatinus
ENSCMIP00000039743	ENSCMIG00000016628	Callorhinchus_milii
ENSPMAP00000003443	ENSPMAG00000003164	Petromyzon_marinus
ENSPMAP00000006359	ENSPMAG00000005773	Petromyzon_marinus
ENSEBUP00000007437	ENSEBUG00000004863	Eptatretus_burgeri
ENSPMAP00000009897	ENSPMAG00000008990	Petromyzon_marinus
ENSEBUP00000007368	ENSEBUG00000004805	Eptatretus_burgeri
