ENSPMAP00000004853	ENSPMAG00000004417	Petromyzon_marinus	ENSPMAT00000004872
ENSEBUP00000009985	ENSEBUG00000006404	Eptatretus_burgeri	ENSEBUT00000010520
ENSOCUP00000024972	ENSOCUG00000024468	Oryctolagus_cuniculus	ENSOCUT00000030496
ENSOPRP00000013549	ENSOPRG00000014827	Ochotona_princeps	ENSOPRT00000014836
ENSPCAP00000006695	ENSPCAG00000007140	Procavia_capensis
ENSPTRP00000063629	ENSPTRG00000014376	Pan_troglodytes
ENSPPAP00000006278	ENSPPAG00000024682	Pan_paniscus
ENSGGOP00000052016	ENSGGOG00000038424	Gorilla_gorilla
ENSP00000216044	ENSG00000100226	Homo_sapiens
ENSPPYP00000013394	ENSPPYG00000012009	Pongo_abelii
ENSPPYP00000013193	ENSPPYG00000011827	Pongo_abelii
ENSNLEP00000018419	ENSNLEG00000015164	Nomascus_leucogenys
ENSPTEP00000037326	ENSPTEG00000034927	Piliocolobus_tephrosceles	ENSPTET00000050501
ENSCANP00000028020	ENSCANG00000037389	Colobus_angolensis_palliatus
ENSRROP00000043349	ENSRROG00000044733	Rhinopithecus_roxellana
ENSRBIP00000014594	ENSRBIG00000031386	Rhinopithecus_bieti
ENSTGEP00000013894	ENSTGEG00000011275	Theropithecus_gelada
ENSPANP00000013341	ENSPANG00000013808	Papio_anubis
ENSMLEP00000015165	ENSMLEG00000031750	Mandrillus_leucophaeus
ENSCATP00000028878	ENSCATG00000037701	Cercocebus_atys
ENSMNEP00000024065	ENSMNEG00000035572	Macaca_nemestrina
ENSMFAP00000001269	ENSMFAG00000037252	Macaca_fascicularis
ENSMMUP00000058704	ENSMMUG00000007277	Macaca_mulatta
ENSCSAP00000002784	ENSCSAG00000006496	Chlorocebus_sabaeus
ENSCCAP00000031626	ENSCCAG00000033843	Cebus_capucinus_imitator
ENSSBOP00000026514	ENSSBOG00000029683	Saimiri_boliviensis_boliviensis
ENSCJAP00000021466	ENSCJAG00000011652	Callithrix_jacchus
ENSANAP00000040383	ENSANAG00000037524	Aotus_nancymaae
ENSTSYP00000008123	ENSTSYG00000008856	Carlito_syrichta
ENSMICP00000048081	ENSMICG00000034218	Microcebus_murinus	ENSMICT00000070199
ENSPCOP00000031919	ENSPCOG00000028734	Propithecus_coquereli	ENSPCOT00000042878
ENSPSMP00000006817	ENSPSMG00000005095	Prolemur_simus	ENSPSMT00000008046
ENSOGAP00000000461	ENSOGAG00000000514	Otolemur_garnettii	ENSOGAT00000000514
ENSTBEP00000013746	ENSTBEG00000015831	Tupaia_belangeri
ENSCPOP00000006906	ENSCPOG00000007667	Cavia_porcellus
ENSCAPP00000005110	ENSCAPG00000007480	Cavia_aperea
ENSCLAP00000024442	ENSCLAG00000016782	Chinchilla_lanigera
ENSODEP00000016882	ENSODEG00000012443	Octodon_degus
ENSHGLP00000015204	ENSHGLG00000010884	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100009375	ENSHGLG00100006950	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000013711	ENSFDAG00000000554	Fukomys_damarensis
ENSUPAP00010028260	ENSUPAG00010022325	Urocitellus_parryii
ENSSTOP00000009661	ENSSTOG00000010766	Ictidomys_tridecemlineatus
ENSSDAP00000026812	ENSSDAG00000024321	Spermophilus_dauricus
ENSMMMP00000015747	ENSMMMG00000014017	Marmota_marmota_marmota
ENSCCNP00000001377	ENSCCNG00000001525	Castor_canadensis
ENSDORP00000014861	ENSDORG00000015795	Dipodomys_ordii
ENSMUSP00000043575	ENSMUSG00000042535	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0040778	MGP_SPRETEiJ_G0020921	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000002651	ENSMSIG00000002462	Mus_spicilegus
MGP_CAROLIEiJ_P0038978	MGP_CAROLIEiJ_G0020023	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0042332	MGP_PahariEiJ_G0020025	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000039165	ENSRNOG00000014634	Rattus_norvegicus
ENSMUGP00000022836	ENSMUGG00000019134	Meriones_unguiculatus
ENSPEMP00000025795	ENSPEMG00000022105	Peromyscus_maniculatus_bairdii
ENSMOCP00000026141	ENSMOCG00000022043	Microtus_ochrogaster
ENSCGRP00001016474	ENSCGRG00001016791	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000006174	ENSCGRG00000004520	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015004177	ENSCGRG00015003290	Cricetulus_griseus_CriGri-PICR
ENSNGAP00000006753	ENSNGAG00000010065	Nannospalax_galili
ENSJJAP00000006886	ENSJJAG00000011437	Jaculus_jaculus
ENSDNOP00000008456	ENSDNOG00000010901	Dasypus_novemcinctus
ENSCHOP00000001527	ENSCHOG00000001726	Choloepus_hoffmanni	ENSCHOT00000001731
ENSVURP00010003899	ENSVURG00010003124	Vombatus_ursinus
ENSPCIP00000019856	ENSPCIG00000015134	Phascolarctos_cinereus
ENSMEUP00000013827	ENSMEUG00000015144	Notamacropus_eugenii
ENSSHAP00000018612	ENSSHAG00000015800	Sarcophilus_harrisii
ENSMODP00000036765	ENSMODG00000009613	Monodelphis_domestica
ENSOANP00000016762	ENSOANG00000010579	Ornithorhynchus_anatinus
ENSLCOP00000000166	ENSLCOG00000000098	Lepidothrix_coronata
ENSMVIP00005025950	ENSMVIG00005018093	Manacus_vitellinus
ENSPMJP00000009765	ENSPMJG00000007785	Parus_major
ENSCCEP00000005283	ENSCCEG00000005849	Cyanistes_caeruleus
ENSLSDP00000008028	ENSLSDG00000006009	Lonchura_striata_domestica
ENSTGUP00000010681	ENSTGUG00000010342	Taeniopygia_guttata
ENSZALP00000007505	ENSZALG00000006672	Zonotrichia_albicollis
ENSJHYP00000005368	ENSJHYG00000004391	Junco_hyemalis
ENSSCAP00000006363	ENSSCAG00000004962	Serinus_canaria
ENSFALP00000013017	ENSFALG00000012474	Ficedula_albicollis
ENSGALP00000057367	ENSGALG00000030783	Gallus_gallus
ENSCJPP00005016199	ENSCJPG00005013332	Coturnix_japonica
ENSMGAP00000013070	ENSMGAG00000012411	Meleagris_gallopavo
ENSNMEP00000012801	ENSNMEG00000011774	Numida_meleagris
ENSABRP00000001176	ENSABRG00000001213	Anser_brachyrhynchus
ENSAPLP00000032630	ENSAPLG00000014138	Anas_platyrhynchos_platyrhynchos
ENSCPGP00000027295	ENSCPGG00000018799	Calidris_pygmaea
ENSCPUP00000022790	ENSCPUG00000015492	Calidris_pugnax
ENSMUNP00000000614	ENSMUNG00000000049	Melopsittacus_undulatus
ENSAOWP00000016456	ENSAOWG00000011205	Apteryx_owenii
ENSARWP00000026363	ENSARWG00000017869	Apteryx_rowi
ENSAHAP00000016692	ENSAHAG00000011906	Apteryx_haastii
ENSDNVP00000009628	ENSDNVG00000006807	Dromaius_novaehollandiae
ENSNPEP00000015319	ENSNPEG00000011431	Nothoprocta_perdicaria
ENSCPRP00005027456	ENSCPRG00005019019	Crocodylus_porosus
ENSCABP00000024376	ENSCABG00000017950	Chelonoidis_abingdonii
ENSGAGP00000027664	ENSGAGG00000019929	Gopherus_agassizii
ENSCPBP00000032794	ENSCPBG00000022999	Chrysemys_picta_bellii
ENSPSIP00000004599	ENSPSIG00000004300	Pelodiscus_sinensis
ENSACAP00000007935	ENSACAG00000008070	Anolis_carolinensis
ENSPVIP00000033716	ENSPVIG00000024642	Pogona_vitticeps
ENSNSUP00000006263	ENSNSUG00000004924	Notechis_scutatus
ENSSMRP00000020102	ENSSMRG00000015666	Salvator_merianae
ENSSPUP00000014370	ENSSPUG00000011073	Sphenodon_punctatus
ENSXETP00000022228	ENSXETG00000005624	Xenopus_tropicalis
ENSNPEP00000015322	ENSNPEG00000011434	Nothoprocta_perdicaria
ENSLACP00000004457	ENSLACG00000003966	Latimeria_chalumnae
ENSHHUP00000086615	ENSHHUG00000050114	Hucho_hucho
ENSHHUP00000008880	ENSHHUG00000005391	Hucho_hucho
ENSELUP00000020638	ENSELUG00000019995	Esox_lucius
ENSOMEP00000031037	ENSOMEG00000015651	Oryzias_melastigma
ENSFHEP00000011079	ENSFHEG00000012700	Fundulus_heteroclitus
ENSHCOP00000007531	ENSHCOG00000009605	Hippocampus_comes
ENSPMGP00000023436	ENSPMGG00000018952	Periophthalmus_magnuspinnatus
ENSLCRP00005025531	ENSLCRG00005010158	Larimichthys_crocea
ENSSMAP00000034565	ENSSMAG00000021142	Scophthalmus_maximus
ENSMAMP00000006655	ENSMAMG00000004504	Mastacembelus_armatus
ENSMALP00000020930	ENSMALG00000014627	Monopterus_albus
ENSBSLP00000005659	ENSBSLG00000003011	Betta_splendens
ENSAPEP00000011285	ENSAPEG00000008046	Amphiprion_percula
ENSAOCP00000013270	ENSAOCG00000017840	Amphiprion_ocellaris
ENSAPOP00000024369	ENSAPOG00000006803	Acanthochromis_polyacanthus
ENSSPAP00000008851	ENSSPAG00000006728	Stegastes_partitus
ENSCGOP00000047215	ENSCGOG00000021169	Cottoperca_gobio
ENSLBEP00000016097	ENSLBEG00000012322	Labrus_bergylta
ENSATEP00000002992	ENSATEG00000002110	Anabas_testudineus
ENSSLDP00000026452	ENSSLDG00000020573	Seriola_lalandi_dorsalis
ENSSDUP00000017218	ENSSDUG00000012562	Seriola_dumerili
ENSLCAP00010016006	ENSLCAG00010007491	Lates_calcarifer
ENSACLP00000014053	ENSACLG00000009588	Astatotilapia_calliptera
ENSHBUP00000007380	ENSHBUG00000008926	Haplochromis_burtoni
ENSMZEP00005018956	ENSMZEG00005014218	Maylandia_zebra
ENSPNYP00000020435	ENSPNYG00000015449	Pundamilia_nyererei
ENSONIP00000021326	ENSONIG00000016913	Oreochromis_niloticus
ENSPRNP00000001476	ENSPRNG00000000872	Parambassis_ranga
ENSXMAP00000038690	ENSXMAG00000010002	Xiphophorus_maculatus
ENSXCOP00000021285	ENSXCOG00000015928	Xiphophorus_couchianus
ENSPFOP00000014021	ENSPFOG00000013922	Poecilia_formosa
ENSPLAP00000005646	ENSPLAG00000007618	Poecilia_latipinna
ENSPMEP00000015696	ENSPMEG00000018339	Poecilia_mexicana
ENSPREP00000000196	ENSPREG00000000165	Poecilia_reticulata
ENSGAFP00000016887	ENSGAFG00000011374	Gambusia_affinis
ENSCVAP00000009760	ENSCVAG00000011819	Cyprinodon_variegatus
ENSKMAP00000015611	ENSKMAG00000011667	Kryptolebias_marmoratus
ENSGWIP00000001205	ENSGWIG00000000656	Gouania_willdenowi
ENSNBRP00000015221	ENSNBRG00000011770	Neolamprologus_brichardi
ENSACIP00000023659	ENSACIG00000018369	Amphilophus_citrinellus
ENSGACP00000000158	ENSGACG00000000123	Gasterosteus_aculeatus
ENSOMEP00000021470	ENSOMEG00000023351	Oryzias_melastigma
ENSCSEP00000002165	ENSCSEG00000001459	Cynoglossus_semilaevis
ENSGMOP00000010803	ENSGMOG00000010106	Gadus_morhua
ENSTRUP00000049183	ENSTRUG00000011622	Takifugu_rubripes
ENSTNIP00000021997	ENSTNIG00000018814	Tetraodon_nigroviridis
ENSMMOP00000014539	ENSMMOG00000011119	Mola_mola
ENSCHAP00000021054	ENSCHAG00000010653	Clupea_harengus
ENSDARP00000105786	ENSDARG00000042900	Danio_rerio
ENSAMXP00000015248	ENSAMXG00000014812	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005007388	ENSAMXG00005004358	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000029748	ENSPNAG00000016079	Pygocentrus_nattereri
ENSEEEP00000017468	ENSEEEG00000008476	Electrophorus_electricus
ENSIPUP00000019513	ENSIPUG00000013224	Ictalurus_punctatus
ENSDARP00000113119	ENSDARG00000053467	Danio_rerio
ENSCHAP00000012519	ENSCHAG00000006830	Clupea_harengus
ENSDCDP00000054330	ENSDCDG00000031937	Denticeps_clupeoides
ENSCSEP00000020384	ENSCSEG00000013001	Cynoglossus_semilaevis
ENSGWIP00000021056	ENSGWIG00000010705	Gouania_willdenowi
ENSSLDP00000011393	ENSSLDG00000009033	Seriola_lalandi_dorsalis
ENSSDUP00000001183	ENSSDUG00000000925	Seriola_dumerili
ENSLCAP00010034969	ENSLCAG00010016384	Lates_calcarifer
ENSSMAP00000018191	ENSSMAG00000011143	Scophthalmus_maximus
ENSXMAP00000014109	ENSXMAG00000014069	Xiphophorus_maculatus
ENSGAFP00000028053	ENSGAFG00000018964	Gambusia_affinis
ENSPFOP00000011406	ENSPFOG00000011239	Poecilia_formosa
ENSPMEP00000031822	ENSPMEG00000019270	Poecilia_mexicana
ENSPREP00000000767	ENSPREG00000000559	Poecilia_reticulata
ENSPLAP00000028131	ENSPLAG00000017284	Poecilia_latipinna
ENSCVAP00000009475	ENSCVAG00000011475	Cyprinodon_variegatus
ENSFHEP00000029716	ENSFHEG00000014632	Fundulus_heteroclitus
ENSKMAP00000000970	ENSKMAG00000000729	Kryptolebias_marmoratus
ENSPRNP00000011458	ENSPRNG00000006456	Parambassis_ranga
ENSAPEP00000011204	ENSAPEG00000008015	Amphiprion_percula
ENSAOCP00000013477	ENSAOCG00000018070	Amphiprion_ocellaris
ENSAPOP00000027518	ENSAPOG00000012168	Acanthochromis_polyacanthus
ENSSPAP00000001318	ENSSPAG00000000971	Stegastes_partitus
ENSORLP00000026987	ENSORLG00000010742	Oryzias_latipes_ASM223467v1
ENSORLP00015003575	ENSORLG00015004356	Oryzias_latipes_ASM223469v1
ENSORLP00020013637	ENSORLG00020014602	Oryzias_latipes_ASM223471v1
ENSOMEP00000011911	ENSOMEG00000013252	Oryzias_melastigma
ENSMZEP00005016414	ENSMZEG00005012317	Maylandia_zebra
ENSACLP00000004814	ENSACLG00000003178	Astatotilapia_calliptera
ENSHBUP00000006315	ENSHBUG00000007773	Haplochromis_burtoni
ENSPNYP00000016965	ENSPNYG00000012846	Pundamilia_nyererei
ENSNBRP00000009077	ENSNBRG00000007080	Neolamprologus_brichardi
ENSONIP00000002603	ENSONIG00000002088	Oreochromis_niloticus
ENSACIP00000008232	ENSACIG00000006450	Amphilophus_citrinellus
ENSMALP00000028810	ENSMALG00000019926	Monopterus_albus
ENSMAMP00000035319	ENSMAMG00000023709	Mastacembelus_armatus
ENSATEP00000036084	ENSATEG00000024804	Anabas_testudineus
ENSTRUP00000029369	ENSTRUG00000007112	Takifugu_rubripes
ENSTNIP00000015602	ENSTNIG00000012630	Tetraodon_nigroviridis
ENSMMOP00000006408	ENSMMOG00000005017	Mola_mola
ENSLBEP00000022751	ENSLBEG00000017413	Labrus_bergylta
ENSLCRP00005009789	ENSLCRG00005003952	Larimichthys_crocea
ENSCGOP00000027299	ENSCGOG00000012793	Cottoperca_gobio
ENSGACP00000016688	ENSGACG00000012617	Gasterosteus_aculeatus
ENSBSLP00000008076	ENSBSLG00000003871	Betta_splendens
ENSHCOP00000019823	ENSHCOG00000005409	Hippocampus_comes
ENSPMGP00000027837	ENSPMGG00000022453	Periophthalmus_magnuspinnatus
ENSHHUP00000070885	ENSHHUG00000041395	Hucho_hucho
ENSHHUP00000033436	ENSHHUG00000021134	Hucho_hucho
ENSELUP00000003304	ENSELUG00000004553	Esox_lucius
ENSPKIP00000020966	ENSPKIG00000005548	Paramormyrops_kingsleyae
ENSSFOP00015007143	ENSSFOG00015004705	Scleropages_formosus
ENSLOCP00000013876	ENSLOCG00000011287	Lepisosteus_oculatus
ENSECRP00000023035	ENSECRG00000015440	Erpetoichthys_calabaricus
ENSAMXP00000052777	ENSAMXG00000013159	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005048264	ENSAMXG00005022080	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSEEEP00000035623	ENSEEEG00000016964	Electrophorus_electricus
ENSGMOP00000009050	ENSGMOG00000008454	Gadus_morhua
ENSAMXP00005048256	ENSAMXG00005022073	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSIPUP00000025584	ENSIPUG00000017334	Ictalurus_punctatus
ENSELUP00000031398	ENSELUG00000008906	Esox_lucius
ENSUAMP00000032042	ENSUAMG00000024519	Ursus_americanus
ENSCMIP00000027314	ENSCMIG00000011879	Callorhinchus_milii
ENSCSAVP00000014913	ENSCSAVG00000008731	Ciona_savignyi
ENSCINP00000006818	ENSCING00000003314	Ciona_intestinalis
FBpp0085953	FBgn0027836	Drosophila_melanogaster
Y38C9A.2a.2	WBGene00000480	Caenorhabditis_elegans_strain_N2
