ENSHGLP00000026249	ENSHGLG00000018678	Heterocephalus_glaber_HetGla_female_1.0
ENSCPBP00000037882	ENSCPBG00000026236	Chrysemys_picta_bellii
ENSCABP00000031114	ENSCABG00000022732	Chelonoidis_abingdonii
ENSGAGP00000027658	ENSGAGG00000020104	Gopherus_agassizii
ENSPSIP00000019630	ENSPSIG00000017412	Pelodiscus_sinensis
ENSCPRP00005006705	ENSCPRG00005004776	Crocodylus_porosus
ENSZALP00000001493	ENSZALG00000001675	Zonotrichia_albicollis
ENSJHYP00000015032	ENSJHYG00000011600	Junco_hyemalis
ENSPMJP00000022631	ENSPMJG00000016731	Parus_major
ENSTGUP00000012552	ENSTGUG00000012189	Taeniopygia_guttata
ENSSCAP00000013219	ENSSCAG00000009832	Serinus_canaria
ENSFALP00000006609	ENSFALG00000006336	Ficedula_albicollis
ENSCPGP00000004250	ENSCPGG00000003138	Calidris_pygmaea
ENSCPUP00000000801	ENSCPUG00000000641	Calidris_pugnax
ENSMGAP00000013417	ENSMGAG00000012731	Meleagris_gallopavo
ENSGALP00000065908	ENSGALG00000047771	Gallus_gallus
ENSCJPP00005024424	ENSCJPG00005019243	Coturnix_japonica
ENSMVIP00005004507	ENSMVIG00005003488	Manacus_vitellinus
ENSLCOP00000022071	ENSLCOG00000015580	Lepidothrix_coronata
ENSLSDP00000003601	ENSLSDG00000002764	Lonchura_striata_domestica
ENSNMEP00000026557	ENSNMEG00000022372	Numida_meleagris
ENSABRP00000006549	ENSABRG00000006020	Anser_brachyrhynchus
ENSMUNP00000012337	ENSMUNG00000009698	Melopsittacus_undulatus
ENSDNVP00000002924	ENSDNVG00000002106	Dromaius_novaehollandiae
ENSNPEP00000010272	ENSNPEG00000007711	Nothoprocta_perdicaria
ENSAHAP00000012816	ENSAHAG00000009248	Apteryx_haastii
ENSAOWP00000004469	ENSAOWG00000003143	Apteryx_owenii
ENSARWP00000007923	ENSARWG00000005525	Apteryx_rowi
ENSAPLP00000025068	ENSAPLG00000010094	Anas_platyrhynchos_platyrhynchos
ENSAOWP00000004462	ENSAOWG00000003134	Apteryx_owenii
ENSLACP00000021542	ENSLACG00000018931	Latimeria_chalumnae
ENSSPUP00000014506	ENSSPUG00000011187	Sphenodon_punctatus
ENSSMRP00000022667	ENSSMRG00000017602	Salvator_merianae
ENSCPBP00000021305	ENSCPBG00000015307	Chrysemys_picta_bellii
ENSGAGP00000015132	ENSGAGG00000011422	Gopherus_agassizii
ENSLACP00000015279	ENSLACG00000013449	Latimeria_chalumnae
ENSAMXP00005033528	ENSAMXG00005016253	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000011165	ENSPNAG00000016795	Pygocentrus_nattereri
ENSEEEP00000035605	ENSEEEG00000016957	Electrophorus_electricus
ENSIPUP00000035786	ENSIPUG00000023991	Ictalurus_punctatus
ENSDARP00000127609	ENSDARG00000076767	Danio_rerio
ENSDCDP00000028445	ENSDCDG00000020500	Denticeps_clupeoides
ENSTRUP00000028519	ENSTRUG00000011294	Takifugu_rubripes
ENSTNIP00000013665	ENSTNIG00000010745	Tetraodon_nigroviridis
ENSMMOP00000005985	ENSMMOG00000004696	Mola_mola
ENSLBEP00000033188	ENSLBEG00000025005	Labrus_bergylta
ENSCGOP00000054799	ENSCGOG00000023959	Cottoperca_gobio
ENSLCRP00005008315	ENSLCRG00005003996	Larimichthys_crocea
ENSSMAP00000010813	ENSSMAG00000006677	Scophthalmus_maximus
ENSLCAP00010026532	ENSLCAG00010012419	Lates_calcarifer
ENSMALP00000025037	ENSMALG00000017433	Monopterus_albus
ENSMAMP00000019223	ENSMAMG00000012887	Mastacembelus_armatus
ENSAOCP00000006829	ENSAOCG00000010526	Amphiprion_ocellaris
ENSAPEP00000033322	ENSAPEG00000023649	Amphiprion_percula
ENSAPOP00000015866	ENSAPOG00000018920	Acanthochromis_polyacanthus
ENSSPAP00000000758	ENSSPAG00000000596	Stegastes_partitus
ENSPRNP00000042514	ENSPRNG00000020781	Parambassis_ranga
ENSGMOP00000012679	ENSGMOG00000011858	Gadus_morhua
ENSHHUP00000046200	ENSHHUG00000028155	Hucho_hucho
ENSELUP00000011924	ENSELUG00000012212	Esox_lucius
ENSDCDP00000041611	ENSDCDG00000027072	Denticeps_clupeoides
ENSCHAP00000011643	ENSCHAG00000006545	Clupea_harengus
ENSAMXP00000035668	ENSAMXG00000042816	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005013235	ENSAMXG00005007090	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000014116	ENSPNAG00000020028	Pygocentrus_nattereri
ENSIPUP00000029977	ENSIPUG00000020268	Ictalurus_punctatus
ENSDARP00000150190	ENSDARG00000115359	Danio_rerio
ENSACIP00000008823	ENSACIG00000006900	Amphilophus_citrinellus
ENSGWIP00000021958	ENSGWIG00000011805	Gouania_willdenowi
ENSAOCP00000004681	ENSAOCG00000008111	Amphiprion_ocellaris
ENSPNYP00000030603	ENSPNYG00000023066	Pundamilia_nyererei
ENSMZEP00005027704	ENSMZEG00005020656	Maylandia_zebra
ENSACLP00000034296	ENSACLG00000023224	Astatotilapia_calliptera
ENSNBRP00000006892	ENSNBRG00000005257	Neolamprologus_brichardi
ENSHBUP00000033154	ENSHBUG00000019894	Haplochromis_burtoni
ENSONIP00000025400	ENSONIG00000020160	Oreochromis_niloticus
ENSSDUP00000003203	ENSSDUG00000002439	Seriola_dumerili
ENSMAMP00000006145	ENSMAMG00000004186	Mastacembelus_armatus
ENSGACP00000010404	ENSGACG00000007852	Gasterosteus_aculeatus
ENSHCOP00000002650	ENSHCOG00000003859	Hippocampus_comes
ENSAOCP00000021971	ENSAOCG00000000373	Amphiprion_ocellaris
ENSAPEP00000034198	ENSAPEG00000024292	Amphiprion_percula
ENSAPOP00000000988	ENSAPOG00000002220	Acanthochromis_polyacanthus
ENSSPAP00000013737	ENSSPAG00000010402	Stegastes_partitus
ENSPRNP00000030260	ENSPRNG00000015085	Parambassis_ranga
ENSORLP00015025593	ENSORLG00015006809	Oryzias_latipes_ASM223469v1
ENSORLP00020025524	ENSORLG00020007516	Oryzias_latipes_ASM223471v1
ENSORLP00000034039	ENSORLG00000028504	Oryzias_latipes_ASM223467v1
ENSOMEP00000020349	ENSOMEG00000022193	Oryzias_melastigma
ENSLCRP00005041523	ENSLCRG00005015958	Larimichthys_crocea
ENSCGOP00000032839	ENSCGOG00000015274	Cottoperca_gobio
ENSATEP00000032796	ENSATEG00000022588	Anabas_testudineus
ENSMALP00000008821	ENSMALG00000006287	Monopterus_albus
ENSSLDP00000025540	ENSSLDG00000019871	Seriola_lalandi_dorsalis
ENSSMAP00000005794	ENSSMAG00000003587	Scophthalmus_maximus
ENSLCAP00010044954	ENSLCAG00010020888	Lates_calcarifer
ENSTRUP00000046516	ENSTRUG00000018179	Takifugu_rubripes
ENSCSEP00000000436	ENSCSEG00000000313	Cynoglossus_semilaevis
ENSBSLP00000054871	ENSBSLG00000025748	Betta_splendens
ENSLBEP00000002358	ENSLBEG00000001856	Labrus_bergylta
ENSMMOP00000001057	ENSMMOG00000000905	Mola_mola
ENSPMGP00000014015	ENSPMGG00000011513	Periophthalmus_magnuspinnatus
ENSXMAP00000015260	ENSXMAG00000015239	Xiphophorus_maculatus
ENSGAFP00000024015	ENSGAFG00000016197	Gambusia_affinis
ENSCVAP00000019330	ENSCVAG00000022666	Cyprinodon_variegatus
ENSPMEP00000004538	ENSPMEG00000005797	Poecilia_mexicana
ENSPLAP00000004479	ENSPLAG00000006164	Poecilia_latipinna
ENSPREP00000020974	ENSPREG00000014188	Poecilia_reticulata
ENSPFOP00000028786	ENSPFOG00000023963	Poecilia_formosa
ENSXCOP00000012658	ENSXCOG00000009564	Xiphophorus_couchianus
ENSFHEP00000015131	ENSFHEG00000016731	Fundulus_heteroclitus
ENSKMAP00000004889	ENSKMAG00000003721	Kryptolebias_marmoratus
ENSGMOP00000017422	ENSGMOG00000016243	Gadus_morhua
ENSHHUP00000011056	ENSHHUG00000006786	Hucho_hucho
ENSHHUP00000042982	ENSHHUG00000026434	Hucho_hucho
ENSELUP00000007533	ENSELUG00000008313	Esox_lucius
ENSSFOP00015026788	ENSSFOG00015017214	Scleropages_formosus
ENSPKIP00000014899	ENSPKIG00000001806	Paramormyrops_kingsleyae
ENSECRP00000022932	ENSECRG00000015521	Erpetoichthys_calabaricus
