F25G6.8.1	WBGene00017799	Caenorhabditis_elegans_strain_N2	F25G6.8.1
F25G6.9.1	WBGene00017800	Caenorhabditis_elegans_strain_N2	F25G6.9.1
ENSHGLP00100015220	ENSHGLG00100011258	Heterocephalus_glaber_HetGla_1.0
ENSPANP00000016319	ENSPANG00000019490	Papio_anubis
ENSP00000267884	ENSG00000140319	Homo_sapiens
ENSPPAP00000040342	ENSPPAG00000042834	Pan_paniscus
ENSCCAP00000015894	ENSCCAG00000025744	Cebus_capucinus_imitator
ENSSBOP00000002209	ENSSBOG00000011662	Saimiri_boliviensis_boliviensis
ENSPPYP00000007182	ENSPPYG00000006342	Pongo_abelii
ENSPTRP00000011801	ENSPTRG00000006911	Pan_troglodytes
ENSCATP00000037408	ENSCATG00000041431	Cercocebus_atys
ENSMFAP00000017179	ENSMFAG00000031746	Macaca_fascicularis
ENSMNEP00000006365	ENSMNEG00000027350	Macaca_nemestrina
ENSMFAP00000001780	ENSMFAG00000045703	Macaca_fascicularis
ENSMFAP00000035598	ENSMFAG00000040859	Macaca_fascicularis
ENSMMUP00000041346	ENSMMUG00000032580	Macaca_mulatta
ENSMLEP00000036545	ENSMLEG00000042394	Mandrillus_leucophaeus
ENSTGEP00000002161	ENSTGEG00000001907	Theropithecus_gelada
ENSPANP00000036455	ENSPANG00000034490	Papio_anubis
ENSCATP00000013399	ENSCATG00000030812	Cercocebus_atys
ENSCSAP00000017921	ENSCSAG00000000071	Chlorocebus_sabaeus
ENSPTEP00000030520	ENSPTEG00000029715	Piliocolobus_tephrosceles
ENSSBOP00000032608	ENSSBOG00000032482	Saimiri_boliviensis_boliviensis
ENSPTEP00000027052	ENSPTEG00000026977	Piliocolobus_tephrosceles
ENSCANP00000002333	ENSCANG00000008758	Colobus_angolensis_palliatus
ENSMNEP00000014336	ENSMNEG00000031339	Macaca_nemestrina
ENSMLEP00000040206	ENSMLEG00000044119	Mandrillus_leucophaeus
ENSGGOP00000009688	ENSGGOG00000009921	Gorilla_gorilla
ENSTGEP00000000243	ENSTGEG00000000281	Theropithecus_gelada
ENSMFAP00000036104	ENSMFAG00000034410	Macaca_fascicularis
ENSCSAP00000003545	ENSCSAG00000007304	Chlorocebus_sabaeus
ENSRROP00000001844	ENSRROG00000007417	Rhinopithecus_roxellana
ENSNLEP00000026321	ENSNLEG00000032829	Nomascus_leucogenys
ENSANAP00000024043	ENSANAG00000029771	Aotus_nancymaae
ENSPTRP00000072220	ENSPTRG00000045360	Pan_troglodytes
ENSPPAP00000029352	ENSPPAG00000037680	Pan_paniscus
ENSNLEP00000042214	ENSNLEG00000030226	Nomascus_leucogenys
ENSCJAP00000076263	ENSCJAG00000064188	Callithrix_jacchus
ENSCSAP00000017794	ENSCSAG00000000201	Chlorocebus_sabaeus
ENSTSYP00000034011	ENSTSYG00000025438	Carlito_syrichta
ENSOGAP00000019253	ENSOGAG00000029070	Otolemur_garnettii
ENSOGAP00000021808	ENSOGAG00000028820	Otolemur_garnettii
ENSSARP00000009624	ENSSARG00000010648	Sorex_araneus
ENSECAP00000045976	ENSECAG00000000319	Equus_caballus
ENSSTOP00000029905	ENSSTOG00000029457	Ictidomys_tridecemlineatus
ENSSHAP00000012763	ENSSHAG00000010924	Sarcophilus_harrisii
ENSMEUP00000012897	ENSMEUG00000014139	Notamacropus_eugenii
ENSNVIP00000020817	ENSNVIG00000016310	Neovison_vison
ENSMPUP00000008261	ENSMPUG00000008324	Mustela_putorius_furo
ENSPPRP00000017616	ENSPPRG00000009531	Panthera_pardus
ENSPTIP00000026545	ENSPTIG00000021929	Panthera_tigris_altaica
ENSFCAP00000033097	ENSFCAG00000039018	Felis_catus
ENSBIXP00005027197	ENSBIXG00005001642	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000017475	ENSBIXG00000004095	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000000678	ENSBMUG00000000596	Bos_mutus
ENSOARP00000021590	ENSOARG00000020109	Ovis_aries
ENSPVAP00000002065	ENSPVAG00000002186	Pteropus_vampyrus
ENSEEUP00000011611	ENSEEUG00000012759	Erinaceus_europaeus
ENSMICP00000034482	ENSMICG00000007637	Microcebus_murinus
ENSRBIP00000002413	ENSRBIG00000011981	Rhinopithecus_bieti
ENSSDAP00000002181	ENSSDAG00000002106	Spermophilus_dauricus
ENSSDAP00000019807	ENSSDAG00000018066	Spermophilus_dauricus
ENSSDAP00000024687	ENSSDAG00000022467	Spermophilus_dauricus
ENSUPAP00010020676	ENSUPAG00010016371	Urocitellus_parryii
ENSSTOP00000013991	ENSSTOG00000015627	Ictidomys_tridecemlineatus
ENSMMMP00000024082	ENSMMMG00000021082	Marmota_marmota_marmota
ENSUPAP00010029329	ENSUPAG00010023087	Urocitellus_parryii
ENSMMMP00000025422	ENSMMMG00000022273	Marmota_marmota_marmota
ENSSTOP00000030071	ENSSTOG00000033332	Ictidomys_tridecemlineatus
ENSUPAP00010028802	ENSUPAG00010022726	Urocitellus_parryii
ENSOPRP00000007872	ENSOPRG00000008599	Ochotona_princeps
ENSLAFP00000000847	ENSLAFG00000001007	Loxodonta_africana
ENSPCAP00000012614	ENSPCAG00000013535	Procavia_capensis
ENSVPAP00000009565	ENSVPAG00000010282	Vicugna_pacos
ENSVPAP00000010360	ENSVPAG00000011125	Vicugna_pacos
ENSTTRP00000000032	ENSTTRG00000000036	Tursiops_truncatus
ENSBTAP00000019085	ENSBTAG00000014353	Bos_taurus
ENSCAFP00000024656	ENSCAFG00000016775	Canis_lupus_familiaris
ENSCAFP00020013947	ENSCAFG00020011279	Canis_lupus_dingo
ENSVVUP00000002598	ENSVVUG00000002062	Vulpes_vulpes
ENSUAMP00000001226	ENSUAMG00000001192	Ursus_americanus
ENSUMAP00000035457	ENSUMAG00000025495	Ursus_maritimus
ENSCAFP00000051742	ENSCAFG00000048139	Canis_lupus_familiaris
ENSCAFP00020007760	ENSCAFG00020006271	Canis_lupus_dingo
ENSTTRP00000006835	ENSTTRG00000007224	Tursiops_truncatus
ENSMLUP00000017179	ENSMLUG00000023104	Myotis_lucifugus
ENSMLUP00000022580	ENSMLUG00000026887	Myotis_lucifugus
ENSMLUP00000009589	ENSMLUG00000010531	Myotis_lucifugus
ENSCHIP00000000885	ENSCHIG00000000781	Capra_hircus
ENSCAFP00020007946	ENSCAFG00020006429	Canis_lupus_dingo
ENSCAFP00000010110	ENSCAFG00000006775	Canis_lupus_familiaris
ENSCAFP00000041095	ENSCAFG00000029889	Canis_lupus_familiaris
ENSAMEP00000018199	ENSAMEG00000017231	Ailuropoda_melanoleuca
ENSTBEP00000014458	ENSTBEG00000016637	Tupaia_belangeri
ENSETEP00000009630	ENSETEG00000011870	Echinops_telfairi
ENSDNOP00000031269	ENSDNOG00000034759	Dasypus_novemcinctus
ENSCHOP00000004716	ENSCHOG00000005321	Choloepus_hoffmanni
ENSPCOP00000009710	ENSPCOG00000016257	Propithecus_coquereli
ENSPCIP00000034096	ENSPCIG00000025257	Phascolarctos_cinereus
ENSCAFP00000066488	ENSCAFG00000049408	Canis_lupus_familiaris
ENSCAFP00020000704	ENSCAFG00020000670	Canis_lupus_dingo
ENSCCNP00000002107	ENSCCNG00000002322	Castor_canadensis
ENSPCIP00000017075	ENSPCIG00000013106	Phascolarctos_cinereus
ENSUMAP00000017632	ENSUMAG00000012945	Ursus_maritimus
ENSVVUP00000026367	ENSVVUG00000019348	Vulpes_vulpes
ENSPPAP00000021860	ENSPPAG00000034129	Pan_paniscus
ENSPTRP00000063827	ENSPTRG00000050411	Pan_troglodytes
ENSGGOP00000018663	ENSGGOG00000022764	Gorilla_gorilla
ENSPTEP00000042330	ENSPTEG00000038637	Piliocolobus_tephrosceles
ENSSTOP00000031902	ENSSTOG00000020374	Ictidomys_tridecemlineatus
ENSVURP00010010863	ENSVURG00010008398	Vombatus_ursinus
ENSGAGP00000013157	ENSGAGG00000010082	Gopherus_agassizii
ENSNMEP00000024156	ENSNMEG00000020529	Numida_meleagris
ENSCPBP00000035526	ENSCPBG00000024737	Chrysemys_picta_bellii
ENSCABP00000009099	ENSCABG00000006836	Chelonoidis_abingdonii
ENSPSIP00000010699	ENSPSIG00000009693	Pelodiscus_sinensis
ENSNSUP00000010036	ENSNSUG00000007638	Notechis_scutatus
ENSACAP00000014227	ENSACAG00000014512	Anolis_carolinensis
ENSSMRP00000019815	ENSSMRG00000015443	Salvator_merianae
ENSMODP00000045177	ENSMODG00000051131	Monodelphis_domestica
ENSOANP00000013216	ENSOANG00000008314	Ornithorhynchus_anatinus
ENSMGAP00000012629	ENSMGAG00000012029	Meleagris_gallopavo
ENSCJPP00005020702	ENSCJPG00005016637	Coturnix_japonica
ENSGALP00000015615	ENSGALG00000009592	Gallus_gallus
ENSMUNP00000013009	ENSMUNG00000010169	Melopsittacus_undulatus
ENSCCEP00000015682	ENSCCEG00000014800	Cyanistes_caeruleus
ENSFALP00000005574	ENSFALG00000005349	Ficedula_albicollis
ENSSCAP00000016927	ENSSCAG00000012310	Serinus_canaria
ENSTGUP00000011958	ENSTGUG00000011598	Taeniopygia_guttata
ENSJHYP00000004894	ENSJHYG00000004022	Junco_hyemalis
ENSMVIP00005016729	ENSMVIG00005011998	Manacus_vitellinus
ENSCPUP00000010614	ENSCPUG00000007541	Calidris_pugnax
ENSDNVP00000003562	ENSDNVG00000002515	Dromaius_novaehollandiae
ENSABRP00000007413	ENSABRG00000006817	Anser_brachyrhynchus
ENSAPLP00000026316	ENSAPLG00000027593	Anas_platyrhynchos_platyrhynchos
ENSCPGP00000023591	ENSCPGG00000016330	Calidris_pygmaea
ENSNPEP00000006436	ENSNPEG00000004869	Nothoprocta_perdicaria
ENSCPRP00005027009	ENSCPRG00005018703	Crocodylus_porosus
ENSAHAP00000025405	ENSAHAG00000017721	Apteryx_haastii
ENSAOWP00000002116	ENSAOWG00000001536	Apteryx_owenii
ENSARWP00000014651	ENSARWG00000010128	Apteryx_rowi
ENSLSDP00000025314	ENSLSDG00000017704	Lonchura_striata_domestica
ENSZALP00000007554	ENSZALG00000006713	Zonotrichia_albicollis
ENSPMJP00000020410	ENSPMJG00000015205	Parus_major
ENSLCOP00000000237	ENSLCOG00000000229	Lepidothrix_coronata
ENSCAFP00020007360	ENSCAFG00020005961	Canis_lupus_dingo
ENSUAMP00000030769	ENSUAMG00000023628	Ursus_americanus
ENSBBBP00000021368	ENSBBBG00000003612	Bison_bison_bison
ENSEASP00005024536	ENSEASG00005016673	Equus_asinus_asinus
ENSMUGP00000026372	ENSMUGG00000021972	Meriones_unguiculatus
ENSPEMP00000020088	ENSPEMG00000018171	Peromyscus_maniculatus_bairdii
ENSOCUP00000019418	ENSOCUG00000024384	Oryctolagus_cuniculus
ENSVVUP00000036947	ENSVVUG00000026442	Vulpes_vulpes
ENSMPUP00000010046	ENSMPUG00000010123	Mustela_putorius_furo
ENSSSCP00000065556	ENSSSCG00000004785	Sus_scrofa_strain_reference
ENSPSMP00000012845	ENSPSMG00000009253	Prolemur_simus
ENSPTEP00000038565	ENSPTEG00000035831	Piliocolobus_tephrosceles
ENSXETP00000053667	ENSXETG00000017987	Xenopus_tropicalis
ENSACLP00000004844	ENSACLG00000003233	Astatotilapia_calliptera
ENSMZEP00005036217	ENSMZEG00005027020	Maylandia_zebra
ENSHBUP00000014197	ENSHBUG00000016030	Haplochromis_burtoni
ENSPNYP00000001084	ENSPNYG00000000895	Pundamilia_nyererei
ENSONIP00000015324	ENSONIG00000012167	Oreochromis_niloticus
ENSACIP00000018958	ENSACIG00000014758	Amphilophus_citrinellus
ENSGWIP00000037545	ENSGWIG00000019312	Gouania_willdenowi
ENSXCOP00000014666	ENSXCOG00000011134	Xiphophorus_couchianus
ENSGAFP00000026023	ENSGAFG00000017556	Gambusia_affinis
ENSXMAP00000006637	ENSXMAG00000006625	Xiphophorus_maculatus
ENSPLAP00000023351	ENSPLAG00000008652	Poecilia_latipinna
ENSPFOP00000009756	ENSPFOG00000009807	Poecilia_formosa
ENSPMEP00000004384	ENSPMEG00000005627	Poecilia_mexicana
ENSPREP00000031756	ENSPREG00000021515	Poecilia_reticulata
ENSCVAP00000027198	ENSCVAG00000013341	Cyprinodon_variegatus
ENSFHEP00000025954	ENSFHEG00000008479	Fundulus_heteroclitus
ENSKMAP00000020762	ENSKMAG00000015430	Kryptolebias_marmoratus
ENSORLP00000021334	ENSORLG00000017050	Oryzias_latipes_ASM223467v1
ENSORLP00020022989	ENSORLG00020003552	Oryzias_latipes_ASM223471v1
ENSORLP00015017093	ENSORLG00015018122	Oryzias_latipes_ASM223469v1
ENSOMEP00000016591	ENSOMEG00000018253	Oryzias_melastigma
ENSNBRP00000001474	ENSNBRG00000001149	Neolamprologus_brichardi
ENSSMAP00000011058	ENSSMAG00000006819	Scophthalmus_maximus
ENSATEP00000006503	ENSATEG00000004591	Anabas_testudineus
ENSMAMP00000011574	ENSMAMG00000007833	Mastacembelus_armatus
ENSCGOP00000049056	ENSCGOG00000021879	Cottoperca_gobio
ENSGACP00000008390	ENSGACG00000006338	Gasterosteus_aculeatus
ENSLBEP00000034630	ENSLBEG00000026026	Labrus_bergylta
ENSPRNP00000042757	ENSPRNG00000020899	Parambassis_ranga
ENSSDUP00000013948	ENSSDUG00000010160	Seriola_dumerili
ENSSLDP00000004762	ENSSLDG00000003798	Seriola_lalandi_dorsalis
ENSLCAP00010024435	ENSLCAG00010011454	Lates_calcarifer
ENSCSEP00000000176	ENSCSEG00000000149	Cynoglossus_semilaevis
ENSMMOP00000002560	ENSMMOG00000002083	Mola_mola
ENSAOCP00000011175	ENSAOCG00000015430	Amphiprion_ocellaris
ENSAPEP00000000571	ENSAPEG00000000460	Amphiprion_percula
ENSAPOP00000009431	ENSAPOG00000011706	Acanthochromis_polyacanthus
ENSSPAP00000026934	ENSSPAG00000020313	Stegastes_partitus
ENSMALP00000008771	ENSMALG00000006248	Monopterus_albus
ENSLCRP00005053780	ENSLCRG00005020130	Larimichthys_crocea
ENSTRUP00000033730	ENSTRUG00000013254	Takifugu_rubripes
ENSBSLP00000028770	ENSBSLG00000014402	Betta_splendens
ENSPMGP00000013842	ENSPMGG00000011381	Periophthalmus_magnuspinnatus
ENSHCOP00000014780	ENSHCOG00000018238	Hippocampus_comes
ENSGMOP00000001474	ENSGMOG00000001410	Gadus_morhua
ENSHHUP00000069010	ENSHHUG00000040681	Hucho_hucho
ENSHHUP00000065254	ENSHHUG00000038518	Hucho_hucho
ENSELUP00000003160	ENSELUG00000004439	Esox_lucius
ENSDCDP00000001654	ENSDCDG00000000869	Denticeps_clupeoides
ENSCHAP00000058986	ENSCHAG00000026500	Clupea_harengus
ENSAMXP00000037393	ENSAMXG00000032449	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005000543	ENSAMXG00005000316	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000032682	ENSPNAG00000006728	Pygocentrus_nattereri
ENSEEEP00000045411	ENSEEEG00000021438	Electrophorus_electricus
ENSIPUP00000028963	ENSIPUG00000019595	Ictalurus_punctatus
ENSDARP00000155387	ENSDARG00000115987	Danio_rerio
ENSSFOP00015025286	ENSSFOG00015016273	Scleropages_formosus
ENSPKIP00000018364	ENSPKIG00000003952	Paramormyrops_kingsleyae
ENSLOCP00000015744	ENSLOCG00000012793	Lepisosteus_oculatus
ENSECRP00000018331	ENSECRG00000012254	Erpetoichthys_calabaricus
ENSCMIP00000043775	ENSCMIG00000018133	Callorhinchus_milii
ENSPMAP00000007967	ENSPMAG00000007226	Petromyzon_marinus
ENSEBUP00000010265	ENSEBUG00000006590	Eptatretus_burgeri
ENSCINP00000010612	ENSCING00000005156	Ciona_intestinalis
