ENSMSIP00000034181	ENSMSIG00000028505	Mus_spicilegus
ENSAMEP00000006990	ENSAMEG00000006597	Ailuropoda_melanoleuca
ENSMPUP00000004473	ENSMPUG00000004509	Mustela_putorius_furo
ENSNVIP00000020999	ENSNVIG00000016328	Neovison_vison
ENSCAFP00000003318	ENSCAFG00000002283	Canis_lupus_familiaris
ENSCAFP00020011464	ENSCAFG00020009143	Canis_lupus_dingo
ENSVVUP00000007308	ENSVVUG00000005526	Vulpes_vulpes
ENSFCAP00000014039	ENSFCAG00000015134	Felis_catus
ENSPPRP00000015654	ENSPPRG00000008237	Panthera_pardus
ENSPVAP00000015823	ENSPVAG00000016773	Pteropus_vampyrus
ENSECAP00000013744	ENSECAG00000015742	Equus_caballus
ENSEASP00005019874	ENSEASG00005013708	Equus_asinus_asinus
ENSLAFP00000015125	ENSLAFG00000018041	Loxodonta_africana
ENSPCAP00000004520	ENSPCAG00000004773	Procavia_capensis
ENSDNOP00000031112	ENSDNOG00000044252	Dasypus_novemcinctus
ENSOANP00000032828	ENSOANG00000031872	Ornithorhynchus_anatinus
ENSSHAP00000020104	ENSSHAG00000017055	Sarcophilus_harrisii
ENSMEUP00000005087	ENSMEUG00000005553	Notamacropus_eugenii
ENSMODP00000051266	ENSMODG00000014333	Monodelphis_domestica
ENSOANP00000025719	ENSOANG00000020240	Ornithorhynchus_anatinus
ENSGALP00000044425	ENSGALG00000005237	Gallus_gallus
ENSCJPP00005015591	ENSCJPG00005012899	Coturnix_japonica
ENSMGAP00000005585	ENSMGAG00000005647	Meleagris_gallopavo
ENSNMEP00000016435	ENSNMEG00000014488	Numida_meleagris
ENSABRP00000006396	ENSABRG00000005910	Anser_brachyrhynchus
ENSAPLP00000015476	ENSAPLG00000015568	Anas_platyrhynchos_platyrhynchos
ENSPMJP00000004831	ENSPMJG00000004167	Parus_major
ENSCCEP00000002261	ENSCCEG00000002536	Cyanistes_caeruleus
ENSLSDP00000007981	ENSLSDG00000005980	Lonchura_striata_domestica
ENSTGUP00000003715	ENSTGUG00000003575	Taeniopygia_guttata
ENSFALP00000007366	ENSFALG00000007046	Ficedula_albicollis
ENSSCAP00000014350	ENSSCAG00000010443	Serinus_canaria
ENSLCOP00000000168	ENSLCOG00000000173	Lepidothrix_coronata
ENSMVIP00005027873	ENSMVIG00005019414	Manacus_vitellinus
ENSMUNP00000015056	ENSMUNG00000011675	Melopsittacus_undulatus
ENSCPGP00000001863	ENSCPGG00000001408	Calidris_pygmaea
ENSCPUP00000005120	ENSCPUG00000003760	Calidris_pugnax
ENSDNVP00000020522	ENSDNVG00000014364	Dromaius_novaehollandiae
ENSNPEP00000011125	ENSNPEG00000008349	Nothoprocta_perdicaria
ENSAHAP00000021067	ENSAHAG00000014806	Apteryx_haastii
ENSAOWP00000021634	ENSAOWG00000014623	Apteryx_owenii
ENSARWP00000008402	ENSARWG00000005886	Apteryx_rowi
ENSCPRP00005027586	ENSCPRG00005019110	Crocodylus_porosus
ENSGAGP00000016581	ENSGAGG00000012399	Gopherus_agassizii
ENSCABP00000023370	ENSCABG00000017228	Chelonoidis_abingdonii
ENSCPBP00000031913	ENSCPBG00000022412	Chrysemys_picta_bellii
ENSPSIP00000003383	ENSPSIG00000003233	Pelodiscus_sinensis
ENSACAP00000001437	ENSACAG00000001307	Anolis_carolinensis
ENSNSUP00000028321	ENSNSUG00000020171	Notechis_scutatus
ENSPVIP00000001753	ENSPVIG00000001537	Pogona_vitticeps
ENSSMRP00000025367	ENSSMRG00000019615	Salvator_merianae
ENSSPUP00000002204	ENSSPUG00000001711	Sphenodon_punctatus
ENSSFOP00015025964	ENSSFOG00015016685	Scleropages_formosus
ENSPKIP00000032617	ENSPKIG00000012623	Paramormyrops_kingsleyae
ENSAMXP00005054378	ENSAMXG00005024279	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000015901	ENSAMXG00000015438	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000031499	ENSPNAG00000018886	Pygocentrus_nattereri
ENSIPUP00000035147	ENSIPUG00000023591	Ictalurus_punctatus
ENSEEEP00000003880	ENSEEEG00000002017	Electrophorus_electricus
ENSDCDP00000057034	ENSDCDG00000033406	Denticeps_clupeoides
ENSBSLP00000028740	ENSBSLG00000014105	Betta_splendens
ENSNBRP00000028547	ENSNBRG00000021738	Neolamprologus_brichardi
ENSCSEP00000032780	ENSCSEG00000021047	Cynoglossus_semilaevis
ENSTRUP00000022711	ENSTRUG00000009033	Takifugu_rubripes
ENSTNIP00000021093	ENSTNIG00000017932	Tetraodon_nigroviridis
ENSGACP00000000098	ENSGACG00000000079	Gasterosteus_aculeatus
ENSLBEP00000008167	ENSLBEG00000006231	Labrus_bergylta
ENSMALP00000031376	ENSMALG00000021651	Monopterus_albus
ENSMAMP00000035882	ENSMAMG00000024096	Mastacembelus_armatus
ENSATEP00000021544	ENSATEG00000014910	Anabas_testudineus
ENSSLDP00000013752	ENSSLDG00000010948	Seriola_lalandi_dorsalis
ENSSDUP00000001213	ENSSDUG00000000908	Seriola_dumerili
ENSSMAP00000021893	ENSSMAG00000013383	Scophthalmus_maximus
ENSAPEP00000021895	ENSAPEG00000015625	Amphiprion_percula
ENSAOCP00000004169	ENSAOCG00000007560	Amphiprion_ocellaris
ENSAPOP00000027960	ENSAPOG00000012862	Acanthochromis_polyacanthus
ENSSPAP00000028089	ENSSPAG00000021166	Stegastes_partitus
ENSPRNP00000003538	ENSPRNG00000002116	Parambassis_ranga
ENSONIP00000021687	ENSONIG00000017195	Oreochromis_niloticus
ENSACIP00000005224	ENSACIG00000004039	Amphilophus_citrinellus
ENSGWIP00000001821	ENSGWIG00000000897	Gouania_willdenowi
ENSLCRP00005014870	ENSLCRG00005006289	Larimichthys_crocea
ENSMMOP00000022569	ENSMMOG00000017145	Mola_mola
ENSPFOP00000015047	ENSPFOG00000014867	Poecilia_formosa
ENSPMEP00000020213	ENSPMEG00000023319	Poecilia_mexicana
ENSPLAP00000029829	ENSPLAG00000020368	Poecilia_latipinna
ENSPREP00000014144	ENSPREG00000009601	Poecilia_reticulata
ENSGAFP00000023503	ENSGAFG00000015875	Gambusia_affinis
ENSXMAP00000017597	ENSXMAG00000017525	Xiphophorus_maculatus
ENSXCOP00000014710	ENSXCOG00000011166	Xiphophorus_couchianus
ENSCVAP00000011090	ENSCVAG00000013300	Cyprinodon_variegatus
ENSFHEP00000021485	ENSFHEG00000001260	Fundulus_heteroclitus
ENSKMAP00000019593	ENSKMAG00000014587	Kryptolebias_marmoratus
ENSOMEP00000026566	ENSOMEG00000008487	Oryzias_melastigma
ENSPMGP00000006790	ENSPMGG00000005665	Periophthalmus_magnuspinnatus
ENSGMOP00000018657	ENSGMOG00000017340	Gadus_morhua
ENSHHUP00000042022	ENSHHUG00000025935	Hucho_hucho
ENSHHUP00000051635	ENSHHUG00000030994	Hucho_hucho
ENSELUP00000038304	ENSELUG00000018160	Esox_lucius
ENSDARP00000133928	ENSDARG00000099650	Danio_rerio
ENSLOCP00000017365	ENSLOCG00000014094	Lepisosteus_oculatus
ENSECRP00000031912	ENSECRG00000021624	Erpetoichthys_calabaricus
ENSLACP00000017561	ENSLACG00000015469	Latimeria_chalumnae
ENSCMIP00000026323	ENSCMIG00000011536	Callorhinchus_milii
ENSEBUP00000003020	ENSEBUG00000002242	Eptatretus_burgeri
