ENSCCNP00000024889	ENSCCNG00000024346	Castor_canadensis
ENSOPRP00000015273	ENSOPRG00000016720	Ochotona_princeps
ENSTBEP00000005324	ENSTBEG00000006171	Tupaia_belangeri
ENSPANP00000017197	ENSPANG00000016403	Papio_anubis
ENSTGEP00000027272	ENSTGEG00000021999	Theropithecus_gelada
ENSMLEP00000031865	ENSMLEG00000040126	Mandrillus_leucophaeus
ENSMMUP00000004841	ENSMMUG00000003625	Macaca_mulatta
ENSMFAP00000000668	ENSMFAG00000037267	Macaca_fascicularis
ENSMNEP00000025152	ENSMNEG00000036053	Macaca_nemestrina
ENSCATP00000006594	ENSCATG00000020304	Cercocebus_atys
ENSCSAP00000009010	ENSCSAG00000012844	Chlorocebus_sabaeus
ENSPTEP00000031208	ENSPTEG00000030192	Piliocolobus_tephrosceles
ENSCANP00000020216	ENSCANG00000033525	Colobus_angolensis_palliatus
ENSRROP00000024294	ENSRROG00000035960	Rhinopithecus_roxellana
ENSRBIP00000036415	ENSRBIG00000041818	Rhinopithecus_bieti
ENSPTRP00000083959	ENSPTRG00000006507	Pan_troglodytes	ENSPTRT00000079437
ENSPPAP00000013655	ENSPPAG00000029989	Pan_paniscus	ENSPPAT00000036328
ENSP00000351147	ENSG00000119599	Homo_sapiens	ENST00000358377
ENSGGOP00000003749	ENSGGOG00000003815	Gorilla_gorilla
ENSPPYP00000006779	ENSPPYG00000005965	Pongo_abelii
ENSNLEP00000003163	ENSNLEG00000002449	Nomascus_leucogenys
ENSCCAP00000031491	ENSCCAG00000033783	Cebus_capucinus_imitator
ENSSBOP00000034738	ENSSBOG00000033529	Saimiri_boliviensis_boliviensis
ENSCJAP00000062622	ENSCJAG00000014514	Callithrix_jacchus
ENSANAP00000032371	ENSANAG00000033863	Aotus_nancymaae
ENSTSYP00000031074	ENSTSYG00000010001	Carlito_syrichta
ENSPPYP00000021007	ENSPPYG00000018728	Pongo_abelii
ENSP00000316496	ENSG00000176566	Homo_sapiens
ENSNLEP00000036603	ENSNLEG00000019002	Nomascus_leucogenys
ENSCANP00000004318	ENSCANG00000015120	Colobus_angolensis_palliatus
ENSPTEP00000037127	ENSPTEG00000034763	Piliocolobus_tephrosceles
ENSMFAP00000012594	ENSMFAG00000025336	Macaca_fascicularis
ENSMNEP00000003362	ENSMNEG00000015640	Macaca_nemestrina
ENSMMUP00000078305	ENSMMUG00000016124	Macaca_mulatta
ENSPANP00000037141	ENSPANG00000011397	Papio_anubis
ENSTGEP00000031985	ENSTGEG00000025582	Theropithecus_gelada
ENSMLEP00000000158	ENSMLEG00000000374	Mandrillus_leucophaeus
ENSCJAP00000041677	ENSCJAG00000023155	Callithrix_jacchus
ENSMICP00000027788	ENSMICG00000015497	Microcebus_murinus
ENSPCOP00000021522	ENSPCOG00000022782	Propithecus_coquereli
ENSPSMP00000022389	ENSPSMG00000015813	Prolemur_simus
ENSOGAP00000011083	ENSOGAG00000012383	Otolemur_garnettii
ENSVPAP00000008419	ENSVPAG00000009047	Vicugna_pacos
ENSSSCP00000021516	ENSSSCG00000028159	Sus_scrofa_strain_reference
ENSBIXP00000020125	ENSBIXG00000007820	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000011481	ENSBTAG00000008713	Bos_taurus
ENSBIXP00005024921	ENSBIXG00005027627	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000012910	ENSBMUG00000009848	Bos_mutus
ENSBBBP00000019736	ENSBBBG00000002672	Bison_bison_bison
ENSCHIP00000013603	ENSCHIG00000014966	Capra_hircus
ENSOARP00000000220	ENSOARG00000000227	Ovis_aries
ENSTTRP00000011576	ENSTTRG00000012204	Tursiops_truncatus
ENSECAP00000031927	ENSECAG00000015480	Equus_caballus
ENSEASP00005006399	ENSEASG00005004728	Equus_asinus_asinus
ENSPVAP00000003704	ENSPVAG00000003913	Pteropus_vampyrus
ENSMLUP00000000380	ENSMLUG00000000420	Myotis_lucifugus
ENSUMAP00000012121	ENSUMAG00000009064	Ursus_maritimus
ENSUAMP00000014509	ENSUAMG00000011640	Ursus_americanus
ENSAMEP00000017153	ENSAMEG00000016247	Ailuropoda_melanoleuca
ENSMPUP00000003654	ENSMPUG00000003683	Mustela_putorius_furo
ENSNVIP00000009768	ENSNVIG00000007698	Neovison_vison
ENSCAFP00020005572	ENSCAFG00020004555	Canis_lupus_dingo
ENSCAFP00000024695	ENSCAFG00000016792	Canis_lupus_familiaris
ENSVVUP00000005627	ENSVVUG00000004408	Vulpes_vulpes
ENSPPRP00000003609	ENSPPRG00000000080	Panthera_pardus
ENSPTIP00000019716	ENSPTIG00000017388	Panthera_tigris_altaica
ENSFCAP00000033482	ENSFCAG00000014698	Felis_catus
ENSEEUP00000010670	ENSEEUG00000011696	Erinaceus_europaeus
ENSSARP00000007595	ENSSARG00000008371	Sorex_araneus
ENSDNOP00000034154	ENSDNOG00000042933	Dasypus_novemcinctus
ENSCHOP00000003403	ENSCHOG00000003853	Choloepus_hoffmanni
ENSPCAP00000005655	ENSPCAG00000006051	Procavia_capensis
ENSLAFP00000007077	ENSLAFG00000008436	Loxodonta_africana
ENSETEP00000005714	ENSETEG00000007045	Echinops_telfairi
ENSPCIP00000026591	ENSPCIG00000019926	Phascolarctos_cinereus
