ENSTTRP00000004534	ENSTTRG00000004811	Tursiops_truncatus
ENSCCAP00000007303	ENSCCAG00000021390	Cebus_capucinus_imitator
ENSODEP00000017763	ENSODEG00000013100	Octodon_degus
ENSLBEP00000031896	ENSLBEG00000024073	Labrus_bergylta
ENSLAFP00000016655	ENSLAFG00000023386	Loxodonta_africana
ENSBSLP00000014360	ENSBSLG00000007549	Betta_splendens
ENSHGLP00000017585	ENSHGLG00000012584	Heterocephalus_glaber_HetGla_female_1.0
ENSSDUP00000024042	ENSSDUG00000017492	Seriola_dumerili
ENSFHEP00000009089	ENSFHEG00000010317	Fundulus_heteroclitus
ENSAMXP00000043308	ENSAMXG00000020927	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSORLP00015015862	ENSORLG00015016792	Oryzias_latipes_ASM223469v1
ENSCPOP00000018278	ENSCPOG00000024223	Cavia_porcellus
ENSNBRP00000015156	ENSNBRG00000011732	Neolamprologus_brichardi
ENSAPOP00000022194	ENSAPOG00000003240	Acanthochromis_polyacanthus
ENSLSDP00000008481	ENSLSDG00000006344	Lonchura_striata_domestica
ENSPPYP00000013169	ENSPPYG00000011805	Pongo_abelii
ENSSARP00000002736	ENSSARG00000003041	Sorex_araneus
ENSPSMP00000022434	ENSPSMG00000015830	Prolemur_simus	ENSPSMT00000026040
ENSAHAP00000001499	ENSAHAG00000001259	Apteryx_haastii
ENSPEMP00000008246	ENSPEMG00000009959	Peromyscus_maniculatus_bairdii
ENSEASP00005027638	ENSEASG00005018810	Equus_asinus_asinus
ENSCAFP00020004489	ENSCAFG00020003708	Canis_lupus_dingo
ENSPFOP00000006987	ENSPFOG00000006969	Poecilia_formosa
ENSMODP00000039204	ENSMODG00000027962	Monodelphis_domestica
ENSDORP00000008900	ENSDORG00000009476	Dipodomys_ordii	ENSDORT00000009476
ENSJJAP00000006716	ENSJJAG00000011301	Jaculus_jaculus
ENSNMEP00000012831	ENSNMEG00000011795	Numida_meleagris
ENSCGOP00000024623	ENSCGOG00000011675	Cottoperca_gobio
ENSCPUP00000022761	ENSCPUG00000015468	Calidris_pugnax
ENSCCEP00000005309	ENSCCEG00000005863	Cyanistes_caeruleus
ENSGGOP00000045949	ENSGGOG00000001486	Gorilla_gorilla
ENSPCAP00000006112	ENSPCAG00000006577	Procavia_capensis
ENSMVIP00005025806	ENSMVIG00005018017	Manacus_vitellinus
ENSMODP00000045800	ENSMODG00000045692	Monodelphis_domestica
ENSAMEP00000010780	ENSAMEG00000010236	Ailuropoda_melanoleuca
ENSTBEP00000002301	ENSTBEG00000002661	Tupaia_belangeri
ENSTGUP00000010834	ENSTGUG00000010502	Taeniopygia_guttata
ENSEBUP00000023454	ENSEBUG00000014447	Eptatretus_burgeri
ENSPCOP00000031318	ENSPCOG00000028419	Propithecus_coquereli	ENSPCOT00000042272
ENSPCIP00000018489	ENSPCIG00000014150	Phascolarctos_cinereus
ENSGACP00000008949	ENSGACG00000006757	Gasterosteus_aculeatus
ENSZALP00000007473	ENSZALG00000006651	Zonotrichia_albicollis
ENSLCAP00010045110	ENSLCAG00010020969	Lates_calcarifer
ENSXMAP00000004515	ENSXMAG00000004508	Xiphophorus_maculatus
ENSCAPP00000016137	ENSCAPG00000016099	Cavia_aperea
ENSLCRP00005042683	ENSLCRG00005016377	Larimichthys_crocea
ENSPREP00000022181	ENSPREG00000014877	Poecilia_reticulata
ENSCPRP00005027419	ENSCPRG00005018991	Crocodylus_porosus
ENSRBIP00000020439	ENSRBIG00000034210	Rhinopithecus_bieti
ENSCHAP00000035284	ENSCHAG00000016730	Clupea_harengus
ENSCGRP00015002763	ENSCGRG00015002228	Cricetulus_griseus_CriGri-PICR
MGP_CAROLIEiJ_P0038897	MGP_CAROLIEiJ_G0020002	Mus_caroli_strain_CAROLI_EIJ
ENSHBUP00000034049	ENSHBUG00000021341	Haplochromis_burtoni
ENSCPBP00000032880	ENSCPBG00000023051	Chrysemys_picta_bellii
ENSECRP00000015834	ENSECRG00000010562	Erpetoichthys_calabaricus
ENSGMOP00000004849	ENSGMOG00000004561	Gadus_morhua
ENSMOCP00000014716	ENSMOCG00000014137	Microtus_ochrogaster	ENSMOCT00000018476
ENSCGRP00000015819	ENSCGRG00000011472	Cricetulus_griseus_CriGri_1.0
