ENSCPUP00000017864	ENSCPUG00000012295	Calidris_pugnax
ENSSMRP00000029843	ENSSMRG00000022940	Salvator_merianae
ENSSPUP00000003929	ENSSPUG00000002995	Sphenodon_punctatus
ENSPTEP00000000079	ENSPTEG00000000120	Piliocolobus_tephrosceles
ENSCANP00000010778	ENSCANG00000028792	Colobus_angolensis_palliatus
ENSRBIP00000005683	ENSRBIG00000024759	Rhinopithecus_bieti
ENSRROP00000038355	ENSRROG00000042557	Rhinopithecus_roxellana
ENSTGEP00000029100	ENSTGEG00000023398	Theropithecus_gelada
ENSPANP00000012937	ENSPANG00000007705	Papio_anubis
ENSMLEP00000040030	ENSMLEG00000044038	Mandrillus_leucophaeus
ENSCATP00000039663	ENSCATG00000042433	Cercocebus_atys
ENSMFAP00000018548	ENSMFAG00000032329	Macaca_fascicularis
ENSMNEP00000033180	ENSMNEG00000039867	Macaca_nemestrina
ENSCSAP00000004526	ENSCSAG00000008267	Chlorocebus_sabaeus
ENSP00000332979	ENSG00000182240	Homo_sapiens
ENSGGOP00000018829	ENSGGOG00000023241	Gorilla_gorilla
ENSPPAP00000010144	ENSPPAG00000028296	Pan_paniscus
ENSPTRP00000042556	ENSPTRG00000013924	Pan_troglodytes
ENSPPYP00000012761	ENSPPYG00000011433	Pongo_abelii
ENSNLEP00000037472	ENSNLEG00000008585	Nomascus_leucogenys
ENSCCAP00000035115	ENSCCAG00000035482	Cebus_capucinus_imitator
ENSSBOP00000018692	ENSSBOG00000025958	Saimiri_boliviensis_boliviensis
ENSCJAP00000070569	ENSCJAG00000011344	Callithrix_jacchus
ENSANAP00000005664	ENSANAG00000020891	Aotus_nancymaae
ENSTSYP00000008406	ENSTSYG00000009166	Carlito_syrichta
ENSPSMP00000033634	ENSPSMG00000023186	Prolemur_simus
ENSMICP00000037212	ENSMICG00000027643	Microcebus_murinus
ENSPCOP00000021748	ENSPCOG00000022910	Propithecus_coquereli
ENSOGAP00000006128	ENSOGAG00000006848	Otolemur_garnettii
ENSTBEP00000005502	ENSTBEG00000006372	Tupaia_belangeri
ENSOARP00000010859	ENSOARG00000010129	Ovis_aries
ENSCHIP00000021549	ENSCHIG00000019839	Capra_hircus
ENSBIXP00000025045	ENSBIXG00000027168	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005040256	ENSBIXG00005022860	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000000507	ENSBTAG00000000394	Bos_taurus
ENSBMUP00000025037	ENSBMUG00000018798	Bos_mutus
ENSBBBP00000004914	ENSBBBG00000013772	Bison_bison_bison
ENSTTRP00000006672	ENSTTRG00000007037	Tursiops_truncatus
ENSSSCP00000012854	ENSSSCG00000012074	Sus_scrofa_strain_reference
ENSSSCP00000046089	ENSSSCG00000008665	Sus_scrofa_strain_reference
ENSVPAP00000004467	ENSVPAG00000004816	Vicugna_pacos
ENSMLUP00000013227	ENSMLUG00000014539	Myotis_lucifugus
ENSPVAP00000016043	ENSPVAG00000017006	Pteropus_vampyrus
ENSVVUP00000022374	ENSVVUG00000016424	Vulpes_vulpes
ENSCAFP00000014920	ENSCAFG00000010157	Canis_lupus_familiaris
ENSCAFP00020031161	ENSCAFG00020024310	Canis_lupus_dingo
ENSMPUP00000008623	ENSMPUG00000008693	Mustela_putorius_furo
ENSNVIP00000006161	ENSNVIG00000004884	Neovison_vison
ENSAMEP00000005394	ENSAMEG00000005103	Ailuropoda_melanoleuca
ENSUAMP00000036244	ENSUAMG00000027436	Ursus_americanus
ENSPPRP00000009462	ENSPPRG00000003944	Panthera_pardus
ENSPTIP00000017322	ENSPTIG00000015773	Panthera_tigris_altaica
ENSFCAP00000001821	ENSFCAG00000001969	Felis_catus
ENSEASP00005008390	ENSEASG00005006036	Equus_asinus_asinus
ENSECAP00000052332	ENSECAG00000005305	Equus_caballus
ENSMMUP00000005684	ENSMMUG00000004257	Macaca_mulatta
ENSCLAP00000008897	ENSCLAG00000006208	Chinchilla_lanigera
ENSODEP00000018413	ENSODEG00000013570	Octodon_degus
ENSCPOP00000006677	ENSCPOG00000007403	Cavia_porcellus
ENSCAPP00000010668	ENSCAPG00000011886	Cavia_aperea
ENSHGLP00000009748	ENSHGLG00000006993	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100001648	ENSHGLG00100001290	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000020289	ENSFDAG00000008548	Fukomys_damarensis
ENSUPAP00010025870	ENSUPAG00010020456	Urocitellus_parryii
ENSSTOP00000010470	ENSSTOG00000011669	Ictidomys_tridecemlineatus
ENSMMMP00000005072	ENSMMMG00000004641	Marmota_marmota_marmota
ENSSDAP00000024434	ENSSDAG00000022242	Spermophilus_dauricus
ENSCGRP00015022045	ENSCGRG00015016795	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001005231	ENSCGRG00001006826	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000017099	ENSCGRG00000012438	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000021154	ENSMAUG00000018970	Mesocricetus_auratus
ENSMOCP00000020629	ENSMOCG00000018255	Microtus_ochrogaster
ENSPEMP00000016307	ENSPEMG00000015582	Peromyscus_maniculatus_bairdii
ENSMUSP00000043918	ENSMUSG00000040605	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000023697	ENSMSIG00000020064	Mus_spicilegus
MGP_SPRETEiJ_P0044437	MGP_SPRETEiJ_G0021914	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0042539	MGP_CAROLIEiJ_G0021008	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0029893	MGP_PahariEiJ_G0016713	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000002679	ENSRNOG00000001953	Rattus_norvegicus
ENSMUGP00000017741	ENSMUGG00000015067	Meriones_unguiculatus
ENSNGAP00000020557	ENSNGAG00000020019	Nannospalax_galili
ENSJJAP00000003367	ENSJJAG00000006557	Jaculus_jaculus
ENSDORP00000010292	ENSDORG00000010948	Dipodomys_ordii
ENSOPRP00000008079	ENSOPRG00000008817	Ochotona_princeps
ENSOCUP00000023300	ENSOCUG00000028198	Oryctolagus_cuniculus
ENSDNOP00000005775	ENSDNOG00000025458	Dasypus_novemcinctus
ENSCHOP00000007343	ENSCHOG00000008296	Choloepus_hoffmanni
ENSPCAP00000004582	ENSPCAG00000004879	Procavia_capensis
ENSLAFP00000026319	ENSLAFG00000027997	Loxodonta_africana
ENSETEP00000003274	ENSETEG00000003993	Echinops_telfairi
ENSVURP00010027062	ENSVURG00010020728	Vombatus_ursinus
ENSPCIP00000051075	ENSPCIG00000036487	Phascolarctos_cinereus
ENSMEUP00000003409	ENSMEUG00000003732	Notamacropus_eugenii
ENSSHAP00000005836	ENSSHAG00000005092	Sarcophilus_harrisii
ENSMODP00000026220	ENSMODG00000020963	Monodelphis_domestica
ENSOANP00000010263	ENSOANG00000006433	Ornithorhynchus_anatinus
ENSXETP00000038266	ENSXETG00000012490	Xenopus_tropicalis
ENSLACP00000017034	ENSLACG00000015003	Latimeria_chalumnae
ENSCHAP00000035674	ENSCHAG00000016882	Clupea_harengus
ENSDCDP00000053778	ENSDCDG00000032160	Denticeps_clupeoides
ENSAMXP00000044087	ENSAMXG00000034812	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005019428	ENSAMXG00005009995	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000027036	ENSPNAG00000012452	Pygocentrus_nattereri
ENSIPUP00000012340	ENSIPUG00000008381	Ictalurus_punctatus
ENSEEEP00000015825	ENSEEEG00000007818	Electrophorus_electricus
ENSDARP00000065823	ENSDARG00000044781	Danio_rerio
ENSXCOP00000000225	ENSXCOG00000000217	Xiphophorus_couchianus
ENSXMAP00000016953	ENSXMAG00000016905	Xiphophorus_maculatus
ENSGAFP00000003178	ENSGAFG00000002142	Gambusia_affinis
ENSPLAP00000014481	ENSPLAG00000018216	Poecilia_latipinna
ENSPMEP00000034700	ENSPMEG00000024103	Poecilia_mexicana
ENSPFOP00000006410	ENSPFOG00000006331	Poecilia_formosa
ENSPMEP00000010608	ENSPMEG00000012582	Poecilia_mexicana
ENSPREP00000024339	ENSPREG00000016445	Poecilia_reticulata
ENSCVAP00000011818	ENSCVAG00000014157	Cyprinodon_variegatus
ENSFHEP00000020814	ENSFHEG00000022744	Fundulus_heteroclitus
ENSKMAP00000000590	ENSKMAG00000000463	Kryptolebias_marmoratus
ENSORLP00020028564	ENSORLG00020012091	Oryzias_latipes_ASM223471v1
ENSORLP00000040477	ENSORLG00000012838	Oryzias_latipes_ASM223467v1
ENSORLP00015034405	ENSORLG00015020378	Oryzias_latipes_ASM223469v1
ENSOMEP00000004171	ENSOMEG00000005121	Oryzias_melastigma
ENSBSLP00000051827	ENSBSLG00000024512	Betta_splendens
ENSAOCP00000000345	ENSAOCG00000003180	Amphiprion_ocellaris
ENSAPEP00000029100	ENSAPEG00000020666	Amphiprion_percula
ENSAPOP00000010917	ENSAPOG00000013476	Acanthochromis_polyacanthus
ENSSPAP00000022035	ENSSPAG00000016639	Stegastes_partitus
ENSPRNP00000002394	ENSPRNG00000001452	Parambassis_ranga
ENSMZEP00005016622	ENSMZEG00005012481	Maylandia_zebra
ENSMZEP00005016567	ENSMZEG00005012442	Maylandia_zebra
ENSACLP00000004029	ENSACLG00000002738	Astatotilapia_calliptera
ENSPNYP00000014826	ENSPNYG00000011236	Pundamilia_nyererei
ENSNBRP00000001861	ENSNBRG00000001509	Neolamprologus_brichardi
ENSONIP00000006894	ENSONIG00000005485	Oreochromis_niloticus
ENSACIP00000015753	ENSACIG00000012213	Amphilophus_citrinellus
ENSMMOP00000005716	ENSMMOG00000004502	Mola_mola
ENSLBEP00000015992	ENSLBEG00000012380	Labrus_bergylta
ENSLCRP00005010130	ENSLCRG00005004486	Larimichthys_crocea
ENSCGOP00000021343	ENSCGOG00000010192	Cottoperca_gobio
ENSGACP00000009238	ENSGACG00000006936	Gasterosteus_aculeatus
ENSMAMP00000005236	ENSMAMG00000003518	Mastacembelus_armatus
ENSMALP00000013912	ENSMALG00000009806	Monopterus_albus
ENSATEP00000002418	ENSATEG00000001688	Anabas_testudineus
ENSSLDP00000022764	ENSSLDG00000017766	Seriola_lalandi_dorsalis
ENSSDUP00000015605	ENSSDUG00000011375	Seriola_dumerili
ENSLCAP00010015310	ENSLCAG00010007279	Lates_calcarifer
ENSGWIP00000004930	ENSGWIG00000002612	Gouania_willdenowi
ENSCSEP00000003125	ENSCSEG00000002049	Cynoglossus_semilaevis
ENSHCOP00000023209	ENSHCOG00000011505	Hippocampus_comes
ENSTRUP00000005705	ENSTRUG00000002469	Takifugu_rubripes
ENSTNIP00000006120	ENSTNIG00000003532	Tetraodon_nigroviridis
ENSSMAP00000006391	ENSSMAG00000003934	Scophthalmus_maximus
ENSPMGP00000019311	ENSPMGG00000015689	Periophthalmus_magnuspinnatus
ENSGMOP00000009466	ENSGMOG00000008848	Gadus_morhua
ENSHHUP00000042097	ENSHHUG00000025964	Hucho_hucho
ENSHHUP00000071313	ENSHHUG00000041902	Hucho_hucho
ENSELUP00000019309	ENSELUG00000018655	Esox_lucius
ENSSFOP00015015710	ENSSFOG00015010135	Scleropages_formosus
ENSPKIP00000032273	ENSPKIG00000012437	Paramormyrops_kingsleyae
ENSLOCP00000001667	ENSLOCG00000001455	Lepisosteus_oculatus
ENSECRP00000010623	ENSECRG00000007072	Erpetoichthys_calabaricus
ENSCMIP00000029104	ENSCMIG00000012594	Callorhinchus_milii
