ENSAHAP00000026611	ENSAHAG00000018534	Apteryx_haastii	ENSAHAT00000029321
ENSARWP00000009290	ENSARWG00000006490	Apteryx_rowi	ENSARWT00000010596
ENSAOWP00000010573	ENSAOWG00000007283	Apteryx_owenii	ENSAOWT00000012015
ENSDNVP00000013017	ENSDNVG00000009224	Dromaius_novaehollandiae
ENSSSCP00000025677	ENSSSCG00000027923	Sus_scrofa_strain_reference
ENSECAP00000016696	ENSECAG00000019185	Equus_caballus
ENSEASP00005027951	ENSEASG00005019004	Equus_asinus_asinus
ENSUAMP00000000830	ENSUAMG00000000791	Ursus_americanus
ENSUMAP00000010712	ENSUMAG00000008052	Ursus_maritimus
ENSMPUP00000014122	ENSMPUG00000014230	Mustela_putorius_furo
ENSNVIP00000012125	ENSNVIG00000009628	Neovison_vison
ENSCAFP00020027798	ENSCAFG00020021826	Canis_lupus_dingo
ENSCAFP00000006786	ENSCAFG00000004554	Canis_lupus_familiaris
ENSVVUP00000013610	ENSVVUG00000010004	Vulpes_vulpes
ENSPTIP00000011917	ENSPTIG00000012176	Panthera_tigris_altaica
ENSPPRP00000015583	ENSPPRG00000008138	Panthera_pardus
ENSFCAP00000030422	ENSFCAG00000035236	Felis_catus
ENSPVAP00000016532	ENSPVAG00000017527	Pteropus_vampyrus
ENSPVAP00000017084	ENSPVAG00000024118	Pteropus_vampyrus
ENSHGLP00100015099	ENSHGLG00100011173	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000018187	ENSHGLG00000012999	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000016627	ENSFDAG00000005231	Fukomys_damarensis
ENSCPOP00000012691	ENSCPOG00000014089	Cavia_porcellus
ENSCAPP00000013451	ENSCAPG00000014073	Cavia_aperea
ENSCLAP00000003835	ENSCLAG00000002729	Chinchilla_lanigera
ENSUPAP00010002970	ENSUPAG00010002465	Urocitellus_parryii
ENSSTOP00000021372	ENSSTOG00000019766	Ictidomys_tridecemlineatus
ENSMMMP00000011661	ENSMMMG00000010437	Marmota_marmota_marmota
ENSSDAP00000025292	ENSSDAG00000022995	Spermophilus_dauricus
ENSCCNP00000001161	ENSCCNG00000001253	Castor_canadensis
ENSDORP00000016885	ENSDORG00000003063	Dipodomys_ordii
ENSMSIP00000035756	ENSMSIG00000029761	Mus_spicilegus
MGP_SPRETEiJ_P0032269	MGP_SPRETEiJ_G0018223	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000102194	ENSMUSG00000034677	Mus_musculus_strain_reference_(CL57BL6)
ENSRNOP00000036358	ENSRNOG00000024446	Rattus_norvegicus
ENSMUGP00000026696	ENSMUGG00000022243	Meriones_unguiculatus
ENSPEMP00000001339	ENSPEMG00000001019	Peromyscus_maniculatus_bairdii
ENSMOCP00000016694	ENSMOCG00000015525	Microtus_ochrogaster
ENSCGRP00001004677	ENSCGRG00001005989	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015013905	ENSCGRG00015010646	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000018311	ENSCGRG00000013326	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000022085	ENSMAUG00000019626	Mesocricetus_auratus
ENSNGAP00000017124	ENSNGAG00000017647	Nannospalax_galili
ENSOCUP00000022297	ENSOCUG00000022707	Oryctolagus_cuniculus
ENSOPRP00000014810	ENSOPRG00000016165	Ochotona_princeps
ENSMFAP00000045240	ENSMFAG00000000361	Macaca_fascicularis
ENSMNEP00000008148	ENSMNEG00000028608	Macaca_nemestrina
ENSMMUP00000025209	ENSMMUG00000019178	Macaca_mulatta
ENSCATP00000006052	ENSCATG00000019103	Cercocebus_atys
ENSMLEP00000004601	ENSMLEG00000020813	Mandrillus_leucophaeus
ENSPANP00000038066	ENSPANG00000020281	Papio_anubis
ENSCSAP00000000881	ENSCSAG00000004548	Chlorocebus_sabaeus
ENSPTEP00000001031	ENSPTEG00000001135	Piliocolobus_tephrosceles
ENSCANP00000010649	ENSCANG00000028738	Colobus_angolensis_palliatus
ENSRROP00000036038	ENSRROG00000041483	Rhinopithecus_roxellana
ENSRBIP00000025435	ENSRBIG00000036597	Rhinopithecus_bieti
ENSPTRP00000016318	ENSPTRG00000009605	Pan_troglodytes
ENSPPAP00000007035	ENSPPAG00000026117	Pan_paniscus
ENSP00000335158	ENSG00000257008	Homo_sapiens
ENSGGOP00000016646	ENSGGOG00000038242	Gorilla_gorilla
ENSNLEP00000001087	ENSNLEG00000000937	Nomascus_leucogenys
ENSNLEP00000037672	ENSNLEG00000032508	Nomascus_leucogenys
ENSSBOP00000019702	ENSSBOG00000026458	Saimiri_boliviensis_boliviensis
ENSCCAP00000015531	ENSCCAG00000025562	Cebus_capucinus_imitator
ENSCJAP00000057566	ENSCJAG00000041453	Callithrix_jacchus
ENSANAP00000025403	ENSANAG00000030423	Aotus_nancymaae
ENSTSYP00000028817	ENSTSYG00000028187	Carlito_syrichta
ENSPSMP00000037321	ENSPSMG00000025653	Prolemur_simus
ENSPCOP00000018333	ENSPCOG00000021056	Propithecus_coquereli
ENSMICP00000027859	ENSMICG00000035066	Microcebus_murinus
ENSOGAP00000019008	ENSOGAG00000025457	Otolemur_garnettii
ENSTBEP00000009026	ENSTBEG00000010320	Tupaia_belangeri
ENSEEUP00000002108	ENSEEUG00000002279	Erinaceus_europaeus
MGP_PahariEiJ_P0037546	MGP_PahariEiJ_G0018507	Mus_pahari_strain_PAHARI_EIJ
MGP_CAROLIEiJ_P0030819	MGP_CAROLIEiJ_G0017377	Mus_caroli_strain_CAROLI_EIJ
ENSOANP00000005211	ENSOANG00000003286	Ornithorhynchus_anatinus
ENSXETP00000024469	ENSXETG00000004419	Xenopus_tropicalis
ENSLACP00000019808	ENSLACG00000017416	Latimeria_chalumnae
ENSCHAP00000033166	ENSCHAG00000015814	Clupea_harengus
ENSDCDP00000007451	ENSDCDG00000003893	Denticeps_clupeoides
ENSAMXP00000043236	ENSAMXG00000033106	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005020746	ENSAMXG00005010755	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000026562	ENSPNAG00000011851	Pygocentrus_nattereri
ENSIPUP00000010545	ENSIPUG00000007209	Ictalurus_punctatus
ENSEEEP00000000162	ENSEEEG00000000117	Electrophorus_electricus
ENSDARP00000138671	ENSDARG00000102491	Danio_rerio
ENSACLP00000031126	ENSACLG00000021102	Astatotilapia_calliptera
ENSHBUP00000001772	ENSHBUG00000002926	Haplochromis_burtoni
ENSONIP00000022759	ENSONIG00000018062	Oreochromis_niloticus
ENSPRNP00000042792	ENSPRNG00000020914	Parambassis_ranga
ENSTRUP00000005876	ENSTRUG00000002531	Takifugu_rubripes
ENSTNIP00000014831	ENSTNIG00000011874	Tetraodon_nigroviridis
ENSSDUP00000006855	ENSSDUG00000004997	Seriola_dumerili
ENSSLDP00000027044	ENSSLDG00000021012	Seriola_lalandi_dorsalis
ENSSDUP00000006898	ENSSDUG00000005086	Seriola_dumerili
ENSLCAP00010055225	ENSLCAG00010025769	Lates_calcarifer
ENSCGOP00000025411	ENSCGOG00000012007	Cottoperca_gobio
ENSLCRP00005049233	ENSLCRG00005018597	Larimichthys_crocea
ENSAOCP00000024037	ENSAOCG00000010560	Amphiprion_ocellaris
ENSAPOP00000006787	ENSAPOG00000008646	Acanthochromis_polyacanthus
ENSFHEP00000009829	ENSFHEG00000011122	Fundulus_heteroclitus
ENSCVAP00000029126	ENSCVAG00000016678	Cyprinodon_variegatus
ENSPFOP00000012104	ENSPFOG00000012115	Poecilia_formosa
ENSPFOP00000011730	ENSPFOG00000011754	Poecilia_formosa
ENSPMEP00000000018	ENSPMEG00000024452	Poecilia_mexicana
ENSPLAP00000023120	ENSPLAG00000008253	Poecilia_latipinna
ENSPREP00000010949	ENSPREG00000007479	Poecilia_reticulata
ENSXMAP00000028616	ENSXMAG00000022856	Xiphophorus_maculatus
ENSXCOP00000006306	ENSXCOG00000004875	Xiphophorus_couchianus
ENSGAFP00000015433	ENSGAFG00000010430	Gambusia_affinis
ENSORLP00000017307	ENSORLG00000013803	Oryzias_latipes_ASM223467v1
ENSORLP00015015583	ENSORLG00015016489	Oryzias_latipes_ASM223469v1
ENSORLP00020032982	ENSORLG00020018772	Oryzias_latipes_ASM223471v1
ENSOMEP00000019369	ENSOMEG00000021201	Oryzias_melastigma
ENSMMOP00000006988	ENSMMOG00000005431	Mola_mola
ENSGACP00000019052	ENSGACG00000014446	Gasterosteus_aculeatus
ENSBSLP00000034580	ENSBSLG00000016831	Betta_splendens
ENSSMAP00000018631	ENSSMAG00000011422	Scophthalmus_maximus
ENSLBEP00000027873	ENSLBEG00000021099	Labrus_bergylta
ENSMAMP00000013412	ENSMAMG00000009097	Mastacembelus_armatus
ENSATEP00000016441	ENSATEG00000011428	Anabas_testudineus
ENSKMAP00000000680	ENSKMAG00000000557	Kryptolebias_marmoratus
ENSSPAP00000017732	ENSSPAG00000013381	Stegastes_partitus
ENSAPEP00000018453	ENSAPEG00000013167	Amphiprion_percula
ENSMZEP00005012842	ENSMZEG00005009637	Maylandia_zebra
ENSPNYP00000026430	ENSPNYG00000019922	Pundamilia_nyererei
ENSNBRP00000031509	ENSNBRG00000023941	Neolamprologus_brichardi
ENSACIP00000027324	ENSACIG00000021154	Amphilophus_citrinellus
ENSCSEP00000003930	ENSCSEG00000002567	Cynoglossus_semilaevis
ENSGWIP00000034385	ENSGWIG00000017785	Gouania_willdenowi
ENSMALP00000026738	ENSMALG00000018555	Monopterus_albus
ENSGMOP00000000038	ENSGMOG00000000035	Gadus_morhua
ENSELUP00000032788	ENSELUG00000010890	Esox_lucius
ENSHHUP00000037366	ENSHHUG00000023400	Hucho_hucho
ENSPKIP00000029600	ENSPKIG00000010784	Paramormyrops_kingsleyae
ENSSFOP00015029786	ENSSFOG00015019140	Scleropages_formosus
ENSPMGP00000016271	ENSPMGG00000013343	Periophthalmus_magnuspinnatus
ENSLOCP00000016071	ENSLOCG00000013050	Lepisosteus_oculatus
ENSECRP00000028875	ENSECRG00000019542	Erpetoichthys_calabaricus
ENSCMIP00000047821	ENSCMIG00000019578	Callorhinchus_milii
