ENSPMAP00000007173	ENSPMAG00000006510	Petromyzon_marinus
ENSPTEP00000031986	ENSPTEG00000030814	Piliocolobus_tephrosceles
ENSRROP00000002265	ENSRROG00000009179	Rhinopithecus_roxellana
ENSRBIP00000027634	ENSRBIG00000037688	Rhinopithecus_bieti
ENSTGEP00000009412	ENSTGEG00000007748	Theropithecus_gelada
ENSCATP00000003130	ENSCATG00000012598	Cercocebus_atys
ENSPANP00000003979	ENSPANG00000007432	Papio_anubis
ENSMNEP00000009688	ENSMNEG00000029276	Macaca_nemestrina
ENSMMUP00000005406	ENSMMUG00000004048	Macaca_mulatta
ENSMFAP00000036138	ENSMFAG00000034431	Macaca_fascicularis
ENSCSAP00000014421	ENSCSAG00000003633	Chlorocebus_sabaeus
ENSMLEP00000033494	ENSMLEG00000040936	Mandrillus_leucophaeus
ENSCCAP00000003518	ENSCCAG00000018431	Cebus_capucinus_imitator
ENSSBOP00000020038	ENSSBOG00000026619	Saimiri_boliviensis_boliviensis
ENSCJAP00000001124	ENSCJAG00000000657	Callithrix_jacchus
ENSANAP00000005225	ENSANAG00000020728	Aotus_nancymaae
ENSTSYP00000022751	ENSTSYG00000032627	Carlito_syrichta
ENSPCOP00000014496	ENSPCOG00000018933	Propithecus_coquereli
ENSMICP00000011401	ENSMICG00000012533	Microcebus_murinus
ENSPSMP00000012104	ENSPSMG00000008734	Prolemur_simus
ENSOGAP00000010275	ENSOGAG00000011478	Otolemur_garnettii
ENSTBEP00000007081	ENSTBEG00000008187	Tupaia_belangeri
ENSOARP00000004465	ENSOARG00000004175	Ovis_aries
ENSCHIP00000032113	ENSCHIG00000026211	Capra_hircus
ENSBIXP00000026969	ENSBIXG00000029041	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005034159	ENSBIXG00005002201	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000053606	ENSBTAG00000040128	Bos_taurus
ENSBMUP00000025153	ENSBMUG00000018882	Bos_mutus
ENSBBBP00000025311	ENSBBBG00000005521	Bison_bison_bison
ENSTTRP00000005854	ENSTTRG00000006195	Tursiops_truncatus
ENSVPAP00000010092	ENSVPAG00000010838	Vicugna_pacos
ENSSSCP00000059855	ENSSSCG00000014920	Sus_scrofa_strain_reference
ENSECAP00000044873	ENSECAG00000030065	Equus_caballus
ENSEASP00005018358	ENSEASG00005012666	Equus_asinus_asinus
ENSPVAP00000001829	ENSPVAG00000001936	Pteropus_vampyrus
ENSMLUP00000008606	ENSMLUG00000009453	Myotis_lucifugus
ENSUAMP00000010856	ENSUAMG00000008884	Ursus_americanus
ENSUMAP00000033384	ENSUMAG00000024054	Ursus_maritimus
ENSAMEP00000006621	ENSAMEG00000006294	Ailuropoda_melanoleuca
ENSNVIP00000004563	ENSNVIG00000003680	Neovison_vison
ENSMPUP00000010279	ENSMPUG00000010353	Mustela_putorius_furo
ENSCAFP00020021823	ENSCAFG00020017261	Canis_lupus_dingo
ENSCAFP00000053452	ENSCAFG00000004399	Canis_lupus_familiaris
ENSVVUP00000025480	ENSVVUG00000018692	Vulpes_vulpes
ENSPPRP00000010874	ENSPPRG00000004892	Panthera_pardus
ENSPTIP00000014314	ENSPTIG00000013786	Panthera_tigris_altaica
ENSFCAP00000031845	ENSFCAG00000033140	Felis_catus
ENSSARP00000003409	ENSSARG00000003785	Sorex_araneus
ENSETEP00000007598	ENSETEG00000009348	Echinops_telfairi
ENSPCIP00000025144	ENSPCIG00000018913	Phascolarctos_cinereus
ENSVURP00010007744	ENSVURG00010005964	Vombatus_ursinus
ENSMEUP00000001779	ENSMEUG00000001950	Notamacropus_eugenii
ENSSHAP00000011008	ENSSHAG00000009486	Sarcophilus_harrisii
ENSMODP00000005048	ENSMODG00000004102	Monodelphis_domestica
ENSOANP00000014129	ENSOANG00000008874	Ornithorhynchus_anatinus	ENSOANT00000014132
ENSPVIP00000019404	ENSPVIG00000014804	Pogona_vitticeps	ENSPVIT00000024104
ENSACAP00000002633	ENSACAG00000002739	Anolis_carolinensis	ENSACAT00000002699
ENSNSUP00000025815	ENSNSUG00000018563	Notechis_scutatus
ENSSMRP00000012158	ENSSMRG00000009513	Salvator_merianae
ENSABRP00000027173	ENSABRG00000022646	Anser_brachyrhynchus
ENSAPLP00000031545	ENSAPLG00000006281	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000016156	ENSMGAG00000015226	Meleagris_gallopavo
ENSGALP00000027820	ENSGALG00000017242	Gallus_gallus
ENSCJPP00005004118	ENSCJPG00005004166	Coturnix_japonica
ENSNMEP00000023129	ENSNMEG00000019744	Numida_meleagris
ENSLCOP00000022555	ENSLCOG00000015875	Lepidothrix_coronata
ENSMVIP00005016763	ENSMVIG00005012016	Manacus_vitellinus
ENSLSDP00000001050	ENSLSDG00000000838	Lonchura_striata_domestica
ENSTGUP00000013301	ENSTGUG00000012916	Taeniopygia_guttata
ENSCCEP00000001114	ENSCCEG00000001384	Cyanistes_caeruleus
ENSPMJP00000001109	ENSPMJG00000000923	Parus_major
ENSSCAP00000003638	ENSSCAG00000003017	Serinus_canaria
ENSJHYP00000023185	ENSJHYG00000017463	Junco_hyemalis
ENSZALP00000009237	ENSZALG00000007969	Zonotrichia_albicollis
ENSFALP00000008180	ENSFALG00000007843	Ficedula_albicollis
ENSCPGP00000016801	ENSCPGG00000011788	Calidris_pygmaea
ENSCPUP00000000286	ENSCPUG00000000233	Calidris_pugnax
ENSMUNP00000003028	ENSMUNG00000002619	Melopsittacus_undulatus
ENSAOWP00000001787	ENSAOWG00000001279	Apteryx_owenii
ENSARWP00000021719	ENSARWG00000014837	Apteryx_rowi
ENSAHAP00000013525	ENSAHAG00000009742	Apteryx_haastii
ENSDNVP00000001993	ENSDNVG00000001444	Dromaius_novaehollandiae
ENSNPEP00000005735	ENSNPEG00000004334	Nothoprocta_perdicaria
ENSCPRP00005023095	ENSCPRG00005016056	Crocodylus_porosus
ENSGAGP00000006044	ENSGAGG00000004908	Gopherus_agassizii
ENSCABP00000002502	ENSCABG00000001949	Chelonoidis_abingdonii
ENSCPBP00000008318	ENSCPBG00000006503	Chrysemys_picta_bellii
ENSPSIP00000015434	ENSPSIG00000013806	Pelodiscus_sinensis
ENSXETP00000022052	ENSXETG00000006101	Xenopus_tropicalis
ENSLACP00000001995	ENSLACG00000001784	Latimeria_chalumnae
ENSPKIP00000007489	ENSPKIG00000023363	Paramormyrops_kingsleyae
ENSSFOP00015025899	ENSSFOG00015016654	Scleropages_formosus
ENSDCDP00000026712	ENSDCDG00000019720	Denticeps_clupeoides
ENSDCDP00000054137	ENSDCDG00000032322	Denticeps_clupeoides
ENSCHAP00000050374	ENSCHAG00000023141	Clupea_harengus
ENSEEEP00000046429	ENSEEEG00000021862	Electrophorus_electricus
ENSIPUP00000002873	ENSIPUG00000002059	Ictalurus_punctatus
ENSAMXP00000003771	ENSAMXG00000003697	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005040608	ENSAMXG00005019055	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000033997	ENSPNAG00000023002	Pygocentrus_nattereri
ENSDARP00000139144	ENSDARG00000104117	Danio_rerio
ENSFHEP00000002534	ENSFHEG00000003325	Fundulus_heteroclitus
ENSCVAP00000015278	ENSCVAG00000000901	Cyprinodon_variegatus
ENSPFOP00000006579	ENSPFOG00000006607	Poecilia_formosa
ENSPMEP00000031778	ENSPMEG00000019138	Poecilia_mexicana
ENSPLAP00000008982	ENSPLAG00000011659	Poecilia_latipinna
ENSPREP00000030507	ENSPREG00000020658	Poecilia_reticulata
ENSGAFP00000013350	ENSGAFG00000008995	Gambusia_affinis
ENSXMAP00000034378	ENSXMAG00000022124	Xiphophorus_maculatus
ENSKMAP00000010577	ENSKMAG00000007941	Kryptolebias_marmoratus
ENSORLP00000013516	ENSORLG00000010775	Oryzias_latipes_ASM223467v1
ENSORLP00015000016	ENSORLG00015023306	Oryzias_latipes_ASM223469v1
ENSORLP00020014691	ENSORLG00020015708	Oryzias_latipes_ASM223471v1
ENSOMEP00000022825	ENSOMEG00000002595	Oryzias_melastigma
ENSGWIP00000024238	ENSGWIG00000012873	Gouania_willdenowi
ENSMALP00000029767	ENSMALG00000020598	Monopterus_albus
ENSMAMP00000009927	ENSMAMG00000006693	Mastacembelus_armatus
ENSATEP00000010421	ENSATEG00000007329	Anabas_testudineus
ENSSDUP00000001389	ENSSDUG00000001085	Seriola_dumerili
ENSSLDP00000027208	ENSSLDG00000021128	Seriola_lalandi_dorsalis
ENSLCAP00010046854	ENSLCAG00010021715	Lates_calcarifer
ENSSMAP00000031367	ENSSMAG00000019226	Scophthalmus_maximus
ENSCSEP00000029156	ENSCSEG00000018675	Cynoglossus_semilaevis
ENSAOCP00000016810	ENSAOCG00000021812	Amphiprion_ocellaris
ENSAPEP00000023748	ENSAPEG00000016886	Amphiprion_percula
ENSAPOP00000015710	ENSAPOG00000018721	Acanthochromis_polyacanthus
ENSSPAP00000027526	ENSSPAG00000020755	Stegastes_partitus
ENSPRNP00000026892	ENSPRNG00000013486	Parambassis_ranga
ENSNBRP00000019040	ENSNBRG00000014685	Neolamprologus_brichardi
ENSONIP00000006434	ENSONIG00000005119	Oreochromis_niloticus
ENSACLP00000034679	ENSACLG00000023472	Astatotilapia_calliptera
ENSMZEP00005035578	ENSMZEG00005026584	Maylandia_zebra
ENSPNYP00000019357	ENSPNYG00000014635	Pundamilia_nyererei
ENSHBUP00000012246	ENSHBUG00000013966	Haplochromis_burtoni
ENSACIP00000030004	ENSACIG00000023119	Amphilophus_citrinellus
ENSLBEP00000015559	ENSLBEG00000012098	Labrus_bergylta
ENSLBEP00000006048	ENSLBEG00000004638	Labrus_bergylta
ENSCGOP00000036754	ENSCGOG00000016983	Cottoperca_gobio
ENSLCRP00005008340	ENSLCRG00005004009	Larimichthys_crocea
ENSMMOP00000014849	ENSMMOG00000011351	Mola_mola
ENSTRUP00000015491	ENSTRUG00000006345	Takifugu_rubripes
ENSTNIP00000009967	ENSTNIG00000007165	Tetraodon_nigroviridis
ENSCGOP00000036757	ENSCGOG00000016985	Cottoperca_gobio
ENSPMGP00000027080	ENSPMGG00000021865	Periophthalmus_magnuspinnatus
ENSHCOP00000012037	ENSHCOG00000014990	Hippocampus_comes
ENSGACP00000010666	ENSGACG00000008058	Gasterosteus_aculeatus
ENSBSLP00000032398	ENSBSLG00000015879	Betta_splendens
ENSGMOP00000015248	ENSGMOG00000014266	Gadus_morhua
ENSHHUP00000007550	ENSHHUG00000004653	Hucho_hucho
ENSHHUP00000029134	ENSHHUG00000018592	Hucho_hucho
ENSELUP00000033349	ENSELUG00000011578	Esox_lucius
ENSLOCP00000008600	ENSLOCG00000007103	Lepisosteus_oculatus
ENSECRP00000005318	ENSECRG00000003597	Erpetoichthys_calabaricus
ENSCMIP00000032597	ENSCMIG00000013939	Callorhinchus_milii
ENSCSAVP00000000456	ENSCSAVG00000000266	Ciona_savignyi
ENSCINP00000036216	ENSCING00000022757	Ciona_intestinalis
FBpp0070977	FBgn0027342	Drosophila_melanogaster
Y71F9B.5a.2	WBGene00003006	Caenorhabditis_elegans_strain_N2
