ENSLCOP00000022580	ENSLCOG00000015891	Lepidothrix_coronata
ENSMMUP00000036806	ENSMMUG00000019617	Macaca_mulatta
ENSMNEP00000038845	ENSMNEG00000042390	Macaca_nemestrina
ENSPANP00000000993	ENSPANG00000019126	Papio_anubis
ENSTGEP00000008278	ENSTGEG00000006764	Theropithecus_gelada
ENSCATP00000001498	ENSCATG00000006895	Cercocebus_atys
ENSMLEP00000035275	ENSMLEG00000041777	Mandrillus_leucophaeus
ENSCSAP00000000037	ENSCSAG00000003666	Chlorocebus_sabaeus
ENSRBIP00000035694	ENSRBIG00000041473	Rhinopithecus_bieti
ENSRROP00000010576	ENSRROG00000029691	Rhinopithecus_roxellana
ENSCANP00000023333	ENSCANG00000035088	Colobus_angolensis_palliatus
ENSPTEP00000033291	ENSPTEG00000031814	Piliocolobus_tephrosceles
ENSCCAP00000038229	ENSCCAG00000036956	Cebus_capucinus_imitator
ENSSBOP00000014815	ENSSBOG00000024146	Saimiri_boliviensis_boliviensis
ENSCJAP00000026396	ENSCJAG00000014339	Callithrix_jacchus
ENSANAP00000029674	ENSANAG00000032623	Aotus_nancymaae
ENSTSYP00000008005	ENSTSYG00000008696	Carlito_syrichta
ENSPCOP00000002809	ENSPCOG00000008593	Propithecus_coquereli
ENSPSMP00000010566	ENSPSMG00000007641	Prolemur_simus
ENSMICP00000015720	ENSMICG00000017254	Microcebus_murinus
ENSOGAP00000012485	ENSOGAG00000013946	Otolemur_garnettii
ENSUPAP00010021320	ENSUPAG00010016945	Urocitellus_parryii
ENSSDAP00000013503	ENSSDAG00000012188	Spermophilus_dauricus
ENSSTOP00000007770	ENSSTOG00000008671	Ictidomys_tridecemlineatus
ENSMMMP00000006051	ENSMMMG00000005426	Marmota_marmota_marmota
ENSDORP00000005705	ENSDORG00000006094	Dipodomys_ordii
ENSHGLP00100008090	ENSHGLG00100006019	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000002889	ENSHGLG00000002166	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000015374	ENSFDAG00000003203	Fukomys_damarensis
ENSCLAP00000019126	ENSCLAG00000013107	Chinchilla_lanigera
ENSODEP00000005840	ENSODEG00000004398	Octodon_degus
ENSCPOP00000013770	ENSCPOG00000015279	Cavia_porcellus
MGP_SPRETEiJ_P0083994	MGP_SPRETEiJ_G0031092	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000004582	ENSMSIG00000004142	Mus_spicilegus
ENSMUSP00000102839	ENSMUSG00000030617	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0080629	MGP_CAROLIEiJ_G0029982	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0017473	MGP_PahariEiJ_G0013202	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000072509	ENSRNOG00000052220	Rattus_norvegicus
ENSMUGP00000002741	ENSMUGG00000002580	Meriones_unguiculatus
ENSCGRP00001016676	ENSCGRG00001016931	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000013286	ENSCGRG00000009660	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015011777	ENSCGRG00015009044	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000006071	ENSMAUG00000008122	Mesocricetus_auratus
ENSNGAP00000002647	ENSNGAG00000002487	Nannospalax_galili
ENSJJAP00000015441	ENSJJAG00000017603	Jaculus_jaculus
ENSOCUP00000008418	ENSOCUG00000009770	Oryctolagus_cuniculus
ENSOPRP00000014214	ENSOPRG00000015566	Ochotona_princeps
ENSTBEP00000007778	ENSTBEG00000008968	Tupaia_belangeri
ENSLAFP00000000635	ENSLAFG00000000753	Loxodonta_africana
ENSPCAP00000011655	ENSPCAG00000012473	Procavia_capensis
ENSETEP00000012675	ENSETEG00000015629	Echinops_telfairi
ENSCHOP00000000170	ENSCHOG00000000195	Choloepus_hoffmanni
ENSDNOP00000022646	ENSDNOG00000031571	Dasypus_novemcinctus
ENSOANP00000020864	ENSOANG00000013206	Ornithorhynchus_anatinus
ENSLACP00000023050	ENSLACG00000022643	Latimeria_chalumnae
ENSHHUP00000091783	ENSHHUG00000052923	Hucho_hucho	ENSHHUT00000094606
ENSELUP00000021621	ENSELUG00000020685	Esox_lucius
ENSAMXP00005033094	ENSAMXG00005016098	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000003346	ENSAMXG00000003279	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000031598	ENSPNAG00000019038	Pygocentrus_nattereri
ENSIPUP00000010528	ENSIPUG00000007181	Ictalurus_punctatus
ENSDARP00000103987	ENSDARG00000077179	Danio_rerio
ENSSFOP00015018952	ENSSFOG00015012189	Scleropages_formosus
ENSLOCP00000006391	ENSLOCG00000005301	Lepisosteus_oculatus
ENSECRP00000012231	ENSECRG00000008140	Erpetoichthys_calabaricus
ENSCMIP00000034094	ENSCMIG00000014486	Callorhinchus_milii
ENSXETP00000013587	ENSXETG00000000998	Xenopus_tropicalis
ENSCINP00000016000	ENSCING00000007823	Ciona_intestinalis
ENSCSAVP00000004222	ENSCSAVG00000002488	Ciona_savignyi
