ENSPPAP00000007252	ENSPPAG00000026417	Pan_paniscus
MGP_PahariEiJ_P0053580	MGP_PahariEiJ_G0022919	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000004570	ENSRNOG00000003307	Rattus_norvegicus
ENSMUGP00000016392	ENSMUGG00000014059	Meriones_unguiculatus
ENSPEMP00000007026	ENSPEMG00000009103	Peromyscus_maniculatus_bairdii
ENSMOCP00000005617	ENSMOCG00000005123	Microtus_ochrogaster
ENSCGRP00015023290	ENSCGRG00015017645	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001010779	ENSCGRG00001012582	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000024400	ENSCGRG00000017687	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000011786	ENSMAUG00000012276	Mesocricetus_auratus
ENSNGAP00000023547	ENSNGAG00000022070	Nannospalax_galili
ENSJJAP00000017446	ENSJJAG00000018993	Jaculus_jaculus
ENSUPAP00010010010	ENSUPAG00010008102	Urocitellus_parryii
ENSSTOP00000007812	ENSSTOG00000008724	Ictidomys_tridecemlineatus
ENSSDAP00000009837	ENSSDAG00000008937	Spermophilus_dauricus
ENSMMMP00000023943	ENSMMMG00000020963	Marmota_marmota_marmota
ENSCCNP00000017714	ENSCCNG00000018004	Castor_canadensis
ENSDORP00000019594	ENSDORG00000009020	Dipodomys_ordii
ENSHGLP00000009079	ENSHGLG00000006522	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100010895	ENSHGLG00100008090	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000015193	ENSFDAG00000002924	Fukomys_damarensis
ENSCLAP00000022742	ENSCLAG00000015590	Chinchilla_lanigera
ENSODEP00000013860	ENSODEG00000010247	Octodon_degus
ENSCAPP00000007387	ENSCAPG00000009329	Cavia_aperea
ENSCPOP00000020632	ENSCPOG00000027058	Cavia_porcellus
ENSMLUP00000011608	ENSMLUG00000012753	Myotis_lucifugus
ENSPVAP00000013868	ENSPVAG00000014712	Pteropus_vampyrus
ENSUMAP00000007990	ENSUMAG00000006134	Ursus_maritimus
ENSUAMP00000012630	ENSUAMG00000010223	Ursus_americanus
ENSAMEP00000013087	ENSAMEG00000012411	Ailuropoda_melanoleuca
ENSNVIP00000004853	ENSNVIG00000003925	Neovison_vison
ENSMPUP00000004482	ENSMPUG00000004518	Mustela_putorius_furo
ENSCAFP00020006540	ENSCAFG00020005305	Canis_lupus_dingo
ENSCAFP00000047621	ENSCAFG00000017106	Canis_lupus_familiaris
ENSVVUP00000033377	ENSVVUG00000024143	Vulpes_vulpes
ENSPTIP00000012369	ENSPTIG00000012466	Panthera_tigris_altaica
ENSPPRP00000028433	ENSPPRG00000020586	Panthera_pardus
ENSFCAP00000000442	ENSFCAG00000000477	Felis_catus
ENSSSCP00000056939	ENSSSCG00000013729	Sus_scrofa_strain_reference
ENSTTRP00000003372	ENSTTRG00000003597	Tursiops_truncatus
ENSBIXP00000025622	ENSBIXG00000027702	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000059618	ENSBTAG00000016211	Bos_taurus
ENSBIXP00005020099	ENSBIXG00005006673	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000019665	ENSBMUG00000014853	Bos_mutus
ENSBBBP00000024118	ENSBBBG00000004838	Bison_bison_bison
ENSCHIP00000003892	ENSCHIG00000008032	Capra_hircus
ENSOARP00000010903	ENSOARG00000010163	Ovis_aries
ENSECAP00000010536	ENSECAG00000012495	Equus_caballus
ENSEASP00005005547	ENSEASG00005004102	Equus_asinus_asinus
ENSSARP00000000152	ENSSARG00000000167	Sorex_araneus
ENSLAFP00000013555	ENSLAFG00000016147	Loxodonta_africana
ENSPCAP00000014592	ENSPCAG00000015614	Procavia_capensis
ENSETEP00000000390	ENSETEG00000000487	Echinops_telfairi
ENSOCUP00000010321	ENSOCUG00000012001	Oryctolagus_cuniculus
ENSOPRP00000004568	ENSOPRG00000004974	Ochotona_princeps
ENSDNOP00000031496	ENSDNOG00000047571	Dasypus_novemcinctus
ENSPCIP00000025679	ENSPCIG00000019299	Phascolarctos_cinereus
ENSVURP00010016457	ENSVURG00010012611	Vombatus_ursinus
ENSMEUP00000004190	ENSMEUG00000004595	Notamacropus_eugenii
ENSMODP00000014387	ENSMODG00000011508	Monodelphis_domestica
ENSSHAP00000017885	ENSSHAG00000015183	Sarcophilus_harrisii
ENSHCOP00000007937	ENSHCOG00000010069	Hippocampus_comes
ENSHHUP00000028555	ENSHHUG00000018198	Hucho_hucho
ENSCHOP00000005472	ENSCHOG00000006190	Choloepus_hoffmanni
ENSAPLP00000021746	ENSAPLG00000030336	Anas_platyrhynchos_platyrhynchos
ENSABRP00000027708	ENSABRG00000023051	Anser_brachyrhynchus
ENSPMJP00000003698	ENSPMJG00000003233	Parus_major
ENSLSDP00000001502	ENSLSDG00000000949	Lonchura_striata_domestica
ENSJHYP00000022899	ENSJHYG00000017260	Junco_hyemalis
ENSCPGP00000011106	ENSCPGG00000007602	Calidris_pygmaea
ENSGALP00000068040	ENSGALG00000034917	Gallus_gallus
ENSCJPP00005003211	ENSCJPG00005003445	Coturnix_japonica
ENSNMEP00000015852	ENSNMEG00000014105	Numida_meleagris
ENSNPEP00000008780	ENSNPEG00000006034	Nothoprocta_perdicaria
ENSHHUP00000019867	ENSHHUG00000012442	Hucho_hucho
ENSPMAP00000001131	ENSPMAG00000001001	Petromyzon_marinus
FBpp0078893	FBgn0031824	Drosophila_melanogaster
ENSCABP00000003118	ENSCABG00000002391	Chelonoidis_abingdonii	ENSCABT00000003381
ENSGAGP00000000852	ENSGAGG00000000718	Gopherus_agassizii	ENSGAGT00000000969
ENSCPBP00000034257	ENSCPBG00000023912	Chrysemys_picta_bellii
ENSPSIP00000013920	ENSPSIG00000012491	Pelodiscus_sinensis
ENSSPUP00000016218	ENSSPUG00000012544	Sphenodon_punctatus
ENSOANP00000014452	ENSOANG00000009077	Ornithorhynchus_anatinus
ENSXETP00000042292	ENSXETG00000018964	Xenopus_tropicalis
ENSPNAP00000001690	ENSPNAG00000000890	Pygocentrus_nattereri
ENSAMXP00000038089	ENSAMXG00000030939	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSIPUP00000011066	ENSIPUG00000007469	Ictalurus_punctatus
ENSEEEP00000039407	ENSEEEG00000018663	Electrophorus_electricus
ENSDARP00000136995	ENSDARG00000098831	Danio_rerio
ENSDCDP00000021320	ENSDCDG00000015785	Denticeps_clupeoides
ENSAOCP00000005942	ENSAOCG00000009494	Amphiprion_ocellaris
ENSAPEP00000024943	ENSAPEG00000017714	Amphiprion_percula
ENSAPOP00000009216	ENSAPOG00000011483	Acanthochromis_polyacanthus
ENSCSEP00000025366	ENSCSEG00000016185	Cynoglossus_semilaevis
ENSCGOP00000011609	ENSCGOG00000005757	Cottoperca_gobio
ENSLCRP00005034132	ENSLCRG00005012704	Larimichthys_crocea
ENSLBEP00000008950	ENSLBEG00000006907	Labrus_bergylta
ENSGACP00000008359	ENSGACG00000006288	Gasterosteus_aculeatus
ENSHCOP00000027615	ENSHCOG00000019597	Hippocampus_comes
ENSGWIP00000052279	ENSGWIG00000024988	Gouania_willdenowi
ENSPMGP00000001545	ENSPMGG00000001396	Periophthalmus_magnuspinnatus
ENSMALP00000002521	ENSMALG00000001874	Monopterus_albus
ENSMAMP00000015733	ENSMAMG00000010666	Mastacembelus_armatus
ENSATEP00000018517	ENSATEG00000012875	Anabas_testudineus
ENSBSLP00000008673	ENSBSLG00000004202	Betta_splendens
ENSSLDP00000021840	ENSSLDG00000017043	Seriola_lalandi_dorsalis
ENSSDUP00000011792	ENSSDUG00000008590	Seriola_dumerili
ENSLCAP00010035060	ENSLCAG00010016429	Lates_calcarifer
ENSMZEP00005002944	ENSMZEG00005002278	Maylandia_zebra
ENSPNYP00000002854	ENSPNYG00000002212	Pundamilia_nyererei
ENSACLP00000002572	ENSACLG00000001766	Astatotilapia_calliptera
ENSHBUP00000033084	ENSHBUG00000019814	Haplochromis_burtoni
ENSNBRP00000012882	ENSNBRG00000010016	Neolamprologus_brichardi
ENSONIP00000010164	ENSONIG00000008070	Oreochromis_niloticus
ENSACIP00000026444	ENSACIG00000020488	Amphilophus_citrinellus
ENSPRNP00000020975	ENSPRNG00000010005	Parambassis_ranga
ENSPFOP00000001506	ENSPFOG00000001445	Poecilia_formosa
ENSPMEP00000028373	ENSPMEG00000013442	Poecilia_mexicana
ENSPLAP00000028589	ENSPLAG00000018127	Poecilia_latipinna
ENSPREP00000020070	ENSPREG00000013583	Poecilia_reticulata
ENSXMAP00000011650	ENSXMAG00000011601	Xiphophorus_maculatus
ENSXCOP00000020665	ENSXCOG00000015484	Xiphophorus_couchianus
ENSGAFP00000020955	ENSGAFG00000014126	Gambusia_affinis
ENSFHEP00000026473	ENSFHEG00000009365	Fundulus_heteroclitus
ENSCVAP00000024077	ENSCVAG00000007923	Cyprinodon_variegatus
ENSKMAP00000014232	ENSKMAG00000010653	Kryptolebias_marmoratus
ENSORLP00020035123	ENSORLG00020021948	Oryzias_latipes_ASM223471v1
ENSORLP00000020565	ENSORLG00000016423	Oryzias_latipes_ASM223467v1
ENSORLP00015014020	ENSORLG00015014956	Oryzias_latipes_ASM223469v1
ENSOMEP00000015801	ENSOMEG00000017444	Oryzias_melastigma
ENSSMAP00000003743	ENSSMAG00000002305	Scophthalmus_maximus
ENSGMOP00000019735	ENSGMOG00000018332	Gadus_morhua
ENSPKIP00000023785	ENSPKIG00000007270	Paramormyrops_kingsleyae
ENSSFOP00015023058	ENSSFOG00015014827	Scleropages_formosus
ENSHHUP00000090166	ENSHHUG00000052063	Hucho_hucho
ENSHHUP00000059229	ENSHHUG00000035194	Hucho_hucho
ENSELUP00000032283	ENSELUG00000010142	Esox_lucius
ENSCHAP00000028516	ENSCHAG00000013259	Clupea_harengus
ENSHHUP00000052470	ENSHHUG00000031552	Hucho_hucho
ENSHHUP00000052433	ENSHHUG00000031537	Hucho_hucho
ENSAPOP00000012521	ENSAPOG00000015207	Acanthochromis_polyacanthus
ENSSPAP00000024261	ENSSPAG00000018326	Stegastes_partitus
ENSMMOP00000008102	ENSMMOG00000006283	Mola_mola
ENSDARP00000151418	ENSDARG00000037057	Danio_rerio
ENSTNIP00000015024	ENSTNIG00000012062	Tetraodon_nigroviridis
ENSTRUP00000020663	ENSTRUG00000008257	Takifugu_rubripes
ENSLCRP00005043470	ENSLCRG00005016670	Larimichthys_crocea
ENSCVAP00000009316	ENSCVAG00000011257	Cyprinodon_variegatus
ENSCGOP00000035507	ENSCGOG00000015816	Cottoperca_gobio
ENSGACP00000025285	ENSGACG00000019112	Gasterosteus_aculeatus
ENSLBEP00000014030	ENSLBEG00000010860	Labrus_bergylta
ENSSLDP00000010302	ENSSLDG00000008187	Seriola_lalandi_dorsalis
ENSSDUP00000027802	ENSSDUG00000020091	Seriola_dumerili
ENSSMAP00000013314	ENSSMAG00000008177	Scophthalmus_maximus
ENSGWIP00000007100	ENSGWIG00000003273	Gouania_willdenowi
ENSLCAP00010046318	ENSLCAG00010021446	Lates_calcarifer
ENSPRNP00000000052	ENSPRNG00000000027	Parambassis_ranga
ENSMMOP00000009511	ENSMMOG00000007365	Mola_mola
ENSPMGP00000026070	ENSPMGG00000021022	Periophthalmus_magnuspinnatus
ENSCSEP00000022403	ENSCSEG00000014268	Cynoglossus_semilaevis
ENSHCOP00000026455	ENSHCOG00000018483	Hippocampus_comes
ENSATEP00000031921	ENSATEG00000021968	Anabas_testudineus
ENSBSLP00000006726	ENSBSLG00000003323	Betta_splendens
ENSAOCP00000016717	ENSAOCG00000021711	Amphiprion_ocellaris
ENSAPEP00000025069	ENSAPEG00000017809	Amphiprion_percula
ENSSPAP00000023227	ENSSPAG00000017514	Stegastes_partitus
ENSAPOP00000014819	ENSAPOG00000017729	Acanthochromis_polyacanthus
ENSFHEP00000013624	ENSFHEG00000015180	Fundulus_heteroclitus
ENSGAFP00000020179	ENSGAFG00000013628	Gambusia_affinis
ENSMZEP00005013495	ENSMZEG00005010144	Maylandia_zebra
ENSACLP00000022634	ENSACLG00000015337	Astatotilapia_calliptera
ENSHBUP00000034194	ENSHBUG00000021595	Haplochromis_burtoni
ENSPNYP00000007963	ENSPNYG00000006084	Pundamilia_nyererei
ENSNBRP00000025781	ENSNBRG00000019713	Neolamprologus_brichardi
ENSONIP00000023803	ENSONIG00000018903	Oreochromis_niloticus
ENSACIP00000008925	ENSACIG00000006964	Amphilophus_citrinellus
ENSHHUP00000039770	ENSHHUG00000024317	Hucho_hucho
ENSCHAP00000056750	ENSCHAG00000025568	Clupea_harengus
ENSLOCP00000010149	ENSLOCG00000008352	Lepisosteus_oculatus
ENSECRP00000032388	ENSECRG00000021945	Erpetoichthys_calabaricus
ENSPVIP00000022981	ENSPVIG00000017349	Pogona_vitticeps
ENSACAP00000008182	ENSACAG00000008310	Anolis_carolinensis
ENSNSUP00000021736	ENSNSUG00000015792	Notechis_scutatus
ENSSMRP00000003339	ENSSMRG00000002799	Salvator_merianae
ENSLACP00000012377	ENSLACG00000010898	Latimeria_chalumnae
ENSEBUP00000014594	ENSEBUG00000009195	Eptatretus_burgeri
ENSCINP00000013343	ENSCING00000006483	Ciona_intestinalis
ENSCSAVP00000001650	ENSCSAVG00000000952	Ciona_savignyi
F54D5.7.2	WBGene00010052	Caenorhabditis_elegans_strain_N2
