ENSLCRP00005035273	ENSLCRG00005013777	Larimichthys_crocea
ENSBIXP00000011003	ENSBIXG00000016378	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005008761	ENSBIXG00005013843	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000068033	ENSBTAG00000017243	Bos_taurus
ENSBMUP00000000518	ENSBMUG00000000470	Bos_mutus
ENSBBBP00000013455	ENSBBBG00000021129	Bison_bison_bison
ENSCHIP00000030187	ENSCHIG00000025038	Capra_hircus
ENSTTRP00000004761	ENSTTRG00000005051	Tursiops_truncatus
ENSSSCP00000041348	ENSSSCG00000011125	Sus_scrofa_strain_reference
ENSEEUP00000013591	ENSEEUG00000014897	Erinaceus_europaeus
ENSCCNP00000019168	ENSCCNG00000019310	Castor_canadensis
ENSDORP00000021412	ENSDORG00000025184	Dipodomys_ordii
MGP_SPRETEiJ_P0051522	MGP_SPRETEiJ_G0024080	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000032706	ENSMSIG00000027400	Mus_spicilegus
ENSMUSP00000100041	ENSMUSG00000015619	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0049509	MGP_CAROLIEiJ_G0023162	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0040060	MGP_PahariEiJ_G0019222	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000026187	ENSRNOG00000019336	Rattus_norvegicus
ENSMUGP00000002115	ENSMUGG00000001989	Meriones_unguiculatus
ENSCGRP00015025571	ENSCGRG00015019416	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001009753	ENSCGRG00001011803	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000013491	ENSCGRG00000009790	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000017331	ENSMAUG00000016244	Mesocricetus_auratus
ENSMOCP00000013404	ENSMOCG00000013212	Microtus_ochrogaster
ENSPEMP00000022700	ENSPEMG00000019986	Peromyscus_maniculatus_bairdii
ENSNGAP00000002684	ENSNGAG00000002547	Nannospalax_galili
ENSJJAP00000024922	ENSJJAG00000024256	Jaculus_jaculus
ENSHGLP00000026629	ENSHGLG00000018940	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100012319	ENSHGLG00100009126	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000017832	ENSFDAG00000010291	Fukomys_damarensis
ENSCPOP00000007724	ENSCPOG00000008595	Cavia_porcellus
ENSCAPP00000002419	ENSCAPG00000005390	Cavia_aperea
ENSCLAP00000014011	ENSCLAG00000009680	Chinchilla_lanigera
ENSODEP00000005770	ENSODEG00000004341	Octodon_degus
ENSSTOP00000000959	ENSSTOG00000001075	Ictidomys_tridecemlineatus
ENSSDAP00000018737	ENSSDAG00000017106	Spermophilus_dauricus
ENSUPAP00010002229	ENSUPAG00010001885	Urocitellus_parryii
ENSOCUP00000015302	ENSOCUG00000017821	Oryctolagus_cuniculus
ENSOPRP00000001662	ENSOPRG00000001804	Ochotona_princeps
ENSPCOP00000009050	ENSPCOG00000015862	Propithecus_coquereli
ENSPCOP00000020815	ENSPCOG00000022393	Propithecus_coquereli
ENSPSMP00000011511	ENSPSMG00000008315	Prolemur_simus
ENSMICP00000035654	ENSMICG00000008284	Microcebus_murinus
ENSOGAP00000010189	ENSOGAG00000011371	Otolemur_garnettii
ENSPPAP00000007588	ENSPPAG00000026896	Pan_paniscus
ENSPTRP00000064658	ENSPTRG00000023695	Pan_troglodytes
ENSP00000368632	ENSG00000107485	Homo_sapiens
ENSGGOP00000006027	ENSGGOG00000006161	Gorilla_gorilla
ENSPPYP00000002408	ENSPPYG00000002079	Pongo_abelii
ENSNLEP00000014530	ENSNLEG00000011952	Nomascus_leucogenys
ENSCANP00000023568	ENSCANG00000035189	Colobus_angolensis_palliatus
ENSPTEP00000025093	ENSPTEG00000025455	Piliocolobus_tephrosceles
ENSRBIP00000013825	ENSRBIG00000030986	Rhinopithecus_bieti
ENSRROP00000023250	ENSRROG00000035469	Rhinopithecus_roxellana
ENSTGEP00000031325	ENSTGEG00000025082	Theropithecus_gelada
ENSPANP00000019867	ENSPANG00000023402	Papio_anubis
ENSMFAP00000030949	ENSMFAG00000042633	Macaca_fascicularis
ENSMMUP00000009115	ENSMMUG00000006944	Macaca_mulatta
ENSMNEP00000043737	ENSMNEG00000044498	Macaca_nemestrina
ENSCSAP00000009581	ENSCSAG00000013423	Chlorocebus_sabaeus
ENSMLEP00000027525	ENSMLEG00000037954	Mandrillus_leucophaeus
ENSCATP00000014840	ENSCATG00000031434	Cercocebus_atys
ENSCCAP00000001029	ENSCCAG00000006294	Cebus_capucinus_imitator
ENSSBOP00000009154	ENSSBOG00000021461	Saimiri_boliviensis_boliviensis
ENSCJAP00000053176	ENSCJAG00000038283	Callithrix_jacchus
ENSANAP00000026757	ENSANAG00000031100	Aotus_nancymaae
ENSTSYP00000026688	ENSTSYG00000032441	Carlito_syrichta
ENSTBEP00000010507	ENSTBEG00000012146	Tupaia_belangeri
ENSCHOP00000005212	ENSCHOG00000005894	Choloepus_hoffmanni
ENSDNOP00000022722	ENSDNOG00000042141	Dasypus_novemcinctus
ENSVURP00010018907	ENSVURG00010014394	Vombatus_ursinus
ENSPCIP00000009114	ENSPCIG00000007492	Phascolarctos_cinereus
ENSMEUP00000010068	ENSMEUG00000011038	Notamacropus_eugenii
ENSMODP00000020895	ENSMODG00000016735	Monodelphis_domestica
ENSSHAP00000021668	ENSSHAG00000018350	Sarcophilus_harrisii
ENSOANP00000024296	ENSOANG00000015442	Ornithorhynchus_anatinus
ENSMMMP00000018521	ENSMMMG00000016407	Marmota_marmota_marmota
ENSSDAP00000017669	ENSSDAG00000016097	Spermophilus_dauricus
ENSOARP00000014958	ENSOARG00000013941	Ovis_aries
ENSCPRP00005001415	ENSCPRG00005001081	Crocodylus_porosus
ENSXETP00000045135	ENSXETG00000020035	Xenopus_tropicalis
ENSLACP00000003446	ENSLACG00000003074	Latimeria_chalumnae
ENSCMIP00000004821	ENSCMIG00000002863	Callorhinchus_milii
ENSPMAP00000007422	ENSPMAG00000006730	Petromyzon_marinus
