ENSEEEP00000029904	ENSEEEG00000014318	Electrophorus_electricus
MGP_CAROLIEiJ_P0026275	MGP_CAROLIEiJ_G0016237	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0033048	MGP_PahariEiJ_G0017373	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000007978	ENSRNOG00000006098	Rattus_norvegicus
ENSMUGP00000019109	ENSMUGG00000016185	Meriones_unguiculatus
ENSCGRP00015030897	ENSCGRG00015023281	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001022861	ENSCGRG00001021269	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000004060	ENSCGRG00000002988	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000017539	ENSMAUG00000016375	Mesocricetus_auratus
ENSMOCP00000015394	ENSMOCG00000014608	Microtus_ochrogaster
ENSPEMP00000000768	ENSPEMG00000000554	Peromyscus_maniculatus_bairdii
ENSNGAP00000008983	ENSNGAG00000011807	Nannospalax_galili
ENSUPAP00010021119	ENSUPAG00010016772	Urocitellus_parryii
ENSSTOP00000012751	ENSSTOG00000014216	Ictidomys_tridecemlineatus
ENSCPOP00000000348	ENSCPOG00000000397	Cavia_porcellus
ENSCAPP00000006329	ENSCAPG00000008517	Cavia_aperea
ENSCLAP00000017043	ENSCLAG00000011694	Chinchilla_lanigera
ENSODEP00000012774	ENSODEG00000009453	Octodon_degus
ENSHGLP00100011799	ENSHGLG00100008763	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000013791	ENSHGLG00000009847	Heterocephalus_glaber_HetGla_female_1.0
ENSTBEP00000007858	ENSTBEG00000009070	Tupaia_belangeri
ENSSARP00000012132	ENSSARG00000013440	Sorex_araneus
ENSETEP00000000368	ENSETEG00000000461	Echinops_telfairi
ENSOANP00000027260	ENSOANG00000021410	Ornithorhynchus_anatinus
ENSAHAP00000001496	ENSAHAG00000001222	Apteryx_haastii
ENSAOWP00000015171	ENSAOWG00000010324	Apteryx_owenii
ENSARWP00000007273	ENSARWG00000005103	Apteryx_rowi
ENSDNVP00000002611	ENSDNVG00000001870	Dromaius_novaehollandiae
ENSNPEP00000006588	ENSNPEG00000004973	Nothoprocta_perdicaria
ENSABRP00000019684	ENSABRG00000016864	Anser_brachyrhynchus
ENSAPLP00000013659	ENSAPLG00000013850	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000004853	ENSMGAG00000004987	Meleagris_gallopavo
ENSCJPP00005013443	ENSCJPG00005011336	Coturnix_japonica
ENSGALP00000065027	ENSGALG00000052374	Gallus_gallus
ENSNMEP00000021034	ENSNMEG00000018040	Numida_meleagris
ENSMVIP00005023758	ENSMVIG00005016642	Manacus_vitellinus
ENSLCOP00000010936	ENSLCOG00000007946	Lepidothrix_coronata
ENSLSDP00000000338	ENSLSDG00000000284	Lonchura_striata_domestica
ENSTGUP00000000630	ENSTGUG00000000620	Taeniopygia_guttata
ENSSCAP00000018102	ENSSCAG00000013120	Serinus_canaria
ENSJHYP00000002935	ENSJHYG00000002442	Junco_hyemalis
ENSZALP00000012551	ENSZALG00000010516	Zonotrichia_albicollis
ENSFALP00000008831	ENSFALG00000008470	Ficedula_albicollis
ENSPMJP00000009667	ENSPMJG00000007713	Parus_major
ENSCCEP00000007142	ENSCCEG00000007553	Cyanistes_caeruleus
ENSMUNP00000007117	ENSMUNG00000005707	Melopsittacus_undulatus
ENSCPGP00000022233	ENSCPGG00000015442	Calidris_pygmaea
ENSCPUP00000001053	ENSCPUG00000000830	Calidris_pugnax
ENSCPRP00005019077	ENSCPRG00005013341	Crocodylus_porosus
ENSCABP00000009941	ENSCABG00000007469	Chelonoidis_abingdonii
ENSGAGP00000023184	ENSGAGG00000016995	Gopherus_agassizii
ENSCPBP00000001932	ENSCPBG00000001569	Chrysemys_picta_bellii
ENSPSIP00000005103	ENSPSIG00000004756	Pelodiscus_sinensis
ENSPVIP00000034286	ENSPVIG00000025045	Pogona_vitticeps
ENSNSUP00000026547	ENSNSUG00000019047	Notechis_scutatus
ENSSMRP00000022797	ENSSMRG00000017680	Salvator_merianae
ENSACAP00000003276	ENSACAG00000003369	Anolis_carolinensis
ENSSPUP00000009070	ENSSPUG00000007072	Sphenodon_punctatus
ENSLACP00000017537	ENSLACG00000015447	Latimeria_chalumnae
ENSCMIP00000048305	ENSCMIG00000019752	Callorhinchus_milii
ENSCINP00000024694	ENSCING00000008820	Ciona_intestinalis
