ENSPKIP00000033542	ENSPKIG00000013185	Paramormyrops_kingsleyae	ENSPKIT00000014432
ENSSFOP00015037645	ENSSFOG00015023957	Scleropages_formosus	ENSSFOT00015038059
ENSSFOP00015031603	ENSSFOG00015020221	Scleropages_formosus	ENSSFOT00015031958
ENSPKIP00000004018	ENSPKIG00000021239	Paramormyrops_kingsleyae	ENSPKIT00000027990
ENSCHAP00000062053	ENSCHAG00000027604	Clupea_harengus	ENSCHAT00000066778
ENSDARP00000154127	ENSDARG00000113064	Danio_rerio
ENSOMEP00000005534	ENSOMEG00000006542	Oryzias_melastigma
ENSORLP00020021605	ENSORLG00020001492	Oryzias_latipes_ASM223471v1
ENSORLP00015011717	ENSORLG00015012634	Oryzias_latipes_ASM223469v1
ENSORLP00000044252	ENSORLG00000006915	Oryzias_latipes_ASM223467v1
ENSGWIP00000025798	ENSGWIG00000013183	Gouania_willdenowi
ENSMALP00000002332	ENSMALG00000001699	Monopterus_albus
ENSMAMP00000030550	ENSMAMG00000020593	Mastacembelus_armatus
ENSATEP00000034774	ENSATEG00000023891	Anabas_testudineus
ENSCSEP00000014791	ENSCSEG00000009472	Cynoglossus_semilaevis
ENSPMGP00000012338	ENSPMGG00000010186	Periophthalmus_magnuspinnatus
ENSPMGP00000025321	ENSPMGG00000020046	Periophthalmus_magnuspinnatus
ENSHCOP00000025361	ENSHCOG00000015487	Hippocampus_comes
ENSBSLP00000020451	ENSBSLG00000010288	Betta_splendens
ENSGMOP00000008749	ENSGMOG00000008175	Gadus_morhua
ENSHHUP00000017906	ENSHHUG00000011160	Hucho_hucho
ENSHHUP00000010724	ENSHHUG00000006549	Hucho_hucho
ENSHHUP00000077812	ENSHHUG00000045381	Hucho_hucho
ENSHHUP00000086538	ENSHHUG00000050077	Hucho_hucho
ENSELUP00000041650	ENSELUG00000022671	Esox_lucius
ENSHHUP00000063178	ENSHHUG00000037345	Hucho_hucho
ENSLOCP00000010927	ENSLOCG00000008961	Lepisosteus_oculatus	ENSLOCT00000010943
ENSECRP00000032038	ENSECRG00000021482	Erpetoichthys_calabaricus	ENSECRT00000032744
ENSCABP00000005839	ENSCABG00000004371	Chelonoidis_abingdonii
ENSGAGP00000004477	ENSGAGG00000003706	Gopherus_agassizii
ENSGAGP00000023113	ENSGAGG00000016938	Gopherus_agassizii
ENSCPBP00000013730	ENSCPBG00000010237	Chrysemys_picta_bellii
ENSSPUP00000005561	ENSSPUG00000004284	Sphenodon_punctatus
ENSXETP00000023255	ENSXETG00000003422	Xenopus_tropicalis
ENSLACP00000019366	ENSLACG00000017035	Latimeria_chalumnae
