ENSVVUP00000000865	ENSVVUG00000000772	Vulpes_vulpes
ENSCHOP00000001932	ENSCHOG00000002186	Choloepus_hoffmanni
ENSKMAP00000010300	ENSKMAG00000007736	Kryptolebias_marmoratus
ENSDCDP00000029045	ENSDCDG00000020776	Denticeps_clupeoides	ENSDCDT00000038173
ENSSMRP00000026769	ENSSMRG00000020660	Salvator_merianae
ENSCAFP00000008078	ENSCAFG00000005417	Canis_lupus_familiaris
ENSNLEP00000015710	ENSNLEG00000012949	Nomascus_leucogenys
ENSCJAP00000006325	ENSCJAG00000047550	Callithrix_jacchus
ENSHGLP00000003664	ENSHGLG00000002702	Heterocephalus_glaber_HetGla_female_1.0
ENSXCOP00000011774	ENSXCOG00000008898	Xiphophorus_couchianus
ENSPREP00000003816	ENSPREG00000002729	Poecilia_reticulata
ENSPTEP00000041618	ENSPTEG00000038073	Piliocolobus_tephrosceles
ENSPKIP00000028673	ENSPKIG00000010224	Paramormyrops_kingsleyae
ENSCVAP00000010923	ENSCVAG00000013111	Cyprinodon_variegatus
ENSSARP00000005861	ENSSARG00000006471	Sorex_araneus
ENSMUSP00000014022	ENSMUSG00000013878	Mus_musculus_strain_reference_(CL57BL6)
ENSPPAP00000005890	ENSPPAG00000023858	Pan_paniscus
ENSCHIP00000017188	ENSCHIG00000017142	Capra_hircus
ENSMAMP00000025935	ENSMAMG00000017410	Mastacembelus_armatus
ENSABRP00000026923	ENSABRG00000022462	Anser_brachyrhynchus
ENSAMXP00005019691	ENSAMXG00005010209	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSMMOP00000002377	ENSMMOG00000001939	Mola_mola
ENSFHEP00000000183	ENSFHEG00000023285	Fundulus_heteroclitus
ENSPCIP00000022167	ENSPCIG00000016779	Phascolarctos_cinereus
ENSABRP00000011111	ENSABRG00000009978	Anser_brachyrhynchus
ENSFDAP00000004665	ENSFDAG00000013834	Fukomys_damarensis
ENSOMEP00000001075	ENSOMEG00000001951	Oryzias_melastigma
ENSTRUP00000053490	ENSTRUG00000025412	Takifugu_rubripes
ENSONIP00000004750	ENSONIG00000003776	Oreochromis_niloticus
ENSMEUP00000001035	ENSMEUG00000001127	Notamacropus_eugenii
ENSNSUP00000000683	ENSNSUG00000000659	Notechis_scutatus
ENSCPRP00005008422	ENSCPRG00005006012	Crocodylus_porosus
ENSPRNP00000011968	ENSPRNG00000006697	Parambassis_ranga
ENSPPYP00000020817	ENSPPYG00000018561	Pongo_abelii
ENSPMEP00000007025	ENSPMEG00000008624	Poecilia_mexicana
ENSOANP00000001086	ENSOANG00000000698	Ornithorhynchus_anatinus
ENSCPGP00000016416	ENSCPGG00000011545	Calidris_pygmaea
ENSSMAP00000030751	ENSSMAG00000018842	Scophthalmus_maximus
ENSNMEP00000003755	ENSNMEG00000004286	Numida_meleagris
ENSSHAP00000021783	ENSSHAG00000018446	Sarcophilus_harrisii
ENSCPGP00000019420	ENSCPGG00000013596	Calidris_pygmaea
ENSPVAP00000012734	ENSPVAG00000013497	Pteropus_vampyrus
ENSPFOP00000013320	ENSPFOG00000013314	Poecilia_formosa
ENSPCIP00000007417	ENSPCIG00000006264	Phascolarctos_cinereus
ENSBSLP00000024941	ENSBSLG00000012603	Betta_splendens
ENSLCAP00010023365	ENSLCAG00010010979	Lates_calcarifer
ENSPNYP00000009201	ENSPNYG00000006992	Pundamilia_nyererei
ENSMUNP00000007024	ENSMUNG00000005640	Melopsittacus_undulatus
ENSAHAP00000009085	ENSAHAG00000006615	Apteryx_haastii
ENSIPUP00000017115	ENSIPUG00000011625	Ictalurus_punctatus
ENSCHAP00000047589	ENSCHAG00000021939	Clupea_harengus
ENSCMIP00000047439	ENSCMIG00000019442	Callorhinchus_milii
ENSMNEP00000008864	ENSMNEG00000028906	Macaca_nemestrina
ENSPMGP00000019008	ENSPMGG00000015472	Periophthalmus_magnuspinnatus
ENSLBEP00000009454	ENSLBEG00000007313	Labrus_bergylta
ENSDNOP00000025223	ENSDNOG00000047681	Dasypus_novemcinctus
ENSLSDP00000015976	ENSLSDG00000011532	Lonchura_striata_domestica
ENSMSIP00000036063	ENSMSIG00000030010	Mus_spicilegus
ENSPTIP00000006594	ENSPTIG00000008462	Panthera_tigris_altaica
ENSAOCP00000018250	ENSAOCG00000023416	Amphiprion_ocellaris
ENSCPBP00000040100	ENSCPBG00000027575	Chrysemys_picta_bellii
ENSCPUP00000016673	ENSCPUG00000011526	Calidris_pugnax
ENSPCAP00000009736	ENSPCAG00000010481	Procavia_capensis
ENSORLP00020027868	ENSORLG00020011032	Oryzias_latipes_ASM223471v1
ENSGAFP00000009266	ENSGAFG00000006299	Gambusia_affinis
ENSNBRP00000030834	ENSNBRG00000023449	Neolamprologus_brichardi
ENSAPLP00000019174	ENSAPLG00000013014	Anas_platyrhynchos_platyrhynchos
ENSCPUP00000014604	ENSCPUG00000010242	Calidris_pugnax
ENSXCOP00000006611	ENSXCOG00000005119	Xiphophorus_couchianus
ENSMMMP00000027838	ENSMMMG00000024294	Marmota_marmota_marmota
ENSLBEP00000013660	ENSLBEG00000010554	Labrus_bergylta
ENSCJPP00005014949	ENSCJPG00005012421	Coturnix_japonica
ENSPCOP00000031733	ENSPCOG00000028644	Propithecus_coquereli
ENSPTRP00000034618	ENSPTRG00000020212	Pan_troglodytes
ENSMMUP00000026119	ENSMMUG00000028999	Macaca_mulatta
ENSMAUP00000025700	ENSMAUG00000022149	Mesocricetus_auratus
ENSTGUP00000000244	ENSTGUG00000000242	Taeniopygia_guttata
ENSGAGP00000009676	ENSGAGG00000007638	Gopherus_agassizii
ENSCATP00000027494	ENSCATG00000037123	Cercocebus_atys
MGP_SPRETEiJ_P0087556	MGP_SPRETEiJ_G0032057	Mus_spretus_strain_SPRET/EiJ
ENSLCOP00000007453	ENSLCOG00000005496	Lepidothrix_coronata
ENSPCIP00000037551	ENSPCIG00000027670	Phascolarctos_cinereus
ENSHBUP00000024369	ENSHBUG00000005754	Haplochromis_burtoni
ENSLACP00000007599	ENSLACG00000006734	Latimeria_chalumnae
ENSMUGP00000021657	ENSMUGG00000018204	Meriones_unguiculatus
ENSMLEP00000012106	ENSMLEG00000030218	Mandrillus_leucophaeus
ENSHGLP00100000121	ENSHGLG00100000111	Heterocephalus_glaber_HetGla_1.0
ENSCPOP00000001718	ENSCPOG00000001900	Cavia_porcellus
ENSUAMP00000029358	ENSUAMG00000022620	Ursus_americanus
ENSSMAP00000029785	ENSSMAG00000018268	Scophthalmus_maximus
ENSRROP00000022118	ENSRROG00000034934	Rhinopithecus_roxellana
ENSPFOP00000019785	ENSPFOG00000019660	Poecilia_formosa
ENSCANP00000036786	ENSCANG00000042069	Colobus_angolensis_palliatus
ENSECRP00000026083	ENSECRG00000017623	Erpetoichthys_calabaricus
ENSGMOP00000012892	ENSGMOG00000012058	Gadus_morhua
ENSNMEP00000026851	ENSNMEG00000022548	Numida_meleagris
ENSAOWP00000006750	ENSAOWG00000004643	Apteryx_owenii
ENSCCEP00000019072	ENSCCEG00000017347	Cyanistes_caeruleus
ENSXETP00000030674	ENSXETG00000006814	Xenopus_tropicalis
ENSSPAP00000025756	ENSSPAG00000019448	Stegastes_partitus
ENSP00000445725	ENSG00000120925	Homo_sapiens
ENSOGAP00000007095	ENSOGAG00000007925	Otolemur_garnettii
ENSTSYP00000009208	ENSTSYG00000010038	Carlito_syrichta
ENSEEEP00000027892	ENSEEEG00000013429	Electrophorus_electricus
ENSVURP00010000713	ENSVURG00010000622	Vombatus_ursinus
ENSDNVP00000001172	ENSDNVG00000000862	Dromaius_novaehollandiae
ENSHCOP00000027023	ENSHCOG00000018512	Hippocampus_comes
ENSCJPP00005014513	ENSCJPG00005012098	Coturnix_japonica
ENSARWP00000009994	ENSARWG00000006956	Apteryx_rowi
ENSTBEP00000008454	ENSTBEG00000009748	Tupaia_belangeri
ENSMUSP00000115452	ENSMUSG00000109850	Mus_musculus_strain_reference_(CL57BL6)
ENSLOCP00000010875	ENSLOCG00000008930	Lepisosteus_oculatus
ENSBSLP00000041794	ENSBSLG00000020182	Betta_splendens
ENSMAMP00000010114	ENSMAMG00000006821	Mastacembelus_armatus
ENSONIP00000003377	ENSONIG00000002693	Oreochromis_niloticus
ENSKMAP00000017433	ENSKMAG00000012997	Kryptolebias_marmoratus
ENSATEP00000030335	ENSATEG00000020953	Anabas_testudineus
ENSPEMP00000033301	ENSPEMG00000025666	Peromyscus_maniculatus_bairdii
ENSCPRP00005020981	ENSCPRG00005014606	Crocodylus_porosus
ENSORLP00020020497	ENSORLG00020021499	Oryzias_latipes_ASM223471v1
ENSCINP00000024262	ENSCING00000013156	Ciona_intestinalis
ENSCCAP00000036817	ENSCCAG00000036315	Cebus_capucinus_imitator
ENSXMAP00000041162	ENSXMAG00000011585	Xiphophorus_maculatus
ENSECRP00000012796	ENSECRG00000008551	Erpetoichthys_calabaricus
ENSPMGP00000023960	ENSPMGG00000019379	Periophthalmus_magnuspinnatus
ENSSDUP00000001894	ENSSDUG00000001487	Seriola_dumerili
ENSMODP00000027318	ENSMODG00000022798	Monodelphis_domestica
ENSOARP00000003757	ENSOARG00000003520	Ovis_aries
ENSCABP00000022451	ENSCABG00000016523	Chelonoidis_abingdonii
ENSGAGP00000029627	ENSGAGG00000021394	Gopherus_agassizii
ENSPMJP00000003982	ENSPMJG00000003446	Parus_major
ENSMFAP00000016814	ENSMFAG00000031570	Macaca_fascicularis
ENSUMAP00000035554	ENSUMAG00000025554	Ursus_maritimus
ENSFALP00000005381	ENSFALG00000005167	Ficedula_albicollis
ENSCSAP00000011062	ENSCSAG00000014957	Chlorocebus_sabaeus
ENSECAP00000000010	ENSECAG00000000004	Equus_caballus
ENSSSCP00000055094	ENSSSCG00000036001	Sus_scrofa_strain_reference
ENSCSEP00000006105	ENSCSEG00000003931	Cynoglossus_semilaevis
ENSCAPP00000016720	ENSCAPG00000016553	Cavia_aperea
ENSATEP00000026850	ENSATEG00000018564	Anabas_testudineus
ENSAPEP00000015655	ENSAPEG00000011106	Amphiprion_percula
ENSHHUP00000022207	ENSHHUG00000013886	Hucho_hucho
ENSACLP00000030251	ENSACLG00000020486	Astatotilapia_calliptera
ENSCCNP00000026926	ENSCCNG00000026084	Castor_canadensis
ENSEASP00005018230	ENSEASG00005012584	Equus_asinus_asinus
ENSAMXP00000031808	ENSAMXG00000031623	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPCOP00000016834	ENSPCOG00000020210	Propithecus_coquereli
ENSAPLP00000005128	ENSAPLG00000005578	Anas_platyrhynchos_platyrhynchos
ENSODEP00000013298	ENSODEG00000009838	Octodon_degus
ENSOCUP00000001197	ENSOCUG00000001392	Oryctolagus_cuniculus
ENSNVIP00000010769	ENSNVIG00000008528	Neovison_vison
ENSSFOP00015028890	ENSSFOG00015018541	Scleropages_formosus
ENSMLUP00000010483	ENSMLUG00000011513	Myotis_lucifugus
ENSAPOP00000033127	ENSAPOG00000021508	Acanthochromis_polyacanthus
ENSSPUP00000011913	ENSSPUG00000009142	Sphenodon_punctatus
ENSPLAP00000023214	ENSPLAG00000008383	Poecilia_latipinna
ENSLACP00000022216	ENSLACG00000022682	Latimeria_chalumnae
ENSEBUP00000010037	ENSEBUG00000006442	Eptatretus_burgeri
ENSJJAP00000000379	ENSJJAG00000000335	Jaculus_jaculus
ENSPKIP00000000534	ENSPKIG00000019162	Paramormyrops_kingsleyae	ENSPKIT00000024432
ENSCGOP00000009032	ENSCGOG00000004676	Cottoperca_gobio
ENSGACP00000023296	ENSGACG00000017624	Gasterosteus_aculeatus
ENSOMEP00000035210	ENSOMEG00000022333	Oryzias_melastigma
ENSEEUP00000003072	ENSEEUG00000003349	Erinaceus_europaeus
ENSNGAP00000023797	ENSNGAG00000022244	Nannospalax_galili
ENSCAFP00020004384	ENSCAFG00020003614	Canis_lupus_dingo
ENSHCOP00000011206	ENSHCOG00000013994	Hippocampus_comes
ENSPNAP00000001745	ENSPNAG00000008332	Pygocentrus_nattereri
ENSCGRP00001020360	ENSCGRG00001019532	Cricetulus_griseus_CHOK1GS_HDv1
ENSXETP00000031755	ENSXETG00000011493	Xenopus_tropicalis
Y38F1A.2.1	WBGene00012606	Caenorhabditis_elegans_strain_N2
ENSMALP00000015500	ENSMALG00000010889	Monopterus_albus
ENSPVIP00000030648	ENSPVIG00000022534	Pogona_vitticeps
ENSSCAP00000018387	ENSSCAG00000013315	Serinus_canaria
ENSMALP00000018343	ENSMALG00000012784	Monopterus_albus
ENSMICP00000030515	ENSMICG00000031451	Microcebus_murinus
ENSSTOP00000023034	ENSSTOG00000025455	Ictidomys_tridecemlineatus
ENSDNVP00000014658	ENSDNVG00000010322	Dromaius_novaehollandiae
ENSUPAP00010000182	ENSUPAG00010000195	Urocitellus_parryii
ENSPLAP00000001115	ENSPLAG00000002088	Poecilia_latipinna
ENSGWIP00000029936	ENSGWIG00000015612	Gouania_willdenowi
ENSTRUP00000001810	ENSTRUG00000000754	Takifugu_rubripes
ENSAMXP00000032964	ENSAMXG00000036159	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSLCRP00005048991	ENSLCRG00005018505	Larimichthys_crocea
ENSACIP00000010633	ENSACIG00000008274	Amphilophus_citrinellus
ENSVPAP00000001067	ENSVPAG00000001158	Vicugna_pacos
ENSORLP00015016954	ENSORLG00015017949	Oryzias_latipes_ASM223469v1
ENSSBOP00000025372	ENSSBOG00000029164	Saimiri_boliviensis_boliviensis
ENSCGRP00000009963	ENSCGRG00000007287	Cricetulus_griseus_CriGri_1.0
ENSCLAP00000005938	ENSCLAG00000004208	Chinchilla_lanigera
ENSXMAP00000009121	ENSXMAG00000009097	Xiphophorus_maculatus
ENSAPEP00000007236	ENSAPEG00000005192	Amphiprion_percula
ENSEEEP00000047313	ENSEEEG00000022271	Electrophorus_electricus
ENSAOCP00000001938	ENSAOCG00000005029	Amphiprion_ocellaris
ENSCPBP00000019807	ENSCPBG00000014265	Chrysemys_picta_bellii
ENSANAP00000040065	ENSANAG00000037401	Aotus_nancymaae
ENSPPRP00000016618	ENSPPRG00000008853	Panthera_pardus
ENSAMXP00005024512	ENSAMXG00005012479	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCGOP00000035213	ENSCGOG00000016331	Cottoperca_gobio
ENSBMUP00000027748	ENSBMUG00000020781	Bos_mutus
ENSMZEP00005023809	ENSMZEG00005017812	Maylandia_zebra
