FBpp0082341	FBgn0038189	Drosophila_melanogaster	FBtr0082878
FBpp0082342	FBgn0038188	Drosophila_melanogaster	FBtr0082879
FBpp0312126	FBgn0052152	Drosophila_melanogaster	FBtr0346508
FBpp0082588	FBgn0038306	Drosophila_melanogaster	FBtr0083134
ENSGALP00000006299	ENSGALG00000003958	Gallus_gallus
ENSPCIP00000045624	ENSPCIG00000001135	Phascolarctos_cinereus
ENSMEUP00000007613	ENSMEUG00000008316	Notamacropus_eugenii
ENSSHAP00000014956	ENSSHAG00000012761	Sarcophilus_harrisii
ENSMODP00000051019	ENSMODG00000009124	Monodelphis_domestica
ENSCLAP00000002095	ENSCLAG00000001520	Chinchilla_lanigera
ENSODEP00000001032	ENSODEG00000000824	Octodon_degus
ENSCPOP00000025732	ENSCPOG00000034377	Cavia_porcellus
ENSCAPP00000008034	ENSCAPG00000009804	Cavia_aperea
ENSHGLP00100014672	ENSHGLG00100010863	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000012203	ENSHGLG00000008724	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100013751	ENSHGLG00100010167	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000028000	ENSHGLG00000020128	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000004315	ENSFDAG00000013589	Fukomys_damarensis
ENSDORP00000004689	ENSDORG00000005014	Dipodomys_ordii
ENSSTOP00000010085	ENSSTOG00000011235	Ictidomys_tridecemlineatus
ENSUPAP00010017074	ENSUPAG00010013599	Urocitellus_parryii
ENSMMMP00000006823	ENSMMMG00000006103	Marmota_marmota_marmota
ENSSDAP00000015590	ENSSDAG00000014045	Spermophilus_dauricus
ENSOCUP00000000652	ENSOCUG00000000750	Oryctolagus_cuniculus
ENSPPAP00000038893	ENSPPAG00000042157	Pan_paniscus
ENSPTRP00000005986	ENSPTRG00000003439	Pan_troglodytes
ENSP00000331879	ENSG00000185238	Homo_sapiens
ENSGGOP00000032699	ENSGGOG00000022855	Gorilla_gorilla
ENSNLEP00000021646	ENSNLEG00000017813	Nomascus_leucogenys
ENSPPYP00000003927	ENSPPYG00000003420	Pongo_abelii
ENSRROP00000010959	ENSRROG00000029850	Rhinopithecus_roxellana
ENSRBIP00000017541	ENSRBIG00000032769	Rhinopithecus_bieti
ENSPTEP00000019417	ENSPTEG00000020751	Piliocolobus_tephrosceles
ENSCANP00000024743	ENSCANG00000035787	Colobus_angolensis_palliatus
ENSMFAP00000037666	ENSMFAG00000038053	Macaca_fascicularis
ENSMNEP00000017336	ENSMNEG00000032665	Macaca_nemestrina
ENSCSAP00000001447	ENSCSAG00000005127	Chlorocebus_sabaeus
ENSTGEP00000010256	ENSTGEG00000008415	Theropithecus_gelada
ENSPANP00000015963	ENSPANG00000024678	Papio_anubis
ENSMLEP00000035126	ENSMLEG00000041702	Mandrillus_leucophaeus
ENSCATP00000009401	ENSCATG00000028575	Cercocebus_atys
ENSMMUP00000014047	ENSMMUG00000010719	Macaca_mulatta
ENSCCAP00000033073	ENSCCAG00000034565	Cebus_capucinus_imitator
ENSSBOP00000036413	ENSSBOG00000034320	Saimiri_boliviensis_boliviensis
ENSANAP00000013183	ENSANAG00000024501	Aotus_nancymaae
ENSCJAP00000012388	ENSCJAG00000006650	Callithrix_jacchus
ENSTSYP00000010182	ENSTSYG00000011089	Carlito_syrichta
ENSPSMP00000028634	ENSPSMG00000019905	Prolemur_simus
ENSMICP00000024030	ENSMICG00000042200	Microcebus_murinus
ENSOGAP00000007412	ENSOGAG00000008277	Otolemur_garnettii
ENSPCOP00000027809	ENSPCOG00000026464	Propithecus_coquereli
ENSCCNP00000001712	ENSCCNG00000001901	Castor_canadensis
ENSUAMP00000022105	ENSUAMG00000017344	Ursus_americanus
ENSUMAP00000027730	ENSUMAG00000020026	Ursus_maritimus
ENSAMEP00000004984	ENSAMEG00000004679	Ailuropoda_melanoleuca
ENSVVUP00000013933	ENSVVUG00000010077	Vulpes_vulpes
ENSVVUP00000003074	ENSVVUG00000002395	Vulpes_vulpes
ENSCAFP00020024576	ENSCAFG00020019297	Canis_lupus_dingo
ENSCAFP00000035073	ENSCAFG00000009831	Canis_lupus_familiaris
ENSMPUP00000013818	ENSMPUG00000013923	Mustela_putorius_furo
ENSNVIP00000022460	ENSNVIG00000017502	Neovison_vison
ENSPTIP00000018048	ENSPTIG00000016281	Panthera_tigris_altaica
ENSPPRP00000005605	ENSPPRG00000001326	Panthera_pardus
ENSFCAP00000018810	ENSFCAG00000031309	Felis_catus
ENSMLUP00000016025	ENSMLUG00000017571	Myotis_lucifugus
ENSCHIP00000016086	ENSCHIG00000016465	Capra_hircus
ENSOARP00000008831	ENSOARG00000008231	Ovis_aries
ENSBIXP00000002042	ENSBIXG00000007363	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005018853	ENSBIXG00005022211	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000017861	ENSBTAG00000013421	Bos_taurus
ENSBMUP00000007735	ENSBMUG00000006070	Bos_mutus
ENSBBBP00000004560	ENSBBBG00000013466	Bison_bison_bison
ENSTTRP00000007030	ENSTTRG00000007429	Tursiops_truncatus
ENSSSCP00000026122	ENSSSCG00000013347	Sus_scrofa_strain_reference
ENSECAP00000018831	ENSECAG00000021124	Equus_caballus
ENSEASP00005018967	ENSEASG00005013043	Equus_asinus_asinus
ENSSARP00000004968	ENSSARG00000005477	Sorex_araneus
ENSPVAP00000016711	ENSPVAG00000017711	Pteropus_vampyrus
ENSEEUP00000006346	ENSEEUG00000006932	Erinaceus_europaeus
ENSVPAP00000011256	ENSVPAG00000012104	Vicugna_pacos
ENSOPRP00000013404	ENSOPRG00000014677	Ochotona_princeps
MGP_SPRETEiJ_P0083130	MGP_SPRETEiJ_G0030893	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000003348	ENSMSIG00000003073	Mus_spicilegus
ENSMUSP00000032715	ENSMUSG00000030505	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0079781	MGP_CAROLIEiJ_G0029790	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0016638	MGP_PahariEiJ_G0013015	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000069745	ENSRNOG00000014829	Rattus_norvegicus
ENSMUGP00000003699	ENSMUGG00000003358	Meriones_unguiculatus
ENSCGRP00000018076	ENSCGRG00000013148	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001008055	ENSCGRG00001010387	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015022930	ENSCGRG00015017428	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000011802	ENSMAUG00000012296	Mesocricetus_auratus
ENSMOCP00000001379	ENSMOCG00000001042	Microtus_ochrogaster
ENSPEMP00000005689	ENSPEMG00000008087	Peromyscus_maniculatus_bairdii
ENSNGAP00000025898	ENSNGAG00000023697	Nannospalax_galili
ENSJJAP00000008674	ENSJJAG00000012757	Jaculus_jaculus
ENSTBEP00000001956	ENSTBEG00000002253	Tupaia_belangeri
ENSLAFP00000015679	ENSLAFG00000018704	Loxodonta_africana
ENSPCAP00000001631	ENSPCAG00000001723	Procavia_capensis
ENSETEP00000014277	ENSETEG00000017579	Echinops_telfairi
ENSCHOP00000001451	ENSCHOG00000001639	Choloepus_hoffmanni
ENSDNOP00000013126	ENSDNOG00000016946	Dasypus_novemcinctus
ENSOANP00000017879	ENSOANG00000011286	Ornithorhynchus_anatinus
ENSXETP00000000624	ENSXETG00000002954	Xenopus_tropicalis
ENSLACP00000014078	ENSLACG00000012392	Latimeria_chalumnae
ENSAMXP00000047386	ENSAMXG00000035692	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005000874	ENSAMXG00005000554	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000019652	ENSPNAG00000026361	Pygocentrus_nattereri
ENSEEEP00000051550	ENSEEEG00000024202	Electrophorus_electricus
ENSIPUP00000027662	ENSIPUG00000018719	Ictalurus_punctatus
ENSDARP00000003829	ENSDARG00000019791	Danio_rerio
ENSDCDP00000058521	ENSDCDG00000033958	Denticeps_clupeoides
ENSCHAP00000000497	ENSCHAG00000000254	Clupea_harengus
ENSHCOP00000019775	ENSHCOG00000005337	Hippocampus_comes
ENSPMGP00000024748	ENSPMGG00000020031	Periophthalmus_magnuspinnatus
ENSGWIP00000023278	ENSGWIG00000012410	Gouania_willdenowi
ENSGWIP00000023179	ENSGWIG00000012274	Gouania_willdenowi
ENSMMOP00000009355	ENSMMOG00000007235	Mola_mola
ENSPFOP00000003830	ENSPFOG00000003622	Poecilia_formosa
ENSPMEP00000018014	ENSPMEG00000020897	Poecilia_mexicana
ENSPLAP00000001081	ENSPLAG00000002049	Poecilia_latipinna
ENSPREP00000029341	ENSPREG00000019857	Poecilia_reticulata
ENSXMAP00000041490	ENSXMAG00000010154	Xiphophorus_maculatus
ENSGAFP00000020858	ENSGAFG00000014066	Gambusia_affinis
ENSFHEP00000019551	ENSFHEG00000021475	Fundulus_heteroclitus
ENSCVAP00000022167	ENSCVAG00000004723	Cyprinodon_variegatus
ENSKMAP00000027181	ENSKMAG00000020166	Kryptolebias_marmoratus
ENSORLP00000001018	ENSORLG00000000829	Oryzias_latipes_ASM223467v1
ENSORLP00015023482	ENSORLG00015000823	Oryzias_latipes_ASM223469v1
ENSORLP00020000960	ENSORLG00020001676	Oryzias_latipes_ASM223471v1
ENSOMEP00000002676	ENSOMEG00000003641	Oryzias_melastigma
ENSMZEP00005019243	ENSMZEG00005014447	Maylandia_zebra
ENSACLP00000002699	ENSACLG00000001816	Astatotilapia_calliptera
ENSPNYP00000003052	ENSPNYG00000002362	Pundamilia_nyererei
ENSNBRP00000023651	ENSNBRG00000018024	Neolamprologus_brichardi
ENSONIP00000009012	ENSONIG00000007146	Oreochromis_niloticus
ENSACIP00000030724	ENSACIG00000023753	Amphilophus_citrinellus
ENSTRUP00000040664	ENSTRUG00000015904	Takifugu_rubripes
ENSTNIP00000002037	ENSTNIG00000009611	Tetraodon_nigroviridis
ENSGACP00000022578	ENSGACG00000017094	Gasterosteus_aculeatus
ENSATEP00000031324	ENSATEG00000021598	Anabas_testudineus
ENSBSLP00000015038	ENSBSLG00000007842	Betta_splendens
ENSCSEP00000030291	ENSCSEG00000019404	Cynoglossus_semilaevis
ENSLBEP00000004835	ENSLBEG00000003735	Labrus_bergylta
ENSLCRP00005043869	ENSLCRG00005016606	Larimichthys_crocea
ENSCGOP00000002439	ENSCGOG00000001228	Cottoperca_gobio
ENSAOCP00000025885	ENSAOCG00000013816	Amphiprion_ocellaris
ENSAPEP00000000186	ENSAPEG00000000139	Amphiprion_percula
ENSAPOP00000018656	ENSAPOG00000022038	Acanthochromis_polyacanthus
ENSSPAP00000027588	ENSSPAG00000020801	Stegastes_partitus
ENSPRNP00000011873	ENSPRNG00000006539	Parambassis_ranga
ENSMAMP00000023630	ENSMAMG00000015896	Mastacembelus_armatus
ENSMALP00000000615	ENSMALG00000000433	Monopterus_albus
ENSSDUP00000022220	ENSSDUG00000016148	Seriola_dumerili
ENSSLDP00000003838	ENSSLDG00000003057	Seriola_lalandi_dorsalis
ENSSMAP00000013493	ENSSMAG00000008265	Scophthalmus_maximus
ENSLCAP00010038219	ENSLCAG00010017909	Lates_calcarifer
ENSGMOP00000002746	ENSGMOG00000002570	Gadus_morhua
ENSHHUP00000042272	ENSHHUG00000026047	Hucho_hucho
ENSHHUP00000065418	ENSHHUG00000038585	Hucho_hucho
ENSELUP00000009849	ENSELUG00000010394	Esox_lucius
ENSPKIP00000006564	ENSPKIG00000022779	Paramormyrops_kingsleyae
ENSSFOP00015035904	ENSSFOG00015022824	Scleropages_formosus
ENSXCOP00000018586	ENSXCOG00000013989	Xiphophorus_couchianus
ENSLOCP00000005920	ENSLOCG00000004922	Lepisosteus_oculatus
ENSECRP00000002681	ENSECRG00000001827	Erpetoichthys_calabaricus
ENSCMIP00000040259	ENSCMIG00000016807	Callorhinchus_milii
ENSEBUP00000015772	ENSEBUG00000009867	Eptatretus_burgeri
ENSCINP00000022598	ENSCING00000007831	Ciona_intestinalis
