ENSDNVP00000025659	ENSDNVG00000017844	Dromaius_novaehollandiae
ENSMUSP00000030902	ENSMUSG00000039410	Mus_musculus_strain_reference_(CL57BL6)
ENSRNOP00000064955	ENSRNOG00000045913	Rattus_norvegicus
ENSCAFP00000039059	ENSCAFG00000019473	Canis_lupus_familiaris
ENSMEUP00000000239	ENSMEUG00000000257	Notamacropus_eugenii
ENSMUNP00000017990	ENSMUNG00000013760	Melopsittacus_undulatus
ENSGALP00000068960	ENSGALG00000036728	Gallus_gallus
ENSABRP00000006866	ENSABRG00000006305	Anser_brachyrhynchus	ENSABRT00000009894
ENSTBEP00000008639	ENSTBEG00000009948	Tupaia_belangeri
ENSSTOP00000029733	ENSSTOG00000020440	Ictidomys_tridecemlineatus
ENSPPRP00000012378	ENSPPRG00000005997	Panthera_pardus
ENSCPGP00000018247	ENSCPGG00000012769	Calidris_pygmaea
ENSCCAP00000012483	ENSCCAG00000023990	Cebus_capucinus_imitator
ENSRROP00000004805	ENSRROG00000019908	Rhinopithecus_roxellana
ENSCPOP00000010339	ENSCPOG00000011498	Cavia_porcellus
ENSNVIP00000031495	ENSNVIG00000024206	Neovison_vison
ENSCPUP00000008114	ENSCPUG00000005858	Calidris_pugnax
ENSBMUP00000030944	ENSBMUG00000023067	Bos_mutus
ENSVPAP00000011577	ENSVPAG00000012445	Vicugna_pacos
ENSMSIP00000018629	ENSMSIG00000015349	Mus_spicilegus
ENSNMEP00000004719	ENSNMEG00000005037	Numida_meleagris
ENSPMJP00000017753	ENSPMJG00000013325	Parus_major
ENSP00000270722	ENSG00000142611	Homo_sapiens
ENSXETP00000039978	ENSXETG00000017889	Xenopus_tropicalis
ENSRBIP00000027921	ENSRBIG00000037838	Rhinopithecus_bieti
ENSMFAP00000001117	ENSMFAG00000036508	Macaca_fascicularis
ENSPVAP00000014389	ENSPVAG00000015265	Pteropus_vampyrus
ENSMGAP00000001381	ENSMGAG00000001857	Meleagris_gallopavo
ENSLCOP00000004499	ENSLCOG00000003430	Lepidothrix_coronata
ENSAOWP00000012401	ENSAOWG00000008472	Apteryx_owenii
ENSCPRP00005018011	ENSCPRG00005012448	Crocodylus_porosus
ENSOGAP00000004519	ENSOGAG00000005055	Otolemur_garnettii
ENSANAP00000022977	ENSANAG00000029221	Aotus_nancymaae
ENSCAFP00020012374	ENSCAFG00020009879	Canis_lupus_dingo
ENSPCIP00000037464	ENSPCIG00000027601	Phascolarctos_cinereus
ENSOANP00000025495	ENSOANG00000002279	Ornithorhynchus_anatinus
ENSVURP00010031264	ENSVURG00010023914	Vombatus_ursinus
ENSAPLP00000005488	ENSAPLG00000005898	Anas_platyrhynchos_platyrhynchos
ENSCSAP00000017286	ENSCSAG00000000721	Chlorocebus_sabaeus
ENSPEMP00000009832	ENSPEMG00000010972	Peromyscus_maniculatus_bairdii
MGP_CAROLIEiJ_P0066184	MGP_CAROLIEiJ_G0026872	Mus_caroli_strain_CAROLI_EIJ
ENSLAFP00000000902	ENSLAFG00000001071	Loxodonta_africana
ENSMLEP00000019078	ENSMLEG00000033731	Mandrillus_leucophaeus
ENSDORP00000015798	ENSDORG00000008385	Dipodomys_ordii
ENSMVIP00005002115	ENSMVIG00005001633	Manacus_vitellinus
ENSUAMP00000014964	ENSUAMG00000011979	Ursus_americanus
ENSAMEP00000009899	ENSAMEG00000009409	Ailuropoda_melanoleuca
ENSECRP00000009118	ENSECRG00000006113	Erpetoichthys_calabaricus
MGP_PahariEiJ_P0081291	MGP_PahariEiJ_G0029220	Mus_pahari_strain_PAHARI_EIJ
ENSPANP00000038043	ENSPANG00000000780	Papio_anubis
ENSTSYP00000013638	ENSTSYG00000006257	Carlito_syrichta
ENSSMRP00000011390	ENSSMRG00000008949	Salvator_merianae	ENSSMRT00000013263
ENSCATP00000025847	ENSCATG00000036368	Cercocebus_atys
ENSOPRP00000003750	ENSOPRG00000004058	Ochotona_princeps
ENSNSUP00000001963	ENSNSUG00000001667	Notechis_scutatus
ENSCGRP00001021073	ENSCGRG00001019996	Cricetulus_griseus_CHOK1GS_HDv1
ENSTTRP00000003218	ENSTTRG00000003430	Tursiops_truncatus
ENSCJPP00005010972	ENSCJPG00005009370	Coturnix_japonica
ENSAHAP00000021111	ENSAHAG00000014812	Apteryx_haastii
ENSOANP00000033221	ENSOANG00000030078	Ornithorhynchus_anatinus
ENSMUGP00000001571	ENSMUGG00000001139	Meriones_unguiculatus
ENSCHIP00000018062	ENSCHIG00000017655	Capra_hircus
ENSACAP00000020262	ENSACAG00000025283	Anolis_carolinensis
ENSFDAP00000000360	ENSFDAG00000010637	Fukomys_damarensis
ENSUPAP00010016509	ENSUPAG00010013091	Urocitellus_parryii
ENSCANP00000010547	ENSCANG00000028656	Colobus_angolensis_palliatus
ENSPVIP00000007049	ENSPVIG00000005789	Pogona_vitticeps	ENSPVIT00000009069
ENSSSCP00000020637	ENSSSCG00000021490	Sus_scrofa_strain_reference
ENSEASP00005032045	ENSEASG00005021866	Equus_asinus_asinus
ENSPCAP00000006054	ENSPCAG00000006454	Procavia_capensis
ENSSCAP00000000779	ENSSCAG00000000642	Serinus_canaria
