ENSSMRP00000019881	ENSSMRG00000015489	Salvator_merianae
ENSSTOP00000015842	ENSSTOG00000013461	Ictidomys_tridecemlineatus
ENSSDAP00000007067	ENSSDAG00000006461	Spermophilus_dauricus
ENSMMMP00000005854	ENSMMMG00000005183	Marmota_marmota_marmota
ENSOCUP00000048274	ENSOCUG00000029568	Oryctolagus_cuniculus
ENSOPRP00000003131	ENSOPRG00000003391	Ochotona_princeps
ENSTBEP00000006473	ENSTBEG00000007472	Tupaia_belangeri
ENSSBOP00000035611	ENSSBOG00000033878	Saimiri_boliviensis_boliviensis
ENSCCAP00000027244	ENSCCAG00000031415	Cebus_capucinus_imitator
ENSCJAP00000035541	ENSCJAG00000019141	Callithrix_jacchus
ENSANAP00000009201	ENSANAG00000022514	Aotus_nancymaae
ENSP00000349860	ENSG00000198380	Homo_sapiens
ENSGGOP00000036201	ENSGGOG00000005205	Gorilla_gorilla
ENSPTRP00000041905	ENSPTRG00000024129	Pan_troglodytes
ENSPPAP00000041439	ENSPPAG00000043271	Pan_paniscus
ENSPPYP00000013761	ENSPPYG00000012340	Pongo_abelii
ENSNLEP00000038562	ENSNLEG00000010084	Nomascus_leucogenys
ENSTGEP00000014271	ENSTGEG00000011582	Theropithecus_gelada
ENSMLEP00000008905	ENSMLEG00000028520	Mandrillus_leucophaeus
ENSPANP00000030731	ENSPANG00000006255	Papio_anubis
ENSCATP00000034973	ENSCATG00000040348	Cercocebus_atys
ENSCSAP00000011092	ENSCSAG00000014984	Chlorocebus_sabaeus
ENSMFAP00000034836	ENSMFAG00000003721	Macaca_fascicularis
ENSMMUP00000062289	ENSMMUG00000013797	Macaca_mulatta
ENSMNEP00000040752	ENSMNEG00000043237	Macaca_nemestrina
ENSRROP00000017851	ENSRROG00000033001	Rhinopithecus_roxellana
ENSRBIP00000023632	ENSRBIG00000035724	Rhinopithecus_bieti
ENSCANP00000033160	ENSCANG00000040114	Colobus_angolensis_palliatus
ENSPTEP00000017392	ENSPTEG00000018904	Piliocolobus_tephrosceles
ENSPTEP00000006283	ENSPTEG00000007207	Piliocolobus_tephrosceles
ENSTSYP00000004273	ENSTSYG00000004669	Carlito_syrichta
ENSPSMP00000017912	ENSPSMG00000012691	Prolemur_simus
ENSMICP00000020268	ENSMICG00000035387	Microcebus_murinus
ENSPCOP00000025951	ENSPCOG00000025259	Propithecus_coquereli
ENSOGAP00000018776	ENSOGAG00000008940	Otolemur_garnettii
ENSSARP00000002559	ENSSARG00000002813	Sorex_araneus
ENSVURP00010015759	ENSVURG00010012059	Vombatus_ursinus
ENSPCIP00000035223	ENSPCIG00000026063	Phascolarctos_cinereus
ENSMEUP00000010438	ENSMEUG00000011439	Notamacropus_eugenii
ENSSHAP00000003010	ENSSHAG00000002669	Sarcophilus_harrisii
ENSMODP00000057560	ENSMODG00000011796	Monodelphis_domestica
ENSOANP00000028982	ENSOANG00000022684	Ornithorhynchus_anatinus
ENSXETP00000030138	ENSXETG00000006858	Xenopus_tropicalis
ENSLACP00000020827	ENSLACG00000018296	Latimeria_chalumnae
ENSCMIP00000013464	ENSCMIG00000006715	Callorhinchus_milii
ENSCHAP00000024988	ENSCHAG00000011523	Clupea_harengus
ENSDCDP00000028105	ENSDCDG00000019114	Denticeps_clupeoides
ENSAMXP00000028796	ENSAMXG00000003160	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005034445	ENSAMXG00005016549	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000032752	ENSPNAG00000020948	Pygocentrus_nattereri
ENSIPUP00000009460	ENSIPUG00000006395	Ictalurus_punctatus
ENSEEEP00000011213	ENSEEEG00000005494	Electrophorus_electricus
ENSDARP00000074585	ENSDARG00000057465	Danio_rerio
ENSHHUP00000074807	ENSHHUG00000043857	Hucho_hucho
ENSHHUP00000034013	ENSHHUG00000021055	Hucho_hucho
ENSELUP00000017900	ENSELUG00000017542	Esox_lucius
ENSPKIP00000024267	ENSPKIG00000007583	Paramormyrops_kingsleyae
ENSGMOP00000006315	ENSGMOG00000005919	Gadus_morhua
ENSLOCP00000018434	ENSLOCG00000014971	Lepisosteus_oculatus
ENSSFOP00015017514	ENSSFOG00015011230	Scleropages_formosus
ENSHCOP00000008893	ENSHCOG00000011267	Hippocampus_comes
ENSPMGP00000014610	ENSPMGG00000011973	Periophthalmus_magnuspinnatus
ENSSDUP00000027949	ENSSDUG00000020181	Seriola_dumerili
ENSSLDP00000010764	ENSSLDG00000008529	Seriola_lalandi_dorsalis
ENSSMAP00000010970	ENSSMAG00000006736	Scophthalmus_maximus
ENSLCAP00010059373	ENSLCAG00010027672	Lates_calcarifer
ENSMAMP00000014032	ENSMAMG00000009470	Mastacembelus_armatus
ENSMALP00000005207	ENSMALG00000003732	Monopterus_albus
ENSATEP00000000151	ENSATEG00000000048	Anabas_testudineus
ENSBSLP00000009009	ENSBSLG00000004388	Betta_splendens
ENSACLP00000013506	ENSACLG00000009162	Astatotilapia_calliptera
ENSMZEP00005016389	ENSMZEG00005012263	Maylandia_zebra
ENSHBUP00000028696	ENSHBUG00000012707	Haplochromis_burtoni
ENSPNYP00000020458	ENSPNYG00000015439	Pundamilia_nyererei
ENSNBRP00000029140	ENSNBRG00000022179	Neolamprologus_brichardi
ENSONIP00000014703	ENSONIG00000011678	Oreochromis_niloticus
ENSACIP00000008536	ENSACIG00000006666	Amphilophus_citrinellus
ENSPRNP00000012523	ENSPRNG00000006270	Parambassis_ranga
ENSGWIP00000046429	ENSGWIG00000021669	Gouania_willdenowi
ENSAPEP00000020944	ENSAPEG00000014907	Amphiprion_percula
ENSAPEP00000020627	ENSAPEG00000014718	Amphiprion_percula
ENSAPEP00000020708	ENSAPEG00000014756	Amphiprion_percula
ENSAOCP00000026873	ENSAOCG00000015421	Amphiprion_ocellaris
ENSAPOP00000027202	ENSAPOG00000011647	Acanthochromis_polyacanthus
ENSSPAP00000013965	ENSSPAG00000010536	Stegastes_partitus
ENSXMAP00000001817	ENSXMAG00000001813	Xiphophorus_maculatus
ENSXCOP00000021296	ENSXCOG00000015938	Xiphophorus_couchianus
ENSGAFP00000014854	ENSGAFG00000010026	Gambusia_affinis
ENSPFOP00000012183	ENSPFOG00000012102	Poecilia_formosa
ENSPMEP00000006811	ENSPMEG00000008392	Poecilia_mexicana
ENSPLAP00000018096	ENSPLAG00000022713	Poecilia_latipinna
ENSPREP00000010325	ENSPREG00000007025	Poecilia_reticulata
ENSCVAP00000008945	ENSCVAG00000010886	Cyprinodon_variegatus
ENSFHEP00000017938	ENSFHEG00000019788	Fundulus_heteroclitus
ENSKMAP00000007583	ENSKMAG00000005693	Kryptolebias_marmoratus
ENSORLP00015034728	ENSORLG00015020901	Oryzias_latipes_ASM223469v1
ENSORLP00000029618	ENSORLG00000011306	Oryzias_latipes_ASM223467v1
ENSORLP00020024684	ENSORLG00020006273	Oryzias_latipes_ASM223471v1
ENSOMEP00000008368	ENSOMEG00000009553	Oryzias_melastigma
ENSLCRP00005034674	ENSLCRG00005013590	Larimichthys_crocea
ENSLBEP00000005721	ENSLBEG00000004367	Labrus_bergylta
ENSCGOP00000000400	ENSCGOG00000000266	Cottoperca_gobio
ENSGACP00000014527	ENSGACG00000010939	Gasterosteus_aculeatus
ENSTRUP00000007667	ENSTRUG00000003278	Takifugu_rubripes
ENSTNIP00000005566	ENSTNIG00000002997	Tetraodon_nigroviridis
ENSMMOP00000003038	ENSMMOG00000002446	Mola_mola
ENSCSEP00000023497	ENSCSEG00000014985	Cynoglossus_semilaevis
ENSCSEP00000021217	ENSCSEG00000013542	Cynoglossus_semilaevis
ENSCSEP00000021228	ENSCSEG00000013555	Cynoglossus_semilaevis
ENSECRP00000023785	ENSECRG00000016014	Erpetoichthys_calabaricus
ENSCMIP00000009169	ENSCMIG00000004494	Callorhinchus_milii
ENSLACP00000017211	ENSLACG00000015160	Latimeria_chalumnae
ENSAPLP00000013730	ENSAPLG00000013917	Anas_platyrhynchos_platyrhynchos
ENSEBUP00000018952	ENSEBUG00000011807	Eptatretus_burgeri
