ENSCAFP00020017837	ENSCAFG00020014236	Canis_lupus_dingo
ENSXCOP00000024325	ENSXCOG00000018169	Xiphophorus_couchianus
ENSKMAP00000023313	ENSKMAG00000017292	Kryptolebias_marmoratus
ENSHHUP00000026969	ENSHHUG00000017084	Hucho_hucho	ENSHHUT00000028037
ENSBIXP00005020458	ENSBIXG00005023577	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCJPP00005025267	ENSCJPG00005019704	Coturnix_japonica
ENSNGAP00000023103	ENSNGAG00000021760	Nannospalax_galili
ENSHBUP00000026893	ENSHBUG00000009796	Haplochromis_burtoni
ENSEEEP00000008162	ENSEEEG00000004254	Electrophorus_electricus
ENSORLP00000045704	ENSORLG00000010505	Oryzias_latipes_ASM223467v1
ENSHHUP00000028526	ENSHHUG00000018182	Hucho_hucho
ENSNGAP00000021921	ENSNGAG00000020957	Nannospalax_galili
ENSECAP00000043712	ENSECAG00000023501	Equus_caballus
ENSSSCP00000042408	ENSSSCG00000000753	Sus_scrofa_strain_reference
ENSNPEP00000003244	ENSNPEG00000002471	Nothoprocta_perdicaria
ENSPCIP00000037219	ENSPCIG00000027449	Phascolarctos_cinereus
ENSAOWP00000022245	ENSAOWG00000014116	Apteryx_owenii
ENSCHAP00000056963	ENSCHAG00000025749	Clupea_harengus	ENSCHAT00000061396
ENSLACP00000020970	ENSLACG00000018425	Latimeria_chalumnae
ENSPNYP00000013457	ENSPNYG00000010185	Pundamilia_nyererei
ENSCGRP00015015063	ENSCGRG00015011238	Cricetulus_griseus_CriGri-PICR
ENSAMXP00005012580	ENSAMXG00005006798	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSHHUP00000087785	ENSHHUG00000050764	Hucho_hucho
ENSVURP00010007499	ENSVURG00010005774	Vombatus_ursinus
ENSELUP00000025048	ENSELUG00000000998	Esox_lucius
ENSHCOP00000009230	ENSHCOG00000011622	Hippocampus_comes
ENSELUP00000032785	ENSELUG00000010819	Esox_lucius	ENSELUT00000002354
ENSEEEP00000010362	ENSEEEG00000005251	Electrophorus_electricus
ENSRNOP00000013355	ENSRNOG00000009956	Rattus_norvegicus
ENSOPRP00000006885	ENSOPRG00000007501	Ochotona_princeps
ENSONIP00000018657	ENSONIG00000014819	Oreochromis_niloticus
ENSSLDP00000011612	ENSSLDG00000009215	Seriola_lalandi_dorsalis
ENSACLP00000039149	ENSACLG00000026422	Astatotilapia_calliptera
ENSPMGP00000027578	ENSPMGG00000022258	Periophthalmus_magnuspinnatus
ENSSDAP00000007661	ENSSDAG00000006227	Spermophilus_dauricus
ENSPLAP00000021688	ENSPLAG00000005617	Poecilia_latipinna
ENSLCAP00010037222	ENSLCAG00010017423	Lates_calcarifer	ENSLCAT00010038098
ENSPTEP00000036260	ENSPTEG00000034051	Piliocolobus_tephrosceles
ENSPVAP00000006703	ENSPVAG00000007103	Pteropus_vampyrus
ENSORLP00020035324	ENSORLG00020022189	Oryzias_latipes_ASM223471v1
ENSPNAP00000030887	ENSPNAG00000018033	Pygocentrus_nattereri
ENSHBUP00000004511	ENSHBUG00000005817	Haplochromis_burtoni
ENSHHUP00000013959	ENSHHUG00000008631	Hucho_hucho
ENSPMAP00000001963	ENSPMAG00000001777	Petromyzon_marinus
ENSCCEP00000012139	ENSCCEG00000011282	Cyanistes_caeruleus
ENSHHUP00000009938	ENSHHUG00000006038	Hucho_hucho
ENSEEUP00000011526	ENSEEUG00000012592	Erinaceus_europaeus
ENSLBEP00000020218	ENSLBEG00000015463	Labrus_bergylta
ENSUAMP00000003458	ENSUAMG00000001416	Ursus_americanus
ENSMUGP00000022468	ENSMUGG00000018499	Meriones_unguiculatus
ENSXCOP00000012167	ENSXCOG00000009204	Xiphophorus_couchianus
ENSTNIP00000003701	ENSTNIG00000000587	Tetraodon_nigroviridis	ENSTNIT00000002867
ENSFCAP00000054129	ENSFCAG00000030180	Felis_catus
ENSGGOP00000047763	ENSGGOG00000006458	Gorilla_gorilla
ENSCGRP00000017625	ENSCGRG00000012824	Cricetulus_griseus_CriGri_1.0
ENSAMXP00005030738	ENSAMXG00005015053	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000025961	ENSPNAG00000001619	Pygocentrus_nattereri
ENSCHOP00000001668	ENSCHOG00000001882	Choloepus_hoffmanni
ENSPREP00000006489	ENSPREG00000004496	Poecilia_reticulata
ENSPANP00000022310	ENSPANG00000025416	Papio_anubis
ENSACLP00000039497	ENSACLG00000026650	Astatotilapia_calliptera
ENSTSYP00000016907	ENSTSYG00000006965	Carlito_syrichta
ENSDARP00000007995	ENSDARG00000039392	Danio_rerio
ENSACAP00000000029	ENSACAG00000000028	Anolis_carolinensis
ENSSCAP00000006546	ENSSCAG00000004522	Serinus_canaria
ENSTRUP00000050060	ENSTRUG00000023507	Takifugu_rubripes
ENSPMJP00000026526	ENSPMJG00000019373	Parus_major
ENSJHYP00000012182	ENSJHYG00000009489	Junco_hyemalis
ENSSHAP00000002577	ENSSHAG00000002282	Sarcophilus_harrisii
ENSAOCP00000018472	ENSAOCG00000023677	Amphiprion_ocellaris
ENSAMXP00000021454	ENSAMXG00000020841	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCVAP00000006119	ENSCVAG00000007623	Cyprinodon_variegatus
ENSPCOP00000001573	ENSPCOG00000004697	Propithecus_coquereli
ENSORLP00015031526	ENSORLG00015015918	Oryzias_latipes_ASM223469v1
ENSXCOP00000027361	ENSXCOG00000020431	Xiphophorus_couchianus
ENSMOCP00000006674	ENSMOCG00000006346	Microtus_ochrogaster
ENSDCDP00000060978	ENSDCDG00000034883	Denticeps_clupeoides
ENSHHUP00000032589	ENSHHUG00000020646	Hucho_hucho
MGP_SPRETEiJ_P0078906	MGP_SPRETEiJ_G0029829	Mus_spretus_strain_SPRET/EiJ
ENSSDUP00000021645	ENSSDUG00000015740	Seriola_dumerili
ENSAOCP00000032021	ENSAOCG00000024067	Amphiprion_ocellaris
ENSOMEP00000008461	ENSOMEG00000009641	Oryzias_melastigma
ENSKMAP00000015235	ENSKMAG00000011388	Kryptolebias_marmoratus
ENSCVAP00000012333	ENSCVAG00000014741	Cyprinodon_variegatus
ENSDCDP00000029219	ENSDCDG00000020824	Denticeps_clupeoides
ENSSDUP00000021786	ENSSDUG00000015846	Seriola_dumerili
ENSDNOP00000007713	ENSDNOG00000009925	Dasypus_novemcinctus
ENSNBRP00000002705	ENSNBRG00000002190	Neolamprologus_brichardi
ENSFDAP00000017275	ENSFDAG00000005917	Fukomys_damarensis
ENSAPOP00000000558	ENSAPOG00000001774	Acanthochromis_polyacanthus
ENSRROP00000030682	ENSRROG00000038987	Rhinopithecus_roxellana
ENSTGUP00000012993	ENSTGUG00000012615	Taeniopygia_guttata
ENSEBUP00000009220	ENSEBUG00000005914	Eptatretus_burgeri
ENSODEP00000004128	ENSODEG00000003149	Octodon_degus
ENSP00000341292	ENSG00000060237	Homo_sapiens
ENSAPOP00000020809	ENSAPOG00000024420	Acanthochromis_polyacanthus
ENSRBIP00000013979	ENSRBIG00000029261	Rhinopithecus_bieti
ENSLOCP00000020953	ENSLOCG00000016941	Lepisosteus_oculatus
ENSLCRP00005040144	ENSLCRG00005015491	Larimichthys_crocea
ENSPMGP00000026480	ENSPMGG00000021361	Periophthalmus_magnuspinnatus
ENSMFAP00000039922	ENSMFAG00000038865	Macaca_fascicularis
ENSMMUP00000024533	ENSMMUG00000018650	Macaca_mulatta
ENSHHUP00000035995	ENSHHUG00000022640	Hucho_hucho
ENSLACP00000020850	ENSLACG00000018319	Latimeria_chalumnae
ENSAPOP00000002322	ENSAPOG00000003709	Acanthochromis_polyacanthus
ENSORLP00015029815	ENSORLG00015013172	Oryzias_latipes_ASM223469v1
ENSPPAP00000024896	ENSPPAG00000035423	Pan_paniscus
ENSLCOP00000016415	ENSLCOG00000010849	Lepidothrix_coronata
ENSCHAP00000056808	ENSCHAG00000025682	Clupea_harengus
ENSPFOP00000007259	ENSPFOG00000007102	Poecilia_formosa
ENSOANP00000018097	ENSOANG00000011423	Ornithorhynchus_anatinus
ENSCGOP00000051399	ENSCGOG00000022737	Cottoperca_gobio	ENSCGOT00000054804
ENSNMEP00000005415	ENSNMEG00000005330	Numida_meleagris
ENSEEEP00000046011	ENSEEEG00000021677	Electrophorus_electricus
ENSDARP00000145298	ENSDARG00000111945	Danio_rerio
ENSGAFP00000009347	ENSGAFG00000006366	Gambusia_affinis
ENSSMAP00000009310	ENSSMAG00000005736	Scophthalmus_maximus
ENSMUSP00000086017	ENSMUSG00000045962	Mus_musculus_strain_reference_(CL57BL6)
ENSAMXP00000053021	ENSAMXG00000016355	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMUNP00000007429	ENSMUNG00000005949	Melopsittacus_undulatus
ENSHHUP00000043270	ENSHHUG00000026561	Hucho_hucho
ENSMGAP00000014176	ENSMGAG00000013416	Meleagris_gallopavo
ENSXCOP00000005068	ENSXCOG00000003979	Xiphophorus_couchianus
ENSABRP00000019715	ENSABRG00000016880	Anser_brachyrhynchus
ENSPNYP00000003838	ENSPNYG00000002982	Pundamilia_nyererei
ENSCPBP00000039736	ENSCPBG00000027367	Chrysemys_picta_bellii
ENSGACP00000026004	ENSGACG00000019674	Gasterosteus_aculeatus
ENSSDUP00000007334	ENSSDUG00000005376	Seriola_dumerili	ENSSDUT00000007473
ENSMMOP00000027594	ENSMMOG00000020869	Mola_mola
ENSPCAP00000007732	ENSPCAG00000008168	Procavia_capensis
ENSNLEP00000045334	ENSNLEG00000002228	Nomascus_leucogenys
ENSPKIP00000003482	ENSPKIG00000020965	Paramormyrops_kingsleyae
ENSMPUP00000017923	ENSMPUG00000018034	Mustela_putorius_furo
ENSDNVP00000006303	ENSDNVG00000004489	Dromaius_novaehollandiae
ENSORLP00020016000	ENSORLG00020017302	Oryzias_latipes_ASM223471v1
ENSPMGP00000028649	ENSPMGG00000023063	Periophthalmus_magnuspinnatus
ENSPTRP00000076265	ENSPTRG00000004513	Pan_troglodytes
ENSCCAP00000004846	ENSCCAG00000019690	Cebus_capucinus_imitator
ENSANAP00000018238	ENSANAG00000026928	Aotus_nancymaae
ENSUAMP00000003184	ENSUAMG00000002913	Ursus_americanus
ENSPVIP00000015625	ENSPVIG00000012043	Pogona_vitticeps
ENSTRUP00000030764	ENSTRUG00000012158	Takifugu_rubripes
ENSTNIP00000017450	ENSTNIG00000014432	Tetraodon_nigroviridis
ENSSMRP00000001935	ENSSMRG00000001684	Salvator_merianae
ENSCGOP00000025853	ENSCGOG00000012218	Cottoperca_gobio
ENSSARP00000010258	ENSSARG00000011324	Sorex_araneus
ENSXMAP00000039971	ENSXMAG00000003487	Xiphophorus_maculatus
ENSLCAP00010019100	ENSLCAG00010009027	Lates_calcarifer
ENSPSIP00000008180	ENSPSIG00000007507	Pelodiscus_sinensis
ENSMZEP00005025801	ENSMZEG00005019248	Maylandia_zebra
ENSHGLP00000009499	ENSHGLG00000006817	Heterocephalus_glaber_HetGla_female_1.0
ENSBIXP00000007401	ENSBIXG00000001073	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSHGLP00100007940	ENSHGLG00100005917	Heterocephalus_glaber_HetGla_1.0
ENSPMEP00000018422	ENSPMEG00000000557	Poecilia_mexicana
ENSUMAP00000019159	ENSUMAG00000013350	Ursus_maritimus
ENSMAMP00000010459	ENSMAMG00000007051	Mastacembelus_armatus
ENSNPEP00000021138	ENSNPEG00000015682	Nothoprocta_perdicaria
ENSAMEP00000004631	ENSAMEG00000004345	Ailuropoda_melanoleuca
ENSPREP00000023727	ENSPREG00000016020	Poecilia_reticulata
ENSSDUP00000007222	ENSSDUG00000005314	Seriola_dumerili	ENSSDUT00000007360
ENSTBEP00000004967	ENSTBEG00000005695	Tupaia_belangeri
ENSCCNP00000018172	ENSCCNG00000018463	Castor_canadensis
ENSBSLP00000024438	ENSBSLG00000012391	Betta_splendens
ENSARWP00000017919	ENSARWG00000011882	Apteryx_rowi
ENSNBRP00000003917	ENSNBRG00000003111	Neolamprologus_brichardi
ENSPTIP00000023274	ENSPTIG00000019756	Panthera_tigris_altaica
ENSCAFP00000064543	ENSCAFG00000015804	Canis_lupus_familiaris
ENSMALP00000000991	ENSMALG00000000749	Monopterus_albus
ENSVVUP00000027665	ENSVVUG00000020308	Vulpes_vulpes
ENSMMOP00000002795	ENSMMOG00000002251	Mola_mola	ENSMMOT00000002840
ENSGMOP00000012164	ENSGMOG00000011335	Gadus_morhua
ENSCMIP00000033796	ENSCMIG00000014350	Callorhinchus_milii
ENSCSEP00000013737	ENSCSEG00000008799	Cynoglossus_semilaevis	ENSCSET00000013899
ENSCMIP00000012475	ENSCMIG00000006338	Callorhinchus_milii
ENSSBOP00000023863	ENSSBOG00000028245	Saimiri_boliviensis_boliviensis
ENSCABP00000004247	ENSCABG00000001416	Chelonoidis_abingdonii
ENSKMAP00000009467	ENSKMAG00000007091	Kryptolebias_marmoratus
ENSMZEP00005010710	ENSMZEG00005008054	Maylandia_zebra
ENSAHAP00000015415	ENSAHAG00000009147	Apteryx_haastii
ENSIPUP00000034617	ENSIPUG00000023252	Ictalurus_punctatus
ENSOGAP00000013258	ENSOGAG00000014795	Otolemur_garnettii
ENSCPUP00000029148	ENSCPUG00000019568	Calidris_pugnax
ENSNVIP00000010984	ENSNVIG00000008336	Neovison_vison
ENSGACP00000016002	ENSGACG00000012079	Gasterosteus_aculeatus
ENSLCAP00010006531	ENSLCAG00010003206	Lates_calcarifer
ENSCPOP00000026875	ENSCPOG00000000718	Cavia_porcellus
ENSACLP00000039100	ENSACLG00000026391	Astatotilapia_calliptera
ENSHHUP00000036000	ENSHHUG00000022643	Hucho_hucho
ENSETEP00000010513	ENSETEG00000012956	Echinops_telfairi
ENSTGEP00000025815	ENSTGEG00000020790	Theropithecus_gelada
ENSFHEP00000017751	ENSFHEG00000019610	Fundulus_heteroclitus
ENSMOCP00000020110	ENSMOCG00000017887	Microtus_ochrogaster
ENSOMEP00000027248	ENSOMEG00000009637	Oryzias_melastigma
ENSMMOP00000017105	ENSMMOG00000013037	Mola_mola
ENSGAFP00000024289	ENSGAFG00000016384	Gambusia_affinis
ENSCGRP00001019910	ENSCGRG00001019188	Cricetulus_griseus_CHOK1GS_HDv1
ENSMEUP00000009572	ENSMEUG00000010456	Notamacropus_eugenii
ENSNSUP00000021106	ENSNSUG00000015325	Notechis_scutatus
ENSMNEP00000014140	ENSMNEG00000031255	Macaca_nemestrina
ENSCHIP00000009250	ENSCHIG00000012104	Capra_hircus
ENSSFOP00015037124	ENSSFOG00015023621	Scleropages_formosus
ENSHCOP00000011781	ENSHCOG00000014707	Hippocampus_comes
ENSSLDP00000031750	ENSSLDG00000024317	Seriola_lalandi_dorsalis
ENSCANP00000033004	ENSCANG00000040041	Colobus_angolensis_palliatus
ENSBSLP00000044658	ENSBSLG00000021317	Betta_splendens
ENSPLAP00000004294	ENSPLAG00000005946	Poecilia_latipinna
ENSHHUP00000012021	ENSHHUG00000007342	Hucho_hucho
ENSCLAP00000019961	ENSCLAG00000013684	Chinchilla_lanigera
ENSLBEP00000037592	ENSLBEG00000028057	Labrus_bergylta
ENSMODP00000044309	ENSMODG00000018401	Monodelphis_domestica
ENSSTOP00000032299	ENSSTOG00000028041	Ictidomys_tridecemlineatus
ENSDARP00000081066	ENSDARG00000078992	Danio_rerio
ENSBTAP00000071491	ENSBTAG00000005221	Bos_taurus
ENSACIP00000010730	ENSACIG00000008395	Amphilophus_citrinellus
ENSBSLP00000044719	ENSBSLG00000021347	Betta_splendens
ENSTTRP00000008436	ENSTTRG00000008893	Tursiops_truncatus
ENSPREP00000006436	ENSPREG00000004471	Poecilia_reticulata
ENSTGUP00000002856	ENSTGUG00000002777	Taeniopygia_guttata
ENSCCNP00000019047	ENSCCNG00000018472	Castor_canadensis
ENSKMAP00000019676	ENSKMAG00000014608	Kryptolebias_marmoratus
ENSOCUP00000033996	ENSOCUG00000013557	Oryctolagus_cuniculus
ENSLCAP00010030762	ENSLCAG00010014452	Lates_calcarifer
ENSGWIP00000044995	ENSGWIG00000022322	Gouania_willdenowi
ENSPRNP00000022789	ENSPRNG00000011693	Parambassis_ranga
ENSGWIP00000007195	ENSGWIG00000004192	Gouania_willdenowi
ENSAMXP00005000474	ENSAMXG00005000277	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
MGP_PahariEiJ_P0052032	MGP_PahariEiJ_G0022552	Mus_pahari_strain_PAHARI_EIJ
ENSXETP00000050679	ENSXETG00000021005	Xenopus_tropicalis
ENSIPUP00000006070	ENSIPUG00000004191	Ictalurus_punctatus
ENSPFOP00000017472	ENSPFOG00000017375	Poecilia_formosa
ENSZALP00000018388	ENSZALG00000014697	Zonotrichia_albicollis
ENSLSDP00000025242	ENSLSDG00000017670	Lonchura_striata_domestica
ENSMVIP00005022985	ENSMVIG00005015573	Manacus_vitellinus
ENSMAMP00000015126	ENSMAMG00000010258	Mastacembelus_armatus	ENSMAMT00000015545
ENSGALP00000069444	ENSGALG00000012992	Gallus_gallus
ENSMMOP00000016620	ENSMMOG00000012661	Mola_mola
ENSBBBP00000027995	ENSBBBG00000024668	Bison_bison_bison
ENSTRUP00000024098	ENSTRUG00000009590	Takifugu_rubripes
ENSTNIP00000010382	ENSTNIG00000007571	Tetraodon_nigroviridis	ENSTNIT00000010563
ENSHHUP00000015472	ENSHHUG00000009637	Hucho_hucho	ENSHHUT00000016020
ENSORLP00000035213	ENSORLG00000013832	Oryzias_latipes_ASM223467v1
ENSLBEP00000011728	ENSLBEG00000008967	Labrus_bergylta
ENSCJAP00000064408	ENSCJAG00000000575	Callithrix_jacchus
ENSSDUP00000017175	ENSSDUG00000012544	Seriola_dumerili
ENSVPAP00000005770	ENSVPAG00000006218	Vicugna_pacos
ENSMSIP00000038334	ENSMSIG00000031864	Mus_spicilegus
ENSMNEP00000012435	ENSMNEG00000030431	Macaca_nemestrina
ENSOARP00000013251	ENSOARG00000012356	Ovis_aries
ENSDORP00000001937	ENSDORG00000002065	Dipodomys_ordii
ENSMALP00000007160	ENSMALG00000005092	Monopterus_albus
