FBpp0075609	FBgn0036334	Drosophila_melanogaster	FBtr0075875
FBpp0082377	FBgn0038200	Drosophila_melanogaster	FBtr0082917
Y22D7AL.10.2	WBGene00021248	Caenorhabditis_elegans_strain_N2	Y22D7AL.10.2
ENSPKIP00000013142	ENSPKIG00000000682	Paramormyrops_kingsleyae
ENSMUNP00000019950	ENSMUNG00000015223	Melopsittacus_undulatus
ENSLSDP00000001037	ENSLSDG00000000828	Lonchura_striata_domestica
ENSTGUP00000010864	ENSTGUG00000010535	Taeniopygia_guttata
ENSSCAP00000003393	ENSSCAG00000002849	Serinus_canaria
ENSJHYP00000010587	ENSJHYG00000008305	Junco_hyemalis
ENSZALP00000016671	ENSZALG00000013505	Zonotrichia_albicollis
ENSFALP00000004449	ENSFALG00000004270	Ficedula_albicollis
ENSCCEP00000014965	ENSCCEG00000014233	Cyanistes_caeruleus
ENSPMJP00000004584	ENSPMJG00000003948	Parus_major
ENSMVIP00005025863	ENSMVIG00005018063	Manacus_vitellinus
ENSLCOP00000009541	ENSLCOG00000006948	Lepidothrix_coronata
ENSCPGP00000015954	ENSCPGG00000011232	Calidris_pygmaea
ENSCPUP00000011743	ENSCPUG00000008318	Calidris_pugnax
ENSAHAP00000007328	ENSAHAG00000005494	Apteryx_haastii
ENSAOWP00000021223	ENSAOWG00000014356	Apteryx_owenii
ENSARWP00000016793	ENSARWG00000011585	Apteryx_rowi
ENSDNVP00000004411	ENSDNVG00000003130	Dromaius_novaehollandiae
ENSNPEP00000009149	ENSNPEG00000006869	Nothoprocta_perdicaria
ENSCPRP00005013079	ENSCPRG00005009267	Crocodylus_porosus
ENSCABP00000009300	ENSCABG00000007000	Chelonoidis_abingdonii
ENSGAGP00000023381	ENSGAGG00000017136	Gopherus_agassizii
ENSCPBP00000031220	ENSCPBG00000021914	Chrysemys_picta_bellii
ENSPSIP00000020294	ENSPSIG00000017974	Pelodiscus_sinensis
ENSACAP00000009286	ENSACAG00000009482	Anolis_carolinensis
ENSPVIP00000005144	ENSPVIG00000004186	Pogona_vitticeps
ENSNSUP00000018957	ENSNSUG00000013836	Notechis_scutatus
ENSSMRP00000026239	ENSSMRG00000020269	Salvator_merianae
ENSSPUP00000000488	ENSSPUG00000000441	Sphenodon_punctatus
ENSMODP00000015398	ENSMODG00000012295	Monodelphis_domestica
ENSOANP00000016516	ENSOANG00000010415	Ornithorhynchus_anatinus
ENSNGAP00000001745	ENSNGAG00000001307	Nannospalax_galili
ENSNGAP00000003452	ENSNGAG00000003983	Nannospalax_galili
ENSNGAP00000009611	ENSNGAG00000012266	Nannospalax_galili
ENSNGAP00000012001	ENSNGAG00000013992	Nannospalax_galili
ENSMLUP00000000804	ENSMLUG00000000878	Myotis_lucifugus
ENSPCIP00000013506	ENSPCIG00000010634	Phascolarctos_cinereus
ENSVURP00010004724	ENSVURG00010003758	Vombatus_ursinus
ENSVURP00010022126	ENSVURG00010016957	Vombatus_ursinus
ENSVURP00010010661	ENSVURG00010008240	Vombatus_ursinus
ENSVURP00010007112	ENSVURG00010005511	Vombatus_ursinus
ENSPCIP00000024260	ENSPCIG00000018312	Phascolarctos_cinereus
ENSSHAP00000020953	ENSSHAG00000017770	Sarcophilus_harrisii
ENSMOCP00000000303	ENSMOCG00000000253	Microtus_ochrogaster
ENSMOCP00000002456	ENSMOCG00000001937	Microtus_ochrogaster
ENSMUGP00000009802	ENSMUGG00000008728	Meriones_unguiculatus
ENSMMMP00000012483	ENSMMMG00000011161	Marmota_marmota_marmota
MGP_SPRETEiJ_P0018680	MGP_SPRETEiJ_G0014950	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000022019	ENSMSIG00000018695	Mus_spicilegus
ENSMUSP00000074724	ENSMUSG00000073676	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000008358	ENSMSIG00000007399	Mus_spicilegus
ENSMSIP00000026298	ENSMSIG00000022211	Mus_spicilegus
ENSMUSP00000157281	ENSMUSG00000117621	Mus_musculus_strain_reference_(CL57BL6)
MGP_PahariEiJ_P0072991	MGP_PahariEiJ_G0027383	Mus_pahari_strain_PAHARI_EIJ
MGP_CAROLIEiJ_P0017676	MGP_CAROLIEiJ_G0014144	Mus_caroli_strain_CAROLI_EIJ
ENSPEMP00000021004	ENSPEMG00000026329	Peromyscus_maniculatus_bairdii
ENSSDAP00000009427	ENSSDAG00000008574	Spermophilus_dauricus
ENSSDAP00000024724	ENSSDAG00000022493	Spermophilus_dauricus
ENSSDAP00000006421	ENSSDAG00000005959	Spermophilus_dauricus
ENSPEMP00000009090	ENSPEMG00000010504	Peromyscus_maniculatus_bairdii
ENSPEMP00000014439	ENSPEMG00000027337	Peromyscus_maniculatus_bairdii
ENSMSIP00000036856	ENSMSIG00000030677	Mus_spicilegus
ENSTSYP00000033259	ENSTSYG00000037048	Carlito_syrichta
ENSCHOP00000006562	ENSCHOG00000007417	Choloepus_hoffmanni
ENSRBIP00000012174	ENSRBIG00000030020	Rhinopithecus_bieti
ENSCANP00000005277	ENSCANG00000018144	Colobus_angolensis_palliatus
ENSAMEP00000014497	ENSAMEG00000013769	Ailuropoda_melanoleuca
ENSSARP00000006419	ENSSARG00000007096	Sorex_araneus
ENSTTRP00000003206	ENSTTRG00000003418	Tursiops_truncatus
ENSMMMP00000020292	ENSMMMG00000017919	Marmota_marmota_marmota
ENSUPAP00010015427	ENSUPAG00010012352	Urocitellus_parryii
ENSCLAP00000015543	ENSCLAG00000010686	Chinchilla_lanigera
ENSFDAP00000022698	ENSFDAG00000021032	Fukomys_damarensis
ENSODEP00000026319	ENSODEG00000019723	Octodon_degus
ENSDORP00000021807	ENSDORG00000023821	Dipodomys_ordii
ENSDORP00000017600	ENSDORG00000027375	Dipodomys_ordii
ENSDORP00000020066	ENSDORG00000028314	Dipodomys_ordii
ENSDORP00000017683	ENSDORG00000025621	Dipodomys_ordii
ENSDORP00000025074	ENSDORG00000025089	Dipodomys_ordii
ENSDORP00000026384	ENSDORG00000023435	Dipodomys_ordii
ENSDORP00000010403	ENSDORG00000011071	Dipodomys_ordii
ENSODEP00000026965	ENSODEG00000020470	Octodon_degus
ENSODEP00000026605	ENSODEG00000020056	Octodon_degus
ENSCLAP00000018026	ENSCLAG00000012366	Chinchilla_lanigera
ENSCPOP00000028711	ENSCPOG00000027474	Cavia_porcellus
ENSHGLP00100002026	ENSHGLG00100001577	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000024734	ENSHGLG00000017637	Heterocephalus_glaber_HetGla_female_1.0
ENSODEP00000025409	ENSODEG00000018653	Octodon_degus
ENSDORP00000016023	ENSDORG00000024624	Dipodomys_ordii
ENSHGLP00100016359	ENSHGLG00100012076	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000010993	ENSHGLG00000007889	Heterocephalus_glaber_HetGla_female_1.0
ENSCLAP00000002007	ENSCLAG00000001464	Chinchilla_lanigera
ENSODEP00000015446	ENSODEG00000011397	Octodon_degus
ENSODEP00000026384	ENSODEG00000019804	Octodon_degus
ENSMUGP00000019250	ENSMUGG00000016322	Meriones_unguiculatus
ENSMOCP00000001618	ENSMOCG00000001249	Microtus_ochrogaster
ENSSBOP00000036466	ENSSBOG00000034372	Saimiri_boliviensis_boliviensis
ENSSBOP00000007834	ENSSBOG00000020849	Saimiri_boliviensis_boliviensis
ENSCCAP00000035452	ENSCCAG00000035649	Cebus_capucinus_imitator
ENSPTEP00000028628	ENSPTEG00000028222	Piliocolobus_tephrosceles
ENSDNOP00000022821	ENSDNOG00000033237	Dasypus_novemcinctus
ENSDNOP00000027481	ENSDNOG00000039197	Dasypus_novemcinctus
ENSDNOP00000030534	ENSDNOG00000037138	Dasypus_novemcinctus
ENSDNOP00000020463	ENSDNOG00000034810	Dasypus_novemcinctus
ENSBIXP00005003105	ENSBIXG00005009301	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000067449	ENSBTAG00000012589	Bos_taurus
ENSCHIP00000005356	ENSCHIG00000009467	Capra_hircus
ENSOARP00000016672	ENSOARG00000015545	Ovis_aries
ENSNVIP00000017231	ENSNVIG00000013510	Neovison_vison
ENSPCOP00000031557	ENSPCOG00000028555	Propithecus_coquereli
ENSOGAP00000017931	ENSOGAG00000034434	Otolemur_garnettii
ENSTGEP00000005252	ENSTGEG00000004366	Theropithecus_gelada
ENSTGEP00000036081	ENSTGEG00000028716	Theropithecus_gelada
ENSMNEP00000001738	ENSMNEG00000007814	Macaca_nemestrina
ENSMMUP00000040357	ENSMMUG00000040870	Macaca_mulatta
ENSPANP00000040928	ENSPANG00000029407	Papio_anubis
ENSMLEP00000003996	ENSMLEG00000017803	Mandrillus_leucophaeus
ENSCATP00000001442	ENSCATG00000006691	Cercocebus_atys
ENSMNEP00000003270	ENSMNEG00000015134	Macaca_nemestrina
ENSMNEP00000001242	ENSMNEG00000005648	Macaca_nemestrina
ENSMFAP00000010649	ENSMFAG00000008799	Macaca_fascicularis
ENSMFAP00000012410	ENSMFAG00000024197	Macaca_fascicularis
ENSMMUP00000043192	ENSMMUG00000038252	Macaca_mulatta
ENSMLEP00000020133	ENSMLEG00000034274	Mandrillus_leucophaeus
ENSTGEP00000003535	ENSTGEG00000002996	Theropithecus_gelada
ENSPANP00000000248	ENSPANG00000014773	Papio_anubis
ENSCSAP00000007626	ENSCSAG00000011427	Chlorocebus_sabaeus
ENSPTEP00000008614	ENSPTEG00000009782	Piliocolobus_tephrosceles
ENSPANP00000028379	ENSPANG00000034314	Papio_anubis
ENSMLEP00000025941	ENSMLEG00000037168	Mandrillus_leucophaeus
ENSCATP00000009309	ENSCATG00000028377	Cercocebus_atys
ENSPTEP00000015989	ENSPTEG00000017618	Piliocolobus_tephrosceles
ENSSBOP00000014365	ENSSBOG00000023955	Saimiri_boliviensis_boliviensis
ENSCGRP00000018193	ENSCGRG00000013236	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001014481	ENSCGRG00001015345	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015038501	ENSCGRG00015028779	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001001038	ENSCGRG00001000800	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015020496	ENSCGRG00015015682	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000026643	ENSCGRG00000019732	Cricetulus_griseus_CriGri_1.0
ENSCGRP00000025779	ENSCGRG00000018787	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001010402	ENSCGRG00001012307	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015033438	ENSCGRG00015025208	Cricetulus_griseus_CriGri-PICR
ENSSTOP00000025347	ENSSTOG00000031333	Ictidomys_tridecemlineatus
ENSLAFP00000000047	ENSLAFG00000000057	Loxodonta_africana
ENSCJAP00000058260	ENSCJAG00000060598	Callithrix_jacchus
ENSCJAP00000052979	ENSCJAG00000054205	Callithrix_jacchus
ENSSSCP00000017034	ENSSSCG00000016078	Sus_scrofa_strain_reference
ENSCCAP00000003520	ENSCCAG00000018271	Cebus_capucinus_imitator
ENSBIXP00000044052	ENSBIXG00000028277	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSNVIP00000013390	ENSNVIG00000010568	Neovison_vison
ENSFCAP00000044328	ENSFCAG00000014455	Felis_catus
ENSBBBP00000004625	ENSBBBG00000013516	Bison_bison_bison
ENSOARP00000018262	ENSOARG00000017015	Ovis_aries
ENSNLEP00000037225	ENSNLEG00000030370	Nomascus_leucogenys
ENSCANP00000036926	ENSCANG00000042142	Colobus_angolensis_palliatus
ENSPPYP00000023505	ENSPPYG00000025876	Pongo_abelii
ENSRBIP00000022478	ENSRBIG00000035189	Rhinopithecus_bieti
ENSGGOP00000048159	ENSGGOG00000027944	Gorilla_gorilla
ENSCCAP00000004900	ENSCCAG00000020080	Cebus_capucinus_imitator
ENSCCAP00000005737	ENSCCAG00000020628	Cebus_capucinus_imitator
ENSCJAP00000063872	ENSCJAG00000041512	Callithrix_jacchus
ENSPSMP00000036514	ENSPSMG00000025114	Prolemur_simus
ENSSDAP00000011942	ENSSDAG00000010768	Spermophilus_dauricus
ENSSTOP00000030262	ENSSTOG00000034579	Ictidomys_tridecemlineatus
ENSUPAP00010027094	ENSUPAG00010021417	Urocitellus_parryii
ENSUPAP00010027256	ENSUPAG00010021548	Urocitellus_parryii
ENSSTOP00000017996	ENSSTOG00000023314	Ictidomys_tridecemlineatus
ENSCPOP00000033036	ENSCPOG00000040616	Cavia_porcellus
ENSCAPP00000001768	ENSCAPG00000003740	Cavia_aperea
ENSPCOP00000005005	ENSPCOG00000013312	Propithecus_coquereli
ENSCAFP00000046680	ENSCAFG00000010890	Canis_lupus_familiaris
ENSCAFP00020017201	ENSCAFG00020013778	Canis_lupus_dingo
ENSUMAP00000028865	ENSUMAG00000020954	Ursus_maritimus
ENSPTIP00000005596	ENSPTIG00000007777	Panthera_tigris_altaica
ENSBMUP00000013108	ENSBMUG00000010011	Bos_mutus
ENSOARP00000018340	ENSOARG00000017091	Ovis_aries
ENSMICP00000021008	ENSMICG00000045810	Microcebus_murinus
ENSOGAP00000021764	ENSOGAG00000024694	Otolemur_garnettii
ENSGGOP00000020422	ENSGGOG00000022860	Gorilla_gorilla
ENSPPAP00000025878	ENSPPAG00000036059	Pan_paniscus
ENSMMMP00000000603	ENSMMMG00000000578	Marmota_marmota_marmota
ENSSTOP00000030699	ENSSTOG00000029291	Ictidomys_tridecemlineatus
ENSMMMP00000006785	ENSMMMG00000006086	Marmota_marmota_marmota
ENSSDAP00000011546	ENSSDAG00000010433	Spermophilus_dauricus
ENSCLAP00000025940	ENSCLAG00000018072	Chinchilla_lanigera
ENSCLAP00000024277	ENSCLAG00000016666	Chinchilla_lanigera
ENSHGLP00000022797	ENSHGLG00000016259	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100010517	ENSHGLG00100007818	Heterocephalus_glaber_HetGla_1.0
ENSRNOP00000069492	ENSRNOG00000056007	Rattus_norvegicus
ENSMSIP00000001229	ENSMSIG00000001210	Mus_spicilegus
ENSCGRP00001004348	ENSCGRG00001005511	Cricetulus_griseus_CHOK1GS_HDv1
ENSPPYP00000005322	ENSPPYG00000004671	Pongo_abelii
ENSRROP00000039552	ENSRROG00000043083	Rhinopithecus_roxellana
ENSRBIP00000010904	ENSRBIG00000029311	Rhinopithecus_bieti
ENSRROP00000007202	ENSRROG00000027125	Rhinopithecus_roxellana
ENSPPYP00000009953	ENSPPYG00000008875	Pongo_abelii
ENSCCAP00000027230	ENSCCAG00000031434	Cebus_capucinus_imitator
ENSOCUP00000020144	ENSOCUG00000024173	Oryctolagus_cuniculus
ENSP00000233893	ENSG00000115541	Homo_sapiens
ENSCANP00000001478	ENSCANG00000005406	Colobus_angolensis_palliatus
ENSCJAP00000066443	ENSCJAG00000060686	Callithrix_jacchus
ENSSBOP00000002289	ENSSBOG00000012028	Saimiri_boliviensis_boliviensis
ENSMICP00000032671	ENSMICG00000046768	Microcebus_murinus
ENSPTRP00000021827	ENSPTRG00000012774	Pan_troglodytes
ENSPTEP00000025565	ENSPTEG00000025843	Piliocolobus_tephrosceles
ENSUPAP00010019661	ENSUPAG00010015569	Urocitellus_parryii
ENSOCUP00000008923	ENSOCUG00000010360	Oryctolagus_cuniculus
ENSOCUP00000024916	ENSOCUG00000026243	Oryctolagus_cuniculus
ENSODEP00000026703	ENSODEG00000020164	Octodon_degus
ENSANAP00000000746	ENSANAG00000006107	Aotus_nancymaae
ENSSDAP00000025452	ENSSDAG00000023134	Spermophilus_dauricus
ENSNLEP00000048420	ENSNLEG00000029171	Nomascus_leucogenys
ENSPTRP00000090835	ENSPTRG00000031146	Pan_troglodytes
ENSMMMP00000011143	ENSMMMG00000009932	Marmota_marmota_marmota
ENSMMMP00000005266	ENSMMMG00000004798	Marmota_marmota_marmota
ENSCGRP00000016564	ENSCGRG00000012030	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001004656	ENSCGRG00001005960	Cricetulus_griseus_CHOK1GS_HDv1
ENSNGAP00000004340	ENSNGAG00000005675	Nannospalax_galili
ENSPPYP00000008522	ENSPPYG00000007549	Pongo_abelii
ENSFCAP00000020718	ENSFCAG00000024093	Felis_catus
ENSAMEP00000019819	ENSAMEG00000018762	Ailuropoda_melanoleuca
ENSRBIP00000006301	ENSRBIG00000026397	Rhinopithecus_bieti
ENSRROP00000002330	ENSRROG00000009431	Rhinopithecus_roxellana
ENSCANP00000039262	ENSCANG00000043298	Colobus_angolensis_palliatus
ENSMPUP00000019861	ENSMPUG00000019992	Mustela_putorius_furo
ENSAMEP00000020234	ENSAMEG00000019187	Ailuropoda_melanoleuca
ENSMFAP00000029034	ENSMFAG00000041797	Macaca_fascicularis
ENSMNEP00000001868	ENSMNEG00000008498	Macaca_nemestrina
ENSPANP00000033434	ENSPANG00000035165	Papio_anubis
ENSCATP00000005275	ENSCATG00000017534	Cercocebus_atys
ENSTGEP00000007639	ENSTGEG00000006258	Theropithecus_gelada
ENSMLEP00000006188	ENSMLEG00000026133	Mandrillus_leucophaeus
ENSRBIP00000010959	ENSRBIG00000029341	Rhinopithecus_bieti
ENSRBIP00000001357	ENSRBIG00000006940	Rhinopithecus_bieti
ENSRROP00000001583	ENSRROG00000006470	Rhinopithecus_roxellana
ENSCANP00000015194	ENSCANG00000031040	Colobus_angolensis_palliatus
ENSCCAP00000003363	ENSCCAG00000018187	Cebus_capucinus_imitator
ENSCCAP00000027612	ENSCCAG00000031668	Cebus_capucinus_imitator
ENSMICP00000050497	ENSMICG00000043176	Microcebus_murinus
ENSMICP00000035567	ENSMICG00000044636	Microcebus_murinus
ENSPSMP00000035014	ENSPSMG00000024132	Prolemur_simus
ENSGGOP00000012014	ENSGGOG00000012314	Gorilla_gorilla
ENSMAUP00000023307	ENSMAUG00000020499	Mesocricetus_auratus
ENSFCAP00000021536	ENSFCAG00000028974	Felis_catus
ENSPTIP00000007848	ENSPTIG00000009372	Panthera_tigris_altaica
ENSCHIP00000021369	ENSCHIG00000019711	Capra_hircus
ENSMICP00000046324	ENSMICG00000047999	Microcebus_murinus
ENSMICP00000046212	ENSMICG00000044467	Microcebus_murinus
ENSOCUP00000031353	ENSOCUG00000030043	Oryctolagus_cuniculus
ENSVVUP00000003654	ENSVVUG00000002843	Vulpes_vulpes
ENSCAFP00020002566	ENSCAFG00020002169	Canis_lupus_dingo
ENSCAFP00000062346	ENSCAFG00000044126	Canis_lupus_familiaris
ENSCAFP00020030948	ENSCAFG00020024161	Canis_lupus_dingo
ENSVVUP00000026465	ENSVVUG00000019446	Vulpes_vulpes
ENSSBOP00000002739	ENSSBOG00000014118	Saimiri_boliviensis_boliviensis
ENSCCAP00000003327	ENSCCAG00000018132	Cebus_capucinus_imitator
ENSPPYP00000021086	ENSPPYG00000018798	Pongo_abelii
ENSCCAP00000000513	ENSCCAG00000002966	Cebus_capucinus_imitator
ENSCANP00000003670	ENSCANG00000013089	Colobus_angolensis_palliatus
ENSTGEP00000007877	ENSTGEG00000006454	Theropithecus_gelada
ENSCATP00000039428	ENSCATG00000042335	Cercocebus_atys
ENSMLEP00000007172	ENSMLEG00000027579	Mandrillus_leucophaeus
ENSPANP00000039899	ENSPANG00000033236	Papio_anubis
ENSPSMP00000013873	ENSPSMG00000009962	Prolemur_simus
ENSJJAP00000010078	ENSJJAG00000013766	Jaculus_jaculus
ENSECAP00000022975	ENSECAG00000026874	Equus_caballus
ENSEASP00005029624	ENSEASG00005020148	Equus_asinus_asinus
ENSEEUP00000004583	ENSEEUG00000005040	Erinaceus_europaeus
ENSPPRP00000027768	ENSPPRG00000019457	Panthera_pardus
ENSOGAP00000019374	ENSOGAG00000028211	Otolemur_garnettii
ENSETEP00000008060	ENSETEG00000009925	Echinops_telfairi
ENSPTRP00000062839	ENSPTRG00000046847	Pan_troglodytes
ENSPPAP00000021568	ENSPPAG00000034001	Pan_paniscus
ENSCSAP00000017740	ENSCSAG00000000256	Chlorocebus_sabaeus
ENSPCOP00000002275	ENSPCOG00000006947	Propithecus_coquereli
ENSLAFP00000025516	ENSLAFG00000031580	Loxodonta_africana
ENSANAP00000038662	ENSANAG00000036775	Aotus_nancymaae
ENSSBOP00000022228	ENSSBOG00000027659	Saimiri_boliviensis_boliviensis
ENSPTEP00000040430	ENSPTEG00000037239	Piliocolobus_tephrosceles
ENSCANP00000006000	ENSCANG00000020290	Colobus_angolensis_palliatus
ENSRBIP00000042272	ENSRBIG00000044430	Rhinopithecus_bieti
ENSNLEP00000022499	ENSNLEG00000018613	Nomascus_leucogenys
ENSJJAP00000007668	ENSJJAG00000012025	Jaculus_jaculus
ENSPPRP00000015027	ENSPPRG00000007733	Panthera_pardus
ENSCJAP00000056694	ENSCJAG00000045122	Callithrix_jacchus
ENSVPAP00000005389	ENSVPAG00000005805	Vicugna_pacos
ENSPCAP00000008861	ENSPCAG00000009541	Procavia_capensis
ENSDNOP00000028803	ENSDNOG00000045251	Dasypus_novemcinctus
ENSMNEP00000028499	ENSMNEG00000037696	Macaca_nemestrina
ENSTGEP00000013588	ENSTGEG00000011036	Theropithecus_gelada
ENSPTEP00000004465	ENSPTEG00000005228	Piliocolobus_tephrosceles
ENSCCNP00000000103	ENSCCNG00000000141	Castor_canadensis
ENSCCNP00000026306	ENSCCNG00000025540	Castor_canadensis
ENSPPRP00000029137	ENSPPRG00000021589	Panthera_pardus
ENSPTIP00000023502	ENSPTIG00000019945	Panthera_tigris_altaica
ENSFCAP00000017991	ENSFCAG00000025005	Felis_catus
ENSFCAP00000037673	ENSFCAG00000033905	Felis_catus
ENSPPRP00000007672	ENSPPRG00000002725	Panthera_pardus
ENSMMMP00000018114	ENSMMMG00000016079	Marmota_marmota_marmota
ENSDNOP00000010263	ENSDNOG00000013246	Dasypus_novemcinctus
ENSRNOP00000068700	ENSRNOG00000051624	Rattus_norvegicus
ENSUPAP00010013318	ENSUPAG00010010772	Urocitellus_parryii
ENSPTRP00000084658	ENSPTRG00000047214	Pan_troglodytes
ENSPVAP00000007845	ENSPVAG00000008307	Pteropus_vampyrus
ENSMFAP00000027277	ENSMFAG00000045023	Macaca_fascicularis
ENSMFAP00000042652	ENSMFAG00000040092	Macaca_fascicularis
ENSMNEP00000031784	ENSMNEG00000039279	Macaca_nemestrina
ENSPANP00000037651	ENSPANG00000035823	Papio_anubis
ENSCATP00000007767	ENSCATG00000022859	Cercocebus_atys
ENSRROP00000013092	ENSRROG00000030831	Rhinopithecus_roxellana
ENSSBOP00000021205	ENSSBOG00000027158	Saimiri_boliviensis_boliviensis
ENSTSYP00000029279	ENSTSYG00000000517	Carlito_syrichta
ENSUPAP00010000837	ENSUPAG00010000709	Urocitellus_parryii
