FBpp0079819	FBgn0283682	Drosophila_melanogaster	FBtr0080232
Y44E3A.6b.1	WBGene00021551	Caenorhabditis_elegans_strain_N2	Y44E3A.6b.1
ENSLSDP00000022299	ENSLSDG00000015751	Lonchura_striata_domestica
ENSMLUP00000005357	ENSMLUG00000005853	Myotis_lucifugus
ENSDNOP00000009141	ENSDNOG00000011779	Dasypus_novemcinctus
ENSCHOP00000000447	ENSCHOG00000000499	Choloepus_hoffmanni
ENSLAFP00000010360	ENSLAFG00000012385	Loxodonta_africana
ENSPCAP00000014444	ENSPCAG00000015371	Procavia_capensis
ENSETEP00000013267	ENSETEG00000016356	Echinops_telfairi
ENSOANP00000019459	ENSOANG00000012299	Ornithorhynchus_anatinus
ENSXETP00000029543	ENSXETG00000010999	Xenopus_tropicalis
ENSLACP00000018817	ENSLACG00000016563	Latimeria_chalumnae
ENSCMIP00000046552	ENSCMIG00000019113	Callorhinchus_milii
ENSDCDP00000059768	ENSDCDG00000033880	Denticeps_clupeoides
ENSCHAP00000032778	ENSCHAG00000014930	Clupea_harengus
ENSAMXP00000033437	ENSAMXG00000020531	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005053096	ENSAMXG00005023821	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000031897	ENSPNAG00000019570	Pygocentrus_nattereri
ENSIPUP00000004914	ENSIPUG00000003325	Ictalurus_punctatus
ENSEEEP00000048319	ENSEEEG00000022615	Electrophorus_electricus
ENSDARP00000084220	ENSDARG00000062266	Danio_rerio
ENSHHUP00000058548	ENSHHUG00000034788	Hucho_hucho
ENSHHUP00000079504	ENSHHUG00000046264	Hucho_hucho
ENSELUP00000037262	ENSELUG00000016964	Esox_lucius
ENSMAMP00000023010	ENSMAMG00000015496	Mastacembelus_armatus
ENSMALP00000009310	ENSMALG00000006622	Monopterus_albus
ENSLCAP00010031166	ENSLCAG00010014612	Lates_calcarifer
ENSBSLP00000026224	ENSBSLG00000012173	Betta_splendens
ENSSMAP00000025050	ENSSMAG00000015325	Scophthalmus_maximus
ENSCGOP00000004376	ENSCGOG00000001665	Cottoperca_gobio
ENSLCRP00005012239	ENSLCRG00005001382	Larimichthys_crocea
ENSATEP00000014074	ENSATEG00000009821	Anabas_testudineus
ENSSDUP00000028104	ENSSDUG00000020312	Seriola_dumerili
ENSSLDP00000017439	ENSSLDG00000013767	Seriola_lalandi_dorsalis
ENSCSEP00000022016	ENSCSEG00000014031	Cynoglossus_semilaevis
ENSHBUP00000027242	ENSHBUG00000000271	Haplochromis_burtoni
ENSMZEP00005013677	ENSMZEG00005010294	Maylandia_zebra
ENSACLP00000031594	ENSACLG00000021206	Astatotilapia_calliptera
ENSPNYP00000029112	ENSPNYG00000021844	Pundamilia_nyererei
ENSNBRP00000000053	ENSNBRG00000000064	Neolamprologus_brichardi
ENSONIP00000013989	ENSONIG00000011113	Oreochromis_niloticus
ENSACIP00000015381	ENSACIG00000011726	Amphilophus_citrinellus
ENSGWIP00000040154	ENSGWIG00000016672	Gouania_willdenowi
ENSORLP00020017160	ENSORLG00020018186	Oryzias_latipes_ASM223471v1
ENSORLP00000016008	ENSORLG00000012780	Oryzias_latipes_ASM223467v1
ENSORLP00015027282	ENSORLG00015009236	Oryzias_latipes_ASM223469v1
ENSOMEP00000012023	ENSOMEG00000013400	Oryzias_melastigma
ENSKMAP00000028229	ENSKMAG00000020905	Kryptolebias_marmoratus
ENSAOCP00000022182	ENSAOCG00000007499	Amphiprion_ocellaris
ENSAPEP00000033543	ENSAPEG00000023827	Amphiprion_percula
ENSAPOP00000021765	ENSAPOG00000002589	Acanthochromis_polyacanthus
ENSSPAP00000022221	ENSSPAG00000016791	Stegastes_partitus
ENSPRNP00000048367	ENSPRNG00000021053	Parambassis_ranga
ENSTRUP00000012849	ENSTRUG00000005353	Takifugu_rubripes
ENSTNIP00000004941	ENSTNIG00000004847	Tetraodon_nigroviridis
ENSMMOP00000026012	ENSMMOG00000019724	Mola_mola
ENSGACP00000004116	ENSGACG00000003130	Gasterosteus_aculeatus
ENSLBEP00000011961	ENSLBEG00000009216	Labrus_bergylta
ENSXMAP00000021346	ENSXMAG00000005735	Xiphophorus_maculatus
ENSXCOP00000010113	ENSXCOG00000007670	Xiphophorus_couchianus
ENSGAFP00000021854	ENSGAFG00000014746	Gambusia_affinis
ENSPFOP00000007815	ENSPFOG00000007611	Poecilia_formosa
ENSPMEP00000004181	ENSPMEG00000005379	Poecilia_mexicana
ENSPLAP00000011971	ENSPLAG00000015364	Poecilia_latipinna
ENSPREP00000031668	ENSPREG00000021359	Poecilia_reticulata
ENSCVAP00000023036	ENSCVAG00000006107	Cyprinodon_variegatus
ENSFHEP00000023624	ENSFHEG00000004762	Fundulus_heteroclitus
ENSHCOP00000023597	ENSHCOG00000012326	Hippocampus_comes
ENSPMGP00000021742	ENSPMGG00000017546	Periophthalmus_magnuspinnatus
ENSGMOP00000001079	ENSGMOG00000001017	Gadus_morhua
ENSPKIP00000015604	ENSPKIG00000002209	Paramormyrops_kingsleyae
ENSSFOP00015016785	ENSSFOG00015010819	Scleropages_formosus
ENSSFOP00015022417	ENSSFOG00015014372	Scleropages_formosus
ENSPKIP00000013852	ENSPKIG00000001025	Paramormyrops_kingsleyae
ENSLOCP00000008112	ENSLOCG00000006715	Lepisosteus_oculatus
ENSECRP00000011785	ENSECRG00000007835	Erpetoichthys_calabaricus
ENSPMAP00000009589	ENSPMAG00000008688	Petromyzon_marinus
ENSEBUP00000009011	ENSEBUG00000005826	Eptatretus_burgeri
ENSCSAVP00000019756	ENSCSAVG00000011587	Ciona_savignyi
ENSCSAVP00000019762	ENSCSAVG00000011591	Ciona_savignyi
ENSCINP00000011365	ENSCING00000005502	Ciona_intestinalis
