ENSLAFP00000000916	ENSLAFG00000001088	Loxodonta_africana
ENSCCAP00000012325	ENSCCAG00000023936	Cebus_capucinus_imitator
ENSCJAP00000018620	ENSCJAG00000010062	Callithrix_jacchus
ENSSBOP00000024348	ENSSBOG00000028638	Saimiri_boliviensis_boliviensis
ENSANAP00000036645	ENSANAG00000035816	Aotus_nancymaae
ENSTSYP00000030069	ENSTSYG00000027804	Carlito_syrichta
ENSPCOP00000019128	ENSPCOG00000021491	Propithecus_coquereli
ENSPSMP00000030529	ENSPSMG00000021181	Prolemur_simus
ENSMICP00000009372	ENSMICG00000010282	Microcebus_murinus
ENSOGAP00000017626	ENSOGAG00000029879	Otolemur_garnettii
ENSVURP00010022060	ENSVURG00010016908	Vombatus_ursinus
ENSVURP00010029443	ENSVURG00010022500	Vombatus_ursinus
ENSPCIP00000040103	ENSPCIG00000029356	Phascolarctos_cinereus
ENSMEUP00000011778	ENSMEUG00000012889	Notamacropus_eugenii
ENSMODP00000021628	ENSMODG00000017327	Monodelphis_domestica
ENSSHAP00000013516	ENSSHAG00000011553	Sarcophilus_harrisii
ENSNMEP00000000378	ENSNMEG00000000531	Numida_meleagris
ENSGALP00000072934	ENSGALG00000049516	Gallus_gallus
ENSPMGP00000017839	ENSPMGG00000014605	Periophthalmus_magnuspinnatus
ENSAHAP00000015250	ENSAHAG00000010961	Apteryx_haastii
ENSAOWP00000010693	ENSAOWG00000006919	Apteryx_owenii
ENSARWP00000011279	ENSARWG00000007760	Apteryx_rowi
ENSABRP00000005587	ENSABRG00000005228	Anser_brachyrhynchus
ENSAPLP00000025347	ENSAPLG00000028749	Anas_platyrhynchos_platyrhynchos
ENSLSDP00000016393	ENSLSDG00000011810	Lonchura_striata_domestica
ENSFALP00000004738	ENSFALG00000004549	Ficedula_albicollis
ENSJHYP00000010055	ENSJHYG00000007906	Junco_hyemalis
ENSPMJP00000003514	ENSPMJG00000003066	Parus_major
ENSLCOP00000008986	ENSLCOG00000006536	Lepidothrix_coronata
ENSCPUP00000000536	ENSCPUG00000000457	Calidris_pugnax
ENSCPGP00000017166	ENSCPGG00000012049	Calidris_pygmaea
ENSCPRP00005019240	ENSCPRG00005013419	Crocodylus_porosus
ENSCJPP00005001398	ENSCJPG00005001431	Coturnix_japonica
ENSGAGP00000024096	ENSGAGG00000017630	Gopherus_agassizii
ENSCABP00000004341	ENSCABG00000002985	Chelonoidis_abingdonii
ENSCPBP00000035428	ENSCPBG00000024683	Chrysemys_picta_bellii
ENSPVIP00000032477	ENSPVIG00000023787	Pogona_vitticeps
ENSACAP00000008805	ENSACAG00000008848	Anolis_carolinensis
ENSSMRP00000000288	ENSSMRG00000000285	Salvator_merianae
ENSNSUP00000007404	ENSNSUG00000005814	Notechis_scutatus
ENSSPUP00000004721	ENSSPUG00000003595	Sphenodon_punctatus
ENSCHAP00000030560	ENSCHAG00000012345	Clupea_harengus
ENSDCDP00000044475	ENSDCDG00000028232	Denticeps_clupeoides
ENSAMXP00005028319	ENSAMXG00005014008	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000044615	ENSAMXG00000001965	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000001642	ENSPNAG00000008278	Pygocentrus_nattereri
ENSIPUP00000005062	ENSIPUG00000003493	Ictalurus_punctatus
ENSEEEP00000032003	ENSEEEG00000015203	Electrophorus_electricus
ENSDARP00000130932	ENSDARG00000102914	Danio_rerio
ENSHHUP00000036396	ENSHHUG00000022842	Hucho_hucho
ENSHHUP00000043441	ENSHHUG00000026662	Hucho_hucho
ENSELUP00000031112	ENSELUG00000008571	Esox_lucius
ENSAPEP00000029230	ENSAPEG00000020778	Amphiprion_percula
ENSAOCP00000007026	ENSAOCG00000010729	Amphiprion_ocellaris
ENSAPOP00000009145	ENSAPOG00000011424	Acanthochromis_polyacanthus
ENSSPAP00000006323	ENSSPAG00000004795	Stegastes_partitus
ENSPRNP00000027786	ENSPRNG00000013834	Parambassis_ranga
ENSMZEP00005022545	ENSMZEG00005016869	Maylandia_zebra
ENSACLP00000022105	ENSACLG00000014937	Astatotilapia_calliptera
ENSPNYP00000019828	ENSPNYG00000014947	Pundamilia_nyererei
ENSHBUP00000026277	ENSHBUG00000008894	Haplochromis_burtoni
ENSONIP00000001980	ENSONIG00000001582	Oreochromis_niloticus
ENSNBRP00000010470	ENSNBRG00000008078	Neolamprologus_brichardi
ENSACIP00000005622	ENSACIG00000004296	Amphilophus_citrinellus
ENSSLDP00000011543	ENSSLDG00000009166	Seriola_lalandi_dorsalis
ENSSDUP00000029632	ENSSDUG00000021335	Seriola_dumerili
ENSLCAP00010023041	ENSLCAG00010010706	Lates_calcarifer
ENSSMAP00000029635	ENSSMAG00000018139	Scophthalmus_maximus
ENSCSEP00000022481	ENSCSEG00000014327	Cynoglossus_semilaevis
ENSATEP00000028358	ENSATEG00000019533	Anabas_testudineus
ENSBSLP00000016297	ENSBSLG00000008447	Betta_splendens
ENSMALP00000007109	ENSMALG00000004970	Monopterus_albus
ENSMAMP00000027118	ENSMAMG00000018231	Mastacembelus_armatus
ENSLBEP00000024372	ENSLBEG00000018668	Labrus_bergylta
ENSLCRP00005014686	ENSLCRG00005006265	Larimichthys_crocea
ENSMMOP00000024105	ENSMMOG00000018332	Mola_mola
ENSCGOP00000033287	ENSCGOG00000015444	Cottoperca_gobio
ENSORLP00015013811	ENSORLG00015014701	Oryzias_latipes_ASM223469v1
ENSORLP00015030798	ENSORLG00015014680	Oryzias_latipes_ASM223469v1
ENSORLP00000025808	ENSORLG00000020838	Oryzias_latipes_ASM223467v1
ENSOMEP00000023975	ENSOMEG00000004382	Oryzias_melastigma
ENSGAFP00000002278	ENSGAFG00000001580	Gambusia_affinis
ENSFHEP00000019382	ENSFHEG00000021370	Fundulus_heteroclitus
ENSCVAP00000011603	ENSCVAG00000013963	Cyprinodon_variegatus
ENSPFOP00000014925	ENSPFOG00000014728	Poecilia_formosa
ENSPMEP00000003664	ENSPMEG00000004838	Poecilia_mexicana
ENSPLAP00000028840	ENSPLAG00000018535	Poecilia_latipinna
ENSXMAP00000002037	ENSXMAG00000002034	Xiphophorus_maculatus
ENSXCOP00000027740	ENSXCOG00000020675	Xiphophorus_couchianus
ENSPREP00000022039	ENSPREG00000014857	Poecilia_reticulata
ENSGAFP00000005590	ENSGAFG00000003032	Gambusia_affinis
ENSGWIP00000016242	ENSGWIG00000009124	Gouania_willdenowi
ENSHCOP00000008504	ENSHCOG00000010760	Hippocampus_comes
ENSTNIP00000008078	ENSTNIG00000005394	Tetraodon_nigroviridis
ENSTNIP00000004342	ENSTNIG00000001948	Tetraodon_nigroviridis
ENSTRUP00000028779	ENSTRUG00000011396	Takifugu_rubripes
ENSPMGP00000017836	ENSPMGG00000014600	Periophthalmus_magnuspinnatus
ENSGMOP00000015735	ENSGMOG00000014638	Gadus_morhua
ENSGACP00000003860	ENSGACG00000002947	Gasterosteus_aculeatus
ENSSFOP00015017315	ENSSFOG00015011137	Scleropages_formosus
ENSPKIP00000032449	ENSPKIG00000012473	Paramormyrops_kingsleyae
ENSLOCP00000010711	ENSLOCG00000008793	Lepisosteus_oculatus
ENSECRP00000005193	ENSECRG00000003498	Erpetoichthys_calabaricus
ENSLACP00000000267	ENSLACG00000000240	Latimeria_chalumnae
ENSGALP00000070390	ENSGALG00000047622	Gallus_gallus
ENSMAMP00000027142	ENSMAMG00000018250	Mastacembelus_armatus
