ENSBIXP00000041450	ENSBIXG00000002067	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSDNVP00000023327	ENSDNVG00000016228	Dromaius_novaehollandiae
ENSNPEP00000017767	ENSNPEG00000013215	Nothoprocta_perdicaria
ENSCPRP00005021031	ENSCPRG00005014643	Crocodylus_porosus
ENSGAGP00000033542	ENSGAGG00000023891	Gopherus_agassizii
ENSCABP00000022203	ENSCABG00000016363	Chelonoidis_abingdonii
ENSCPBP00000034891	ENSCPBG00000024332	Chrysemys_picta_bellii
ENSPSIP00000006603	ENSPSIG00000006100	Pelodiscus_sinensis
ENSPVIP00000022382	ENSPVIG00000016885	Pogona_vitticeps
ENSACAP00000013157	ENSACAG00000013316	Anolis_carolinensis
ENSNSUP00000019754	ENSNSUG00000014431	Notechis_scutatus
ENSSMRP00000010432	ENSSMRG00000008280	Salvator_merianae
ENSSPUP00000022141	ENSSPUG00000016986	Sphenodon_punctatus
ENSXETP00000048796	ENSXETG00000019322	Xenopus_tropicalis
ENSCMIP00000015256	ENSCMIG00000007457	Callorhinchus_milii
ENSPMAP00000006852	ENSPMAG00000006220	Petromyzon_marinus
ENSEBUP00000009920	ENSEBUG00000006372	Eptatretus_burgeri
ENSPMAP00000001845	ENSPMAG00000001675	Petromyzon_marinus
ENSLACP00000001895	ENSLACG00000001693	Latimeria_chalumnae
ENSCHAP00000035711	ENSCHAG00000016778	Clupea_harengus	ENSCHAT00000038685
ENSDCDP00000032150	ENSDCDG00000021703	Denticeps_clupeoides	ENSDCDT00000041538
ENSEEEP00000021577	ENSEEEG00000010503	Electrophorus_electricus	ENSEEET00000021818
ENSIPUP00000008807	ENSIPUG00000005855	Ictalurus_punctatus	ENSIPUT00000009188
ENSAMXP00000025340	ENSAMXG00000024635	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000025358
ENSAMXP00005044059	ENSAMXG00005020377	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000021927	ENSPNAG00000029273	Pygocentrus_nattereri
ENSDARP00000143873	ENSDARG00000090496	Danio_rerio
ENSHHUP00000047101	ENSHHUG00000028489	Hucho_hucho
ENSHHUP00000045993	ENSHHUG00000027819	Hucho_hucho
ENSELUP00000014458	ENSELUG00000014570	Esox_lucius
ENSTRUP00000020150	ENSTRUG00000008080	Takifugu_rubripes
ENSTNIP00000014602	ENSTNIG00000011651	Tetraodon_nigroviridis
ENSCSEP00000023516	ENSCSEG00000014986	Cynoglossus_semilaevis
ENSHCOP00000020310	ENSHCOG00000006330	Hippocampus_comes
ENSPMGP00000028426	ENSPMGG00000022878	Periophthalmus_magnuspinnatus
ENSGWIP00000006059	ENSGWIG00000003512	Gouania_willdenowi
ENSFHEP00000008421	ENSFHEG00000009785	Fundulus_heteroclitus
ENSCVAP00000021862	ENSCVAG00000004215	Cyprinodon_variegatus
ENSPFOP00000007621	ENSPFOG00000006634	Poecilia_formosa
ENSPLAP00000000007	ENSPLAG00000024024	Poecilia_latipinna
ENSPMEP00000027686	ENSPMEG00000012239	Poecilia_mexicana
ENSPREP00000001440	ENSPREG00000000983	Poecilia_reticulata
ENSXMAP00000018937	ENSXMAG00000018876	Xiphophorus_maculatus
ENSXCOP00000009544	ENSXCOG00000007265	Xiphophorus_couchianus
ENSGAFP00000011335	ENSGAFG00000007673	Gambusia_affinis
ENSKMAP00000027090	ENSKMAG00000020061	Kryptolebias_marmoratus
ENSORLP00000020763	ENSORLG00000016584	Oryzias_latipes_ASM223467v1
ENSORLP00020028258	ENSORLG00020011683	Oryzias_latipes_ASM223471v1
ENSORLP00015016366	ENSORLG00015017387	Oryzias_latipes_ASM223469v1
ENSOMEP00000002640	ENSOMEG00000003639	Oryzias_melastigma
ENSSLDP00000019652	ENSSLDG00000015349	Seriola_lalandi_dorsalis
ENSSDUP00000000376	ENSSDUG00000000231	Seriola_dumerili
ENSLCAP00010014832	ENSLCAG00010006893	Lates_calcarifer
ENSSMAP00000024499	ENSSMAG00000014939	Scophthalmus_maximus
ENSMAMP00000017058	ENSMAMG00000011534	Mastacembelus_armatus
ENSMALP00000009128	ENSMALG00000006473	Monopterus_albus
ENSATEP00000005464	ENSATEG00000003769	Anabas_testudineus
ENSBSLP00000039890	ENSBSLG00000018995	Betta_splendens
ENSLBEP00000008808	ENSLBEG00000006725	Labrus_bergylta
ENSAOCP00000019366	ENSAOCG00000024635	Amphiprion_ocellaris
ENSAPEP00000034022	ENSAPEG00000024157	Amphiprion_percula
ENSAPOP00000017572	ENSAPOG00000020886	Acanthochromis_polyacanthus
ENSSPAP00000016687	ENSSPAG00000012546	Stegastes_partitus
ENSPRNP00000030274	ENSPRNG00000015087	Parambassis_ranga
ENSCGOP00000025905	ENSCGOG00000012144	Cottoperca_gobio
ENSLCRP00005014220	ENSLCRG00005005834	Larimichthys_crocea
ENSMMOP00000003202	ENSMMOG00000002563	Mola_mola
ENSMZEP00005020713	ENSMZEG00005015521	Maylandia_zebra
ENSACLP00000009710	ENSACLG00000006540	Astatotilapia_calliptera
ENSPNYP00000028453	ENSPNYG00000021406	Pundamilia_nyererei
ENSHBUP00000010861	ENSHBUG00000012504	Haplochromis_burtoni
ENSNBRP00000020035	ENSNBRG00000015396	Neolamprologus_brichardi
ENSONIP00000008229	ENSONIG00000006526	Oreochromis_niloticus
ENSACIP00000011902	ENSACIG00000009238	Amphilophus_citrinellus
ENSSFOP00015032404	ENSSFOG00015020697	Scleropages_formosus
ENSPKIP00000030444	ENSPKIG00000011231	Paramormyrops_kingsleyae
ENSAMXP00005035282	ENSAMXG00005016604	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000012092	ENSAMXG00000011743	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000006186	ENSPNAG00000002183	Pygocentrus_nattereri
ENSIPUP00000020025	ENSIPUG00000013547	Ictalurus_punctatus
ENSEEEP00000048772	ENSEEEG00000022943	Electrophorus_electricus
ENSDARP00000138800	ENSDARG00000061479	Danio_rerio
ENSDCDP00000036693	ENSDCDG00000024569	Denticeps_clupeoides
ENSMALP00000015145	ENSMALG00000010616	Monopterus_albus
ENSMAMP00000000651	ENSMAMG00000000367	Mastacembelus_armatus
ENSATEP00000016479	ENSATEG00000011377	Anabas_testudineus
ENSSDUP00000017630	ENSSDUG00000012850	Seriola_dumerili
ENSSLDP00000028678	ENSSLDG00000022139	Seriola_lalandi_dorsalis
ENSLCAP00010009943	ENSLCAG00010004638	Lates_calcarifer
ENSSMAP00000028317	ENSSMAG00000017274	Scophthalmus_maximus
ENSPRNP00000024544	ENSPRNG00000012223	Parambassis_ranga
ENSCGOP00000007094	ENSCGOG00000003494	Cottoperca_gobio
ENSLBEP00000037490	ENSLBEG00000027968	Labrus_bergylta
ENSLCRP00005035680	ENSLCRG00005013818	Larimichthys_crocea
ENSTRUP00000002868	ENSTRUG00000001233	Takifugu_rubripes
ENSTNIP00000008968	ENSTNIG00000006219	Tetraodon_nigroviridis
ENSMMOP00000015571	ENSMMOG00000011869	Mola_mola
ENSGACP00000000088	ENSGACG00000000067	Gasterosteus_aculeatus
ENSPMGP00000023194	ENSPMGG00000018762	Periophthalmus_magnuspinnatus
ENSBSLP00000031178	ENSBSLG00000014581	Betta_splendens
ENSAPEP00000024485	ENSAPEG00000017374	Amphiprion_percula
ENSAPOP00000012049	ENSAPOG00000014846	Acanthochromis_polyacanthus
ENSSPAP00000005566	ENSSPAG00000004264	Stegastes_partitus
ENSACLP00000024256	ENSACLG00000016416	Astatotilapia_calliptera
ENSMZEP00005023530	ENSMZEG00005017601	Maylandia_zebra
ENSHBUP00000006521	ENSHBUG00000007950	Haplochromis_burtoni
ENSPNYP00000025354	ENSPNYG00000019031	Pundamilia_nyererei
ENSNBRP00000024432	ENSNBRG00000018641	Neolamprologus_brichardi
ENSACIP00000028619	ENSACIG00000022135	Amphilophus_citrinellus
ENSXMAP00000016821	ENSXMAG00000016769	Xiphophorus_maculatus
ENSXCOP00000003890	ENSXCOG00000003052	Xiphophorus_couchianus
ENSGAFP00000013143	ENSGAFG00000008816	Gambusia_affinis
ENSPFOP00000016831	ENSPFOG00000016630	Poecilia_formosa
ENSPMEP00000033228	ENSPMEG00000021676	Poecilia_mexicana
ENSPLAP00000022468	ENSPLAG00000007138	Poecilia_latipinna
ENSPREP00000018744	ENSPREG00000012656	Poecilia_reticulata
ENSFHEP00000029854	ENSFHEG00000014856	Fundulus_heteroclitus
ENSCVAP00000009873	ENSCVAG00000012028	Cyprinodon_variegatus
ENSKMAP00000000874	ENSKMAG00000000719	Kryptolebias_marmoratus
ENSORLP00000027687	ENSORLG00000010327	Oryzias_latipes_ASM223467v1
ENSORLP00015027550	ENSORLG00015009784	Oryzias_latipes_ASM223469v1
ENSORLP00020016913	ENSORLG00020017992	Oryzias_latipes_ASM223471v1
ENSOMEP00000026079	ENSOMEG00000007773	Oryzias_melastigma
ENSGWIP00000007741	ENSGWIG00000004444	Gouania_willdenowi
ENSCSEP00000015934	ENSCSEG00000010215	Cynoglossus_semilaevis
ENSHCOP00000025024	ENSHCOG00000014903	Hippocampus_comes
ENSGMOP00000009994	ENSGMOG00000009330	Gadus_morhua
ENSONIP00000013063	ENSONIG00000010396	Oreochromis_niloticus
ENSHHUP00000001817	ENSHHUG00000001116	Hucho_hucho
ENSHHUP00000016784	ENSHHUG00000010478	Hucho_hucho
ENSHHUP00000073364	ENSHHUG00000042991	Hucho_hucho
ENSELUP00000024537	ENSELUG00000023343	Esox_lucius
ENSPMAP00000002393	ENSPMAG00000002189	Petromyzon_marinus
ENSSFOP00015023842	ENSSFOG00015015282	Scleropages_formosus
ENSPKIP00000029354	ENSPKIG00000010609	Paramormyrops_kingsleyae
ENSLOCP00000013735	ENSLOCG00000011174	Lepisosteus_oculatus
ENSECRP00000024286	ENSECRG00000016261	Erpetoichthys_calabaricus
ENSGACP00000017015	ENSGACG00000012883	Gasterosteus_aculeatus
ENSGMOP00000013473	ENSGMOG00000012594	Gadus_morhua
ENSPMAP00000004427	ENSPMAG00000004050	Petromyzon_marinus
