ENSLCOP00000010070	ENSLCOG00000007313	Lepidothrix_coronata
ENSBIXP00000027697	ENSBIXG00000000140	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005018984	ENSBIXG00005022273	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000009300	ENSBTAG00000007073	Bos_taurus
ENSBMUP00000017870	ENSBMUG00000013516	Bos_mutus
ENSBBBP00000027226	ENSBBBG00000023366	Bison_bison_bison
ENSOARP00000008374	ENSOARG00000007804	Ovis_aries
ENSCHIP00000016637	ENSCHIG00000016819	Capra_hircus
ENSTTRP00000003387	ENSTTRG00000003612	Tursiops_truncatus
ENSECAP00000048869	ENSECAG00000017329	Equus_caballus
ENSEASP00005025141	ENSEASG00005017110	Equus_asinus_asinus
ENSPVAP00000011644	ENSPVAG00000012355	Pteropus_vampyrus
ENSMLUP00000006370	ENSMLUG00000006959	Myotis_lucifugus
ENSSARP00000003232	ENSSARG00000003573	Sorex_araneus
ENSEEUP00000013490	ENSEEUG00000014781	Erinaceus_europaeus
ENSUAMP00000021081	ENSUAMG00000016580	Ursus_americanus
ENSUMAP00000022236	ENSUMAG00000016276	Ursus_maritimus
ENSAMEP00000013880	ENSAMEG00000013144	Ailuropoda_melanoleuca
ENSMPUP00000001574	ENSMPUG00000001590	Mustela_putorius_furo
ENSNVIP00000009938	ENSNVIG00000007809	Neovison_vison
ENSCAFP00000006731	ENSCAFG00000004499	Canis_lupus_familiaris
ENSCAFP00020024596	ENSCAFG00020019340	Canis_lupus_dingo
ENSVVUP00000039856	ENSVVUG00000028393	Vulpes_vulpes
ENSPTIP00000021157	ENSPTIG00000018397	Panthera_tigris_altaica
ENSPPRP00000009524	ENSPPRG00000003962	Panthera_pardus
ENSFCAP00000008509	ENSFCAG00000009181	Felis_catus
ENSCHOP00000011033	ENSCHOG00000012468	Choloepus_hoffmanni
ENSDNOP00000000015	ENSDNOG00000000021	Dasypus_novemcinctus
ENSLAFP00000021072	ENSLAFG00000016759	Loxodonta_africana
ENSPCAP00000001224	ENSPCAG00000001274	Procavia_capensis
ENSETEP00000007565	ENSETEG00000009309	Echinops_telfairi
ENSTSYP00000013250	ENSTSYG00000014440	Carlito_syrichta
ENSVURP00010011678	ENSVURG00010009039	Vombatus_ursinus
ENSPCIP00000040339	ENSPCIG00000029518	Phascolarctos_cinereus
ENSMEUP00000006283	ENSMEUG00000006882	Notamacropus_eugenii
ENSSHAP00000012859	ENSSHAG00000011001	Sarcophilus_harrisii
ENSMODP00000054713	ENSMODG00000014975	Monodelphis_domestica
ENSOANP00000024534	ENSOANG00000015578	Ornithorhynchus_anatinus
ENSXETP00000000137	ENSXETG00000000692	Xenopus_tropicalis
ENSLACP00000006320	ENSLACG00000005607	Latimeria_chalumnae
ENSEEEP00000016739	ENSEEEG00000008298	Electrophorus_electricus
ENSIPUP00000032527	ENSIPUG00000021859	Ictalurus_punctatus
ENSAMXP00000000796	ENSAMXG00000000777	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005039843	ENSAMXG00005018723	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000004475	ENSPNAG00000010990	Pygocentrus_nattereri
ENSDARP00000054058	ENSDARG00000037144	Danio_rerio
ENSDCDP00000019169	ENSDCDG00000015354	Denticeps_clupeoides
ENSCHAP00000032186	ENSCHAG00000015364	Clupea_harengus
ENSAPEP00000006764	ENSAPEG00000004843	Amphiprion_percula
ENSAOCP00000000682	ENSAOCG00000003546	Amphiprion_ocellaris
ENSAPOP00000017414	ENSAPOG00000020599	Acanthochromis_polyacanthus
ENSSPAP00000026453	ENSSPAG00000019928	Stegastes_partitus
ENSPRNP00000009052	ENSPRNG00000005337	Parambassis_ranga
ENSFHEP00000033564	ENSFHEG00000020769	Fundulus_heteroclitus
ENSCVAP00000012268	ENSCVAG00000014667	Cyprinodon_variegatus
ENSXMAP00000012479	ENSXMAG00000012438	Xiphophorus_maculatus
ENSGAFP00000008130	ENSGAFG00000005536	Gambusia_affinis
ENSPFOP00000004898	ENSPFOG00000004589	Poecilia_formosa
ENSPLAP00000011071	ENSPLAG00000014129	Poecilia_latipinna
ENSPMEP00000005562	ENSPMEG00000006998	Poecilia_mexicana
ENSPREP00000015561	ENSPREG00000010459	Poecilia_reticulata
ENSKMAP00000026182	ENSKMAG00000019399	Kryptolebias_marmoratus
ENSORLP00015013996	ENSORLG00015000428	Oryzias_latipes_ASM223469v1
ENSORLP00020015507	ENSORLG00020016533	Oryzias_latipes_ASM223471v1
ENSORLP00000006586	ENSORLG00000005225	Oryzias_latipes_ASM223467v1
ENSOMEP00000006031	ENSOMEG00000007089	Oryzias_melastigma
ENSMZEP00005010073	ENSMZEG00005005284	Maylandia_zebra
ENSACLP00000041454	ENSACLG00000027901	Astatotilapia_calliptera
ENSMZEP00005009839	ENSMZEG00005007453	Maylandia_zebra
ENSPNYP00000021260	ENSPNYG00000016049	Pundamilia_nyererei
ENSHBUP00000005718	ENSHBUG00000007107	Haplochromis_burtoni
ENSNBRP00000009083	ENSNBRG00000007109	Neolamprologus_brichardi
ENSONIP00000015401	ENSONIG00000012227	Oreochromis_niloticus
ENSACIP00000001425	ENSACIG00000001169	Amphilophus_citrinellus
ENSGWIP00000047789	ENSGWIG00000023507	Gouania_willdenowi
ENSHCOP00000007679	ENSHCOG00000000303	Hippocampus_comes
ENSTNIP00000017547	ENSTNIG00000014524	Tetraodon_nigroviridis
ENSTRUP00000019019	ENSTRUG00000007671	Takifugu_rubripes
ENSMMOP00000007889	ENSMMOG00000006133	Mola_mola
ENSLBEP00000033799	ENSLBEG00000025445	Labrus_bergylta
ENSCGOP00000051415	ENSCGOG00000022743	Cottoperca_gobio
ENSGACP00000020002	ENSGACG00000015162	Gasterosteus_aculeatus
ENSMALP00000015138	ENSMALG00000010646	Monopterus_albus
ENSMAMP00000033100	ENSMAMG00000022271	Mastacembelus_armatus
ENSATEP00000005534	ENSATEG00000003852	Anabas_testudineus
ENSLCRP00005033801	ENSLCRG00005013268	Larimichthys_crocea
ENSSLDP00000015943	ENSSLDG00000012664	Seriola_lalandi_dorsalis
ENSSDUP00000030256	ENSSDUG00000021792	Seriola_dumerili
ENSSMAP00000011511	ENSSMAG00000007082	Scophthalmus_maximus
ENSLCAP00010058212	ENSLCAG00010027135	Lates_calcarifer
ENSCSEP00000016040	ENSCSEG00000010303	Cynoglossus_semilaevis
ENSPMGP00000015848	ENSPMGG00000012990	Periophthalmus_magnuspinnatus
ENSGMOP00000000704	ENSGMOG00000000707	Gadus_morhua
ENSHHUP00000009075	ENSHHUG00000005541	Hucho_hucho
ENSHHUP00000040388	ENSHHUG00000024990	Hucho_hucho
ENSELUP00000022386	ENSELUG00000021373	Esox_lucius
ENSPKIP00000015255	ENSPKIG00000002033	Paramormyrops_kingsleyae
ENSLOCP00000012930	ENSLOCG00000010552	Lepisosteus_oculatus
ENSECRP00000008491	ENSECRG00000005694	Erpetoichthys_calabaricus
ENSCMIP00000028407	ENSCMIG00000012344	Callorhinchus_milii
