ENSCPUP00000021343	ENSCPUG00000014568	Calidris_pugnax
ENSAOWP00000012106	ENSAOWG00000008294	Apteryx_owenii
ENSNPEP00000003356	ENSNPEG00000002557	Nothoprocta_perdicaria
ENSHCOP00000013062	ENSHCOG00000016185	Hippocampus_comes
ENSPMGP00000023712	ENSPMGG00000019172	Periophthalmus_magnuspinnatus
ENSMMOP00000018458	ENSMMOG00000013972	Mola_mola
ENSTRUP00000028539	ENSTRUG00000011301	Takifugu_rubripes
ENSLCRP00005060362	ENSLCRG00005022314	Larimichthys_crocea
ENSCGOP00000013608	ENSCGOG00000006564	Cottoperca_gobio
ENSGACP00000008144	ENSGACG00000006152	Gasterosteus_aculeatus
ENSMALP00000032453	ENSMALG00000022355	Monopterus_albus
ENSMAMP00000024184	ENSMAMG00000016238	Mastacembelus_armatus
ENSATEP00000032512	ENSATEG00000022386	Anabas_testudineus
ENSBSLP00000053139	ENSBSLG00000025057	Betta_splendens
ENSSDUP00000029546	ENSSDUG00000021289	Seriola_dumerili
ENSSLDP00000024811	ENSSLDG00000019321	Seriola_lalandi_dorsalis
ENSLCAP00010001697	ENSLCAG00010000976	Lates_calcarifer
ENSSMAP00000032695	ENSSMAG00000020037	Scophthalmus_maximus
ENSAPEP00000021748	ENSAPEG00000015468	Amphiprion_percula
ENSAOCP00000017907	ENSAOCG00000023067	Amphiprion_ocellaris
ENSAPOP00000017106	ENSAPOG00000020260	Acanthochromis_polyacanthus
ENSSPAP00000018479	ENSSPAG00000013939	Stegastes_partitus
ENSPRNP00000054883	ENSPRNG00000025774	Parambassis_ranga
ENSMZEP00005028277	ENSMZEG00005021083	Maylandia_zebra
ENSPNYP00000020900	ENSPNYG00000015801	Pundamilia_nyererei
ENSACLP00000012540	ENSACLG00000008565	Astatotilapia_calliptera
ENSHBUP00000005402	ENSHBUG00000006803	Haplochromis_burtoni
ENSNBRP00000021982	ENSNBRG00000016830	Neolamprologus_brichardi
ENSONIP00000020489	ENSONIG00000016275	Oreochromis_niloticus
ENSACIP00000011698	ENSACIG00000009114	Amphilophus_citrinellus
ENSFHEP00000013777	ENSFHEG00000015318	Fundulus_heteroclitus
ENSCVAP00000007963	ENSCVAG00000009718	Cyprinodon_variegatus
ENSPFOP00000023224	ENSPFOG00000021721	Poecilia_formosa
ENSPMEP00000024952	ENSPMEG00000007647	Poecilia_mexicana
ENSPREP00000032642	ENSPREG00000022122	Poecilia_reticulata
ENSPLAP00000012940	ENSPLAG00000016389	Poecilia_latipinna
ENSXMAP00000040175	ENSXMAG00000026045	Xiphophorus_maculatus
ENSKMAP00000023411	ENSKMAG00000017342	Kryptolebias_marmoratus
ENSORLP00000044136	ENSORLG00000004471	Oryzias_latipes_ASM223467v1
ENSORLP00020019462	ENSORLG00020020459	Oryzias_latipes_ASM223471v1
ENSORLP00015017452	ENSORLG00015018469	Oryzias_latipes_ASM223469v1
ENSOMEP00000024326	ENSOMEG00000004887	Oryzias_melastigma
ENSSPAP00000005100	ENSSPAG00000003587	Stegastes_partitus
ENSGWIP00000016891	ENSGWIG00000009396	Gouania_willdenowi
ENSLBEP00000013446	ENSLBEG00000010317	Labrus_bergylta
ENSGMOP00000020871	ENSGMOG00000019401	Gadus_morhua
ENSELUP00000009973	ENSELUG00000010498	Esox_lucius
ENSCHAP00000023860	ENSCHAG00000011713	Clupea_harengus	ENSCHAT00000025971
ENSAMXP00000031540	ENSAMXG00000013919	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000031902
ENSPNAP00000006268	ENSPNAG00000002198	Pygocentrus_nattereri	ENSPNAT00000003849
ENSIPUP00000031675	ENSIPUG00000021310	Ictalurus_punctatus	ENSIPUT00000032936
ENSDARP00000083475	ENSDARG00000061990	Danio_rerio
ENSDCDP00000006217	ENSDCDG00000002796	Denticeps_clupeoides	ENSDCDT00000006899
ENSPKIP00000013958	ENSPKIG00000001192	Paramormyrops_kingsleyae
ENSSFOP00015015438	ENSSFOG00015009927	Scleropages_formosus
ENSPKIP00000002031	ENSPKIG00000020075	Paramormyrops_kingsleyae
ENSSFOP00015036309	ENSSFOG00015023098	Scleropages_formosus
ENSSDUP00000023186	ENSSDUG00000016854	Seriola_dumerili
ENSSLDP00000008140	ENSSLDG00000006419	Seriola_lalandi_dorsalis
ENSLCAP00010015687	ENSLCAG00010007464	Lates_calcarifer
ENSMALP00000008097	ENSMALG00000005691	Monopterus_albus
ENSMAMP00000033172	ENSMAMG00000022324	Mastacembelus_armatus
ENSATEP00000002824	ENSATEG00000001974	Anabas_testudineus
ENSCGOP00000037116	ENSCGOG00000017073	Cottoperca_gobio
ENSGACP00000011423	ENSGACG00000008648	Gasterosteus_aculeatus
ENSLBEP00000005344	ENSLBEG00000004085	Labrus_bergylta
ENSMMOP00000027267	ENSMMOG00000020618	Mola_mola
ENSTRUP00000039750	ENSTRUG00000015549	Takifugu_rubripes
ENSLCRP00005002496	ENSLCRG00005001211	Larimichthys_crocea
ENSFHEP00000010705	ENSFHEG00000012095	Fundulus_heteroclitus
ENSCVAP00000032859	ENSCVAG00000023262	Cyprinodon_variegatus
ENSPFOP00000012487	ENSPFOG00000012318	Poecilia_formosa
ENSPLAP00000003332	ENSPLAG00000004784	Poecilia_latipinna
ENSPFOP00000029251	ENSPFOG00000024808	Poecilia_formosa
ENSPMEP00000005411	ENSPMEG00000006812	Poecilia_mexicana
ENSPMEP00000009430	ENSPMEG00000011324	Poecilia_mexicana
ENSPREP00000015007	ENSPREG00000010074	Poecilia_reticulata
ENSXMAP00000040906	ENSXMAG00000008959	Xiphophorus_maculatus
ENSXCOP00000022452	ENSXCOG00000016779	Xiphophorus_couchianus
ENSGAFP00000001235	ENSGAFG00000000818	Gambusia_affinis
ENSKMAP00000026980	ENSKMAG00000020015	Kryptolebias_marmoratus
ENSORLP00020026097	ENSORLG00020008372	Oryzias_latipes_ASM223471v1
ENSORLP00000004860	ENSORLG00000003891	Oryzias_latipes_ASM223467v1
ENSORLP00015035348	ENSORLG00015021878	Oryzias_latipes_ASM223469v1
ENSOMEP00000021213	ENSOMEG00000023090	Oryzias_melastigma
ENSGWIP00000000943	ENSGWIG00000000589	Gouania_willdenowi
ENSACLP00000004181	ENSACLG00000002743	Astatotilapia_calliptera
ENSHBUP00000021999	ENSHBUG00000000022	Haplochromis_burtoni
ENSPNYP00000013971	ENSPNYG00000010574	Pundamilia_nyererei
ENSMZEP00005030512	ENSMZEG00005022732	Maylandia_zebra
ENSNBRP00000023715	ENSNBRG00000018126	Neolamprologus_brichardi
ENSONIP00000001414	ENSONIG00000001117	Oreochromis_niloticus
ENSACIP00000014369	ENSACIG00000011165	Amphilophus_citrinellus
ENSPRNP00000002954	ENSPRNG00000001821	Parambassis_ranga
ENSBSLP00000010949	ENSBSLG00000005565	Betta_splendens
ENSSMAP00000011826	ENSSMAG00000007269	Scophthalmus_maximus
ENSCSEP00000026669	ENSCSEG00000017032	Cynoglossus_semilaevis
ENSAOCP00000012143	ENSAOCG00000016592	Amphiprion_ocellaris
ENSAPEP00000007189	ENSAPEG00000005132	Amphiprion_percula
ENSAPOP00000030344	ENSAPOG00000016858	Acanthochromis_polyacanthus
ENSSPAP00000008421	ENSSPAG00000006384	Stegastes_partitus
ENSGMOP00000016135	ENSGMOG00000015059	Gadus_morhua
ENSHHUP00000037503	ENSHHUG00000023472	Hucho_hucho
ENSHHUP00000085921	ENSHHUG00000049743	Hucho_hucho
ENSELUP00000019172	ENSELUG00000018543	Esox_lucius
ENSDCDP00000006712	ENSDCDG00000003521	Denticeps_clupeoides
ENSCHAP00000007986	ENSCHAG00000004893	Clupea_harengus
ENSAMXP00000000476	ENSAMXG00000000458	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005050088	ENSAMXG00005022766	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000021080	ENSPNAG00000028111	Pygocentrus_nattereri
ENSIPUP00000029854	ENSIPUG00000020159	Ictalurus_punctatus
ENSEEEP00000014092	ENSEEEG00000006999	Electrophorus_electricus
ENSDARP00000143994	ENSDARG00000062565	Danio_rerio
ENSTNIP00000007767	ENSTNIG00000005101	Tetraodon_nigroviridis
ENSLOCP00000015465	ENSLOCG00000012553	Lepisosteus_oculatus
ENSGAFP00000005371	ENSGAFG00000003663	Gambusia_affinis
ENSXCOP00000008199	ENSXCOG00000006298	Xiphophorus_couchianus
ENSCSEP00000011725	ENSCSEG00000007551	Cynoglossus_semilaevis
ENSTNIP00000014661	ENSTNIG00000011710	Tetraodon_nigroviridis
ENSGMOP00000020877	ENSGMOG00000019406	Gadus_morhua
ENSHHUP00000054166	ENSHHUG00000032507	Hucho_hucho
ENSEEEP00000037563	ENSEEEG00000017863	Electrophorus_electricus	ENSEEET00000038000
ENSZALP00000005452	ENSZALG00000005062	Zonotrichia_albicollis
ENSECRP00000032847	ENSECRG00000022249	Erpetoichthys_calabaricus
ENSHHUP00000085914	ENSHHUG00000049739	Hucho_hucho
ENSHHUP00000037485	ENSHHUG00000023466	Hucho_hucho
ENSPSIP00000016968	ENSPSIG00000015088	Pelodiscus_sinensis
ENSPCAP00000015415	ENSPCAG00000016447	Procavia_capensis
ENSLAFP00000020737	ENSLAFG00000017716	Loxodonta_africana
ENSETEP00000016061	ENSETEG00000019770	Echinops_telfairi
ENSDNOP00000007554	ENSDNOG00000009747	Dasypus_novemcinctus
ENSPPAP00000026341	ENSPPAG00000036276	Pan_paniscus
ENSPTRP00000015663	ENSPTRG00000009195	Pan_troglodytes
ENSP00000264661	ENSG00000089558	Homo_sapiens
ENSGGOP00000015188	ENSGGOG00000015567	Gorilla_gorilla
ENSPPYP00000009443	ENSPPYG00000008397	Pongo_abelii
ENSNLEP00000013881	ENSNLEG00000011421	Nomascus_leucogenys
ENSCANP00000031899	ENSCANG00000039612	Colobus_angolensis_palliatus
ENSPTEP00000014060	ENSPTEG00000015696	Piliocolobus_tephrosceles
ENSRBIP00000039696	ENSRBIG00000043306	Rhinopithecus_bieti
ENSRROP00000039945	ENSRROG00000043257	Rhinopithecus_roxellana
ENSTGEP00000011681	ENSTGEG00000009513	Theropithecus_gelada
ENSPANP00000020695	ENSPANG00000021455	Papio_anubis
ENSMMUP00000008446	ENSMMUG00000006401	Macaca_mulatta
ENSMNEP00000024302	ENSMNEG00000035694	Macaca_nemestrina
ENSMFAP00000033407	ENSMFAG00000003215	Macaca_fascicularis
ENSMLEP00000002846	ENSMLEG00000011822	Mandrillus_leucophaeus
ENSCATP00000043555	ENSCATG00000044311	Cercocebus_atys
ENSCSAP00000014934	ENSCSAG00000003119	Chlorocebus_sabaeus
ENSSBOP00000035073	ENSSBOG00000033701	Saimiri_boliviensis_boliviensis
ENSCCAP00000031982	ENSCCAG00000034000	Cebus_capucinus_imitator
ENSCJAP00000000792	ENSCJAG00000000460	Callithrix_jacchus
ENSANAP00000031046	ENSANAG00000033256	Aotus_nancymaae
ENSTSYP00000014808	ENSTSYG00000037518	Carlito_syrichta
ENSPSMP00000017563	ENSPSMG00000012494	Prolemur_simus
ENSMICP00000041719	ENSMICG00000047175	Microcebus_murinus
ENSPCOP00000006908	ENSPCOG00000014654	Propithecus_coquereli
ENSOGAP00000015404	ENSOGAG00000017197	Otolemur_garnettii
ENSCCNP00000025942	ENSCCNG00000025242	Castor_canadensis
ENSDORP00000002229	ENSDORG00000002370	Dipodomys_ordii
ENSMUSP00000102986	ENSMUSG00000035355	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000005206	ENSMSIG00000004724	Mus_spicilegus
MGP_SPRETEiJ_P0031340	MGP_SPRETEiJ_G0018028	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0029920	MGP_CAROLIEiJ_G0017185	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0036648	MGP_PahariEiJ_G0018315	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000025518	ENSRNOG00000018790	Rattus_norvegicus
ENSMUGP00000028349	ENSMUGG00000023513	Meriones_unguiculatus
ENSPEMP00000016454	ENSPEMG00000015672	Peromyscus_maniculatus_bairdii
ENSMOCP00000005607	ENSMOCG00000005108	Microtus_ochrogaster
ENSCGRP00000011272	ENSCGRG00000008204	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001020665	ENSCGRG00001019735	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015002604	ENSCGRG00015002041	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000024073	ENSMAUG00000021037	Mesocricetus_auratus
ENSNGAP00000009875	ENSNGAG00000012447	Nannospalax_galili
ENSJJAP00000021004	ENSJJAG00000021495	Jaculus_jaculus
ENSUPAP00010011781	ENSUPAG00010009543	Urocitellus_parryii
ENSSTOP00000005941	ENSSTOG00000006633	Ictidomys_tridecemlineatus
ENSSDAP00000010189	ENSSDAG00000009235	Spermophilus_dauricus
ENSMMMP00000006781	ENSMMMG00000006041	Marmota_marmota_marmota
ENSCLAP00000024492	ENSCLAG00000016815	Chinchilla_lanigera
ENSODEP00000024643	ENSODEG00000018039	Octodon_degus
ENSCPOP00000019923	ENSCPOG00000027074	Cavia_porcellus
ENSCAPP00000003671	ENSCAPG00000006365	Cavia_aperea
ENSHGLP00000016285	ENSHGLG00000011673	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100013969	ENSHGLG00100010337	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000006515	ENSFDAG00000015266	Fukomys_damarensis
ENSTBEP00000006211	ENSTBEG00000007180	Tupaia_belangeri
ENSCHIP00000002130	ENSCHIG00000004460	Capra_hircus
ENSOARP00000020184	ENSOARG00000018790	Ovis_aries
ENSBTAP00000005335	ENSBTAG00000001195	Bos_taurus
ENSBMUP00000022108	ENSBMUG00000016638	Bos_mutus
ENSBIXP00005046813	ENSBIXG00005031508	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000033677	ENSBIXG00000002551	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000018027	ENSBBBG00000010701	Bison_bison_bison
ENSTTRP00000006319	ENSTTRG00000006676	Tursiops_truncatus
ENSSSCP00000028611	ENSSSCG00000017411	Sus_scrofa_strain_reference
ENSVPAP00000005064	ENSVPAG00000005449	Vicugna_pacos
ENSPVAP00000003661	ENSPVAG00000003869	Pteropus_vampyrus
ENSMLUP00000010970	ENSMLUG00000012036	Myotis_lucifugus
ENSUAMP00000031799	ENSUAMG00000024342	Ursus_americanus
ENSUMAP00000032301	ENSUMAG00000023275	Ursus_maritimus
ENSAMEP00000006356	ENSAMEG00000006011	Ailuropoda_melanoleuca
ENSCAFP00020016899	ENSCAFG00020013526	Canis_lupus_dingo
ENSCAFP00000022965	ENSCAFG00000015621	Canis_lupus_familiaris
ENSVVUP00000028937	ENSVVUG00000021151	Vulpes_vulpes
ENSMPUP00000010468	ENSMPUG00000010546	Mustela_putorius_furo
ENSNVIP00000015631	ENSNVIG00000012241	Neovison_vison
ENSPPRP00000012443	ENSPPRG00000005969	Panthera_pardus
ENSPTIP00000006484	ENSPTIG00000008368	Panthera_tigris_altaica
ENSFCAP00000001986	ENSFCAG00000002149	Felis_catus
ENSEASP00005013355	ENSEASG00005009291	Equus_asinus_asinus
ENSECAP00000022520	ENSECAG00000024953	Equus_caballus
ENSEEUP00000005203	ENSEEUG00000005700	Erinaceus_europaeus
ENSOPRP00000007564	ENSOPRG00000008270	Ochotona_princeps
ENSOCUP00000011454	ENSOCUG00000013312	Oryctolagus_cuniculus
ENSSARP00000004812	ENSSARG00000005301	Sorex_araneus
ENSVURP00010018574	ENSVURG00010014121	Vombatus_ursinus
ENSVURP00010028653	ENSVURG00010021931	Vombatus_ursinus
ENSVURP00010018617	ENSVURG00010014160	Vombatus_ursinus
ENSPCIP00000027036	ENSPCIG00000020224	Phascolarctos_cinereus
ENSMEUP00000005249	ENSMEUG00000005741	Notamacropus_eugenii
ENSMODP00000018503	ENSMODG00000014796	Monodelphis_domestica
ENSSHAP00000005470	ENSSHAG00000004779	Sarcophilus_harrisii
ENSPMAP00000001551	ENSPMAG00000001411	Petromyzon_marinus
