ENSCHOP00000004230	ENSCHOG00000004771	Choloepus_hoffmanni
ENSNVIP00000007866	ENSNVIG00000006267	Neovison_vison
ENSCAFP00020003623	ENSCAFG00020003043	Canis_lupus_dingo
ENSCAFP00000065263	ENSCAFG00000029641	Canis_lupus_familiaris
ENSVVUP00000021488	ENSVVUG00000015798	Vulpes_vulpes
ENSUAMP00000005564	ENSUAMG00000004937	Ursus_americanus
ENSUMAP00000019460	ENSUMAG00000014278	Ursus_maritimus
ENSAMEP00000010939	ENSAMEG00000010413	Ailuropoda_melanoleuca
ENSMLUP00000009149	ENSMLUG00000010055	Myotis_lucifugus
ENSPEMP00000025123	ENSPEMG00000021643	Peromyscus_maniculatus_bairdii
ENSMOCP00000026916	ENSMOCG00000022568	Microtus_ochrogaster
ENSCGRP00015004099	ENSCGRG00015003186	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000011593	ENSCGRG00000008452	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001008601	ENSCGRG00001010842	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000023222	ENSMAUG00000020429	Mesocricetus_auratus
MGP_SPRETEiJ_P0054250	MGP_SPRETEiJ_G0024556	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000097619	ENSMUSG00000075302	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000006867	ENSMSIG00000005982	Mus_spicilegus
MGP_CAROLIEiJ_P0052174	MGP_CAROLIEiJ_G0023634	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0063170	MGP_PahariEiJ_G0025086	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000072627	ENSRNOG00000056087	Rattus_norvegicus
ENSMUGP00000021945	ENSMUGG00000018424	Meriones_unguiculatus
ENSNGAP00000014880	ENSNGAG00000016065	Nannospalax_galili
ENSUPAP00010012233	ENSUPAG00010009932	Urocitellus_parryii
ENSSDAP00000020798	ENSSDAG00000018930	Spermophilus_dauricus
ENSSTOP00000025821	ENSSTOG00000031823	Ictidomys_tridecemlineatus
ENSMMMP00000026948	ENSMMMG00000023572	Marmota_marmota_marmota
ENSOCUP00000027744	ENSOCUG00000023658	Oryctolagus_cuniculus
ENSOPRP00000011352	ENSOPRG00000012440	Ochotona_princeps
ENSOGAP00000014867	ENSOGAG00000016611	Otolemur_garnettii
ENSDNOP00000004261	ENSDNOG00000005501	Dasypus_novemcinctus
ENSLAFP00000002254	ENSLAFG00000002692	Loxodonta_africana
ENSETEP00000013937	ENSETEG00000017176	Echinops_telfairi
ENSPCIP00000016122	ENSPCIG00000012479	Phascolarctos_cinereus
ENSVURP00010026198	ENSVURG00010020063	Vombatus_ursinus
ENSMODP00000056625	ENSMODG00000029694	Monodelphis_domestica
ENSOANP00000027971	ENSOANG00000021941	Ornithorhynchus_anatinus
ENSCPRP00005021954	ENSCPRG00005015298	Crocodylus_porosus
ENSDNVP00000026263	ENSDNVG00000018277	Dromaius_novaehollandiae
ENSCPBP00000007459	ENSCPBG00000005887	Chrysemys_picta_bellii
ENSGAGP00000012402	ENSGAGG00000009520	Gopherus_agassizii
ENSPSIP00000002355	ENSPSIG00000002329	Pelodiscus_sinensis
ENSSMRP00000014659	ENSSMRG00000011413	Salvator_merianae
ENSPVIP00000034524	ENSPVIG00000025206	Pogona_vitticeps
ENSLACP00000023210	ENSLACG00000022239	Latimeria_chalumnae
ENSAMXP00000012949	ENSAMXG00000012599	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005050704	ENSAMXG00005022974	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000005489	ENSPNAG00000011693	Pygocentrus_nattereri
ENSIPUP00000005225	ENSIPUG00000003648	Ictalurus_punctatus
ENSEEEP00000009783	ENSEEEG00000004978	Electrophorus_electricus
ENSDARP00000153794	ENSDARG00000107534	Danio_rerio
ENSCHAP00000025766	ENSCHAG00000012567	Clupea_harengus
ENSELUP00000006428	ENSELUG00000007306	Esox_lucius
ENSHHUP00000014972	ENSHHUG00000009291	Hucho_hucho
ENSLBEP00000006434	ENSLBEG00000004963	Labrus_bergylta
ENSCGOP00000030171	ENSCGOG00000014009	Cottoperca_gobio
ENSMAMP00000026431	ENSMAMG00000017755	Mastacembelus_armatus
ENSATEP00000005264	ENSATEG00000003716	Anabas_testudineus
ENSLCRP00005033946	ENSLCRG00005013320	Larimichthys_crocea
ENSLCAP00010008149	ENSLCAG00010003954	Lates_calcarifer
ENSDCDP00000018377	ENSDCDG00000014859	Denticeps_clupeoides
ENSPKIP00000022708	ENSPKIG00000006610	Paramormyrops_kingsleyae
ENSECRP00000014821	ENSECRG00000009878	Erpetoichthys_calabaricus
ENSXETP00000017131	ENSXETG00000002802	Xenopus_tropicalis
ENSCMIP00000024828	ENSCMIG00000010963	Callorhinchus_milii
FBpp0082419	FBgn0038246	Drosophila_melanogaster
