ENSMMUP00000078756	ENSMMUG00000003894	Macaca_mulatta
ENSMOCP00000006706	ENSMOCG00000006378	Microtus_ochrogaster
ENSCGRP00001022736	ENSCGRG00001021185	Cricetulus_griseus_CHOK1GS_HDv1
ENSONIP00000001373	ENSONIG00000001083	Oreochromis_niloticus
ENSEASP00005013034	ENSEASG00005009102	Equus_asinus_asinus
ENSCVAP00000025033	ENSCVAG00000009496	Cyprinodon_variegatus
ENSORLP00015017420	ENSORLG00015000506	Oryzias_latipes_ASM223469v1
ENSSFOP00015036363	ENSSFOG00015023128	Scleropages_formosus
ENSCCEP00000024352	ENSCCEG00000021662	Cyanistes_caeruleus
ENSOARP00000019633	ENSOARG00000018292	Ovis_aries
ENSPVIP00000027777	ENSPVIG00000020622	Pogona_vitticeps
ENSGWIP00000001222	ENSGWIG00000000719	Gouania_willdenowi
ENSAMXP00000029902	ENSAMXG00000000412	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSLACP00000006021	ENSLACG00000005345	Latimeria_chalumnae
ENSLCAP00010001613	ENSLCAG00010000931	Lates_calcarifer
ENSSPAP00000018551	ENSSPAG00000014005	Stegastes_partitus
ENSMLUP00000010913	ENSMLUG00000011983	Myotis_lucifugus
ENSPANP00000020689	ENSPANG00000021483	Papio_anubis
ENSBTAP00000059281	ENSBTAG00000046162	Bos_taurus
ENSNBRP00000022104	ENSNBRG00000016947	Neolamprologus_brichardi
ENSCATP00000044602	ENSCATG00000044775	Cercocebus_atys
ENSUPAP00010011633	ENSUPAG00010009440	Urocitellus_parryii
ENSONIP00000020497	ENSONIG00000016281	Oreochromis_niloticus
ENSCSAP00000014970	ENSCSAG00000003074	Chlorocebus_sabaeus
ENSGAFP00000005315	ENSGAFG00000003621	Gambusia_affinis
ENSCPRP00005007546	ENSCPRG00005005349	Crocodylus_porosus
ENSEEEP00000037411	ENSEEEG00000017788	Electrophorus_electricus
ENSETEP00000015397	ENSETEG00000018956	Echinops_telfairi
ENSGACP00000008210	ENSGACG00000006211	Gasterosteus_aculeatus
ENSECRP00000033712	ENSECRG00000022802	Erpetoichthys_calabaricus
ENSPVAP00000003645	ENSPVAG00000003852	Pteropus_vampyrus
ENSCLAP00000022042	ENSCLAG00000015100	Chinchilla_lanigera
ENSSPUP00000016978	ENSSPUG00000013129	Sphenodon_punctatus
ENSCGOP00000013866	ENSCGOG00000006781	Cottoperca_gobio
ENSPREP00000015539	ENSPREG00000010489	Poecilia_reticulata
ENSGACP00000011558	ENSGACG00000008756	Gasterosteus_aculeatus
ENSAMXP00005049795	ENSAMXG00005022652	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSHHUP00000047057	ENSHHUG00000028595	Hucho_hucho
ENSPCAP00000014803	ENSPCAG00000015851	Procavia_capensis
ENSCJPP00005004989	ENSCJPG00005004842	Coturnix_japonica
ENSVURP00010028681	ENSVURG00010021961	Vombatus_ursinus
ENSIPUP00000032090	ENSIPUG00000021578	Ictalurus_punctatus
ENSAOCP00000008274	ENSAOCG00000012241	Amphiprion_ocellaris
ENSDARP00000113568	ENSDARG00000058154	Danio_rerio
ENSSLDP00000024736	ENSSLDG00000019275	Seriola_lalandi_dorsalis
ENSCHIP00000011852	ENSCHIG00000013858	Capra_hircus
ENSPFOP00000011743	ENSPFOG00000011713	Poecilia_formosa
ENSARWP00000021420	ENSARWG00000014645	Apteryx_rowi
ENSPLAP00000012891	ENSPLAG00000016301	Poecilia_latipinna
ENSAMEP00000006257	ENSAMEG00000005930	Ailuropoda_melanoleuca
ENSSDUP00000029590	ENSSDUG00000021332	Seriola_dumerili
ENSPKIP00000014182	ENSPKIG00000001346	Paramormyrops_kingsleyae
ENSAOWP00000012479	ENSAOWG00000008535	Apteryx_owenii
ENSMALP00000009320	ENSMALG00000006626	Monopterus_albus
ENSMMMP00000006898	ENSMMMG00000006176	Marmota_marmota_marmota
ENSAHAP00000015202	ENSAHAG00000010928	Apteryx_haastii
ENSCGOP00000039033	ENSCGOG00000017864	Cottoperca_gobio
ENSBIXP00000033684	ENSBIXG00000006347	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005046799	ENSBIXG00005031502	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSAMXP00005038304	ENSAMXG00005018150	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCCAP00000025982	ENSCCAG00000030786	Cebus_capucinus_imitator
ENSP00000480744	ENSG00000187595	Homo_sapiens
ENSPCIP00000027062	ENSPCIG00000020238	Phascolarctos_cinereus
ENSSCAP00000009449	ENSSCAG00000007191	Serinus_canaria
MGP_SPRETEiJ_P0031319	MGP_SPRETEiJ_G0018023	Mus_spretus_strain_SPRET/EiJ
ENSTGEP00000011374	ENSTGEG00000009282	Theropithecus_gelada
ENSBBBP00000001372	ENSBBBG00000010480	Bison_bison_bison
ENSNLEP00000013798	ENSNLEG00000011345	Nomascus_leucogenys
ENSABRP00000010581	ENSABRG00000009526	Anser_brachyrhynchus	ENSABRT00000015118
ENSMSIP00000004952	ENSMSIG00000004524	Mus_spicilegus
ENSJHYP00000015820	ENSJHYG00000012143	Junco_hyemalis
ENSPTRP00000057633	ENSPTRG00000009190	Pan_troglodytes
ENSEEUP00000002420	ENSEEUG00000002653	Erinaceus_europaeus
ENSBSLP00000026505	ENSBSLG00000013199	Betta_splendens
ENSXMAP00000039364	ENSXMAG00000008886	Xiphophorus_maculatus
ENSCVAP00000002262	ENSCVAG00000003335	Cyprinodon_variegatus
ENSDORP00000019469	ENSDORG00000001917	Dipodomys_ordii
ENSCSEP00000033318	ENSCSEG00000021383	Cynoglossus_semilaevis
ENSHCOP00000003493	ENSHCOG00000004896	Hippocampus_comes
ENSLBEP00000028230	ENSLBEG00000021407	Labrus_bergylta
MGP_PahariEiJ_P0036625	MGP_PahariEiJ_G0018310	Mus_pahari_strain_PAHARI_EIJ
ENSORLP00020007667	ENSORLG00020008564	Oryzias_latipes_ASM223471v1
ENSIPUP00000025802	ENSIPUG00000017483	Ictalurus_punctatus
ENSCABP00000019912	ENSCABG00000014686	Chelonoidis_abingdonii
ENSMICP00000044685	ENSMICG00000015236	Microcebus_murinus
ENSSARP00000003206	ENSSARG00000003552	Sorex_araneus
ENSXETP00000020008	ENSXETG00000003278	Xenopus_tropicalis
ENSSPAP00000008588	ENSSPAG00000006535	Stegastes_partitus
ENSORLP00000042544	ENSORLG00000003810	Oryzias_latipes_ASM223467v1
ENSAHAP00000015214	ENSAHAG00000010933	Apteryx_haastii
ENSMGAP00000002918	ENSMGAG00000003221	Meleagris_gallopavo
ENSAMXP00000027659	ENSAMXG00000021355	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSNMEP00000007153	ENSNMEG00000007228	Numida_meleagris
ENSATEP00000002537	ENSATEG00000001826	Anabas_testudineus
ENSMAMP00000033154	ENSMAMG00000022312	Mastacembelus_armatus
ENSGGOP00000033357	ENSGGOG00000013170	Gorilla_gorilla
ENSCGRP00015002834	ENSCGRG00015002281	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000011307	ENSCGRG00000008226	Cricetulus_griseus_CriGri_1.0
ENSOMEP00000035622	ENSOMEG00000022981	Oryzias_melastigma
ENSPFOP00000005907	ENSPFOG00000005958	Poecilia_formosa
ENSCCNP00000025964	ENSCCNG00000025260	Castor_canadensis
ENSSFOP00015015651	ENSSFOG00015010100	Scleropages_formosus
ENSBSLP00000011674	ENSBSLG00000006044	Betta_splendens
ENSELUP00000009893	ENSELUG00000010408	Esox_lucius
ENSCHAP00000023632	ENSCHAG00000011688	Clupea_harengus
ENSCPBP00000008725	ENSCPBG00000006782	Chrysemys_picta_bellii
ENSLSDP00000009728	ENSLSDG00000007198	Lonchura_striata_domestica
ENSMGAP00000019461	ENSMGAG00000017173	Meleagris_gallopavo
ENSFHEP00000010858	ENSFHEG00000012220	Fundulus_heteroclitus
ENSCJAP00000061700	ENSCJAG00000047842	Callithrix_jacchus
ENSPPAP00000040692	ENSPPAG00000042977	Pan_paniscus
ENSCAFP00020017447	ENSCAFG00020013967	Canis_lupus_dingo
ENSACLP00000003782	ENSACLG00000002560	Astatotilapia_calliptera
ENSAPLP00000002327	ENSAPLG00000002883	Anas_platyrhynchos_platyrhynchos
ENSPMEP00000010624	ENSPMEG00000012593	Poecilia_mexicana
ENSSDUP00000031961	ENSSDUG00000022960	Seriola_dumerili
ENSLCAP00010015974	ENSLCAG00010007614	Lates_calcarifer
ENSSLDP00000022541	ENSSLDG00000017600	Seriola_lalandi_dorsalis
ENSRROP00000021059	ENSRROG00000034452	Rhinopithecus_roxellana
ENSHBUP00000023279	ENSHBUG00000003996	Haplochromis_burtoni
ENSNSUP00000013889	ENSNSUG00000010243	Notechis_scutatus
ENSELUP00000038507	ENSELUG00000018401	Esox_lucius
ENSGALP00000005371	ENSGALG00000003403	Gallus_gallus
ENSORLP00015035437	ENSORLG00015022036	Oryzias_latipes_ASM223469v1
ENSPLAP00000017322	ENSPLAG00000021677	Poecilia_latipinna
ENSMLEP00000030559	ENSMLEG00000039465	Mandrillus_leucophaeus
ENSXCOP00000008206	ENSXCOG00000006303	Xiphophorus_couchianus
ENSGMOP00000012706	ENSGMOG00000011879	Gadus_morhua
ENSPMJP00000001310	ENSPMJG00000001087	Parus_major
ENSNPEP00000003441	ENSNPEG00000002630	Nothoprocta_perdicaria
ENSORLP00000041912	ENSORLG00000029969	Oryzias_latipes_ASM223467v1
ENSRBIP00000012543	ENSRBIG00000030240	Rhinopithecus_bieti
ENSNVIP00000015392	ENSNVIG00000012056	Neovison_vison
ENSOCUP00000011419	ENSOCUG00000013271	Oryctolagus_cuniculus
ENSANAP00000038040	ENSANAG00000036481	Aotus_nancymaae
ENSKMAP00000027122	ENSKMAG00000020120	Kryptolebias_marmoratus
ENSPNAP00000006375	ENSPNAG00000012405	Pygocentrus_nattereri
ENSAPOP00000029710	ENSAPOG00000015797	Acanthochromis_polyacanthus
ENSOANP00000007450	ENSOANG00000004705	Ornithorhynchus_anatinus
ENSTRUP00000027979	ENSTRUG00000011082	Takifugu_rubripes
ENSMVIP00005009561	ENSMVIG00005006929	Manacus_vitellinus
ENSLCRP00005060421	ENSLCRG00005022340	Larimichthys_crocea
ENSSMRP00000009078	ENSSMRG00000007254	Salvator_merianae
ENSHHUP00000054083	ENSHHUG00000032463	Hucho_hucho
ENSPMAP00000001097	ENSPMAG00000000983	Petromyzon_marinus
ENSSHAP00000007972	ENSSHAG00000006918	Sarcophilus_harrisii
ENSACIP00000011843	ENSACIG00000009214	Amphilophus_citrinellus
ENSTNIP00000014665	ENSTNIG00000011714	Tetraodon_nigroviridis
ENSXCOP00000022996	ENSXCOG00000017187	Xiphophorus_couchianus
ENSMAUP00000023100	ENSMAUG00000020342	Mesocricetus_auratus
ENSUMAP00000031888	ENSUMAG00000022993	Ursus_maritimus
ENSECAP00000034402	ENSECAG00000016402	Equus_caballus
ENSLAFP00000011686	ENSLAFG00000013959	Loxodonta_africana
ENSACLP00000012635	ENSACLG00000008631	Astatotilapia_calliptera
ENSPSMP00000017845	ENSPSMG00000012679	Prolemur_simus
ENSORLP00020034084	ENSORLG00020020411	Oryzias_latipes_ASM223471v1
ENSPRNP00000012537	ENSPRNG00000006945	Parambassis_ranga
ENSLCRP00005001246	ENSLCRG00005000595	Larimichthys_crocea
ENSTBEP00000004438	ENSTBEG00000005161	Tupaia_belangeri
ENSPTIP00000005647	ENSPTIG00000007806	Panthera_tigris_altaica
ENSLCOP00000017051	ENSLCOG00000012099	Lepidothrix_coronata
ENSJJAP00000020129	ENSJJAG00000020892	Jaculus_jaculus
ENSMUGP00000028394	ENSMUGG00000023558	Meriones_unguiculatus
ENSHGLP00100015297	ENSHGLG00100011307	Heterocephalus_glaber_HetGla_1.0
ENSTGUP00000002580	ENSTGUG00000002501	Taeniopygia_guttata
ENSDNOP00000006746	ENSDNOG00000008734	Dasypus_novemcinctus
ENSAPOP00000017176	ENSAPOG00000020331	Acanthochromis_polyacanthus
ENSPMGP00000023688	ENSPMGG00000019158	Periophthalmus_magnuspinnatus
ENSPKIP00000002292	ENSPKIG00000020227	Paramormyrops_kingsleyae
ENSPSIP00000008271	ENSPSIG00000007592	Pelodiscus_sinensis
ENSGMOP00000000725	ENSGMOG00000000733	Gadus_morhua
ENSMUNP00000021865	ENSMUNG00000016462	Melopsittacus_undulatus
ENSPMEP00000027203	ENSPMEG00000011416	Poecilia_mexicana
ENSOGAP00000015403	ENSOGAG00000017196	Otolemur_garnettii
ENSPPYP00000009445	ENSPPYG00000008400	Pongo_abelii
ENSSTOP00000022386	ENSSTOG00000020287	Ictidomys_tridecemlineatus
ENSMEUP00000015186	ENSMEUG00000016616	Notamacropus_eugenii
ENSCANP00000005301	ENSCANG00000018141	Colobus_angolensis_palliatus
ENSMZEP00005028291	ENSMZEG00005021094	Maylandia_zebra
ENSPPRP00000010706	ENSPPRG00000004788	Panthera_pardus
ENSGAFP00000001431	ENSGAFG00000001005	Gambusia_affinis
ENSMMOP00000018469	ENSMMOG00000013984	Mola_mola
ENSACIP00000013632	ENSACIG00000010548	Amphilophus_citrinellus
ENSATEP00000032438	ENSATEG00000022343	Anabas_testudineus
ENSRNOP00000031848	ENSRNOG00000025370	Rattus_norvegicus
ENSDCDP00000005684	ENSDCDG00000002755	Denticeps_clupeoides
ENSCPOP00000005782	ENSCPOG00000006417	Cavia_porcellus
ENSSSCP00000073138	ENSSSCG00000028051	Sus_scrofa_strain_reference
ENSAPEP00000021862	ENSAPEG00000015578	Amphiprion_percula
ENSGAGP00000032525	ENSGAGG00000023263	Gopherus_agassizii
ENSNGAP00000006388	ENSNGAG00000009495	Nannospalax_galili
ENSMFAP00000025708	ENSMFAG00000044338	Macaca_fascicularis
ENSMAMP00000024073	ENSMAMG00000016188	Mastacembelus_armatus
ENSPCOP00000022284	ENSPCOG00000023229	Propithecus_coquereli
ENSEEEP00000024989	ENSEEEG00000012119	Electrophorus_electricus
ENSBMUP00000022252	ENSBMUG00000016751	Bos_mutus
ENSFCAP00000056347	ENSFCAG00000002143	Felis_catus
ENSTTRP00000006274	ENSTTRG00000006632	Tursiops_truncatus
ENSFALP00000000668	ENSFALG00000000647	Ficedula_albicollis
ENSOMEP00000003907	ENSOMEG00000004855	Oryzias_melastigma
ENSSDAP00000009687	ENSSDAG00000008813	Spermophilus_dauricus
ENSVVUP00000028571	ENSVVUG00000020910	Vulpes_vulpes
ENSODEP00000024660	ENSODEG00000018049	Octodon_degus
ENSCSEP00000011658	ENSCSEG00000007490	Cynoglossus_semilaevis
ENSDNVP00000000389	ENSDNVG00000000300	Dromaius_novaehollandiae
ENSMNEP00000045553	ENSMNEG00000045282	Macaca_nemestrina
ENSLBEP00000005551	ENSLBEG00000004271	Labrus_bergylta
MGP_CAROLIEiJ_P0029899	MGP_CAROLIEiJ_G0017180	Mus_caroli_strain_CAROLI_EIJ
ENSMMOP00000027388	ENSMMOG00000020703	Mola_mola
ENSHGLP00000018814	ENSHGLG00000013481	Heterocephalus_glaber_HetGla_female_1.0
ENSAOCP00000031456	ENSAOCG00000023140	Amphiprion_ocellaris
ENSSBOP00000028722	ENSSBOG00000030723	Saimiri_boliviensis_boliviensis
ENSKMAP00000023538	ENSKMAG00000017463	Kryptolebias_marmoratus
ENSAPEP00000006680	ENSAPEG00000004794	Amphiprion_percula
ENSPEMP00000020766	ENSPEMG00000018609	Peromyscus_maniculatus_bairdii
ENSGWIP00000016930	ENSGWIG00000009459	Gouania_willdenowi
ENSCPUP00000021401	ENSCPUG00000014598	Calidris_pugnax
ENSMUSP00000099408	ENSMUSG00000014198	Mus_musculus_strain_reference_(CL57BL6)
ENSCPUP00000021403	ENSCPUG00000014600	Calidris_pugnax
ENSPNYP00000014674	ENSPNYG00000011104	Pundamilia_nyererei
ENSOPRP00000007418	ENSOPRG00000008120	Ochotona_princeps
ENSFHEP00000008896	ENSFHEG00000010106	Fundulus_heteroclitus
ENSMZEP00005030522	ENSMZEG00005022745	Maylandia_zebra
ENSMODP00000053708	ENSMODG00000014774	Monodelphis_domestica
