ENSBIXP00000004042	ENSBIXG00000000585	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSORLP00015028611	ENSORLG00015011317	Oryzias_latipes_ASM223469v1
ENSKMAP00000017585	ENSKMAG00000013111	Kryptolebias_marmoratus
ENSMFAP00000034587	ENSMFAG00000003793	Macaca_fascicularis
ENSACAP00000001895	ENSACAG00000001926	Anolis_carolinensis
ENSJHYP00000013217	ENSJHYG00000010258	Junco_hyemalis
ENSHHUP00000052876	ENSHHUG00000031727	Hucho_hucho
ENSCGRP00000007543	ENSCGRG00000005492	Cricetulus_griseus_CriGri_1.0
ENSAHAP00000003601	ENSAHAG00000002793	Apteryx_haastii
ENSUMAP00000002938	ENSUMAG00000002571	Ursus_maritimus
ENSCPUP00000026878	ENSCPUG00000018097	Calidris_pugnax
ENSVVUP00000034246	ENSVVUG00000024731	Vulpes_vulpes
ENSGWIP00000007455	ENSGWIG00000004360	Gouania_willdenowi
ENSPNYP00000005653	ENSPNYG00000004365	Pundamilia_nyererei
ENSEEEP00000037335	ENSEEEG00000017748	Electrophorus_electricus
ENSTBEP00000006566	ENSTBEG00000007601	Tupaia_belangeri
ENSMSIP00000012411	ENSMSIG00000010804	Mus_spicilegus
ENSANAP00000041986	ENSANAG00000038268	Aotus_nancymaae
ENSMLUP00000007101	ENSMLUG00000007781	Myotis_lucifugus
ENSLCRP00005046727	ENSLCRG00005017736	Larimichthys_crocea
ENSORLP00020005282	ENSORLG00020006099	Oryzias_latipes_ASM223471v1
MGP_CAROLIEiJ_P0087665	MGP_CAROLIEiJ_G0032151	Mus_caroli_strain_CAROLI_EIJ
ENSXETP00000024943	ENSXETG00000004108	Xenopus_tropicalis
ENSMZEP00005020624	ENSMZEG00005015246	Maylandia_zebra
ENSSTOP00000009892	ENSSTOG00000011033	Ictidomys_tridecemlineatus
ENSCSAP00000015356	ENSCSAG00000002690	Chlorocebus_sabaeus
ENSPKIP00000026391	ENSPKIG00000008895	Paramormyrops_kingsleyae
ENSAMXP00000047018	ENSAMXG00000037043	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSMZEP00005007570	ENSMZEG00005005792	Maylandia_zebra
ENSCLAP00000021717	ENSCLAG00000014865	Chinchilla_lanigera
ENSGMOP00000004244	ENSGMOG00000004016	Gadus_morhua
ENSHGLP00000019478	ENSHGLG00000013952	Heterocephalus_glaber_HetGla_female_1.0
ENSONIP00000005523	ENSONIG00000004388	Oreochromis_niloticus
ENSTGUP00000000180	ENSTGUG00000000175	Taeniopygia_guttata
ENSPTEP00000035407	ENSPTEG00000033418	Piliocolobus_tephrosceles
ENSLCOP00000005387	ENSLCOG00000004014	Lepidothrix_coronata
ENSTRUP00000050452	ENSTRUG00000025341	Takifugu_rubripes
ENSLACP00000021283	ENSLACG00000018702	Latimeria_chalumnae
ENSCVAP00000018949	ENSCVAG00000022274	Cyprinodon_variegatus
ENSMALP00000028241	ENSMALG00000019559	Monopterus_albus
ENSCHIP00000013286	ENSCHIG00000014769	Capra_hircus
ENSAMXP00005026538	ENSAMXG00005013345	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPTEP00000021398	ENSPTEG00000022452	Piliocolobus_tephrosceles
ENSABRP00000015491	ENSABRG00000013593	Anser_brachyrhynchus
ENSFHEP00000021620	ENSFHEG00000001487	Fundulus_heteroclitus
ENSSLDP00000019594	ENSSLDG00000015357	Seriola_lalandi_dorsalis
ENSPMGP00000003041	ENSPMGG00000002658	Periophthalmus_magnuspinnatus
ENSMMOP00000021324	ENSMMOG00000016213	Mola_mola
ENSHBUP00000002731	ENSHBUG00000003950	Haplochromis_burtoni
ENSSMRP00000027975	ENSSMRG00000021527	Salvator_merianae
ENSLAFP00000003188	ENSLAFG00000003818	Loxodonta_africana
ENSPSIP00000002156	ENSPSIG00000002153	Pelodiscus_sinensis
ENSCJAP00000068157	ENSCJAG00000053021	Callithrix_jacchus
ENSMMMP00000026158	ENSMMMG00000022913	Marmota_marmota_marmota
ENSHCOP00000004939	ENSHCOG00000006505	Hippocampus_comes
ENSSMAP00000000636	ENSSMAG00000000403	Scophthalmus_maximus
ENSNBRP00000001376	ENSNBRG00000001131	Neolamprologus_brichardi
ENSVURP00010032111	ENSVURG00010024508	Vombatus_ursinus
ENSARWP00000002265	ENSARWG00000001736	Apteryx_rowi
ENSCJAP00000023380	ENSCJAG00000012755	Callithrix_jacchus
ENSPPYP00000004479	ENSPPYG00000003909	Pongo_abelii
ENSHBUP00000020754	ENSHBUG00000023032	Haplochromis_burtoni
ENSOMEP00000023956	ENSOMEG00000004330	Oryzias_melastigma
ENSCGOP00000007716	ENSCGOG00000003952	Cottoperca_gobio
ENSECRP00000019905	ENSECRG00000013360	Erpetoichthys_calabaricus
ENSSHAP00000013010	ENSSHAG00000011128	Sarcophilus_harrisii
ENSLCRP00005023494	ENSLCRG00005009462	Larimichthys_crocea
ENSCPRP00005000892	ENSCPRG00005000675	Crocodylus_porosus
ENSPVAP00000016826	ENSPVAG00000017837	Pteropus_vampyrus
ENSHHUP00000033198	ENSHHUG00000020973	Hucho_hucho
ENSPPAP00000036987	ENSPPAG00000041234	Pan_paniscus
ENSONIP00000021001	ENSONIG00000016672	Oreochromis_niloticus
ENSSFOP00015008643	ENSSFOG00015005647	Scleropages_formosus
ENSSDUP00000016902	ENSSDUG00000012332	Seriola_dumerili
ENSLCAP00010027905	ENSLCAG00010013117	Lates_calcarifer
ENSOCUP00000010292	ENSOCUG00000011970	Oryctolagus_cuniculus
ENSMVIP00005024907	ENSMVIG00005017448	Manacus_vitellinus
ENSBBBP00000027588	ENSBBBG00000023920	Bison_bison_bison
ENSGGOP00000013980	ENSGGOG00000014333	Gorilla_gorilla
ENSATEP00000017984	ENSATEG00000012505	Anabas_testudineus
ENSMEUP00000006081	ENSMEUG00000006667	Notamacropus_eugenii
ENSORLP00020021846	ENSORLG00020001836	Oryzias_latipes_ASM223471v1
ENSLBEP00000015866	ENSLBEG00000012315	Labrus_bergylta
ENSHHUP00000013409	ENSHHUG00000008178	Hucho_hucho
ENSMZEP00005031086	ENSMZEG00005023176	Maylandia_zebra
ENSPANP00000001776	ENSPANG00000003665	Papio_anubis
ENSCANP00000006516	ENSCANG00000021629	Colobus_angolensis_palliatus
ENSPMJP00000009744	ENSPMJG00000007767	Parus_major
ENSMOCP00000008000	ENSMOCG00000007912	Microtus_ochrogaster
ENSTTRP00000000919	ENSTTRG00000000975	Tursiops_truncatus
ENSBSLP00000028305	ENSBSLG00000014143	Betta_splendens
ENSDORP00000010598	ENSDORG00000011278	Dipodomys_ordii
ENSBMUP00000017965	ENSBMUG00000013597	Bos_mutus
ENSGAGP00000024921	ENSGAGG00000018219	Gopherus_agassizii	ENSGAGT00000028368
ENSMAMP00000018595	ENSMAMG00000012537	Mastacembelus_armatus
ENSOARP00000004463	ENSOARG00000004174	Ovis_aries
ENSMPUP00000004237	ENSMPUG00000004272	Mustela_putorius_furo
ENSGAFP00000020297	ENSGAFG00000013722	Gambusia_affinis
ENSPFOP00000007909	ENSPFOG00000007966	Poecilia_formosa
ENSOPRP00000014908	ENSOPRG00000016332	Ochotona_princeps
ENSMOCP00000015872	ENSMOCG00000014927	Microtus_ochrogaster
ENSMAMP00000019914	ENSMAMG00000013401	Mastacembelus_armatus
ENSEBUP00000024931	ENSEBUG00000015396	Eptatretus_burgeri
ENSCGRP00015024653	ENSCGRG00015018729	Cricetulus_griseus_CriGri-PICR
ENSPTRP00000079245	ENSPTRG00000004320	Pan_troglodytes
ENSCATP00000045074	ENSCATG00000044979	Cercocebus_atys
ENSFHEP00000031010	ENSFHEG00000016653	Fundulus_heteroclitus
ENSJJAP00000004088	ENSJJAG00000008327	Jaculus_jaculus
ENSMFAP00000031622	ENSMFAG00000036871	Macaca_fascicularis
ENSPMGP00000010604	ENSPMGG00000008783	Periophthalmus_magnuspinnatus
ENSAPLP00000018882	ENSAPLG00000019163	Anas_platyrhynchos_platyrhynchos
ENSDNOP00000011828	ENSDNOG00000015260	Dasypus_novemcinctus
ENSCVAP00000028801	ENSCVAG00000016111	Cyprinodon_variegatus
ENSCHAP00000046792	ENSCHAG00000021605	Clupea_harengus
ENSORLP00015025203	ENSORLG00015006201	Oryzias_latipes_ASM223469v1
ENSGACP00000007945	ENSGACG00000005985	Gasterosteus_aculeatus
ENSPMEP00000022424	ENSPMEG00000003326	Poecilia_mexicana
ENSSMAP00000028093	ENSSMAG00000017180	Scophthalmus_maximus
ENSRROP00000044977	ENSRROG00000045415	Rhinopithecus_roxellana
ENSGACP00000026908	ENSGACG00000020358	Gasterosteus_aculeatus
ENSRBIP00000014859	ENSRBIG00000031507	Rhinopithecus_bieti
ENSMUGP00000015878	ENSMUGG00000013634	Meriones_unguiculatus
ENSCATP00000022363	ENSCATG00000034803	Cercocebus_atys
ENSAPEP00000008061	ENSAPEG00000005820	Amphiprion_percula
MGP_PahariEiJ_P0023320	MGP_PahariEiJ_G0015021	Mus_pahari_strain_PAHARI_EIJ
ENSSCAP00000006680	ENSSCAG00000005204	Serinus_canaria
ENSMNEP00000012265	ENSMNEG00000030425	Macaca_nemestrina
ENSTSYP00000033888	ENSTSYG00000036174	Carlito_syrichta
ENSFDAP00000003557	ENSFDAG00000012975	Fukomys_damarensis
ENSDARP00000049899	ENSDARG00000033466	Danio_rerio
ENSUPAP00010007234	ENSUPAG00010005839	Urocitellus_parryii
ENSPCIP00000043639	ENSPCIG00000009829	Phascolarctos_cinereus
ENSXETP00000031190	ENSXETG00000011820	Xenopus_tropicalis
ENSELUP00000031402	ENSELUG00000008982	Esox_lucius
ENSRBIP00000040351	ENSRBIG00000043602	Rhinopithecus_bieti
ENSNMEP00000001253	ENSNMEG00000001667	Numida_meleagris
ENSSPAP00000017884	ENSSPAG00000013520	Stegastes_partitus
ENSPFOP00000019634	ENSPFOG00000019513	Poecilia_formosa
ENSCHAP00000057478	ENSCHAG00000025963	Clupea_harengus
ENSKMAP00000029276	ENSKMAG00000021693	Kryptolebias_marmoratus
ENSHGLP00100018387	ENSHGLG00100013555	Heterocephalus_glaber_HetGla_1.0
ENSAPOP00000012249	ENSAPOG00000014926	Acanthochromis_polyacanthus
ENSPVIP00000012232	ENSPVIG00000009549	Pogona_vitticeps
ENSGMOP00000019634	ENSGMOG00000018251	Gadus_morhua
ENSMUSP00000034590	ENSMUSG00000032085	Mus_musculus_strain_reference_(CL57BL6)
ENSAPOP00000013722	ENSAPOG00000016556	Acanthochromis_polyacanthus
ENSCAFP00020002177	ENSCAFG00020001887	Canis_lupus_dingo
ENSOMEP00000005475	ENSOMEG00000006471	Oryzias_melastigma
ENSRROP00000000314	ENSRROG00000000812	Rhinopithecus_roxellana
ENSSLDP00000010392	ENSSLDG00000008288	Seriola_lalandi_dorsalis
ENSCGOP00000021666	ENSCGOG00000010430	Cottoperca_gobio
ENSSBOP00000004816	ENSSBOG00000019072	Saimiri_boliviensis_boliviensis
ENSNGAP00000009189	ENSNGAG00000011945	Nannospalax_galili
ENSPPRP00000022145	ENSPPRG00000012755	Panthera_pardus
ENSMGAP00000003014	ENSMGAG00000003326	Meleagris_gallopavo
ENSAOCP00000027149	ENSAOCG00000015845	Amphiprion_ocellaris
ENSCGRP00001025953	ENSCGRG00001023407	Cricetulus_griseus_CHOK1GS_HDv1
ENSEEUP00000000197	ENSEEUG00000000228	Erinaceus_europaeus
ENSPCAP00000004788	ENSPCAG00000005176	Procavia_capensis
ENSAOCP00000008333	ENSAOCG00000012325	Amphiprion_ocellaris
ENSBSLP00000038081	ENSBSLG00000018562	Betta_splendens
ENSMAUP00000023899	ENSMAUG00000020924	Mesocricetus_auratus
ENSCCAP00000035763	ENSCCAG00000035780	Cebus_capucinus_imitator
ENSHCOP00000011330	ENSHCOG00000014124	Hippocampus_comes
ENSSBOP00000014342	ENSSBOG00000023928	Saimiri_boliviensis_boliviensis
ENSBIXP00005041168	ENSBIXG00005024100	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCAPP00000009630	ENSCAPG00000011060	Cavia_aperea
ENSPLAP00000029346	ENSPLAG00000019513	Poecilia_latipinna
ENSCPBP00000028871	ENSCPBG00000020364	Chrysemys_picta_bellii
ENSANAP00000041317	ENSANAG00000037963	Aotus_nancymaae
ENSAPEP00000034208	ENSAPEG00000024296	Amphiprion_percula
ENSMUNP00000012140	ENSMUNG00000009556	Melopsittacus_undulatus
ENSDARP00000066773	ENSDARG00000045408	Danio_rerio
ENSSBOP00000022535	ENSSBOG00000027808	Saimiri_boliviensis_boliviensis
ENSANAP00000011653	ENSANAG00000023758	Aotus_nancymaae
ENSGAFP00000009297	ENSGAFG00000006325	Gambusia_affinis
ENSPNAP00000006487	ENSPNAG00000012517	Pygocentrus_nattereri
ENSMMOP00000025069	ENSMMOG00000019037	Mola_mola
ENSACIP00000016178	ENSACIG00000012589	Amphilophus_citrinellus
ENSNVIP00000007363	ENSNVIG00000005834	Neovison_vison
ENSEASP00005007881	ENSEASG00005005736	Equus_asinus_asinus
ENSATEP00000032534	ENSATEG00000022410	Anabas_testudineus
ENSLOCP00000007628	ENSLOCG00000006298	Lepisosteus_oculatus
ENSCABP00000011614	ENSCABG00000008676	Chelonoidis_abingdonii	ENSCABT00000012726
ENSPEMP00000026574	ENSPEMG00000022640	Peromyscus_maniculatus_bairdii
ENSMLEP00000004961	ENSMLEG00000022414	Mandrillus_leucophaeus
ENSP00000376678	ENSG00000149591	Homo_sapiens
ENSCPGP00000001523	ENSCPGG00000001172	Calidris_pygmaea
ENSCJPP00005013417	ENSCJPG00005011318	Coturnix_japonica
ENSCMIP00000017975	ENSCMIG00000008510	Callorhinchus_milii
ENSODEP00000014535	ENSODEG00000010754	Octodon_degus
ENSPMEP00000027184	ENSPMEG00000011395	Poecilia_mexicana
ENSPRNP00000054663	ENSPRNG00000025680	Parambassis_ranga
ENSTGEP00000027597	ENSTGEG00000022278	Theropithecus_gelada
ENSMNEP00000020163	ENSMNEG00000033904	Macaca_nemestrina
ENSSPUP00000006885	ENSSPUG00000005298	Sphenodon_punctatus
ENSZALP00000015404	ENSZALG00000012627	Zonotrichia_albicollis
ENSSSCP00000049288	ENSSSCG00000015073	Sus_scrofa_strain_reference
ENSRNOP00000069919	ENSRNOG00000017628	Rattus_norvegicus
ENSCSEP00000023024	ENSCSEG00000014684	Cynoglossus_semilaevis
ENSTNIP00000017366	ENSTNIG00000014349	Tetraodon_nigroviridis
ENSPREP00000031782	ENSPREG00000021530	Poecilia_reticulata
ENSSPAP00000001346	ENSSPAG00000001012	Stegastes_partitus
ENSLBEP00000004781	ENSLBEG00000003695	Labrus_bergylta
ENSMODP00000017182	ENSMODG00000013744	Monodelphis_domestica
ENSMALP00000029399	ENSMALG00000020342	Monopterus_albus
ENSETEP00000015225	ENSETEG00000018740	Echinops_telfairi
ENSPRNP00000007181	ENSPRNG00000004251	Parambassis_ranga
ENSIPUP00000005622	ENSIPUG00000003904	Ictalurus_punctatus
ENSNSUP00000006451	ENSNSUG00000005120	Notechis_scutatus
ENSMMUP00000071699	ENSMMUG00000002058	Macaca_mulatta
ENSSFOP00015025310	ENSSFOG00015016284	Scleropages_formosus
ENSGALP00000019399	ENSGALG00000011902	Gallus_gallus
ENSELUP00000031219	ENSELUG00000001168	Esox_lucius
ENSHHUP00000067955	ENSHHUG00000040070	Hucho_hucho
ENSPNAP00000003971	ENSPNAG00000010433	Pygocentrus_nattereri
ENSCANP00000001392	ENSCANG00000004993	Colobus_angolensis_palliatus
ENSOGAP00000005765	ENSOGAG00000006450	Otolemur_garnettii
ENSPSMP00000000742	ENSPSMG00000000551	Prolemur_simus
ENSUAMP00000005055	ENSUAMG00000004555	Ursus_americanus
ENSPNYP00000027233	ENSPNYG00000020531	Pundamilia_nyererei
ENSIPUP00000028662	ENSIPUG00000019407	Ictalurus_punctatus
ENSORLP00000011292	ENSORLG00000009005	Oryzias_latipes_ASM223467v1
ENSCSEP00000022427	ENSCSEG00000014292	Cynoglossus_semilaevis
ENSPANP00000005335	ENSPANG00000002535	Papio_anubis
ENSTGEP00000027075	ENSTGEG00000021857	Theropithecus_gelada
ENSPTIP00000018545	ENSPTIG00000016627	Panthera_tigris_altaica
ENSLACP00000018967	ENSLACG00000016687	Latimeria_chalumnae
ENSCCAP00000039463	ENSCCAG00000037545	Cebus_capucinus_imitator
ENSDNVP00000006503	ENSDNVG00000004659	Dromaius_novaehollandiae
ENSCCEP00000000545	ENSCCEG00000000713	Cyanistes_caeruleus
