ENSLSDP00000019827	ENSLSDG00000014078	Lonchura_striata_domestica
ENSCAFP00000014170	ENSCAFG00000009639	Canis_lupus_familiaris
ENSFCAP00000010855	ENSFCAG00000011694	Felis_catus
ENSPPRP00000003089	ENSPPRG00000023008	Panthera_pardus
ENSEASP00005034273	ENSEASG00005023403	Equus_asinus_asinus
ENSECAP00000008300	ENSECAG00000010290	Equus_caballus
ENSPVAP00000011945	ENSPVAG00000012666	Pteropus_vampyrus
ENSMLUP00000010759	ENSMLUG00000011814	Myotis_lucifugus
ENSEEUP00000008756	ENSEEUG00000009631	Erinaceus_europaeus
ENSHGLP00000007339	ENSHGLG00000005350	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100012414	ENSHGLG00100009193	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000006735	ENSFDAG00000015426	Fukomys_damarensis
ENSCAPP00000011518	ENSCAPG00000012575	Cavia_aperea
ENSCPOP00000022695	ENSCPOG00000033558	Cavia_porcellus
ENSODEP00000020756	ENSODEG00000015313	Octodon_degus
ENSCLAP00000013056	ENSCLAG00000009011	Chinchilla_lanigera
ENSUPAP00010004002	ENSUPAG00010003273	Urocitellus_parryii
ENSSTOP00000008304	ENSSTOG00000009257	Ictidomys_tridecemlineatus
ENSDORP00000026278	ENSDORG00000027611	Dipodomys_ordii
ENSCCNP00000023286	ENSCCNG00000022892	Castor_canadensis
ENSMSIP00000034406	ENSMSIG00000028693	Mus_spicilegus
ENSMUSP00000038901	ENSMUSG00000040164	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0058177	MGP_SPRETEiJ_G0025552	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0056012	MGP_CAROLIEiJ_G0024630	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0066997	MGP_PahariEiJ_G0026074	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000018364	ENSRNOG00000013681	Rattus_norvegicus
ENSMUGP00000024941	ENSMUGG00000020827	Meriones_unguiculatus
ENSCGRP00001005236	ENSCGRG00001006841	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015029656	ENSCGRG00015022388	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000013130	ENSCGRG00000009549	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000001041	ENSMAUG00000000788	Mesocricetus_auratus
ENSMOCP00000002597	ENSMOCG00000002049	Microtus_ochrogaster
ENSPEMP00000028178	ENSPEMG00000023781	Peromyscus_maniculatus_bairdii
ENSJJAP00000014159	ENSJJAG00000016697	Jaculus_jaculus
ENSOPRP00000010849	ENSOPRG00000011900	Ochotona_princeps
ENSMMUP00000017362	ENSMMUG00000013214	Macaca_mulatta
ENSMFAP00000023746	ENSMFAG00000043514	Macaca_fascicularis
ENSMNEP00000035452	ENSMNEG00000040885	Macaca_nemestrina
ENSTGEP00000025995	ENSTGEG00000020938	Theropithecus_gelada
ENSMLEP00000032017	ENSMLEG00000040227	Mandrillus_leucophaeus
ENSPANP00000017672	ENSPANG00000011732	Papio_anubis
ENSCATP00000024541	ENSCATG00000035789	Cercocebus_atys
ENSCSAP00000010412	ENSCSAG00000014275	Chlorocebus_sabaeus
ENSPTEP00000021963	ENSPTEG00000022937	Piliocolobus_tephrosceles
ENSCANP00000030234	ENSCANG00000038780	Colobus_angolensis_palliatus
ENSRROP00000043887	ENSRROG00000044954	Rhinopithecus_roxellana
ENSRBIP00000035910	ENSRBIG00000041589	Rhinopithecus_bieti
ENSPTRP00000023246	ENSPTRG00000013534	Pan_troglodytes
ENSPPAP00000028149	ENSPPAG00000037133	Pan_paniscus
ENSP00000445595	ENSG00000124134	Homo_sapiens
ENSGGOP00000036472	ENSGGOG00000042845	Gorilla_gorilla
ENSPPYP00000012337	ENSPPYG00000011046	Pongo_abelii
ENSNLEP00000008127	ENSNLEG00000006677	Nomascus_leucogenys
ENSSBOP00000029973	ENSSBOG00000031287	Saimiri_boliviensis_boliviensis
ENSCCAP00000020748	ENSCCAG00000028212	Cebus_capucinus_imitator
ENSCJAP00000032384	ENSCJAG00000017576	Callithrix_jacchus
ENSANAP00000039703	ENSANAG00000037226	Aotus_nancymaae
ENSTSYP00000017767	ENSTSYG00000031870	Carlito_syrichta
ENSPCOP00000021009	ENSPCOG00000022498	Propithecus_coquereli
ENSMICP00000000892	ENSMICG00000000984	Microcebus_murinus
ENSPSMP00000025008	ENSPSMG00000017609	Prolemur_simus
ENSOGAP00000018307	ENSOGAG00000025880	Otolemur_garnettii
ENSLAFP00000002972	ENSLAFG00000003564	Loxodonta_africana
ENSETEP00000009187	ENSETEG00000011330	Echinops_telfairi
ENSTBEP00000004197	ENSTBEG00000004892	Tupaia_belangeri
ENSOCUP00000021157	ENSOCUG00000022113	Oryctolagus_cuniculus
ENSAMEP00000004403	ENSAMEG00000004183	Ailuropoda_melanoleuca
ENSVVUP00000025756	ENSVVUG00000018906	Vulpes_vulpes
ENSDNOP00000009961	ENSDNOG00000012849	Dasypus_novemcinctus
ENSOANP00000012491	ENSOANG00000007841	Ornithorhynchus_anatinus
ENSXETP00000010040	ENSXETG00000011150	Xenopus_tropicalis
ENSLACP00000001908	ENSLACG00000001705	Latimeria_chalumnae
ENSAMXP00000036136	ENSAMXG00000040044	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005008516	ENSAMXG00005004949	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000014111	ENSPNAG00000020032	Pygocentrus_nattereri
ENSIPUP00000005066	ENSIPUG00000003532	Ictalurus_punctatus
ENSIPUP00000005129	ENSIPUG00000003543	Ictalurus_punctatus
ENSEEEP00000004554	ENSEEEG00000002376	Electrophorus_electricus
ENSDARP00000028545	ENSDARG00000026084	Danio_rerio
ENSDCDP00000038391	ENSDCDG00000025770	Denticeps_clupeoides
ENSORLP00020009138	ENSORLG00020010052	Oryzias_latipes_ASM223471v1
ENSORLP00000024891	ENSORLG00000020056	Oryzias_latipes_ASM223467v1
ENSORLP00015023617	ENSORLG00015003718	Oryzias_latipes_ASM223469v1
ENSOMEP00000029014	ENSOMEG00000012327	Oryzias_melastigma
ENSGWIP00000014791	ENSGWIG00000008320	Gouania_willdenowi
ENSBSLP00000035367	ENSBSLG00000017297	Betta_splendens
ENSBSLP00000036216	ENSBSLG00000017714	Betta_splendens
ENSGACP00000000026	ENSGACG00000000019	Gasterosteus_aculeatus
ENSCSEP00000031309	ENSCSEG00000020051	Cynoglossus_semilaevis
ENSCGOP00000002795	ENSCGOG00000001458	Cottoperca_gobio
ENSSMAP00000028748	ENSSMAG00000017603	Scophthalmus_maximus
ENSLCRP00005017393	ENSLCRG00005007175	Larimichthys_crocea
ENSLCAP00010002417	ENSLCAG00010001350	Lates_calcarifer
ENSACLP00000024108	ENSACLG00000016382	Astatotilapia_calliptera
ENSMZEP00005010461	ENSMZEG00005007877	Maylandia_zebra
ENSMZEP00005028669	ENSMZEG00005021372	Maylandia_zebra
ENSHBUP00000004473	ENSHBUG00000005792	Haplochromis_burtoni
ENSONIP00000006714	ENSONIG00000005340	Oreochromis_niloticus
ENSACIP00000013239	ENSACIG00000010256	Amphilophus_citrinellus
ENSPFOP00000016821	ENSPFOG00000016725	Poecilia_formosa
ENSPLAP00000019585	ENSPLAG00000001853	Poecilia_latipinna
ENSPREP00000022922	ENSPREG00000015414	Poecilia_reticulata
ENSPMEP00000010739	ENSPMEG00000012799	Poecilia_mexicana
ENSXMAP00000019393	ENSXMAG00000019347	Xiphophorus_maculatus
ENSXCOP00000018657	ENSXCOG00000014045	Xiphophorus_couchianus
ENSGAFP00000021664	ENSGAFG00000014591	Gambusia_affinis
ENSFHEP00000007601	ENSFHEG00000008737	Fundulus_heteroclitus
ENSCVAP00000023707	ENSCVAG00000007265	Cyprinodon_variegatus
ENSKMAP00000025801	ENSKMAG00000019110	Kryptolebias_marmoratus
ENSAOCP00000020927	ENSAOCG00000005352	Amphiprion_ocellaris
ENSAPEP00000001940	ENSAPEG00000001416	Amphiprion_percula
ENSAPOP00000022645	ENSAPOG00000003950	Acanthochromis_polyacanthus
ENSSPAP00000019414	ENSSPAG00000014645	Stegastes_partitus
ENSATEP00000009486	ENSATEG00000006633	Anabas_testudineus
ENSMALP00000014579	ENSMALG00000010234	Monopterus_albus
ENSMAMP00000017516	ENSMAMG00000011834	Mastacembelus_armatus
ENSSDUP00000013714	ENSSDUG00000009952	Seriola_dumerili
ENSSLDP00000007213	ENSSLDG00000005653	Seriola_lalandi_dorsalis
ENSMMOP00000026418	ENSMMOG00000020020	Mola_mola
ENSPRNP00000008600	ENSPRNG00000005101	Parambassis_ranga
ENSLBEP00000005356	ENSLBEG00000004102	Labrus_bergylta
ENSLBEP00000023478	ENSLBEG00000017990	Labrus_bergylta
ENSPMGP00000009702	ENSPMGG00000008030	Periophthalmus_magnuspinnatus
ENSHCOP00000012022	ENSHCOG00000014995	Hippocampus_comes
ENSGMOP00000010079	ENSGMOG00000009434	Gadus_morhua
ENSTNIP00000007895	ENSTNIG00000005219	Tetraodon_nigroviridis
ENSSFOP00015016243	ENSSFOG00015010480	Scleropages_formosus
ENSPKIP00000006975	ENSPKIG00000023046	Paramormyrops_kingsleyae
ENSHHUP00000036294	ENSHHUG00000022796	Hucho_hucho
ENSELUP00000014784	ENSELUG00000014788	Esox_lucius
ENSCHAP00000040943	ENSCHAG00000019140	Clupea_harengus
ENSLOCP00000009198	ENSLOCG00000007582	Lepisosteus_oculatus
ENSECRP00000015070	ENSECRG00000010047	Erpetoichthys_calabaricus
ENSCMIP00000018149	ENSCMIG00000008571	Callorhinchus_milii
