ENSPCIP00000020461	ENSPCIG00000015574	Phascolarctos_cinereus	ENSPCIT00000025237
ENSVURP00010007885	ENSVURG00010006079	Vombatus_ursinus	ENSVURT00010008941
ENSMEUP00000013483	ENSMEUG00000014773	Notamacropus_eugenii	ENSMEUT00000014812
ENSSHAP00000007669	ENSSHAG00000006662	Sarcophilus_harrisii	ENSSHAT00000007732
ENSMODP00000038345	ENSMODG00000025552	Monodelphis_domestica	ENSMODT00000039945
ENSOCUP00000017360	ENSOCUG00000024872	Oryctolagus_cuniculus	ENSOCUT00000022689
ENSOPRP00000005850	ENSOPRG00000006383	Ochotona_princeps	ENSOPRT00000006382
ENSTSYP00000031603	ENSTSYG00000030368	Carlito_syrichta	ENSTSYT00000026433
ENSSARP00000009304	ENSSARG00000010298	Sorex_araneus	ENSSART00000010287
ENSEEUP00000010836	ENSEEUG00000011854	Erinaceus_europaeus	ENSEEUT00000011872
ENSPCOP00000031427	ENSPCOG00000028492	Propithecus_coquereli	ENSPCOT00000042382
ENSMICP00000015384	ENSMICG00000016878	Microcebus_murinus	ENSMICT00000016882
ENSPSMP00000001695	ENSPSMG00000001288	Prolemur_simus	ENSPSMT00000001982
ENSOGAP00000004486	ENSOGAG00000005020	Otolemur_garnettii	ENSOGAT00000005023
ENSPTRP00000006553	ENSPTRG00000003812	Pan_troglodytes	ENSPTRT00000007103
ENSPPAP00000015906	ENSPPAG00000031069	Pan_paniscus	ENSPPAT00000038599
ENSP00000294244	ENSG00000168005	Homo_sapiens	ENST00000294244
ENSGGOP00000009887	ENSGGOG00000010130	Gorilla_gorilla	ENSGGOT00000010171
ENSPPYP00000003611	ENSPPYG00000003126	Pongo_abelii	ENSPPYT00000003740
ENSNLEP00000005634	ENSNLEG00000004652	Nomascus_leucogenys	ENSNLET00000005926
ENSCANP00000039168	ENSCANG00000043251	Colobus_angolensis_palliatus
ENSPEMP00000003829	ENSPEMG00000005634	Peromyscus_maniculatus_bairdii
ENSMOCP00000018725	ENSMOCG00000016927	Microtus_ochrogaster
ENSCGRP00015011565	ENSCGRG00015008877	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001001357	ENSCGRG00001001090	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000002554	ENSCGRG00000001873	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000012984	ENSMAUG00000013145	Mesocricetus_auratus
ENSNGAP00000000052	ENSNGAG00000000047	Nannospalax_galili
ENSJJAP00000010586	ENSJJAG00000014147	Jaculus_jaculus
ENSCLAP00000023789	ENSCLAG00000016329	Chinchilla_lanigera
ENSODEP00000021167	ENSODEG00000015595	Octodon_degus
ENSHGLP00000014306	ENSHGLG00000010232	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100021698	ENSHGLG00100015966	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000019274	ENSFDAG00000009255	Fukomys_damarensis
ENSCPOP00000004256	ENSCPOG00000004724	Cavia_porcellus
ENSCAPP00000016389	ENSCAPG00000016291	Cavia_aperea
ENSSTOP00000007974	ENSSTOG00000008900	Ictidomys_tridecemlineatus
ENSMMMP00000007566	ENSMMMG00000006798	Marmota_marmota_marmota
ENSSDAP00000010778	ENSSDAG00000009737	Spermophilus_dauricus
ENSUPAP00010010745	ENSUPAG00010008697	Urocitellus_parryii
ENSPVAP00000014890	ENSPVAG00000015784	Pteropus_vampyrus
ENSMLUP00000016003	ENSMLUG00000017548	Myotis_lucifugus
ENSCHIP00000005559	ENSCHIG00000009623	Capra_hircus
ENSOARP00000003603	ENSOARG00000003377	Ovis_aries
ENSBIXP00000002764	ENSBIXG00000009217	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005032032	ENSBIXG00005012481	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000023992	ENSBTAG00000018022	Bos_taurus
ENSBMUP00000020724	ENSBMUG00000015605	Bos_mutus
ENSBBBP00000013743	ENSBBBG00000005714	Bison_bison_bison
ENSTTRP00000000124	ENSTTRG00000000132	Tursiops_truncatus
ENSSSCP00000013875	ENSSSCG00000013048	Sus_scrofa_strain_reference
ENSECAP00000035612	ENSECAG00000035821	Equus_caballus
ENSEASP00005029520	ENSEASG00005020056	Equus_asinus_asinus
ENSUAMP00000019311	ENSUAMG00000015259	Ursus_americanus
ENSUMAP00000000279	ENSUMAG00000000388	Ursus_maritimus
ENSAMEP00000019159	ENSAMEG00000018132	Ailuropoda_melanoleuca
ENSCAFP00020017488	ENSCAFG00020013994	Canis_lupus_dingo
ENSCAFP00000022185	ENSCAFG00000015053	Canis_lupus_familiaris
ENSVVUP00000041912	ENSVVUG00000029796	Vulpes_vulpes
ENSNVIP00000026501	ENSNVIG00000020503	Neovison_vison
ENSMPUP00000013239	ENSMPUG00000013338	Mustela_putorius_furo
ENSPPRP00000019409	ENSPPRG00000010767	Panthera_pardus
ENSPTIP00000004927	ENSPTIG00000007294	Panthera_tigris_altaica
ENSFCAP00000013588	ENSFCAG00000014649	Felis_catus
ENSLAFP00000027248	ENSLAFG00000030919	Loxodonta_africana
ENSPCAP00000014856	ENSPCAG00000015909	Procavia_capensis
ENSETEP00000002206	ENSETEG00000002702	Echinops_telfairi
ENSDNOP00000022557	ENSDNOG00000048767	Dasypus_novemcinctus
ENSOANP00000022108	ENSOANG00000014022	Ornithorhynchus_anatinus
