ENSCPUP00000020568	ENSCPUG00000014085	Calidris_pugnax
ENSCPBP00000020795	ENSCPBG00000014933	Chrysemys_picta_bellii
ENSPSIP00000010941	ENSPSIG00000009885	Pelodiscus_sinensis
ENSPVIP00000033103	ENSPVIG00000024233	Pogona_vitticeps
ENSACAP00000006292	ENSACAG00000006432	Anolis_carolinensis
ENSNSUP00000003334	ENSNSUG00000002707	Notechis_scutatus
ENSSMRP00000020196	ENSSMRG00000015724	Salvator_merianae
ENSSPUP00000015124	ENSSPUG00000011678	Sphenodon_punctatus
ENSSARP00000001039	ENSSARG00000001142	Sorex_araneus
ENSEEUP00000013510	ENSEEUG00000014816	Erinaceus_europaeus
ENSPVAP00000009847	ENSPVAG00000010449	Pteropus_vampyrus
ENSMLUP00000005678	ENSMLUG00000006215	Myotis_lucifugus
ENSOARP00000020275	ENSOARG00000018875	Ovis_aries
ENSCHIP00000022530	ENSCHIG00000020461	Capra_hircus
ENSBIXP00005023396	ENSBIXG00005026151	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000014579	ENSBMUG00000011075	Bos_mutus
ENSBTAP00000068388	ENSBTAG00000024379	Bos_taurus
ENSBBBP00000019362	ENSBBBG00000002450	Bison_bison_bison
ENSTTRP00000010852	ENSTTRG00000011453	Tursiops_truncatus
ENSVPAP00000008289	ENSVPAG00000008911	Vicugna_pacos
ENSSSCP00000056723	ENSSSCG00000036452	Sus_scrofa_strain_reference
ENSUAMP00000015434	ENSUAMG00000012359	Ursus_americanus
ENSUMAP00000018892	ENSUMAG00000013863	Ursus_maritimus
ENSAMEP00000013570	ENSAMEG00000012890	Ailuropoda_melanoleuca
ENSNVIP00000029108	ENSNVIG00000022439	Neovison_vison
ENSMPUP00000018161	ENSMPUG00000018275	Mustela_putorius_furo
ENSCAFP00020028973	ENSCAFG00020022660	Canis_lupus_dingo
ENSCAFP00000006354	ENSCAFG00000004274	Canis_lupus_familiaris
ENSVVUP00000026056	ENSVVUG00000019131	Vulpes_vulpes
ENSPTIP00000014738	ENSPTIG00000014070	Panthera_tigris_altaica
ENSPPRP00000005639	ENSPPRG00000001335	Panthera_pardus
ENSFCAP00000040768	ENSFCAG00000009938	Felis_catus
ENSEASP00005025203	ENSEASG00005017160	Equus_asinus_asinus
ENSECAP00000008193	ENSECAG00000010291	Equus_caballus
ENSCGRP00001017280	ENSCGRG00001017366	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000008816	ENSCGRG00000006434	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015012110	ENSCGRG00015009308	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000004002	ENSMAUG00000004793	Mesocricetus_auratus
ENSPEMP00000021959	ENSPEMG00000019459	Peromyscus_maniculatus_bairdii
ENSMOCP00000017848	ENSMOCG00000016309	Microtus_ochrogaster
MGP_SPRETEiJ_P0069422	MGP_SPRETEiJ_G0027983	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000021314	ENSMSIG00000018105	Mus_spicilegus
ENSMUSP00000038569	ENSMUSG00000039883	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0066808	MGP_CAROLIEiJ_G0026988	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0048250	MGP_PahariEiJ_G0021759	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000017103	ENSRNOG00000012817	Rattus_norvegicus
ENSMUGP00000007566	ENSMUGG00000006905	Meriones_unguiculatus
ENSNGAP00000003836	ENSNGAG00000004675	Nannospalax_galili
ENSCCNP00000015710	ENSCCNG00000016105	Castor_canadensis
ENSJJAP00000011880	ENSJJAG00000015076	Jaculus_jaculus
ENSCPOP00000001250	ENSCPOG00000001382	Cavia_porcellus
ENSCAPP00000008897	ENSCAPG00000010494	Cavia_aperea
ENSODEP00000013580	ENSODEG00000010033	Octodon_degus
ENSCLAP00000014106	ENSCLAG00000009736	Chinchilla_lanigera
ENSHGLP00100015955	ENSHGLG00100011775	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000010970	ENSHGLG00000007872	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000001323	ENSFDAG00000011324	Fukomys_damarensis
ENSDORP00000026114	ENSDORG00000029679	Dipodomys_ordii
ENSUPAP00010004328	ENSUPAG00010003536	Urocitellus_parryii
ENSSTOP00000013002	ENSSTOG00000014510	Ictidomys_tridecemlineatus
ENSSDAP00000011122	ENSSDAG00000010057	Spermophilus_dauricus
ENSMMMP00000019551	ENSMMMG00000017274	Marmota_marmota_marmota
ENSOCUP00000031764	ENSOCUG00000011161	Oryctolagus_cuniculus
ENSPPAP00000012100	ENSPPAG00000029239	Pan_paniscus
ENSPTRP00000033466	ENSPTRG00000019545	Pan_troglodytes
ENSP00000344242	ENSG00000128606	Homo_sapiens
ENSGGOP00000001696	ENSGGOG00000001725	Gorilla_gorilla
ENSPPYP00000020038	ENSPPYG00000017877	Pongo_abelii
ENSNLEP00000011500	ENSNLEG00000009451	Nomascus_leucogenys
ENSCATP00000023638	ENSCATG00000035373	Cercocebus_atys
ENSMLEP00000021482	ENSMLEG00000034949	Mandrillus_leucophaeus
ENSMNEP00000018192	ENSMNEG00000033049	Macaca_nemestrina
ENSMMUP00000016320	ENSMMUG00000012432	Macaca_mulatta
ENSMFAP00000010195	ENSMFAG00000006231	Macaca_fascicularis
ENSPANP00000005418	ENSPANG00000005425	Papio_anubis
ENSTGEP00000011626	ENSTGEG00000009469	Theropithecus_gelada
ENSCSAP00000007958	ENSCSAG00000011758	Chlorocebus_sabaeus
ENSCANP00000006954	ENSCANG00000023129	Colobus_angolensis_palliatus
ENSPTEP00000005113	ENSPTEG00000005951	Piliocolobus_tephrosceles
ENSRROP00000005647	ENSRROG00000023172	Rhinopithecus_roxellana
ENSRBIP00000039091	ENSRBIG00000043013	Rhinopithecus_bieti
ENSSBOP00000032938	ENSSBOG00000032650	Saimiri_boliviensis_boliviensis
ENSCCAP00000040604	ENSCCAG00000038096	Cebus_capucinus_imitator
ENSCJAP00000039528	ENSCJAG00000021225	Callithrix_jacchus
ENSANAP00000036799	ENSANAG00000035904	Aotus_nancymaae
ENSTSYP00000005266	ENSTSYG00000005748	Carlito_syrichta
ENSPSMP00000024134	ENSPSMG00000017023	Prolemur_simus
ENSMICP00000010684	ENSMICG00000011744	Microcebus_murinus
ENSPCOP00000023670	ENSPCOG00000023978	Propithecus_coquereli
ENSOGAP00000018747	ENSOGAG00000029243	Otolemur_garnettii
ENSTBEP00000011588	ENSTBEG00000013389	Tupaia_belangeri
ENSDNOP00000027126	ENSDNOG00000048906	Dasypus_novemcinctus
ENSCHOP00000012327	ENSCHOG00000013916	Choloepus_hoffmanni
ENSPCAP00000012035	ENSPCAG00000012925	Procavia_capensis
ENSETEP00000004244	ENSETEG00000005218	Echinops_telfairi
ENSLAFP00000018874	ENSLAFG00000032284	Loxodonta_africana
ENSVURP00010016107	ENSVURG00010012341	Vombatus_ursinus
ENSPCIP00000021772	ENSPCIG00000016498	Phascolarctos_cinereus
ENSSHAP00000020674	ENSSHAG00000017534	Sarcophilus_harrisii
ENSMODP00000021468	ENSMODG00000017211	Monodelphis_domestica
ENSOANP00000023706	ENSOANG00000015058	Ornithorhynchus_anatinus
ENSXETP00000051424	ENSXETG00000018501	Xenopus_tropicalis
ENSLACP00000010254	ENSLACG00000009034	Latimeria_chalumnae
ENSSFOP00015004917	ENSSFOG00015003234	Scleropages_formosus
ENSPKIP00000026054	ENSPKIG00000008689	Paramormyrops_kingsleyae
ENSSFOP00015037253	ENSSFOG00015023705	Scleropages_formosus
ENSPKIP00000002816	ENSPKIG00000020568	Paramormyrops_kingsleyae
ENSHCOP00000009109	ENSHCOG00000011476	Hippocampus_comes
ENSCSEP00000009549	ENSCSEG00000006129	Cynoglossus_semilaevis
ENSTRUP00000029874	ENSTRUG00000011826	Takifugu_rubripes
ENSTNIP00000015085	ENSTNIG00000012122	Tetraodon_nigroviridis
ENSSDUP00000022107	ENSSDUG00000016086	Seriola_dumerili
ENSSLDP00000031866	ENSSLDG00000024475	Seriola_lalandi_dorsalis
ENSLCAP00010030890	ENSLCAG00010014511	Lates_calcarifer
ENSSMAP00000009630	ENSSMAG00000005921	Scophthalmus_maximus
ENSMAMP00000010657	ENSMAMG00000007204	Mastacembelus_armatus
ENSMALP00000006880	ENSMALG00000004883	Monopterus_albus
ENSATEP00000032170	ENSATEG00000022152	Anabas_testudineus
ENSBSLP00000042430	ENSBSLG00000020391	Betta_splendens
ENSAOCP00000008254	ENSAOCG00000012218	Amphiprion_ocellaris
ENSAPEP00000007496	ENSAPEG00000005417	Amphiprion_percula
ENSAPOP00000034886	ENSAPOG00000024472	Acanthochromis_polyacanthus
ENSSPAP00000030290	ENSSPAG00000022748	Stegastes_partitus
ENSPRNP00000011721	ENSPRNG00000006607	Parambassis_ranga
ENSMZEP00005025763	ENSMZEG00005019223	Maylandia_zebra
ENSACLP00000039774	ENSACLG00000026820	Astatotilapia_calliptera
ENSPNYP00000003375	ENSPNYG00000002653	Pundamilia_nyererei
ENSHBUP00000008145	ENSHBUG00000009633	Haplochromis_burtoni
ENSNBRP00000003084	ENSNBRG00000002425	Neolamprologus_brichardi
ENSONIP00000018642	ENSONIG00000014807	Oreochromis_niloticus
ENSACIP00000006152	ENSACIG00000004811	Amphilophus_citrinellus
ENSFHEP00000033539	ENSFHEG00000020729	Fundulus_heteroclitus
ENSCVAP00000023611	ENSCVAG00000007098	Cyprinodon_variegatus
ENSXMAP00000009123	ENSXMAG00000009104	Xiphophorus_maculatus
ENSXCOP00000027373	ENSXCOG00000020441	Xiphophorus_couchianus
ENSGAFP00000009502	ENSGAFG00000006473	Gambusia_affinis
ENSPFOP00000015780	ENSPFOG00000015713	Poecilia_formosa
ENSPMEP00000006808	ENSPMEG00000008348	Poecilia_mexicana
ENSPLAP00000011821	ENSPLAG00000015096	Poecilia_latipinna
ENSPREP00000024173	ENSPREG00000016311	Poecilia_reticulata
ENSKMAP00000008126	ENSKMAG00000006105	Kryptolebias_marmoratus
ENSORLP00015012145	ENSORLG00015012977	Oryzias_latipes_ASM223469v1
ENSORLP00020035217	ENSORLG00020022055	Oryzias_latipes_ASM223471v1
ENSORLP00000013257	ENSORLG00000010575	Oryzias_latipes_ASM223467v1
ENSOMEP00000008593	ENSOMEG00000009777	Oryzias_melastigma
ENSGWIP00000007301	ENSGWIG00000004261	Gouania_willdenowi
ENSLCRP00005040205	ENSLCRG00005015521	Larimichthys_crocea
ENSMMOP00000017131	ENSMMOG00000013051	Mola_mola
ENSCGOP00000025612	ENSCGOG00000012099	Cottoperca_gobio
ENSGACP00000015928	ENSGACG00000012034	Gasterosteus_aculeatus
ENSLBEP00000012089	ENSLBEG00000009264	Labrus_bergylta
ENSPMGP00000027610	ENSPMGG00000022278	Periophthalmus_magnuspinnatus
ENSGMOP00000019860	ENSGMOG00000018461	Gadus_morhua
ENSHHUP00000032725	ENSHHUG00000020720	Hucho_hucho
ENSELUP00000042320	ENSELUG00000023487	Esox_lucius
ENSDCDP00000059528	ENSDCDG00000034361	Denticeps_clupeoides
ENSCHAP00000058389	ENSCHAG00000026298	Clupea_harengus
ENSAMXP00005025877	ENSAMXG00005013093	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000030471	ENSAMXG00000016099	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000024593	ENSPNAG00000009167	Pygocentrus_nattereri
ENSIPUP00000026553	ENSIPUG00000017992	Ictalurus_punctatus
ENSEEEP00000019981	ENSEEEG00000009769	Electrophorus_electricus
ENSDARP00000055316	ENSDARG00000037960	Danio_rerio
ENSCGOP00000013959	ENSCGOG00000006834	Cottoperca_gobio
ENSLBEP00000001102	ENSLBEG00000000886	Labrus_bergylta
ENSSDUP00000009356	ENSSDUG00000006874	Seriola_dumerili
ENSSLDP00000015097	ENSSLDG00000012031	Seriola_lalandi_dorsalis
ENSLCAP00010020375	ENSLCAG00010009628	Lates_calcarifer
ENSMAMP00000013419	ENSMAMG00000009099	Mastacembelus_armatus
ENSMALP00000023977	ENSMALG00000016728	Monopterus_albus
ENSATEP00000018370	ENSATEG00000012789	Anabas_testudineus
ENSACLP00000001179	ENSACLG00000000857	Astatotilapia_calliptera
ENSMZEP00005014345	ENSMZEG00005010807	Maylandia_zebra
ENSPNYP00000011211	ENSPNYG00000008518	Pundamilia_nyererei
ENSHBUP00000019082	ENSHBUG00000021217	Haplochromis_burtoni
ENSONIP00000021239	ENSONIG00000016855	Oreochromis_niloticus
ENSNBRP00000001988	ENSNBRG00000001601	Neolamprologus_brichardi
ENSACIP00000021248	ENSACIG00000016501	Amphilophus_citrinellus
ENSKMAP00000016970	ENSKMAG00000012671	Kryptolebias_marmoratus
ENSAPEP00000025548	ENSAPEG00000018188	Amphiprion_percula
ENSAOCP00000011636	ENSAOCG00000015969	Amphiprion_ocellaris
ENSAPOP00000034595	ENSAPOG00000023959	Acanthochromis_polyacanthus
ENSSPAP00000017580	ENSSPAG00000013282	Stegastes_partitus
ENSLCRP00005033366	ENSLCRG00005013121	Larimichthys_crocea
ENSMMOP00000002956	ENSMMOG00000002379	Mola_mola
ENSXMAP00000009403	ENSXMAG00000009384	Xiphophorus_maculatus
ENSXCOP00000019855	ENSXCOG00000014906	Xiphophorus_couchianus
ENSPMEP00000023648	ENSPMEG00000005384	Poecilia_mexicana
ENSPFOP00000015744	ENSPFOG00000015687	Poecilia_formosa
ENSPLAP00000018446	ENSPLAG00000023075	Poecilia_latipinna
ENSGAFP00000025758	ENSGAFG00000017386	Gambusia_affinis
ENSPREP00000017053	ENSPREG00000011541	Poecilia_reticulata
ENSFHEP00000025390	ENSFHEG00000007584	Fundulus_heteroclitus
ENSCVAP00000020014	ENSCVAG00000001063	Cyprinodon_variegatus
ENSORLP00000016479	ENSORLG00000013146	Oryzias_latipes_ASM223467v1
ENSORLP00020018467	ENSORLG00020019422	Oryzias_latipes_ASM223471v1
ENSORLP00015016830	ENSORLG00015017800	Oryzias_latipes_ASM223469v1
ENSOMEP00000010460	ENSOMEG00000011734	Oryzias_melastigma
ENSGWIP00000004995	ENSGWIG00000002645	Gouania_willdenowi
ENSGACP00000024918	ENSGACG00000018846	Gasterosteus_aculeatus
ENSPRNP00000014805	ENSPRNG00000008005	Parambassis_ranga
ENSBSLP00000015859	ENSBSLG00000008365	Betta_splendens
ENSSMAP00000033557	ENSSMAG00000020530	Scophthalmus_maximus
ENSCSEP00000016153	ENSCSEG00000010394	Cynoglossus_semilaevis
ENSHCOP00000021694	ENSHCOG00000008723	Hippocampus_comes
ENSTRUP00000042817	ENSTRUG00000016725	Takifugu_rubripes
ENSTNIP00000021671	ENSTNIG00000018497	Tetraodon_nigroviridis
ENSPMGP00000008920	ENSPMGG00000007379	Periophthalmus_magnuspinnatus
ENSGMOP00000012948	ENSGMOG00000012096	Gadus_morhua
ENSHHUP00000001048	ENSHHUG00000000729	Hucho_hucho
ENSHHUP00000043958	ENSHHUG00000026959	Hucho_hucho
ENSELUP00000009709	ENSELUG00000010262	Esox_lucius
ENSLOCP00000019687	ENSLOCG00000015990	Lepisosteus_oculatus
ENSECRP00000005791	ENSECRG00000003874	Erpetoichthys_calabaricus
ENSCMIP00000034595	ENSCMIG00000014659	Callorhinchus_milii
