ENSP00000296871	ENSG00000164400	Homo_sapiens
MGP_CAROLIEiJ_P0026693	MGP_CAROLIEiJ_G0016354	Mus_caroli_strain_CAROLI_EIJ	MGP_CAROLIEiJ_T0026693
ENSMUSP00000019060	ENSMUSG00000018916	Mus_musculus_strain_reference_(CL57BL6)	ENSMUST00000019060
ENSMSIP00000005675	ENSMSIG00000005105	Mus_spicilegus	ENSMSIT00000007173
MGP_PahariEiJ_P0033464	MGP_PahariEiJ_G0017489	Mus_pahari_strain_PAHARI_EIJ	MGP_PahariEiJ_T0033464
ENSRNOP00000034235	ENSRNOG00000026805	Rattus_norvegicus	ENSRNOT00000032333
ENSMUGP00000030163	ENSMUGG00000025045	Meriones_unguiculatus	ENSMUGT00000034538
ENSMOCP00000021665	ENSMOCG00000018945	Microtus_ochrogaster	ENSMOCT00000025503
ENSPEMP00000023511	ENSPEMG00000020530	Peromyscus_maniculatus_bairdii
ENSCGRP00015031316	ENSCGRG00015023620	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000013903	ENSCGRG00000010073	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001026563	ENSCGRG00001023837	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000007623	ENSMAUG00000009251	Mesocricetus_auratus
ENSNGAP00000016598	ENSNGAG00000017289	Nannospalax_galili
ENSJJAP00000018032	ENSJJAG00000019419	Jaculus_jaculus
ENSUPAP00010020496	ENSUPAG00010016220	Urocitellus_parryii
ENSSTOP00000012532	ENSSTOG00000013989	Ictidomys_tridecemlineatus
ENSSDAP00000022787	ENSSDAG00000020714	Spermophilus_dauricus
ENSSDAP00000022800	ENSSDAG00000020723	Spermophilus_dauricus
ENSMMMP00000017669	ENSMMMG00000015682	Marmota_marmota_marmota
ENSPSMP00000033067	ENSPSMG00000022830	Prolemur_simus
ENSPCOP00000010237	ENSPCOG00000016576	Propithecus_coquereli
ENSMICP00000029627	ENSMICG00000031976	Microcebus_murinus
ENSOCUP00000002976	ENSOCUG00000003433	Oryctolagus_cuniculus
ENSTBEP00000001495	ENSTBEG00000001737	Tupaia_belangeri
ENSOARP00000016551	ENSOARG00000015430	Ovis_aries
ENSCHIP00000033907	ENSCHIG00000027268	Capra_hircus
ENSBTAP00000002054	ENSBTAG00000001570	Bos_taurus
ENSBIXP00000039657	ENSBIXG00000023583	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005014463	ENSBIXG00005018445	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000019602	ENSBMUG00000014799	Bos_mutus
ENSBBBP00000019376	ENSBBBG00000012729	Bison_bison_bison
ENSTTRP00000006597	ENSTTRG00000006979	Tursiops_truncatus
ENSSSCP00000020413	ENSSSCG00000023737	Sus_scrofa_strain_reference
ENSEASP00005023996	ENSEASG00005016288	Equus_asinus_asinus
ENSECAP00000007561	ENSECAG00000009678	Equus_caballus
ENSPVAP00000008600	ENSPVAG00000009118	Pteropus_vampyrus
ENSMLUP00000013708	ENSMLUG00000015052	Myotis_lucifugus
ENSAMEP00000018652	ENSAMEG00000017659	Ailuropoda_melanoleuca
ENSUAMP00000008358	ENSUAMG00000007064	Ursus_americanus
ENSNVIP00000023407	ENSNVIG00000018231	Neovison_vison
ENSUMAP00000009073	ENSUMAG00000006873	Ursus_maritimus
ENSMPUP00000011443	ENSMPUG00000011534	Mustela_putorius_furo
ENSCAFP00000032076	ENSCAFG00000000820	Canis_lupus_familiaris
ENSCAFP00020017804	ENSCAFG00020014258	Canis_lupus_dingo
ENSVVUP00000034098	ENSVVUG00000024639	Vulpes_vulpes
ENSPTIP00000007536	ENSPTIG00000009157	Panthera_tigris_altaica
ENSPPRP00000010003	ENSPPRG00000004277	Panthera_pardus
ENSFCAP00000003553	ENSFCAG00000003852	Felis_catus
ENSSARP00000007277	ENSSARG00000008054	Sorex_araneus
ENSEEUP00000011837	ENSEEUG00000013010	Erinaceus_europaeus
ENSLAFP00000014489	ENSLAFG00000017283	Loxodonta_africana
ENSPCAP00000010908	ENSPCAG00000011735	Procavia_capensis
ENSDNOP00000000591	ENSDNOG00000000780	Dasypus_novemcinctus
