ENSEASP00005000820	ENSEASG00005000725	Equus_asinus_asinus
ENSCPGP00000006350	ENSCPGG00000004561	Calidris_pygmaea
ENSLBEP00000011417	ENSLBEG00000008776	Labrus_bergylta
ENSPVIP00000031933	ENSPVIG00000023451	Pogona_vitticeps
ENSCJAP00000018379	ENSCJAG00000009978	Callithrix_jacchus
ENSGAFP00000015379	ENSGAFG00000010387	Gambusia_affinis
ENSXETP00000021974	ENSXETG00000006132	Xenopus_tropicalis
ENSMUGP00000007568	ENSMUGG00000006904	Meriones_unguiculatus
ENSPCIP00000040099	ENSPCIG00000029352	Phascolarctos_cinereus
ENSSMAP00000029690	ENSSMAG00000018202	Scophthalmus_maximus
ENSGWIP00000003192	ENSGWIG00000001767	Gouania_willdenowi
ENSPKIP00000032031	ENSPKIG00000012269	Paramormyrops_kingsleyae
ENSEEUP00000001617	ENSEEUG00000001777	Erinaceus_europaeus
ENSDNOP00000024770	ENSDNOG00000042769	Dasypus_novemcinctus
ENSBIXP00005028937	ENSBIXG00005008772	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSHHUP00000043503	ENSHHUG00000026698	Hucho_hucho
ENSRNOP00000033353	ENSRNOG00000023493	Rattus_norvegicus
ENSCAPP00000004909	ENSCAPG00000007342	Cavia_aperea
ENSVURP00010029204	ENSVURG00010022352	Vombatus_ursinus
ENSPLAP00000004341	ENSPLAG00000006010	Poecilia_latipinna
ENSPCOP00000015909	ENSPCOG00000019702	Propithecus_coquereli
ENSLCRP00005009119	ENSLCRG00005004298	Larimichthys_crocea
ENSBTAP00000019554	ENSBTAG00000014692	Bos_taurus
ENSCSAP00000016134	ENSCSAG00000001896	Chlorocebus_sabaeus
ENSECRP00000005084	ENSECRG00000003438	Erpetoichthys_calabaricus
ENSCAFP00020011507	ENSCAFG00020009278	Canis_lupus_dingo
ENSSPAP00000012704	ENSSPAG00000009636	Stegastes_partitus
ENSAHAP00000015236	ENSAHAG00000010937	Apteryx_haastii	ENSAHAT00000016885
ENSLBEP00000032666	ENSLBEG00000024601	Labrus_bergylta
ENSMALP00000007308	ENSMALG00000005197	Monopterus_albus
ENSSLDP00000016024	ENSSLDG00000012718	Seriola_lalandi_dorsalis
ENSMZEP00005022622	ENSMZEG00005016932	Maylandia_zebra
ENSMOCP00000018086	ENSMOCG00000016484	Microtus_ochrogaster
ENSGGOP00000005486	ENSGGOG00000005601	Gorilla_gorilla
ENSFHEP00000028622	ENSFHEG00000012872	Fundulus_heteroclitus
ENSDORP00000011064	ENSDORG00000011769	Dipodomys_ordii
ENSAMXP00000054215	ENSAMXG00000038728	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCPBP00000035419	ENSCPBG00000024679	Chrysemys_picta_bellii
ENSMSIP00000033240	ENSMSIG00000027822	Mus_spicilegus
ENSACLP00000022473	ENSACLG00000015262	Astatotilapia_calliptera
ENSMUSP00000029547	ENSMUSG00000027938	Mus_musculus_strain_reference_(CL57BL6)
ENSCSEP00000022563	ENSCSEG00000014379	Cynoglossus_semilaevis
ENSMLEP00000013786	ENSMLEG00000031038	Mandrillus_leucophaeus
ENSPSMP00000030656	ENSPSMG00000021280	Prolemur_simus
ENSHBUP00000026337	ENSHBUG00000008938	Haplochromis_burtoni
ENSMICP00000019304	ENSMICG00000010316	Microcebus_murinus
ENSAPEP00000029372	ENSAPEG00000020887	Amphiprion_percula
ENSCGRP00015007926	ENSCGRG00015006183	Cricetulus_griseus_CriGri-PICR
ENSSBOP00000038887	ENSSBOG00000035500	Saimiri_boliviensis_boliviensis
ENSSFOP00015017519	ENSSFOG00015011269	Scleropages_formosus
ENSCGRP00000024455	ENSCGRG00000017727	Cricetulus_griseus_CriGri_1.0
ENSCHAP00000031770	ENSCHAG00000015120	Clupea_harengus
ENSAOCP00000025704	ENSAOCG00000013454	Amphiprion_ocellaris
ENSORLP00020008074	ENSORLG00020008970	Oryzias_latipes_ASM223471v1
ENSHCOP00000022738	ENSHCOG00000010700	Hippocampus_comes
ENSHGLP00100016074	ENSHGLG00100011859	Heterocephalus_glaber_HetGla_1.0
ENSPNYP00000019693	ENSPNYG00000014895	Pundamilia_nyererei
ENSAMEP00000012578	ENSAMEG00000011947	Ailuropoda_melanoleuca
ENSCVAP00000010144	ENSCVAG00000012215	Cyprinodon_variegatus
ENSPNAP00000015545	ENSPNAG00000021582	Pygocentrus_nattereri
ENSPMGP00000017828	ENSPMGG00000014595	Periophthalmus_magnuspinnatus
MGP_PahariEiJ_P0069763	MGP_PahariEiJ_G0026673	Mus_pahari_strain_PAHARI_EIJ
ENSMODP00000021586	ENSMODG00000017299	Monodelphis_domestica
ENSUAMP00000031854	ENSUAMG00000024381	Ursus_americanus
ENSCLAP00000012394	ENSCLAG00000008566	Chinchilla_lanigera
ENSRROP00000003534	ENSRROG00000013856	Rhinopithecus_roxellana
ENSPPRP00000017730	ENSPPRG00000009607	Panthera_pardus
ENSORLP00000025795	ENSORLG00000020829	Oryzias_latipes_ASM223467v1
ENSPFOP00000002137	ENSPFOG00000002309	Poecilia_formosa
ENSSDAP00000001670	ENSSDAG00000001644	Spermophilus_dauricus
ENSPTIP00000026680	ENSPTIG00000022008	Panthera_tigris_altaica
ENSCHOP00000002235	ENSCHOG00000002522	Choloepus_hoffmanni
ENSPTRP00000002301	ENSPTRG00000001368	Pan_troglodytes
ENSMFAP00000015355	ENSMFAG00000030893	Macaca_fascicularis
ENSBSLP00000015654	ENSBSLG00000008223	Betta_splendens
ENSP00000271889	ENSG00000143578	Homo_sapiens
ENSTSYP00000003830	ENSTSYG00000004188	Carlito_syrichta
ENSARWP00000011285	ENSARWG00000007840	Apteryx_rowi	ENSARWT00000012856
ENSXMAP00000034398	ENSXMAG00000001292	Xiphophorus_maculatus
ENSTBEP00000010816	ENSTBEG00000012480	Tupaia_belangeri
ENSPMJP00000003501	ENSPMJG00000003052	Parus_major	ENSPMJT00000004979
ENSMMMP00000020007	ENSMMMG00000017690	Marmota_marmota_marmota
ENSTGEP00000024272	ENSTGEG00000019634	Theropithecus_gelada
ENSMMMP00000020004	ENSMMMG00000017685	Marmota_marmota_marmota
ENSOARP00000001828	ENSOARG00000001743	Ovis_aries
ENSMMUP00000038952	ENSMMUG00000005008	Macaca_mulatta
ENSHHUP00000036345	ENSHHUG00000022825	Hucho_hucho
ENSGACP00000003839	ENSGACG00000002937	Gasterosteus_aculeatus
ENSCAFP00000043078	ENSCAFG00000017395	Canis_lupus_familiaris
ENSMPUP00000007917	ENSMPUG00000007975	Mustela_putorius_furo
ENSTRUP00000028006	ENSTRUG00000011094	Takifugu_rubripes
ENSRBIP00000039911	ENSRBIG00000043399	Rhinopithecus_bieti
ENSBBBP00000004290	ENSBBBG00000013242	Bison_bison_bison
MGP_SPRETEiJ_P0061158	MGP_SPRETEiJ_G0026172	Mus_spretus_strain_SPRET/EiJ
ENSETEP00000006705	ENSETEG00000008252	Echinops_telfairi
ENSATEP00000028540	ENSATEG00000019710	Anabas_testudineus
ENSMEUP00000008787	ENSMEUG00000009643	Notamacropus_eugenii
ENSCHIP00000030906	ENSCHIG00000025478	Capra_hircus
ENSNLEP00000013118	ENSNLEG00000010798	Nomascus_leucogenys
ENSMLUP00000012096	ENSMLUG00000013291	Myotis_lucifugus
ENSPVAP00000010456	ENSPVAG00000011092	Pteropus_vampyrus
ENSMMOP00000024076	ENSMMOG00000018326	Mola_mola
ENSPEMP00000017922	ENSPEMG00000016681	Peromyscus_maniculatus_bairdii
ENSOCUP00000010128	ENSOCUG00000011784	Oryctolagus_cuniculus
ENSCGRP00001006452	ENSCGRG00001008711	Cricetulus_griseus_CHOK1GS_HDv1
ENSCANP00000026737	ENSCANG00000036781	Colobus_angolensis_palliatus
MGP_CAROLIEiJ_P0058804	MGP_CAROLIEiJ_G0025229	Mus_caroli_strain_CAROLI_EIJ
ENSOGAP00000015186	ENSOGAG00000016958	Otolemur_garnettii
ENSPANP00000041363	ENSPANG00000006363	Papio_anubis
ENSMAMP00000027410	ENSMAMG00000018438	Mastacembelus_armatus
ENSEBUP00000021094	ENSEBUG00000013040	Eptatretus_burgeri
ENSVURP00010021998	ENSVURG00010016851	Vombatus_ursinus
ENSBIXP00000023694	ENSBIXG00000026101	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPMEP00000004851	ENSPMEG00000006146	Poecilia_mexicana
