ENSSARP00000006568	ENSSARG00000007259	Sorex_araneus
ENSSDAP00000008384	ENSSDAG00000007652	Spermophilus_dauricus
ENSOCUP00000005493	ENSOCUG00000006353	Oryctolagus_cuniculus
ENSPTRP00000040152	ENSPTRG00000003570	Pan_troglodytes
ENSPPAP00000017547	ENSPPAG00000031866	Pan_paniscus
ENSP00000436713	ENSG00000123444	Homo_sapiens
ENSGGOP00000051339	ENSGGOG00000013959	Gorilla_gorilla
ENSPPYP00000003784	ENSPPYG00000003300	Pongo_abelii
ENSNLEP00000017852	ENSNLEG00000014672	Nomascus_leucogenys
ENSCANP00000013473	ENSCANG00000030152	Colobus_angolensis_palliatus
ENSPTEP00000037954	ENSPTEG00000035396	Piliocolobus_tephrosceles
ENSRBIP00000008188	ENSRBIG00000027987	Rhinopithecus_bieti
ENSRROP00000041228	ENSRROG00000043819	Rhinopithecus_roxellana
ENSMFAP00000019903	ENSMFAG00000032928	Macaca_fascicularis
ENSMNEP00000025853	ENSMNEG00000036394	Macaca_nemestrina
ENSMMUP00000053777	ENSMMUG00000004289	Macaca_mulatta
ENSPANP00000001437	ENSPANG00000017205	Papio_anubis
ENSMLEP00000009371	ENSMLEG00000028879	Mandrillus_leucophaeus
ENSCATP00000018005	ENSCATG00000032867	Cercocebus_atys
ENSTGEP00000030565	ENSTGEG00000024519	Theropithecus_gelada
ENSCSAP00000002101	ENSCSAG00000005797	Chlorocebus_sabaeus
ENSCJAP00000059530	ENSCJAG00000020173	Callithrix_jacchus
ENSSBOP00000028682	ENSSBOG00000030700	Saimiri_boliviensis_boliviensis
ENSCCAP00000004836	ENSCCAG00000020004	Cebus_capucinus_imitator
ENSANAP00000023533	ENSANAG00000029505	Aotus_nancymaae
ENSTSYP00000018448	ENSTSYG00000002344	Carlito_syrichta
ENSPCOP00000011454	ENSPCOG00000017241	Propithecus_coquereli
ENSPSMP00000028764	ENSPSMG00000019995	Prolemur_simus
ENSMICP00000047032	ENSMICG00000001087	Microcebus_murinus
ENSOGAP00000020685	ENSOGAG00000028799	Otolemur_garnettii
ENSDNOP00000016612	ENSDNOG00000009543	Dasypus_novemcinctus
ENSCHOP00000001459	ENSCHOG00000001651	Choloepus_hoffmanni
ENSLAFP00000015036	ENSLAFG00000017937	Loxodonta_africana
ENSPCAP00000008753	ENSPCAG00000009409	Procavia_capensis
ENSBIXP00000013783	ENSBIXG00000018654	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005016817	ENSBIXG00005020354	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000024595	ENSBTAG00000018482	Bos_taurus
ENSBMUP00000033004	ENSBMUG00000024643	Bos_mutus
ENSBBBP00000019089	ENSBBBG00000012295	Bison_bison_bison
ENSOARP00000007625	ENSOARG00000007111	Ovis_aries
ENSOARP00000004695	ENSOARG00000004387	Ovis_aries
ENSCHIP00000015806	ENSCHIG00000016297	Capra_hircus
ENSETEP00000007066	ENSETEG00000008697	Echinops_telfairi
ENSCLAP00000023692	ENSCLAG00000016255	Chinchilla_lanigera
ENSODEP00000021506	ENSODEG00000015830	Octodon_degus
ENSCPOP00000015181	ENSCPOG00000019448	Cavia_porcellus
ENSCAPP00000011561	ENSCAPG00000012603	Cavia_aperea
ENSHGLP00100021764	ENSHGLG00100016017	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000022459	ENSHGLG00000016015	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000008570	ENSFDAG00000016805	Fukomys_damarensis
ENSSHAP00000020731	ENSSHAG00000017582	Sarcophilus_harrisii
ENSMEUP00000011671	ENSMEUG00000012809	Notamacropus_eugenii
ENSVURP00010012673	ENSVURG00010009776	Vombatus_ursinus
ENSPCIP00000049847	ENSPCIG00000016600	Phascolarctos_cinereus
ENSMODP00000024847	ENSMODG00000019915	Monodelphis_domestica
ENSOANP00000012578	ENSOANG00000007899	Ornithorhynchus_anatinus
ENSCCEP00000002078	ENSCCEG00000002398	Cyanistes_caeruleus
ENSPMJP00000001072	ENSPMJG00000000885	Parus_major
ENSFALP00000006685	ENSFALG00000006408	Ficedula_albicollis
ENSLSDP00000020733	ENSLSDG00000014685	Lonchura_striata_domestica
ENSTGUP00000010691	ENSTGUG00000010361	Taeniopygia_guttata
ENSSCAP00000004139	ENSSCAG00000003415	Serinus_canaria
ENSJHYP00000013721	ENSJHYG00000010629	Junco_hyemalis
ENSZALP00000016750	ENSZALG00000013562	Zonotrichia_albicollis
ENSLCOP00000018260	ENSLCOG00000012905	Lepidothrix_coronata
ENSMVIP00005011694	ENSMVIG00005008563	Manacus_vitellinus
ENSCPGP00000022581	ENSCPGG00000015673	Calidris_pygmaea
ENSCPUP00000018318	ENSCPUG00000012616	Calidris_pugnax
ENSMUNP00000019625	ENSMUNG00000015010	Melopsittacus_undulatus
ENSGALP00000013113	ENSGALG00000008089	Gallus_gallus
ENSCJPP00005012748	ENSCJPG00005010839	Coturnix_japonica
ENSMGAP00000011035	ENSMGAG00000010626	Meleagris_gallopavo
ENSNMEP00000010205	ENSNMEG00000009742	Numida_meleagris
ENSABRP00000020670	ENSABRG00000017600	Anser_brachyrhynchus
ENSAPLP00000008465	ENSAPLG00000008802	Anas_platyrhynchos_platyrhynchos
ENSAHAP00000025591	ENSAHAG00000017840	Apteryx_haastii
ENSARWP00000004756	ENSARWG00000003445	Apteryx_rowi
ENSAOWP00000025309	ENSAOWG00000017121	Apteryx_owenii
ENSDNVP00000005471	ENSDNVG00000003940	Dromaius_novaehollandiae
ENSNPEP00000012637	ENSNPEG00000009441	Nothoprocta_perdicaria
ENSCPRP00005025141	ENSCPRG00005017435	Crocodylus_porosus
ENSGAGP00000015327	ENSGAGG00000011556	Gopherus_agassizii
ENSCABP00000005370	ENSCABG00000004036	Chelonoidis_abingdonii
ENSCPBP00000023765	ENSCPBG00000016961	Chrysemys_picta_bellii
ENSPSIP00000004142	ENSPSIG00000003906	Pelodiscus_sinensis
ENSACAP00000001967	ENSACAG00000002052	Anolis_carolinensis
ENSPVIP00000030050	ENSPVIG00000022137	Pogona_vitticeps
ENSNSUP00000024519	ENSNSUG00000017712	Notechis_scutatus
ENSSMRP00000007902	ENSSMRG00000006338	Salvator_merianae
ENSSPUP00000005610	ENSSPUG00000004313	Sphenodon_punctatus
ENSXETP00000010864	ENSXETG00000016558	Xenopus_tropicalis
ENSLACP00000021621	ENSLACG00000018996	Latimeria_chalumnae
ENSDCDP00000016307	ENSDCDG00000013275	Denticeps_clupeoides	ENSDCDT00000022959
ENSDCDP00000016005	ENSDCDG00000013041	Denticeps_clupeoides	ENSDCDT00000022546
ENSCHAP00000044303	ENSCHAG00000020609	Clupea_harengus	ENSCHAT00000047931
ENSEEEP00000022745	ENSEEEG00000011030	Electrophorus_electricus	ENSEEET00000022996
ENSIPUP00000034281	ENSIPUG00000023030	Ictalurus_punctatus	ENSIPUT00000035623
ENSAMXP00000036413	ENSAMXG00000029227	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000037279
ENSAMXP00005033954	ENSAMXG00005016403	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000008330	ENSPNAG00000002995	Pygocentrus_nattereri
ENSDARP00000091441	ENSDARG00000069271	Danio_rerio
ENSSDUP00000009939	ENSSDUG00000007244	Seriola_dumerili
ENSSLDP00000030074	ENSSLDG00000023182	Seriola_lalandi_dorsalis
ENSLCAP00010029484	ENSLCAG00010013848	Lates_calcarifer
ENSSMAP00000022536	ENSSMAG00000013783	Scophthalmus_maximus
ENSMAMP00000008208	ENSMAMG00000005579	Mastacembelus_armatus
ENSMALP00000009120	ENSMALG00000006496	Monopterus_albus
ENSATEP00000014647	ENSATEG00000010209	Anabas_testudineus
ENSBSLP00000040486	ENSBSLG00000019638	Betta_splendens
ENSCGOP00000040163	ENSCGOG00000018314	Cottoperca_gobio
ENSGACP00000006961	ENSGACG00000005255	Gasterosteus_aculeatus
ENSLCRP00005018411	ENSLCRG00005007586	Larimichthys_crocea
ENSMMOP00000002000	ENSMMOG00000001668	Mola_mola
ENSLBEP00000019119	ENSLBEG00000014698	Labrus_bergylta
ENSAOCP00000029180	ENSAOCG00000019324	Amphiprion_ocellaris
ENSAPEP00000030436	ENSAPEG00000021632	Amphiprion_percula
ENSAPOP00000025884	ENSAPOG00000009282	Acanthochromis_polyacanthus
ENSSPAP00000015543	ENSSPAG00000011724	Stegastes_partitus
ENSPRNP00000007206	ENSPRNG00000004266	Parambassis_ranga
ENSMZEP00005000639	ENSMZEG00005000506	Maylandia_zebra
ENSACLP00000020886	ENSACLG00000014220	Astatotilapia_calliptera
ENSHBUP00000016332	ENSHBUG00000018269	Haplochromis_burtoni
ENSPNYP00000019781	ENSPNYG00000014971	Pundamilia_nyererei
ENSNBRP00000019562	ENSNBRG00000014991	Neolamprologus_brichardi
ENSONIP00000019503	ENSONIG00000015498	Oreochromis_niloticus
ENSACIP00000005867	ENSACIG00000004631	Amphilophus_citrinellus
ENSXMAP00000003705	ENSXMAG00000003696	Xiphophorus_maculatus
ENSXCOP00000004760	ENSXCOG00000003244	Xiphophorus_couchianus
ENSGAFP00000030807	ENSGAFG00000020764	Gambusia_affinis
ENSPFOP00000010440	ENSPFOG00000010466	Poecilia_formosa
ENSPMEP00000032913	ENSPMEG00000021107	Poecilia_mexicana
ENSPLAP00000020779	ENSPLAG00000003991	Poecilia_latipinna
ENSPREP00000016511	ENSPREG00000011179	Poecilia_reticulata
ENSCVAP00000006295	ENSCVAG00000007811	Cyprinodon_variegatus
ENSFHEP00000019367	ENSFHEG00000021264	Fundulus_heteroclitus
ENSKMAP00000027277	ENSKMAG00000020215	Kryptolebias_marmoratus
ENSORLP00020026069	ENSORLG00020008336	Oryzias_latipes_ASM223471v1
ENSORLP00000008345	ENSORLG00000006648	Oryzias_latipes_ASM223467v1
ENSORLP00015000911	ENSORLG00015001518	Oryzias_latipes_ASM223469v1
ENSOMEP00000017660	ENSOMEG00000019350	Oryzias_melastigma
ENSGWIP00000000577	ENSGWIG00000000380	Gouania_willdenowi
ENSCSEP00000011425	ENSCSEG00000007357	Cynoglossus_semilaevis
ENSTRUP00000051237	ENSTRUG00000023881	Takifugu_rubripes
ENSTNIP00000009323	ENSTNIG00000006550	Tetraodon_nigroviridis
ENSHCOP00000015166	ENSHCOG00000018709	Hippocampus_comes
ENSPMGP00000020092	ENSPMGG00000016266	Periophthalmus_magnuspinnatus
ENSGMOP00000018840	ENSGMOG00000017530	Gadus_morhua
ENSELUP00000042056	ENSELUG00000023124	Esox_lucius
ENSHHUP00000067768	ENSHHUG00000039911	Hucho_hucho
ENSSFOP00015013414	ENSSFOG00015008654	Scleropages_formosus
ENSPKIP00000017929	ENSPKIG00000003656	Paramormyrops_kingsleyae
ENSLOCP00000007270	ENSLOCG00000006020	Lepisosteus_oculatus
ENSECRP00000032710	ENSECRG00000022162	Erpetoichthys_calabaricus
ENSCMIP00000037961	ENSCMIG00000015964	Callorhinchus_milii
