ENSMEUP00000011811	ENSMEUG00000012962	Notamacropus_eugenii
ENSKMAP00000017710	ENSKMAG00000013187	Kryptolebias_marmoratus
ENSORLP00015029264	ENSORLG00015012306	Oryzias_latipes_ASM223469v1
ENSORLP00000033579	ENSORLG00000007028	Oryzias_latipes_ASM223467v1
ENSORLP00020021549	ENSORLG00020001410	Oryzias_latipes_ASM223471v1
ENSOMEP00000005650	ENSOMEG00000006669	Oryzias_melastigma
ENSSDUP00000020306	ENSSDUG00000014761	Seriola_dumerili
ENSSLDP00000004665	ENSSLDG00000003689	Seriola_lalandi_dorsalis
ENSGACP00000013822	ENSGACG00000010454	Gasterosteus_aculeatus
ENSMAMP00000030624	ENSMAMG00000020648	Mastacembelus_armatus
ENSAPEP00000008557	ENSAPEG00000006139	Amphiprion_percula
ENSAOCP00000020099	ENSAOCG00000003975	Amphiprion_ocellaris
ENSAPOP00000002040	ENSAPOG00000003440	Acanthochromis_polyacanthus
ENSSPAP00000001620	ENSSPAG00000001194	Stegastes_partitus
ENSPRNP00000013215	ENSPRNG00000004861	Parambassis_ranga
ENSACLP00000033513	ENSACLG00000022723	Astatotilapia_calliptera
ENSHBUP00000002626	ENSHBUG00000003852	Haplochromis_burtoni
ENSPNYP00000011486	ENSPNYG00000008693	Pundamilia_nyererei
ENSNBRP00000027018	ENSNBRG00000020627	Neolamprologus_brichardi
ENSMZEP00005013783	ENSMZEG00005010377	Maylandia_zebra
ENSONIP00000002467	ENSONIG00000001970	Oreochromis_niloticus
ENSACIP00000007673	ENSACIG00000006003	Amphilophus_citrinellus
ENSATEP00000034815	ENSATEG00000023922	Anabas_testudineus
ENSBSLP00000019492	ENSBSLG00000010090	Betta_splendens
ENSLCRP00005023759	ENSLCRG00005008919	Larimichthys_crocea
ENSCGOP00000053792	ENSCGOG00000023177	Cottoperca_gobio
ENSMMOP00000014890	ENSMMOG00000011382	Mola_mola
ENSLBEP00000032294	ENSLBEG00000024305	Labrus_bergylta
ENSGWIP00000024613	ENSGWIG00000012518	Gouania_willdenowi
ENSMALP00000001985	ENSMALG00000001480	Monopterus_albus
ENSLCAP00010056189	ENSLCAG00010026209	Lates_calcarifer
ENSSMAP00000003035	ENSSMAG00000001856	Scophthalmus_maximus
ENSPMGP00000010244	ENSPMGG00000008495	Periophthalmus_magnuspinnatus
ENSHCOP00000025502	ENSHCOG00000015711	Hippocampus_comes
ENSGMOP00000008768	ENSGMOG00000008198	Gadus_morhua
ENSHHUP00000086413	ENSHHUG00000049916	Hucho_hucho
ENSHHUP00000077561	ENSHHUG00000045271	Hucho_hucho
ENSELUP00000041509	ENSELUG00000022350	Esox_lucius
ENSLOCP00000012214	ENSLOCG00000009984	Lepisosteus_oculatus
ENSECRP00000025621	ENSECRG00000017270	Erpetoichthys_calabaricus
ENSLACP00000007730	ENSLACG00000006846	Latimeria_chalumnae
ENSCMIP00000047063	ENSCMIG00000019304	Callorhinchus_milii
ENSAMXP00000006381	ENSAMXG00000006221	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005019486	ENSAMXG00005008435	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000008140	ENSPNAG00000004711	Pygocentrus_nattereri
ENSEEEP00000023138	ENSEEEG00000010198	Electrophorus_electricus
ENSIPUP00000017531	ENSIPUG00000011871	Ictalurus_punctatus
ENSDARP00000076580	ENSDARG00000059125	Danio_rerio
ENSCHAP00000039698	ENSCHAG00000018254	Clupea_harengus
ENSDCDP00000017178	ENSDCDG00000013954	Denticeps_clupeoides
ENSLBEP00000016475	ENSLBEG00000012717	Labrus_bergylta
ENSGACP00000023579	ENSGACG00000017842	Gasterosteus_aculeatus
ENSFHEP00000029026	ENSFHEG00000013527	Fundulus_heteroclitus
ENSCVAP00000005271	ENSCVAG00000006652	Cyprinodon_variegatus
ENSPFOP00000015245	ENSPFOG00000015181	Poecilia_formosa
ENSPMEP00000020063	ENSPMEG00000023161	Poecilia_mexicana
ENSPLAP00000028959	ENSPLAG00000018757	Poecilia_latipinna
ENSPREP00000014181	ENSPREG00000009625	Poecilia_reticulata
ENSXMAP00000016303	ENSXMAG00000016258	Xiphophorus_maculatus
ENSXCOP00000019991	ENSXCOG00000015016	Xiphophorus_couchianus
ENSGAFP00000031804	ENSGAFG00000021408	Gambusia_affinis
ENSORLP00000045423	ENSORLG00000017303	Oryzias_latipes_ASM223467v1
ENSORLP00020026997	ENSORLG00020009765	Oryzias_latipes_ASM223471v1
ENSGMOP00000002272	ENSGMOG00000002125	Gadus_morhua
ENSHHUP00000041114	ENSHHUG00000025140	Hucho_hucho
ENSHHUP00000083932	ENSHHUG00000048178	Hucho_hucho
ENSELUP00000022039	ENSELUG00000021034	Esox_lucius
ENSTNIP00000015136	ENSTNIG00000012172	Tetraodon_nigroviridis
ENSTRUP00000049241	ENSTRUG00000022721	Takifugu_rubripes
ENSMMOP00000011476	ENSMMOG00000008834	Mola_mola
ENSGACP00000012693	ENSGACG00000009607	Gasterosteus_aculeatus
ENSSDUP00000005435	ENSSDUG00000004000	Seriola_dumerili
ENSSLDP00000003336	ENSSLDG00000002602	Seriola_lalandi_dorsalis
ENSLCAP00010032429	ENSLCAG00010015104	Lates_calcarifer
ENSSMAP00000003170	ENSSMAG00000001962	Scophthalmus_maximus
ENSLCRP00005048333	ENSLCRG00005018267	Larimichthys_crocea
ENSMALP00000022903	ENSMALG00000015980	Monopterus_albus
ENSMAMP00000033202	ENSMAMG00000022348	Mastacembelus_armatus
ENSATEP00000015955	ENSATEG00000011104	Anabas_testudineus
ENSLBEP00000035648	ENSLBEG00000026718	Labrus_bergylta
ENSCGOP00000032097	ENSCGOG00000013664	Cottoperca_gobio
ENSCSEP00000014121	ENSCSEG00000009063	Cynoglossus_semilaevis
ENSBSLP00000000923	ENSBSLG00000000605	Betta_splendens
ENSHCOP00000014171	ENSHCOG00000017468	Hippocampus_comes
ENSPMGP00000013884	ENSPMGG00000011412	Periophthalmus_magnuspinnatus
ENSORLP00020034060	ENSORLG00020020375	Oryzias_latipes_ASM223471v1
ENSORLP00000026566	ENSORLG00000006323	Oryzias_latipes_ASM223467v1
ENSORLP00015014730	ENSORLG00015015668	Oryzias_latipes_ASM223469v1
ENSOMEP00000032679	ENSOMEG00000018250	Oryzias_melastigma
ENSGWIP00000045307	ENSGWIG00000022445	Gouania_willdenowi
ENSACLP00000002330	ENSACLG00000001595	Astatotilapia_calliptera
ENSHBUP00000011977	ENSHBUG00000013715	Haplochromis_burtoni
ENSPNYP00000030351	ENSPNYG00000022873	Pundamilia_nyererei
ENSMZEP00005034503	ENSMZEG00005025778	Maylandia_zebra
ENSONIP00000009344	ENSONIG00000007412	Oreochromis_niloticus
ENSNBRP00000024120	ENSNBRG00000018458	Neolamprologus_brichardi
ENSACIP00000018334	ENSACIG00000014309	Amphilophus_citrinellus
ENSPFOP00000022340	ENSPFOG00000022720	Poecilia_formosa
ENSPMEP00000007020	ENSPMEG00000008590	Poecilia_mexicana
ENSPLAP00000015353	ENSPLAG00000019274	Poecilia_latipinna
ENSPREP00000021366	ENSPREG00000014452	Poecilia_reticulata
ENSXMAP00000023487	ENSXMAG00000017932	Xiphophorus_maculatus
ENSXCOP00000003931	ENSXCOG00000003092	Xiphophorus_couchianus
ENSGAFP00000023863	ENSGAFG00000016092	Gambusia_affinis
ENSPLAP00000005677	ENSPLAG00000007683	Poecilia_latipinna
ENSPMEP00000028276	ENSPMEG00000013245	Poecilia_mexicana
ENSFHEP00000003191	ENSFHEG00000004065	Fundulus_heteroclitus
ENSCVAP00000001799	ENSCVAG00000002835	Cyprinodon_variegatus
ENSKMAP00000014230	ENSKMAG00000010661	Kryptolebias_marmoratus
ENSAOCP00000004649	ENSAOCG00000008081	Amphiprion_ocellaris
ENSAPEP00000007169	ENSAPEG00000005131	Amphiprion_percula
ENSAPOP00000019012	ENSAPOG00000000637	Acanthochromis_polyacanthus
ENSSPAP00000002247	ENSSPAG00000001679	Stegastes_partitus
ENSPRNP00000056055	ENSPRNG00000026138	Parambassis_ranga
ENSGMOP00000017397	ENSGMOG00000016208	Gadus_morhua
ENSHHUP00000008252	ENSHHUG00000005030	Hucho_hucho
ENSELUP00000021127	ENSELUG00000020344	Esox_lucius
ENSAMXP00000027261	ENSAMXG00000040218	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005031465	ENSAMXG00005014060	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000029617	ENSPNAG00000015850	Pygocentrus_nattereri
ENSEEEP00000048062	ENSEEEG00000022253	Electrophorus_electricus
ENSIPUP00000004823	ENSIPUG00000003317	Ictalurus_punctatus
ENSDCDP00000047577	ENSDCDG00000029207	Denticeps_clupeoides
ENSSFOP00015033775	ENSSFOG00015021556	Scleropages_formosus
ENSPKIP00000006119	ENSPKIG00000022518	Paramormyrops_kingsleyae
ENSSFOP00015024636	ENSSFOG00015015801	Scleropages_formosus
ENSPKIP00000016772	ENSPKIG00000002931	Paramormyrops_kingsleyae
ENSLOCP00000010181	ENSLOCG00000008370	Lepisosteus_oculatus
ENSECRP00000016226	ENSECRG00000010778	Erpetoichthys_calabaricus
ENSARWP00000022668	ENSARWG00000015452	Apteryx_rowi
ENSAOWP00000021127	ENSAOWG00000014291	Apteryx_owenii
ENSAHAP00000003427	ENSAHAG00000002729	Apteryx_haastii
ENSDNVP00000018299	ENSDNVG00000012803	Dromaius_novaehollandiae
ENSNPEP00000001457	ENSNPEG00000001021	Nothoprocta_perdicaria
ENSCPUP00000004429	ENSCPUG00000003282	Calidris_pugnax
ENSCPGP00000017174	ENSCPGG00000012062	Calidris_pygmaea
ENSMUNP00000011386	ENSMUNG00000008935	Melopsittacus_undulatus
ENSCCEP00000004811	ENSCCEG00000005290	Cyanistes_caeruleus
ENSTGUP00000006845	ENSTGUG00000006643	Taeniopygia_guttata
ENSLSDP00000015996	ENSLSDG00000011543	Lonchura_striata_domestica
ENSZALP00000008552	ENSZALG00000007444	Zonotrichia_albicollis
ENSJHYP00000004633	ENSJHYG00000003831	Junco_hyemalis
ENSSCAP00000019733	ENSSCAG00000014250	Serinus_canaria
ENSPMJP00000026648	ENSPMJG00000019451	Parus_major
ENSFALP00000006254	ENSFALG00000006003	Ficedula_albicollis
ENSLCOP00000001521	ENSLCOG00000001250	Lepidothrix_coronata
ENSMVIP00005028744	ENSMVIG00005019997	Manacus_vitellinus
ENSABRP00000021735	ENSABRG00000018455	Anser_brachyrhynchus
ENSAPLP00000016135	ENSAPLG00000016236	Anas_platyrhynchos_platyrhynchos
ENSNMEP00000024952	ENSNMEG00000021145	Numida_meleagris
ENSMGAP00000006437	ENSMGAG00000006417	Meleagris_gallopavo
ENSGALP00000041979	ENSGALG00000028530	Gallus_gallus
ENSCJPP00005009522	ENSCJPG00005008353	Coturnix_japonica
ENSCPRP00005024625	ENSCPRG00005017123	Crocodylus_porosus
ENSGAGP00000032760	ENSGAGG00000023408	Gopherus_agassizii
ENSCABP00000001215	ENSCABG00000001010	Chelonoidis_abingdonii
ENSCPBP00000037359	ENSCPBG00000025902	Chrysemys_picta_bellii
ENSPSIP00000007634	ENSPSIG00000006903	Pelodiscus_sinensis
ENSPVIP00000025569	ENSPVIG00000019138	Pogona_vitticeps
ENSACAP00000023193	ENSACAG00000005844	Anolis_carolinensis
ENSNSUP00000008073	ENSNSUG00000006233	Notechis_scutatus
ENSSMRP00000026166	ENSSMRG00000020212	Salvator_merianae
ENSSPUP00000022071	ENSSPUG00000016912	Sphenodon_punctatus
ENSOANP00000022714	ENSOANG00000014417	Ornithorhynchus_anatinus
ENSXETP00000025154	ENSXETG00000003904	Xenopus_tropicalis
ENSLACP00000014312	ENSLACG00000012597	Latimeria_chalumnae
ENSCMIP00000018848	ENSCMIG00000008615	Callorhinchus_milii
ENSCSAVP00000004911	ENSCSAVG00000002924	Ciona_savignyi
ENSCINP00000013406	ENSCING00000006522	Ciona_intestinalis
ENSPMAP00000004833	ENSPMAG00000004407	Petromyzon_marinus
ENSTGUP00000016175	ENSTGUG00000015849	Taeniopygia_guttata
ENSEBUP00000011085	ENSEBUG00000007119	Eptatretus_burgeri
ENSARWP00000018604	ENSARWG00000012791	Apteryx_rowi
ENSHHUP00000016920	ENSHHUG00000010558	Hucho_hucho
ENSPMAP00000001805	ENSPMAG00000001637	Petromyzon_marinus
ENSCPGP00000017418	ENSCPGG00000012231	Calidris_pygmaea
ENSMLEP00000038778	ENSMLEG00000043442	Mandrillus_leucophaeus	ENSMLET00000062391
FBpp0089382	FBgn0000273	Drosophila_melanogaster
ZK909.2n.2	WBGene00002189	Caenorhabditis_elegans_strain_N2
