ENSXETP00000036046	ENSXETG00000013770	Xenopus_tropicalis
ENSOPRP00000000545	ENSOPRG00000000600	Ochotona_princeps
ENSOCUP00000029063	ENSOCUG00000001979	Oryctolagus_cuniculus
ENSTBEP00000013158	ENSTBEG00000015161	Tupaia_belangeri
ENSCPOP00000013363	ENSCPOG00000014830	Cavia_porcellus
ENSCAPP00000003490	ENSCAPG00000006250	Cavia_aperea
ENSCLAP00000019579	ENSCLAG00000013435	Chinchilla_lanigera
ENSODEP00000013190	ENSODEG00000009767	Octodon_degus
ENSHGLP00000015982	ENSHGLG00000011426	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100021768	ENSHGLG00100016020	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000013863	ENSFDAG00000000769	Fukomys_damarensis
ENSSDAP00000021468	ENSSDAG00000019512	Spermophilus_dauricus
ENSMMMP00000027598	ENSMMMG00000024105	Marmota_marmota_marmota
ENSSTOP00000030568	ENSSTOG00000011814	Ictidomys_tridecemlineatus
ENSSTOP00000019600	ENSSTOG00000026045	Ictidomys_tridecemlineatus
ENSUPAP00010022460	ENSUPAG00010017759	Urocitellus_parryii
ENSCCNP00000015660	ENSCCNG00000015980	Castor_canadensis
ENSDORP00000027715	ENSDORG00000016370	Dipodomys_ordii
ENSMSIP00000028215	ENSMSIG00000023640	Mus_spicilegus
MGP_SPRETEiJ_P0029594	MGP_SPRETEiJ_G0017571	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000067552	ENSMUSG00000001323	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0028203	MGP_CAROLIEiJ_G0016728	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0034944	MGP_PahariEiJ_G0017865	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000050774	ENSRNOG00000002991	Rattus_norvegicus
ENSMUGP00000027867	ENSMUGG00000023166	Meriones_unguiculatus
ENSCGRP00001023349	ENSCGRG00001021608	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000010007	ENSCGRG00000007310	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015027089	ENSCGRG00015020543	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000018621	ENSMAUG00000017135	Mesocricetus_auratus
ENSMOCP00000014828	ENSMOCG00000014208	Microtus_ochrogaster
ENSPEMP00000024274	ENSPEMG00000021069	Peromyscus_maniculatus_bairdii
ENSNGAP00000000251	ENSNGAG00000000200	Nannospalax_galili
ENSJJAP00000022480	ENSJJAG00000022524	Jaculus_jaculus
ENSPPAP00000008902	ENSPPAG00000027694	Pan_paniscus
ENSPTRP00000014588	ENSPTRG00000008546	Pan_troglodytes
ENSP00000339435	ENSG00000167720	Homo_sapiens
ENSGGOP00000037626	ENSGGOG00000026411	Gorilla_gorilla
ENSNLEP00000020876	ENSNLEG00000017181	Nomascus_leucogenys
ENSCANP00000023465	ENSCANG00000035151	Colobus_angolensis_palliatus
ENSCANP00000024567	ENSCANG00000035692	Colobus_angolensis_palliatus
ENSPTEP00000006036	ENSPTEG00000006947	Piliocolobus_tephrosceles
ENSRBIP00000009059	ENSRBIG00000028414	Rhinopithecus_bieti
ENSRROP00000005933	ENSRROG00000024015	Rhinopithecus_roxellana
ENSMFAP00000031029	ENSMFAG00000042683	Macaca_fascicularis
ENSMMUP00000023056	ENSMMUG00000052387	Macaca_mulatta
ENSMNEP00000006349	ENSMNEG00000027328	Macaca_nemestrina
ENSMLEP00000007266	ENSMLEG00000027641	Mandrillus_leucophaeus
ENSCATP00000030083	ENSCATG00000038243	Cercocebus_atys
ENSPANP00000019496	ENSPANG00000024462	Papio_anubis
ENSCSAP00000009948	ENSCSAG00000013794	Chlorocebus_sabaeus
ENSCCAP00000017041	ENSCCAG00000026330	Cebus_capucinus_imitator
ENSCCAP00000036086	ENSCCAG00000035964	Cebus_capucinus_imitator
ENSSBOP00000005857	ENSSBOG00000019865	Saimiri_boliviensis_boliviensis
ENSCJAP00000022868	ENSCJAG00000012478	Callithrix_jacchus
ENSANAP00000000870	ENSANAG00000006935	Aotus_nancymaae
ENSSARP00000000690	ENSSARG00000000746	Sorex_araneus
ENSPCAP00000013642	ENSPCAG00000014613	Procavia_capensis
ENSCAFP00000041829	ENSCAFG00000029796	Canis_lupus_familiaris
ENSCAFP00020028352	ENSCAFG00020022220	Canis_lupus_dingo
ENSEEUP00000004611	ENSEEUG00000005064	Erinaceus_europaeus
ENSETEP00000014238	ENSETEG00000017531	Echinops_telfairi
ENSPCOP00000020105	ENSPCOG00000022013	Propithecus_coquereli
ENSPSMP00000013862	ENSPSMG00000009948	Prolemur_simus
ENSMICP00000016977	ENSMICG00000042689	Microcebus_murinus
ENSOGAP00000004008	ENSOGAG00000004488	Otolemur_garnettii
ENSTSYP00000004982	ENSTSYG00000005456	Carlito_syrichta
ENSPVAP00000002041	ENSPVAG00000002161	Pteropus_vampyrus
ENSMLUP00000003183	ENSMLUG00000003499	Myotis_lucifugus
ENSMPUP00000012912	ENSMPUG00000013011	Mustela_putorius_furo
ENSNVIP00000015081	ENSNVIG00000011802	Neovison_vison
ENSVVUP00000029766	ENSVVUG00000021765	Vulpes_vulpes
ENSCAFP00020012134	ENSCAFG00020009758	Canis_lupus_dingo
ENSUAMP00000032988	ENSUAMG00000025156	Ursus_americanus
ENSUMAP00000012514	ENSUMAG00000009304	Ursus_maritimus
ENSAMEP00000008033	ENSAMEG00000007617	Ailuropoda_melanoleuca
ENSPTIP00000009156	ENSPTIG00000010324	Panthera_tigris_altaica
ENSPPRP00000024721	ENSPPRG00000014911	Panthera_pardus
ENSFCAP00000005865	ENSFCAG00000006312	Felis_catus
ENSBIXP00005032197	ENSBIXG00005012671	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000000752	ENSBIXG00000029426	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000005532	ENSBTAG00000004223	Bos_taurus
ENSBMUP00000028272	ENSBMUG00000021184	Bos_mutus
ENSBBBP00000026675	ENSBBBG00000022646	Bison_bison_bison
ENSCHIP00000018303	ENSCHIG00000017780	Capra_hircus
ENSOARP00000016432	ENSOARG00000015317	Ovis_aries
ENSTTRP00000001103	ENSTTRG00000001176	Tursiops_truncatus
ENSVPAP00000000208	ENSVPAG00000000226	Vicugna_pacos
ENSECAP00000006142	ENSECAG00000008058	Equus_caballus
ENSEASP00005013356	ENSEASG00005009314	Equus_asinus_asinus
ENSCHOP00000003930	ENSCHOG00000004444	Choloepus_hoffmanni
ENSLAFP00000020673	ENSLAFG00000032023	Loxodonta_africana
ENSOANP00000013766	ENSOANG00000008638	Ornithorhynchus_anatinus
ENSCMIP00000010825	ENSCMIG00000005698	Callorhinchus_milii
ENSCINP00000000216	ENSCING00000000140	Ciona_intestinalis
ENSCINP00000015143	ENSCING00000016910	Ciona_intestinalis
ENSCINP00000023249	ENSCING00000012466	Ciona_intestinalis
T01H8.2.1	WBGene00011353	Caenorhabditis_elegans_strain_N2
