ENSPPAP00000005077	ENSPPAG00000021161	Pan_paniscus
ENSUMAP00000020455	ENSUMAG00000014990	Ursus_maritimus
ENSUAMP00000017855	ENSUAMG00000014168	Ursus_americanus
ENSAMEP00000015995	ENSAMEG00000015162	Ailuropoda_melanoleuca
ENSMPUP00000003230	ENSMPUG00000003262	Mustela_putorius_furo
ENSNVIP00000027229	ENSNVIG00000021053	Neovison_vison
ENSCAFP00020026957	ENSCAFG00020021149	Canis_lupus_dingo
ENSCAFP00000005790	ENSCAFG00000003889	Canis_lupus_familiaris
ENSVVUP00000039135	ENSVVUG00000027893	Vulpes_vulpes
ENSPPRP00000000409	ENSPPRG00000024844	Panthera_pardus
ENSPTIP00000005126	ENSPTIG00000007441	Panthera_tigris_altaica
ENSFCAP00000015274	ENSFCAG00000018517	Felis_catus
ENSEASP00005014160	ENSEASG00005009874	Equus_asinus_asinus
ENSECAP00000019293	ENSECAG00000021800	Equus_caballus
ENSCHOP00000000823	ENSCHOG00000000930	Choloepus_hoffmanni
ENSDNOP00000021526	ENSDNOG00000041471	Dasypus_novemcinctus
ENSLAFP00000009626	ENSLAFG00000011523	Loxodonta_africana
ENSPCAP00000003120	ENSPCAG00000003311	Procavia_capensis
ENSMEUP00000010148	ENSMEUG00000011122	Notamacropus_eugenii
ENSMODP00000017019	ENSMODG00000013606	Monodelphis_domestica
ENSSHAP00000001912	ENSSHAG00000001703	Sarcophilus_harrisii
ENSOANP00000014678	ENSOANG00000009220	Ornithorhynchus_anatinus
ENSZALP00000019047	ENSZALG00000015176	Zonotrichia_albicollis
ENSJHYP00000001463	ENSJHYG00000001213	Junco_hyemalis
ENSSCAP00000013233	ENSSCAG00000009838	Serinus_canaria
ENSTGUP00000011968	ENSTGUG00000011610	Taeniopygia_guttata
ENSLSDP00000012946	ENSLSDG00000009424	Lonchura_striata_domestica
ENSFALP00000003941	ENSFALG00000003781	Ficedula_albicollis
ENSPMJP00000011684	ENSPMJG00000009025	Parus_major
ENSCCEP00000008899	ENSCCEG00000009096	Cyanistes_caeruleus
ENSLCOP00000014424	ENSLCOG00000010348	Lepidothrix_coronata
ENSMVIP00005024009	ENSMVIG00005016828	Manacus_vitellinus
ENSCPGP00000005724	ENSCPGG00000004090	Calidris_pygmaea
ENSCPUP00000000103	ENSCPUG00000000041	Calidris_pugnax
ENSMUNP00000015172	ENSMUNG00000011744	Melopsittacus_undulatus
ENSABRP00000003884	ENSABRG00000003623	Anser_brachyrhynchus
ENSAPLP00000013150	ENSAPLG00000013332	Anas_platyrhynchos_platyrhynchos
ENSGALP00000020972	ENSGALG00000012875	Gallus_gallus
ENSCJPP00005025930	ENSCJPG00005020263	Coturnix_japonica
ENSMGAP00000013994	ENSMGAG00000013242	Meleagris_gallopavo
ENSNMEP00000000075	ENSNMEG00000000106	Numida_meleagris
ENSAHAP00000006337	ENSAHAG00000004789	Apteryx_haastii
ENSAOWP00000002617	ENSAOWG00000001873	Apteryx_owenii
ENSARWP00000008368	ENSARWG00000005866	Apteryx_rowi
ENSDNVP00000014389	ENSDNVG00000010109	Dromaius_novaehollandiae
ENSNPEP00000003646	ENSNPEG00000002781	Nothoprocta_perdicaria
ENSCPRP00005025844	ENSCPRG00005017929	Crocodylus_porosus
ENSCABP00000000177	ENSCABG00000000152	Chelonoidis_abingdonii
ENSGAGP00000027918	ENSGAGG00000020272	Gopherus_agassizii
ENSCPBP00000015868	ENSCPBG00000011436	Chrysemys_picta_bellii
ENSACAP00000011307	ENSACAG00000011522	Anolis_carolinensis
ENSPVIP00000031130	ENSPVIG00000022888	Pogona_vitticeps
ENSNSUP00000018739	ENSNSUG00000013696	Notechis_scutatus
ENSSMRP00000020579	ENSSMRG00000016016	Salvator_merianae
ENSSPUP00000005793	ENSSPUG00000004377	Sphenodon_punctatus
ENSXETP00000017388	ENSXETG00000002675	Xenopus_tropicalis
ENSLACP00000008525	ENSLACG00000007544	Latimeria_chalumnae
ENSDCDP00000024265	ENSDCDG00000018250	Denticeps_clupeoides
ENSDCDP00000025135	ENSDCDG00000018891	Denticeps_clupeoides
ENSCHAP00000025216	ENSCHAG00000012197	Clupea_harengus
ENSAMXP00000000485	ENSAMXG00000000477	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005032120	ENSAMXG00005015659	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000008100	ENSPNAG00000002915	Pygocentrus_nattereri
ENSIPUP00000034414	ENSIPUG00000023076	Ictalurus_punctatus
ENSEEEP00000045691	ENSEEEG00000021540	Electrophorus_electricus
ENSDARP00000109848	ENSDARG00000012718	Danio_rerio
ENSTRUP00000007894	ENSTRUG00000003373	Takifugu_rubripes
ENSTNIP00000011643	ENSTNIG00000008794	Tetraodon_nigroviridis
ENSGACP00000018088	ENSGACG00000013687	Gasterosteus_aculeatus
ENSCSEP00000005334	ENSCSEG00000003445	Cynoglossus_semilaevis
ENSMALP00000031233	ENSMALG00000021568	Monopterus_albus
ENSMAMP00000000758	ENSMAMG00000000448	Mastacembelus_armatus
ENSATEP00000024488	ENSATEG00000016971	Anabas_testudineus
ENSBSLP00000047475	ENSBSLG00000022547	Betta_splendens
ENSSLDP00000016322	ENSSLDG00000012923	Seriola_lalandi_dorsalis
ENSSDUP00000000225	ENSSDUG00000000246	Seriola_dumerili
ENSLCAP00010004286	ENSLCAG00010002186	Lates_calcarifer
ENSSMAP00000018821	ENSSMAG00000011536	Scophthalmus_maximus
ENSLCRP00005047029	ENSLCRG00005017764	Larimichthys_crocea
ENSCGOP00000025223	ENSCGOG00000011904	Cottoperca_gobio
ENSLBEP00000012664	ENSLBEG00000009622	Labrus_bergylta
ENSMMOP00000000729	ENSMMOG00000000618	Mola_mola
ENSAOCP00000003800	ENSAOCG00000007155	Amphiprion_ocellaris
ENSAPEP00000002501	ENSAPEG00000001802	Amphiprion_percula
ENSAPOP00000031091	ENSAPOG00000018133	Acanthochromis_polyacanthus
ENSSPAP00000009211	ENSSPAG00000007004	Stegastes_partitus
ENSPRNP00000001920	ENSPRNG00000001209	Parambassis_ranga
ENSFHEP00000005223	ENSFHEG00000006170	Fundulus_heteroclitus
ENSCVAP00000021993	ENSCVAG00000004488	Cyprinodon_variegatus
ENSPFOP00000011243	ENSPFOG00000011202	Poecilia_formosa
ENSPLAP00000009348	ENSPLAG00000012103	Poecilia_latipinna
ENSPMEP00000001105	ENSPMEG00000001970	Poecilia_mexicana
ENSPREP00000030609	ENSPREG00000020719	Poecilia_reticulata
ENSXCOP00000008968	ENSXCOG00000006834	Xiphophorus_couchianus
ENSXMAP00000005461	ENSXMAG00000005435	Xiphophorus_maculatus
ENSGAFP00000021481	ENSGAFG00000014471	Gambusia_affinis
ENSKMAP00000029366	ENSKMAG00000021755	Kryptolebias_marmoratus
ENSORLP00015022376	ENSORLG00015001718	Oryzias_latipes_ASM223469v1
ENSORLP00000019923	ENSORLG00000015914	Oryzias_latipes_ASM223467v1
ENSORLP00020028004	ENSORLG00020011255	Oryzias_latipes_ASM223471v1
ENSOMEP00000020094	ENSOMEG00000021922	Oryzias_melastigma
ENSGWIP00000026081	ENSGWIG00000013681	Gouania_willdenowi
ENSACLP00000012274	ENSACLG00000008368	Astatotilapia_calliptera
ENSHBUP00000031169	ENSHBUG00000016659	Haplochromis_burtoni
ENSMZEP00005022248	ENSMZEG00005016684	Maylandia_zebra
ENSPNYP00000027122	ENSPNYG00000020444	Pundamilia_nyererei
ENSNBRP00000021969	ENSNBRG00000016761	Neolamprologus_brichardi
ENSONIP00000012984	ENSONIG00000010330	Oreochromis_niloticus
ENSACIP00000013665	ENSACIG00000010614	Amphilophus_citrinellus
ENSHCOP00000020474	ENSHCOG00000006594	Hippocampus_comes
ENSPMGP00000000945	ENSPMGG00000000867	Periophthalmus_magnuspinnatus
ENSGMOP00000005176	ENSGMOG00000004885	Gadus_morhua
ENSHHUP00000000710	ENSHHUG00000000365	Hucho_hucho
ENSELUP00000038498	ENSELUG00000018378	Esox_lucius
ENSPKIP00000008423	ENSPKIG00000023916	Paramormyrops_kingsleyae
ENSSFOP00015014365	ENSSFOG00015009266	Scleropages_formosus
ENSLOCP00000020497	ENSLOCG00000016591	Lepisosteus_oculatus
ENSECRP00000004691	ENSECRG00000003186	Erpetoichthys_calabaricus
ENSCMIP00000048761	ENSCMIG00000019911	Callorhinchus_milii
ENSCMIP00000027977	ENSCMIG00000012164	Callorhinchus_milii
ENSCMIP00000023172	ENSCMIG00000010391	Callorhinchus_milii
ENSCMIP00000029891	ENSCMIG00000012906	Callorhinchus_milii
ENSPMAP00000003192	ENSPMAG00000002927	Petromyzon_marinus
