ENSBIXP00000014589	ENSBIXG00000007117	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSGACP00000022967	ENSGACG00000017375	Gasterosteus_aculeatus
ENSLCRP00005017993	ENSLCRG00005007396	Larimichthys_crocea
ENSMALP00000000771	ENSMALG00000000588	Monopterus_albus
ENSCGOP00000000226	ENSCGOG00000000228	Cottoperca_gobio
ENSLBEP00000021025	ENSLBEG00000016166	Labrus_bergylta
ENSSLDP00000029972	ENSSLDG00000023112	Seriola_lalandi_dorsalis
ENSSDUP00000011362	ENSSDUG00000008290	Seriola_dumerili
ENSSMAP00000010264	ENSSMAG00000006315	Scophthalmus_maximus
ENSLCAP00010004144	ENSLCAG00010002108	Lates_calcarifer
ENSTRUP00000026960	ENSTRUG00000010684	Takifugu_rubripes
ENSTNIP00000013974	ENSTNIG00000011039	Tetraodon_nigroviridis
ENSATEP00000021099	ENSATEG00000014670	Anabas_testudineus
ENSBSLP00000000121	ENSBSLG00000000054	Betta_splendens
ENSMAMP00000022815	ENSMAMG00000015361	Mastacembelus_armatus
ENSPLAP00000017279	ENSPLAG00000021622	Poecilia_latipinna
ENSXCOP00000014631	ENSXCOG00000011104	Xiphophorus_couchianus
ENSPFOP00000008591	ENSPFOG00000008618	Poecilia_formosa
ENSPFOP00000001501	ENSPFOG00000001580	Poecilia_formosa
ENSPLAP00000008485	ENSPLAG00000011060	Poecilia_latipinna
ENSPMEP00000033386	ENSPMEG00000021847	Poecilia_mexicana
ENSPMEP00000017917	ENSPMEG00000020808	Poecilia_mexicana
ENSPREP00000002899	ENSPREG00000002099	Poecilia_reticulata
ENSXMAP00000039707	ENSXMAG00000022096	Xiphophorus_maculatus
ENSGAFP00000024416	ENSGAFG00000016475	Gambusia_affinis
ENSCVAP00000027072	ENSCVAG00000013106	Cyprinodon_variegatus
ENSFHEP00000017145	ENSFHEG00000018847	Fundulus_heteroclitus
ENSKMAP00000003093	ENSKMAG00000002369	Kryptolebias_marmoratus
ENSORLP00000008905	ENSORLG00000007098	Oryzias_latipes_ASM223467v1
ENSORLP00015033255	ENSORLG00015018535	Oryzias_latipes_ASM223469v1
ENSORLP00020033223	ENSORLG00020019123	Oryzias_latipes_ASM223471v1
ENSOMEP00000004073	ENSOMEG00000005012	Oryzias_melastigma
ENSGWIP00000023576	ENSGWIG00000012578	Gouania_willdenowi
ENSAOCP00000022778	ENSAOCG00000008445	Amphiprion_ocellaris
ENSAPEP00000018894	ENSAPEG00000013504	Amphiprion_percula
ENSAPOP00000002090	ENSAPOG00000003445	Acanthochromis_polyacanthus
ENSSPAP00000013834	ENSSPAG00000010469	Stegastes_partitus
ENSSPAP00000011200	ENSSPAG00000008521	Stegastes_partitus
ENSGMOP00000017669	ENSGMOG00000016455	Gadus_morhua
ENSHHUP00000049728	ENSHHUG00000030062	Hucho_hucho
ENSHHUP00000080850	ENSHHUG00000047052	Hucho_hucho
ENSELUP00000016239	ENSELUG00000016067	Esox_lucius
ENSPKIP00000033995	ENSPKIG00000013505	Paramormyrops_kingsleyae
ENSSFOP00015028229	ENSSFOG00015018124	Scleropages_formosus
ENSLOCP00000014678	ENSLOCG00000011933	Lepisosteus_oculatus
ENSECRP00000033507	ENSECRG00000022676	Erpetoichthys_calabaricus
ENSPMAP00000008981	ENSPMAG00000008159	Petromyzon_marinus
ENSEBUP00000001783	ENSEBUG00000001472	Eptatretus_burgeri
ENSCINP00000021748	ENSCING00000011368	Ciona_intestinalis
FBpp0087917	FBgn0033229	Drosophila_melanogaster
