ENSECRP00000007039	ENSECRG00000004700	Erpetoichthys_calabaricus
ENSPMEP00000014907	ENSPMEG00000017356	Poecilia_mexicana
ENSCJAP00000036308	ENSCJAG00000019537	Callithrix_jacchus
ENSUMAP00000003588	ENSUMAG00000002837	Ursus_maritimus
ENSPNAP00000000689	ENSPNAG00000007670	Pygocentrus_nattereri
ENSACLP00000025369	ENSACLG00000017265	Astatotilapia_calliptera
ENSAHAP00000018891	ENSAHAG00000013380	Apteryx_haastii
ENSAOCP00000029077	ENSAOCG00000001372	Amphiprion_ocellaris
ENSHHUP00000046882	ENSHHUG00000028507	Hucho_hucho
ENSAMEP00000019329	ENSAMEG00000018291	Ailuropoda_melanoleuca
ENSPVIP00000016642	ENSPVIG00000012863	Pogona_vitticeps
ENSPLAP00000008809	ENSPLAG00000011445	Poecilia_latipinna
ENSACIP00000008410	ENSACIG00000006497	Amphilophus_citrinellus
ENSTSYP00000012588	ENSTSYG00000013715	Carlito_syrichta
ENSFCAP00000043011	ENSFCAG00000027414	Felis_catus
ENSPCAP00000011423	ENSPCAG00000012146	Procavia_capensis
ENSMGAP00000013258	ENSMGAG00000012577	Meleagris_gallopavo
ENSVURP00010002623	ENSVURG00010002129	Vombatus_ursinus
ENSPMJP00000009221	ENSPMJG00000007409	Parus_major
ENSELUP00000036909	ENSELUG00000016390	Esox_lucius
ENSAPOP00000031751	ENSAPOG00000019332	Acanthochromis_polyacanthus
ENSPSIP00000016849	ENSPSIG00000014898	Pelodiscus_sinensis
ENSEEEP00000000318	ENSEEEG00000000222	Electrophorus_electricus
ENSGAFP00000027251	ENSGAFG00000018420	Gambusia_affinis
ENSGWIP00000020249	ENSGWIG00000010984	Gouania_willdenowi
ENSLCAP00010017816	ENSLCAG00010008487	Lates_calcarifer
ENSMUNP00000008183	ENSMUNG00000006536	Melopsittacus_undulatus
ENSCMIP00000017927	ENSCMIG00000008489	Callorhinchus_milii
ENSMLUP00000019445	ENSMLUG00000025593	Myotis_lucifugus
ENSHHUP00000059911	ENSHHUG00000035570	Hucho_hucho
ENSPKIP00000040781	ENSPKIG00000017613	Paramormyrops_kingsleyae
ENSEEEP00000023883	ENSEEEG00000011588	Electrophorus_electricus
ENSBBBP00000017825	ENSBBBG00000010395	Bison_bison_bison
ENSCHAP00000021266	ENSCHAG00000010722	Clupea_harengus
ENSPEMP00000014078	ENSPEMG00000013982	Peromyscus_maniculatus_bairdii
ENSNVIP00000028514	ENSNVIG00000022002	Neovison_vison
ENSNMEP00000025445	ENSNMEG00000021535	Numida_meleagris
ENSCSAP00000013232	ENSCSAG00000017197	Chlorocebus_sabaeus
ENSDNVP00000018504	ENSDNVG00000012943	Dromaius_novaehollandiae
ENSKMAP00000014139	ENSKMAG00000010598	Kryptolebias_marmoratus
ENSBTAP00000002389	ENSBTAG00000001826	Bos_taurus
ENSMEUP00000000520	ENSMEUG00000000560	Notamacropus_eugenii
ENSDARP00000076236	ENSDARG00000058853	Danio_rerio
ENSMFAP00000000841	ENSMFAG00000040522	Macaca_fascicularis
ENSCAFP00020016820	ENSCAFG00020013464	Canis_lupus_dingo
ENSSDAP00000007401	ENSSDAG00000006734	Spermophilus_dauricus
ENSSSCP00000035665	ENSSSCG00000033175	Sus_scrofa_strain_reference
ENSTRUP00000047061	ENSTRUG00000018392	Takifugu_rubripes
ENSMPUP00000017953	ENSMPUG00000018064	Mustela_putorius_furo
ENSCANP00000036592	ENSCANG00000041963	Colobus_angolensis_palliatus
ENSMICP00000013211	ENSMICG00000014483	Microcebus_murinus
ENSAMXP00000000586	ENSAMXG00000000566	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000000586
ENSONIP00000016871	ENSONIG00000013418	Oreochromis_niloticus
ENSFALP00000013679	ENSFALG00000013106	Ficedula_albicollis
ENSCCNP00000029296	ENSCCNG00000028086	Castor_canadensis
ENSPTIP00000014773	ENSPTIG00000014066	Panthera_tigris_altaica
ENSJHYP00000017598	ENSJHYG00000013428	Junco_hyemalis
ENSDNOP00000004814	ENSDNOG00000006197	Dasypus_novemcinctus
ENSLOCP00000019871	ENSLOCG00000016121	Lepisosteus_oculatus
ENSAMXP00000050208	ENSAMXG00000014324	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSJJAP00000004851	ENSJJAG00000009813	Jaculus_jaculus
ENSGWIP00000054456	ENSGWIG00000026028	Gouania_willdenowi
ENSMAMP00000000343	ENSMAMG00000000236	Mastacembelus_armatus
ENSGGOP00000009819	ENSGGOG00000010058	Gorilla_gorilla
ENSORLP00000017675	ENSORLG00000014095	Oryzias_latipes_ASM223467v1
ENSARWP00000001743	ENSARWG00000001383	Apteryx_rowi
ENSMZEP00005017242	ENSMZEG00005012956	Maylandia_zebra
ENSMGAP00000019297	ENSMGAG00000016990	Meleagris_gallopavo
ENSVVUP00000006496	ENSVVUG00000005038	Vulpes_vulpes
ENSEASP00005012813	ENSEASG00005008952	Equus_asinus_asinus
ENSANAP00000009588	ENSANAG00000022781	Aotus_nancymaae
ENSMALP00000004458	ENSMALG00000003238	Monopterus_albus
MGP_SPRETEiJ_P0023339	MGP_SPRETEiJ_G0015914	Mus_spretus_strain_SPRET/EiJ
ENSZALP00000012716	ENSZALG00000010629	Zonotrichia_albicollis
ENSFHEP00000000286	ENSFHEG00000000041	Fundulus_heteroclitus
ENSSMRP00000029450	ENSSMRG00000022643	Salvator_merianae
ENSXETP00000036449	ENSXETG00000013509	Xenopus_tropicalis
ENSMAUP00000023728	ENSMAUG00000020795	Mesocricetus_auratus
ENSOGAP00000015300	ENSOGAG00000017085	Otolemur_garnettii
ENSPMEP00000029596	ENSPMEG00000015436	Poecilia_mexicana
ENSCGRP00001004615	ENSCGRG00001005888	Cricetulus_griseus_CHOK1GS_HDv1
ENSTGUP00000011026	ENSTGUG00000010682	Taeniopygia_guttata
ENSLBEP00000006322	ENSLBEG00000004876	Labrus_bergylta
ENSTNIP00000003867	ENSTNIG00000012250	Tetraodon_nigroviridis
ENSHGLP00000027134	ENSHGLG00000019298	Heterocephalus_glaber_HetGla_female_1.0
ENSLACP00000001491	ENSLACG00000001335	Latimeria_chalumnae
ENSXMAP00000021137	ENSXMAG00000023646	Xiphophorus_maculatus
ENSNSUP00000014513	ENSNSUG00000010745	Notechis_scutatus
ENSOARP00000002642	ENSOARG00000002482	Ovis_aries
ENSMUGP00000017424	ENSMUGG00000014303	Meriones_unguiculatus
ENSPANP00000011488	ENSPANG00000019109	Papio_anubis
ENSLCRP00005005065	ENSLCRG00005002588	Larimichthys_crocea
ENSMOCP00000004189	ENSMOCG00000003381	Microtus_ochrogaster
ENSLBEP00000026432	ENSLBEG00000020116	Labrus_bergylta
ENSPREP00000024479	ENSPREG00000016525	Poecilia_reticulata
ENSCPBP00000023303	ENSCPBG00000016639	Chrysemys_picta_bellii
ENSMSIP00000014718	ENSMSIG00000012662	Mus_spicilegus
ENSAMXP00005022916	ENSAMXG00005010966	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCCAP00000009701	ENSCCAG00000022498	Cebus_capucinus_imitator
ENSFHEP00000021819	ENSFHEG00000001806	Fundulus_heteroclitus
ENSMLEP00000017939	ENSMLEG00000033121	Mandrillus_leucophaeus
ENSNGAP00000013812	ENSNGAG00000015292	Nannospalax_galili
ENSCSEP00000004510	ENSCSEG00000002925	Cynoglossus_semilaevis
ENSACIP00000011169	ENSACIG00000008665	Amphilophus_citrinellus
ENSCPOP00000021274	ENSCPOG00000001861	Cavia_porcellus
ENSORLP00000036607	ENSORLG00000026719	Oryzias_latipes_ASM223467v1
ENSGMOP00000002866	ENSGMOG00000002693	Gadus_morhua
ENSPPYP00000019127	ENSPPYG00000017082	Pongo_abelii
ENSTGEP00000034587	ENSTGEG00000027568	Theropithecus_gelada
ENSACAP00000021064	ENSACAG00000027717	Anolis_carolinensis
ENSHHUP00000087287	ENSHHUG00000050491	Hucho_hucho
ENSSFOP00015020224	ENSSFOG00015012991	Scleropages_formosus
ENSCGRP00015031193	ENSCGRG00015023330	Cricetulus_griseus_CriGri-PICR
ENSNBRP00000009510	ENSNBRG00000007412	Neolamprologus_brichardi
ENSSDUP00000023971	ENSSDUG00000017436	Seriola_dumerili
ENSCABP00000025596	ENSCABG00000018828	Chelonoidis_abingdonii
ENSPNAP00000024444	ENSPNAG00000009027	Pygocentrus_nattereri
ENSCGOP00000033191	ENSCGOG00000015411	Cottoperca_gobio
ENSRNOP00000017688	ENSRNOG00000013160	Rattus_norvegicus
ENSTTRP00000014486	ENSTTRG00000015274	Tursiops_truncatus
ENSCAPP00000013426	ENSCAPG00000014037	Cavia_aperea
ENSCVAP00000023977	ENSCVAG00000007724	Cyprinodon_variegatus
ENSKMAP00000020819	ENSKMAG00000015477	Kryptolebias_marmoratus
ENSNPEP00000020889	ENSNPEG00000015520	Nothoprocta_perdicaria
ENSPLAP00000004466	ENSPLAG00000006165	Poecilia_latipinna
ENSUAMP00000002230	ENSUAMG00000002060	Ursus_americanus
ENSSMAP00000024150	ENSSMAG00000014648	Scophthalmus_maximus
ENSETEP00000007241	ENSETEG00000008913	Echinops_telfairi
ENSMAMP00000031010	ENSMAMG00000020891	Mastacembelus_armatus
ENSBMUP00000017782	ENSBMUG00000013393	Bos_mutus
ENSMODP00000021028	ENSMODG00000016847	Monodelphis_domestica
ENSORLP00015025238	ENSORLG00015006251	Oryzias_latipes_ASM223469v1
ENSPCOP00000023168	ENSPCOG00000023715	Propithecus_coquereli
ENSNGAP00000000964	ENSNGAG00000000734	Nannospalax_galili
ENSCHIP00000012907	ENSCHIG00000014487	Capra_hircus
ENSCJPP00005006632	ENSCJPG00005005963	Coturnix_japonica
ENSPMEP00000012564	ENSPMEG00000014772	Poecilia_mexicana
ENSMOCP00000003500	ENSMOCG00000002796	Microtus_ochrogaster
ENSIPUP00000004769	ENSIPUG00000003319	Ictalurus_punctatus
ENSBIXP00005019159	ENSBIXG00005003851	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSHGLP00100011517	ENSHGLG00100008543	Heterocephalus_glaber_HetGla_1.0
ENSSPAP00000025849	ENSSPAG00000019506	Stegastes_partitus
ENSRBIP00000021399	ENSRBIG00000034667	Rhinopithecus_bieti
ENSLSDP00000019796	ENSLSDG00000014063	Lonchura_striata_domestica
ENSPREP00000003531	ENSPREG00000002442	Poecilia_reticulata
ENSPSMP00000027897	ENSPSMG00000019391	Prolemur_simus
ENSDCDP00000043972	ENSDCDG00000028029	Denticeps_clupeoides
ENSVPAP00000001439	ENSVPAG00000001557	Vicugna_pacos
ENSFDAP00000016616	ENSFDAG00000005242	Fukomys_damarensis
ENSSPUP00000007136	ENSSPUG00000005517	Sphenodon_punctatus
ENSCVAP00000025413	ENSCVAG00000010194	Cyprinodon_variegatus
ENSHHUP00000087275	ENSHHUG00000050483	Hucho_hucho
ENSPCIP00000005403	ENSPCIG00000004499	Phascolarctos_cinereus
ENSGAGP00000002419	ENSGAGG00000001963	Gopherus_agassizii
ENSMMMP00000002691	ENSMMMG00000002396	Marmota_marmota_marmota
ENSATEP00000016426	ENSATEG00000011453	Anabas_testudineus
ENSPLAP00000027576	ENSPLAG00000016275	Poecilia_latipinna
ENSABRP00000010415	ENSABRG00000009323	Anser_brachyrhynchus
ENSSFOP00015023884	ENSSFOG00015015347	Scleropages_formosus
ENSAMXP00005056713	ENSAMXG00005025142	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
MGP_CAROLIEiJ_P0022242	MGP_CAROLIEiJ_G0015107	Mus_caroli_strain_CAROLI_EIJ
ENSHCOP00000014162	ENSHCOG00000017452	Hippocampus_comes
ENSPRNP00000053587	ENSPRNG00000025233	Parambassis_ranga
ENSPRNP00000053585	ENSPRNG00000025232	Parambassis_ranga
ENSMZEP00005023337	ENSMZEG00005017473	Maylandia_zebra
ENSMLUP00000009401	ENSMLUG00000010290	Myotis_lucifugus
ENSAPEP00000004152	ENSAPEG00000002836	Amphiprion_percula
ENSXCOP00000005835	ENSXCOG00000004521	Xiphophorus_couchianus
ENSATEP00000002464	ENSATEG00000001769	Anabas_testudineus
ENSHBUP00000011091	ENSHBUG00000012688	Haplochromis_burtoni
ENSMVIP00005022464	ENSMVIG00005015756	Manacus_vitellinus
ENSACLP00000005205	ENSACLG00000003502	Astatotilapia_calliptera
ENSBIXP00000017139	ENSBIXG00000021165	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCPUP00000020512	ENSCPUG00000014029	Calidris_pugnax
ENSECAP00000044954	ENSECAG00000022232	Equus_caballus
ENSMALP00000028093	ENSMALG00000019477	Monopterus_albus
ENSSDUP00000010793	ENSSDUG00000007859	Seriola_dumerili
ENSEEUP00000000466	ENSEEUG00000000524	Erinaceus_europaeus
ENSCPGP00000021550	ENSCPGG00000015033	Calidris_pygmaea
ENSSLDP00000002127	ENSSLDG00000001745	Seriola_lalandi_dorsalis
ENSOMEP00000007696	ENSOMEG00000008883	Oryzias_melastigma
ENSOANP00000019488	ENSOANG00000012316	Ornithorhynchus_anatinus
ENSODEP00000003732	ENSODEG00000002858	Octodon_degus
ENSCCEP00000017382	ENSCCEG00000016103	Cyanistes_caeruleus
ENSORLP00020010485	ENSORLG00020011414	Oryzias_latipes_ASM223471v1
ENSCPRP00005026307	ENSCPRG00005018257	Crocodylus_porosus
ENSSCAP00000010885	ENSSCAG00000008213	Serinus_canaria
ENSCAFP00000054218	ENSCAFG00000000366	Canis_lupus_familiaris
ENSHBUP00000007870	ENSHBUG00000009381	Haplochromis_burtoni
ENSCHAP00000034562	ENSCHAG00000016333	Clupea_harengus
ENSCHOP00000008249	ENSCHOG00000009320	Choloepus_hoffmanni
ENSORLP00015001618	ENSORLG00015002251	Oryzias_latipes_ASM223469v1
ENSMMOP00000021095	ENSMMOG00000016032	Mola_mola
ENSNBRP00000021725	ENSNBRG00000016632	Neolamprologus_brichardi
ENSAPOP00000012993	ENSAPOG00000015741	Acanthochromis_polyacanthus
ENSCSEP00000005782	ENSCSEG00000003738	Cynoglossus_semilaevis
ENSPNYP00000014062	ENSPNYG00000010673	Pundamilia_nyererei
MGP_PahariEiJ_P0056314	MGP_PahariEiJ_G0023726	Mus_pahari_strain_PAHARI_EIJ
ENSSLDP00000010267	ENSSLDG00000008180	Seriola_lalandi_dorsalis
ENSDARP00000046840	ENSDARG00000007179	Danio_rerio
ENSPFOP00000019732	ENSPFOG00000019608	Poecilia_formosa
ENSUPAP00010021040	ENSUPAG00010016691	Urocitellus_parryii
ENSCLAP00000004731	ENSCLAG00000003367	Chinchilla_lanigera
ENSXCOP00000004269	ENSXCOG00000003356	Xiphophorus_couchianus
ENSOCUP00000035978	ENSOCUG00000013851	Oryctolagus_cuniculus
ENSSBOP00000008162	ENSSBOG00000020903	Saimiri_boliviensis_boliviensis
ENSSPAP00000031386	ENSSPAG00000023525	Stegastes_partitus
ENSPPRP00000009621	ENSPPRG00000004035	Panthera_pardus
ENSAOCP00000027346	ENSAOCG00000016191	Amphiprion_ocellaris
ENSPPAP00000013304	ENSPPAG00000029791	Pan_paniscus
