ENSSFOP00015032622	ENSSFOG00015020606	Scleropages_formosus	ENSSFOT00015032986
ENSPKIP00000002036	ENSPKIG00000019934	Paramormyrops_kingsleyae	ENSPKIT00000025973
ENSSFOP00015035052	ENSSFOG00015022327	Scleropages_formosus
ENSCGOP00000039780	ENSCGOG00000018135	Cottoperca_gobio
ENSHCOP00000004917	ENSHCOG00000006470	Hippocampus_comes
ENSATEP00000025592	ENSATEG00000017725	Anabas_testudineus
ENSMAMP00000005911	ENSMAMG00000003957	Mastacembelus_armatus
ENSSDUP00000027114	ENSSDUG00000019638	Seriola_dumerili
ENSSLDP00000004810	ENSSLDG00000003833	Seriola_lalandi_dorsalis
ENSLCAP00010051277	ENSLCAG00010023878	Lates_calcarifer
ENSSMAP00000021762	ENSSMAG00000013324	Scophthalmus_maximus
ENSCSEP00000019194	ENSCSEG00000012293	Cynoglossus_semilaevis
ENSFHEP00000022045	ENSFHEG00000002173	Fundulus_heteroclitus
ENSHHUP00000076903	ENSHHUG00000044970	Hucho_hucho
ENSBSLP00000038730	ENSBSLG00000018752	Betta_splendens
ENSGACP00000006978	ENSGACG00000005264	Gasterosteus_aculeatus
ENSGMOP00000003493	ENSGMOG00000003305	Gadus_morhua
ENSPMGP00000024662	ENSPMGG00000019957	Periophthalmus_magnuspinnatus
ENSHHUP00000006808	ENSHHUG00000004194	Hucho_hucho
ENSELUP00000040077	ENSELUG00000020399	Esox_lucius
ENSLOCP00000009898	ENSLOCG00000008152	Lepisosteus_oculatus
ENSECRP00000027550	ENSECRG00000018651	Erpetoichthys_calabaricus
ENSAHAP00000023941	ENSAHAG00000016719	Apteryx_haastii
ENSAOWP00000001507	ENSAOWG00000001080	Apteryx_owenii
ENSARWP00000001783	ENSARWG00000001407	Apteryx_rowi
ENSDNVP00000026423	ENSDNVG00000018392	Dromaius_novaehollandiae
ENSNPEP00000001722	ENSNPEG00000001337	Nothoprocta_perdicaria
ENSTGUP00000007881	ENSTGUG00000007656	Taeniopygia_guttata
ENSLSDP00000018541	ENSLSDG00000013250	Lonchura_striata_domestica
ENSSCAP00000021733	ENSSCAG00000015625	Serinus_canaria
ENSZALP00000022678	ENSZALG00000017596	Zonotrichia_albicollis
ENSJHYP00000004187	ENSJHYG00000003488	Junco_hyemalis
ENSFALP00000000799	ENSFALG00000000771	Ficedula_albicollis
ENSPMJP00000026120	ENSPMJG00000019105	Parus_major
ENSCCEP00000027498	ENSCCEG00000024009	Cyanistes_caeruleus
ENSLCOP00000023357	ENSLCOG00000016389	Lepidothrix_coronata
ENSMVIP00005026088	ENSMVIG00005018213	Manacus_vitellinus
ENSCPUP00000005375	ENSCPUG00000003940	Calidris_pugnax
ENSCPUP00000005369	ENSCPUG00000003937	Calidris_pugnax
ENSCPGP00000014149	ENSCPGG00000010014	Calidris_pygmaea
ENSCJPP00005023583	ENSCJPG00005018686	Coturnix_japonica
ENSGALP00000069063	ENSGALG00000042928	Gallus_gallus
ENSMGAP00000010989	ENSMGAG00000016872	Meleagris_gallopavo
ENSNMEP00000026872	ENSNMEG00000022556	Numida_meleagris
ENSCPRP00005022633	ENSCPRG00005015786	Crocodylus_porosus
ENSCABP00000002247	ENSCABG00000001759	Chelonoidis_abingdonii
ENSGAGP00000004545	ENSGAGG00000003743	Gopherus_agassizii
ENSCPBP00000009017	ENSCPBG00000006959	Chrysemys_picta_bellii
ENSPSIP00000018508	ENSPSIG00000016442	Pelodiscus_sinensis
ENSPVIP00000034482	ENSPVIG00000025182	Pogona_vitticeps
ENSACAP00000018350	ENSACAG00000021954	Anolis_carolinensis
ENSSMRP00000024459	ENSSMRG00000018958	Salvator_merianae
ENSSPUP00000016928	ENSSPUG00000013076	Sphenodon_punctatus
ENSXETP00000015453	ENSXETG00000000242	Xenopus_tropicalis
ENSLACP00000002992	ENSLACG00000002677	Latimeria_chalumnae
ENSCMIP00000018604	ENSCMIG00000008693	Callorhinchus_milii
