ENSCCEP00000024958	ENSCCEG00000022106	Cyanistes_caeruleus
ENSPREP00000011495	ENSPREG00000007821	Poecilia_reticulata
ENSAMXP00000029100	ENSAMXG00000034532	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSLCOP00000009532	ENSLCOG00000006940	Lepidothrix_coronata
ENSHBUP00000016320	ENSHBUG00000018268	Haplochromis_burtoni
ENSONIP00000009948	ENSONIG00000007890	Oreochromis_niloticus
ENSBSLP00000038894	ENSBSLG00000018896	Betta_splendens
ENSMVIP00005028222	ENSMVIG00005019667	Manacus_vitellinus
ENSLOCP00000003167	ENSLOCG00000002696	Lepisosteus_oculatus
ENSSDUP00000002149	ENSSDUG00000001673	Seriola_dumerili
ENSDARP00000142523	ENSDARG00000105443	Danio_rerio
ENSMMOP00000028416	ENSMMOG00000021460	Mola_mola
ENSORLP00015018750	ENSORLG00015019820	Oryzias_latipes_ASM223469v1
ENSEEEP00000050136	ENSEEEG00000023585	Electrophorus_electricus
ENSAHAP00000014851	ENSAHAG00000010683	Apteryx_haastii
ENSAMXP00000001458	ENSAMXG00000001436	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSATEP00000016776	ENSATEG00000011655	Anabas_testudineus
ENSCGOP00000051670	ENSCGOG00000022799	Cottoperca_gobio
ENSSMAP00000022532	ENSSMAG00000013777	Scophthalmus_maximus
ENSORLP00020017292	ENSORLG00020018319	Oryzias_latipes_ASM223471v1
ENSCABP00000012083	ENSCABG00000009047	Chelonoidis_abingdonii
ENSACIP00000000200	ENSACIG00000000186	Amphilophus_citrinellus
ENSACLP00000020021	ENSACLG00000013608	Astatotilapia_calliptera
ENSPRNP00000019954	ENSPRNG00000010284	Parambassis_ranga
ENSGACP00000025042	ENSGACG00000018940	Gasterosteus_aculeatus
ENSDCDP00000029922	ENSDCDG00000021127	Denticeps_clupeoides	ENSDCDT00000039091
ENSGWIP00000004939	ENSGWIG00000002563	Gouania_willdenowi
ENSLBEP00000021070	ENSLBEG00000016196	Labrus_bergylta
ENSOMEP00000018659	ENSOMEG00000020389	Oryzias_melastigma
ENSPLAP00000022895	ENSPLAG00000007761	Poecilia_latipinna
ENSLACP00000003284	ENSLACG00000002937	Latimeria_chalumnae
ENSAOWP00000005192	ENSAOWG00000003587	Apteryx_owenii
ENSLCAP00010037559	ENSLCAG00010017606	Lates_calcarifer
ENSEEEP00000050125	ENSEEEG00000023581	Electrophorus_electricus	ENSEEET00000050674
ENSZALP00000000024	ENSZALG00000000034	Zonotrichia_albicollis
ENSPNYP00000001206	ENSPNYG00000000980	Pundamilia_nyererei
ENSTNIP00000010236	ENSTNIG00000007430	Tetraodon_nigroviridis
ENSTNIP00000010235	ENSTNIG00000007429	Tetraodon_nigroviridis
ENSMAMP00000018298	ENSMAMG00000012340	Mastacembelus_armatus
ENSMAMP00000019630	ENSMAMG00000013192	Mastacembelus_armatus
ENSELUP00000006788	ENSELUG00000007652	Esox_lucius
ENSMUNP00000004060	ENSMUNG00000003393	Melopsittacus_undulatus
ENSPREP00000011540	ENSPREG00000007846	Poecilia_reticulata
ENSHCOP00000024147	ENSHCOG00000013246	Hippocampus_comes
ENSAPOP00000033226	ENSAPOG00000021682	Acanthochromis_polyacanthus
ENSNBRP00000006615	ENSNBRG00000005212	Neolamprologus_brichardi
ENSPKIP00000005732	ENSPKIG00000022282	Paramormyrops_kingsleyae
ENSAPEP00000002244	ENSAPEG00000001623	Amphiprion_percula
ENSORLP00015017299	ENSORLG00015018327	Oryzias_latipes_ASM223469v1
ENSXCOP00000008776	ENSXCOG00000006702	Xiphophorus_couchianus
ENSSFOP00015020215	ENSSFOG00015012987	Scleropages_formosus
ENSACIP00000026045	ENSACIG00000020185	Amphilophus_citrinellus
ENSPFOP00000026739	ENSPFOG00000023594	Poecilia_formosa
ENSECRP00000001617	ENSECRG00000001098	Erpetoichthys_calabaricus
ENSORLP00020032644	ENSORLG00020018292	Oryzias_latipes_ASM223471v1
ENSEEEP00000026674	ENSEEEG00000012888	Electrophorus_electricus
ENSXMAP00000001076	ENSXMAG00000001069	Xiphophorus_maculatus
ENSPFOP00000001698	ENSPFOG00000001759	Poecilia_formosa
ENSACLP00000001533	ENSACLG00000001075	Astatotilapia_calliptera
ENSPLAP00000022909	ENSPLAG00000007853	Poecilia_latipinna
ENSCPBP00000012750	ENSCPBG00000009605	Chrysemys_picta_bellii
ENSPNAP00000013415	ENSPNAG00000019277	Pygocentrus_nattereri
ENSBSLP00000038927	ENSBSLG00000018908	Betta_splendens
ENSNBRP00000006903	ENSNBRG00000005402	Neolamprologus_brichardi
ENSPNAP00000031729	ENSPNAG00000019235	Pygocentrus_nattereri
ENSAPOP00000018385	ENSAPOG00000021743	Acanthochromis_polyacanthus
ENSDCDP00000029826	ENSDCDG00000021057	Denticeps_clupeoides
ENSLBEP00000020973	ENSLBEG00000016115	Labrus_bergylta
ENSCHAP00000013661	ENSCHAG00000007464	Clupea_harengus
ENSELUP00000006775	ENSELUG00000007629	Esox_lucius
ENSARWP00000023206	ENSARWG00000015821	Apteryx_rowi
ENSAMXP00000049884	ENSAMXG00000043407	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000055161
ENSACLP00000001584	ENSACLG00000001089	Astatotilapia_calliptera
ENSCSEP00000031329	ENSCSEG00000020062	Cynoglossus_semilaevis
ENSXCOP00000008567	ENSXCOG00000006557	Xiphophorus_couchianus
ENSLCAP00010037570	ENSLCAG00010017612	Lates_calcarifer
ENSOMEP00000032706	ENSOMEG00000018282	Oryzias_melastigma
ENSPRNP00000042598	ENSPRNG00000020814	Parambassis_ranga
ENSCHAP00000006060	ENSCHAG00000003779	Clupea_harengus
ENSSDUP00000002112	ENSSDUG00000001634	Seriola_dumerili
ENSCHAP00000005618	ENSCHAG00000003582	Clupea_harengus
ENSMMOP00000028421	ENSMMOG00000021462	Mola_mola
ENSPMGP00000005324	ENSPMGG00000004472	Periophthalmus_magnuspinnatus
ENSSFOP00015019736	ENSSFOG00015012676	Scleropages_formosus
ENSACLP00000020042	ENSACLG00000013620	Astatotilapia_calliptera
ENSCPUP00000018927	ENSCPUG00000013008	Calidris_pugnax
ENSCINP00000014153	ENSCING00000006890	Ciona_intestinalis
ENSGAFP00000008855	ENSGAFG00000006015	Gambusia_affinis
ENSAOCP00000012896	ENSAOCG00000017420	Amphiprion_ocellaris
ENSGACP00000025039	ENSGACG00000018934	Gasterosteus_aculeatus
ENSORLP00000012500	ENSORLG00000009961	Oryzias_latipes_ASM223467v1
ENSPNYP00000023412	ENSPNYG00000017691	Pundamilia_nyererei
ENSLCRP00005026325	ENSLCRG00005010512	Larimichthys_crocea
ENSORLP00000012504	ENSORLG00000009967	Oryzias_latipes_ASM223467v1
ENSAPEP00000002787	ENSAPEG00000002015	Amphiprion_percula
ENSMZEP00005027732	ENSMZEG00005020671	Maylandia_zebra
ENSHHUP00000067713	ENSHHUG00000039917	Hucho_hucho
ENSATEP00000016808	ENSATEG00000011687	Anabas_testudineus
ENSPRNP00000042601	ENSPRNG00000020817	Parambassis_ranga
ENSAOCP00000027327	ENSAOCG00000016170	Amphiprion_ocellaris
ENSSPAP00000030973	ENSSPAG00000023226	Stegastes_partitus
ENSONIP00000009916	ENSONIG00000007866	Oreochromis_niloticus
ENSCVAP00000002191	ENSCVAG00000003257	Cyprinodon_variegatus
ENSAMXP00005020021	ENSAMXG00005010353	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPMEP00000005082	ENSPMEG00000006414	Poecilia_mexicana
ENSPKIP00000006758	ENSPKIG00000022907	Paramormyrops_kingsleyae
ENSONIP00000009919	ENSONIG00000007868	Oreochromis_niloticus
ENSMZEP00005027460	ENSMZEG00005020470	Maylandia_zebra
ENSGWIP00000004719	ENSGWIG00000002507	Gouania_willdenowi
ENSDNVP00000006981	ENSDNVG00000004989	Dromaius_novaehollandiae
ENSPLAP00000002894	ENSPLAG00000004284	Poecilia_latipinna
ENSLCRP00005026380	ENSLCRG00005010539	Larimichthys_crocea
ENSFALP00000012536	ENSFALG00000012002	Ficedula_albicollis
ENSAPEP00000002140	ENSAPEG00000001562	Amphiprion_percula
ENSGMOP00000014088	ENSGMOG00000013170	Gadus_morhua
ENSPMEP00000023132	ENSPMEG00000004529	Poecilia_mexicana
ENSTGUP00000000017	ENSTGUG00000000020	Taeniopygia_guttata
ENSSMAP00000022574	ENSSMAG00000013792	Scophthalmus_maximus
ENSCHAP00000005797	ENSCHAG00000003672	Clupea_harengus
ENSKMAP00000015112	ENSKMAG00000011306	Kryptolebias_marmoratus
ENSPRNP00000019603	ENSPRNG00000010265	Parambassis_ranga
ENSIPUP00000012623	ENSIPUG00000008607	Ictalurus_punctatus
ENSPNYP00000026816	ENSPNYG00000020208	Pundamilia_nyererei
ENSNPEP00000014637	ENSNPEG00000010939	Nothoprocta_perdicaria
ENSAMXP00005038408	ENSAMXG00005018223	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPFOP00000001627	ENSPFOG00000001699	Poecilia_formosa
ENSORLP00015034076	ENSORLG00015019849	Oryzias_latipes_ASM223469v1
ENSPMJP00000005025	ENSPMJG00000004348	Parus_major
ENSDARP00000114648	ENSDARG00000093836	Danio_rerio
ENSORLP00000033175	ENSORLG00000030339	Oryzias_latipes_ASM223467v1
ENSTRUP00000003063	ENSTRUG00000001328	Takifugu_rubripes
ENSHHUP00000027312	ENSHHUG00000017303	Hucho_hucho
ENSSLDP00000009265	ENSSLDG00000007352	Seriola_lalandi_dorsalis
ENSTRUP00000003706	ENSTRUG00000001604	Takifugu_rubripes
ENSOMEP00000018668	ENSOMEG00000020407	Oryzias_melastigma
ENSCGOP00000051738	ENSCGOG00000022835	Cottoperca_gobio
ENSCVAP00000015591	ENSCVAG00000018418	Cyprinodon_variegatus
ENSAOCP00000012937	ENSAOCG00000017480	Amphiprion_ocellaris
ENSSPAP00000030966	ENSSPAG00000023216	Stegastes_partitus
ENSACIP00000026000	ENSACIG00000020149	Amphilophus_citrinellus
