ENSAHAP00000025306	ENSAHAG00000017589	Apteryx_haastii
ENSAOCP00000015765	ENSAOCG00000020568	Amphiprion_ocellaris
ENSGMOP00000001508	ENSGMOG00000001423	Gadus_morhua
ENSHHUP00000036099	ENSHHUG00000022694	Hucho_hucho	ENSHHUT00000037538
ENSHHUP00000036083	ENSHHUG00000022686	Hucho_hucho	ENSHHUT00000037523
ENSHHUP00000015578	ENSHHUG00000009712	Hucho_hucho
ENSHHUP00000015571	ENSHHUG00000009705	Hucho_hucho
ENSELUP00000042744	ENSELUG00000024159	Esox_lucius
ENSSFOP00015034447	ENSSFOG00015021938	Scleropages_formosus
ENSPKIP00000006061	ENSPKIG00000022486	Paramormyrops_kingsleyae
ENSLOCP00000007272	ENSLOCG00000006007	Lepisosteus_oculatus
ENSECRP00000025079	ENSECRG00000016873	Erpetoichthys_calabaricus
ENSCMIP00000046426	ENSCMIG00000019098	Callorhinchus_milii
