ENSSFOP00015015423	ENSSFOG00015009964	Scleropages_formosus	ENSSFOT00015015605
ENSPKIP00000026269	ENSPKIG00000008818	Paramormyrops_kingsleyae	ENSPKIT00000007022
ENSHHUP00000072543	ENSHHUG00000042591	Hucho_hucho
ENSAOWP00000024196	ENSAOWG00000016341	Apteryx_owenii
ENSARWP00000003304	ENSARWG00000002477	Apteryx_rowi
ENSAHAP00000027582	ENSAHAG00000019196	Apteryx_haastii
ENSDNVP00000004853	ENSDNVG00000003468	Dromaius_novaehollandiae
ENSNPEP00000008221	ENSNPEG00000006174	Nothoprocta_perdicaria
ENSABRP00000001250	ENSABRG00000001305	Anser_brachyrhynchus
ENSAPLP00000001272	ENSAPLG00000001849	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000005119	ENSMGAG00000005246	Meleagris_gallopavo
ENSCJPP00005021075	ENSCJPG00005016886	Coturnix_japonica
ENSGALP00000011818	ENSGALG00000007311	Gallus_gallus
ENSNMEP00000024424	ENSNMEG00000020748	Numida_meleagris
ENSLCOP00000020824	ENSLCOG00000014741	Lepidothrix_coronata
ENSMVIP00005003644	ENSMVIG00005002852	Manacus_vitellinus
ENSLSDP00000009439	ENSLSDG00000007015	Lonchura_striata_domestica
ENSTGUP00000006613	ENSTGUG00000006446	Taeniopygia_guttata
ENSJHYP00000003035	ENSJHYG00000002503	Junco_hyemalis
ENSSCAP00000023814	ENSSCAG00000017039	Serinus_canaria
ENSZALP00000002424	ENSZALG00000002616	Zonotrichia_albicollis
ENSPMJP00000016078	ENSPMJG00000012170	Parus_major
ENSCCEP00000009236	ENSCCEG00000009408	Cyanistes_caeruleus
ENSFALP00000011700	ENSFALG00000011217	Ficedula_albicollis
ENSMUNP00000016006	ENSMUNG00000012327	Melopsittacus_undulatus
ENSCPGP00000015985	ENSCPGG00000011263	Calidris_pygmaea
ENSCPUP00000001487	ENSCPUG00000001131	Calidris_pugnax
ENSCPRP00005009916	ENSCPRG00005007070	Crocodylus_porosus
ENSGAGP00000014530	ENSGAGG00000011043	Gopherus_agassizii
ENSCABP00000012313	ENSCABG00000009230	Chelonoidis_abingdonii
ENSCPBP00000002204	ENSCPBG00000001780	Chrysemys_picta_bellii
ENSPCIP00000008572	ENSPCIG00000007077	Phascolarctos_cinereus
ENSVURP00010018306	ENSVURG00010013973	Vombatus_ursinus
ENSMEUP00000002413	ENSMEUG00000002643	Notamacropus_eugenii
ENSSHAP00000005333	ENSSHAG00000004659	Sarcophilus_harrisii
ENSMODP00000002737	ENSMODG00000002246	Monodelphis_domestica
ENSLAFP00000026855	ENSLAFG00000017282	Loxodonta_africana
ENSETEP00000000427	ENSETEG00000000538	Echinops_telfairi
ENSDNOP00000022320	ENSDNOG00000042673	Dasypus_novemcinctus
ENSMLUP00000007273	ENSMLUG00000007978	Myotis_lucifugus
ENSPVAP00000003920	ENSPVAG00000004140	Pteropus_vampyrus
ENSCHIP00000009011	ENSCHIG00000012031	Capra_hircus
ENSOARP00000020264	ENSOARG00000018869	Ovis_aries
ENSBTAP00000058360	ENSBTAG00000055282	Bos_taurus
ENSBIXP00005014529	ENSBIXG00005002991	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000003379	ENSBMUG00000002676	Bos_mutus
ENSBBBP00000024556	ENSBBBG00000005261	Bison_bison_bison
ENSSSCP00000048339	ENSSSCG00000037234	Sus_scrofa_strain_reference
ENSEEUP00000003839	ENSEEUG00000004246	Erinaceus_europaeus
ENSEASP00005029028	ENSEASG00005019763	Equus_asinus_asinus
ENSECAP00000002324	ENSECAG00000003417	Equus_caballus
ENSUMAP00000014653	ENSUMAG00000010783	Ursus_maritimus
ENSUAMP00000028501	ENSUAMG00000022025	Ursus_americanus
ENSAMEP00000019702	ENSAMEG00000018642	Ailuropoda_melanoleuca
ENSMPUP00000018325	ENSMPUG00000018443	Mustela_putorius_furo
ENSNVIP00000024670	ENSNVIG00000019132	Neovison_vison
ENSCAFP00020008360	ENSCAFG00020006782	Canis_lupus_dingo
ENSCAFP00000044590	ENSCAFG00000031946	Canis_lupus_familiaris
ENSVVUP00000013160	ENSVVUG00000009676	Vulpes_vulpes
ENSPPRP00000019662	ENSPPRG00000010947	Panthera_pardus
ENSPTIP00000006469	ENSPTIG00000008384	Panthera_tigris_altaica
ENSFCAP00000013583	ENSFCAG00000014644	Felis_catus
ENSUPAP00010017411	ENSUPAG00010013860	Urocitellus_parryii
ENSSDAP00000002350	ENSSDAG00000002273	Spermophilus_dauricus
ENSSTOP00000018471	ENSSTOG00000019786	Ictidomys_tridecemlineatus
ENSMMMP00000012817	ENSMMMG00000011454	Marmota_marmota_marmota
ENSCLAP00000004838	ENSCLAG00000003436	Chinchilla_lanigera
ENSCPOP00000027195	ENSCPOG00000037435	Cavia_porcellus
ENSODEP00000026304	ENSODEG00000019704	Octodon_degus
ENSHGLP00000004499	ENSHGLG00000003290	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100022914	ENSHGLG00100016852	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000002304	ENSFDAG00000012052	Fukomys_damarensis
ENSCGRP00000026350	ENSCGRG00000019412	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001003670	ENSCGRG00001004501	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015022562	ENSCGRG00015017175	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000003061	ENSMAUG00000003150	Mesocricetus_auratus
ENSPEMP00000011378	ENSPEMG00000012046	Peromyscus_maniculatus_bairdii
ENSMOCP00000002830	ENSMOCG00000002260	Microtus_ochrogaster
MGP_SPRETEiJ_P0096589	MGP_SPRETEiJ_G0034615	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000054219	ENSMUSG00000047230	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000017171	ENSMSIG00000014684	Mus_spicilegus
MGP_CAROLIEiJ_P0092826	MGP_CAROLIEiJ_G0033445	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0090437	MGP_PahariEiJ_G0031984	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000075499	ENSRNOG00000054495	Rattus_norvegicus
ENSMUGP00000029141	ENSMUGG00000024159	Meriones_unguiculatus
ENSNGAP00000026869	ENSNGAG00000024381	Nannospalax_galili
ENSJJAP00000006350	ENSJJAG00000011051	Jaculus_jaculus
ENSCCNP00000027912	ENSCCNG00000026955	Castor_canadensis
ENSOCUP00000020118	ENSOCUG00000012629	Oryctolagus_cuniculus
ENSOPRP00000003917	ENSOPRG00000004280	Ochotona_princeps
ENSTBEP00000006159	ENSTBEG00000007149	Tupaia_belangeri
ENSP00000441283	ENSG00000165376	Homo_sapiens
ENSGGOP00000029229	ENSGGOG00000038544	Gorilla_gorilla
ENSPTRP00000074471	ENSPTRG00000022156	Pan_troglodytes
ENSPPAP00000000762	ENSPPAG00000003384	Pan_paniscus
ENSPPYP00000023065	ENSPPYG00000020607	Pongo_abelii
ENSNLEP00000029620	ENSNLEG00000027513	Nomascus_leucogenys
ENSPTEP00000032579	ENSPTEG00000031292	Piliocolobus_tephrosceles
ENSCANP00000006206	ENSCANG00000020906	Colobus_angolensis_palliatus
ENSRROP00000001493	ENSRROG00000006141	Rhinopithecus_roxellana
ENSRBIP00000001871	ENSRBIG00000009538	Rhinopithecus_bieti
ENSMLEP00000001749	ENSMLEG00000006814	Mandrillus_leucophaeus
ENSCATP00000007566	ENSCATG00000022534	Cercocebus_atys
ENSCSAP00000005500	ENSCSAG00000009239	Chlorocebus_sabaeus
ENSTGEP00000017829	ENSTGEG00000014420	Theropithecus_gelada
ENSPANP00000009626	ENSPANG00000026202	Papio_anubis
ENSMNEP00000000299	ENSMNEG00000001269	Macaca_nemestrina
ENSMFAP00000014657	ENSMFAG00000030508	Macaca_fascicularis
ENSMMUP00000017273	ENSMMUG00000013146	Macaca_mulatta
ENSCJAP00000063388	ENSCJAG00000008030	Callithrix_jacchus
ENSSBOP00000004807	ENSSBOG00000019074	Saimiri_boliviensis_boliviensis
ENSCCAP00000001412	ENSCCAG00000009135	Cebus_capucinus_imitator
ENSANAP00000002201	ENSANAG00000017463	Aotus_nancymaae
ENSTSYP00000033068	ENSTSYG00000031546	Carlito_syrichta
ENSMICP00000014286	ENSMICG00000015690	Microcebus_murinus
ENSPSMP00000017979	ENSPSMG00000012768	Prolemur_simus
ENSOGAP00000011566	ENSOGAG00000012903	Otolemur_garnettii
ENSOANP00000011756	ENSOANG00000007386	Ornithorhynchus_anatinus
ENSXETP00000035809	ENSXETG00000013928	Xenopus_tropicalis
ENSLACP00000014944	ENSLACG00000013154	Latimeria_chalumnae
ENSCMIP00000005717	ENSCMIG00000003313	Callorhinchus_milii
ENSTRUP00000008479	ENSTRUG00000003618	Takifugu_rubripes
ENSPMAP00000001156	ENSPMAG00000001037	Petromyzon_marinus
