ENSPCIP00000046043	ENSPCIG00000020850	Phascolarctos_cinereus	ENSPCIT00000067401
ENSVURP00010011599	ENSVURG00010008965	Vombatus_ursinus	ENSVURT00010013165
ENSMEUP00000013530	ENSMEUG00000014828	Notamacropus_eugenii	ENSMEUT00000014869
ENSSHAP00000003835	ENSSHAG00000003378	Sarcophilus_harrisii	ENSSHAT00000003874
ENSBIXP00000034135	ENSBIXG00000002776	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPPAP00000004392	ENSPPAG00000018483	Pan_paniscus
ENSPTRP00000019036	ENSPTRG00000011083	Pan_troglodytes
ENSP00000315870	ENSG00000176472	Homo_sapiens
ENSGGOP00000003883	ENSGGOG00000003958	Gorilla_gorilla
ENSPPYP00000011260	ENSPPYG00000010062	Pongo_abelii
ENSNLEP00000029174	ENSNLEG00000031731	Nomascus_leucogenys
ENSPTEP00000035079	ENSPTEG00000033175	Piliocolobus_tephrosceles
ENSCANP00000020312	ENSCANG00000033576	Colobus_angolensis_palliatus
ENSRROP00000023161	ENSRROG00000035434	Rhinopithecus_roxellana
ENSRBIP00000019215	ENSRBIG00000033596	Rhinopithecus_bieti
ENSMLEP00000038672	ENSMLEG00000043397	Mandrillus_leucophaeus
ENSCATP00000006685	ENSCATG00000020658	Cercocebus_atys
ENSPANP00000036872	ENSPANG00000034702	Papio_anubis
ENSTGEP00000022507	ENSTGEG00000018222	Theropithecus_gelada
ENSMFAP00000027671	ENSMFAG00000045234	Macaca_fascicularis
ENSMNEP00000001617	ENSMNEG00000007241	Macaca_nemestrina
ENSMMUP00000025313	ENSMMUG00000019265	Macaca_mulatta
ENSCSAP00000014645	ENSCSAG00000003403	Chlorocebus_sabaeus
ENSSBOP00000009282	ENSSBOG00000021519	Saimiri_boliviensis_boliviensis
ENSCCAP00000039103	ENSCCAG00000037392	Cebus_capucinus_imitator
ENSCJAP00000025003	ENSCJAG00000013599	Callithrix_jacchus
ENSANAP00000030490	ENSANAG00000033009	Aotus_nancymaae
ENSTSYP00000010261	ENSTSYG00000011195	Carlito_syrichta
ENSPCOP00000016380	ENSPCOG00000019955	Propithecus_coquereli
ENSMICP00000044209	ENSMICG00000032878	Microcebus_murinus
ENSOGAP00000020263	ENSOGAG00000027522	Otolemur_garnettii
ENSTBEP00000004779	ENSTBEG00000005556	Tupaia_belangeri
ENSCPOP00000023757	ENSCPOG00000038787	Cavia_porcellus
ENSCAPP00000015337	ENSCAPG00000015485	Cavia_aperea
ENSODEP00000011613	ENSODEG00000008628	Octodon_degus
ENSCLAP00000002237	ENSCLAG00000001612	Chinchilla_lanigera
ENSHGLP00100008052	ENSHGLG00100005988	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000010752	ENSHGLG00000007711	Heterocephalus_glaber_HetGla_female_1.0
ENSUPAP00010027735	ENSUPAG00010021917	Urocitellus_parryii
ENSSTOP00000010640	ENSSTOG00000011869	Ictidomys_tridecemlineatus
ENSMMMP00000018264	ENSMMMG00000016204	Marmota_marmota_marmota
ENSPEMP00000027343	ENSPEMG00000023173	Peromyscus_maniculatus_bairdii
ENSMAUP00000024366	ENSMAUG00000021247	Mesocricetus_auratus
ENSMOCP00000019955	ENSMOCG00000017783	Microtus_ochrogaster
ENSMUSP00000092294	ENSMUSG00000066721	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000027662	ENSMSIG00000023330	Mus_spicilegus
MGP_SPRETEiJ_P0081263	MGP_SPRETEiJ_G0030435	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0077943	MGP_CAROLIEiJ_G0029341	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0046280	MGP_PahariEiJ_G0021192	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000038479	ENSRNOG00000024065	Rattus_norvegicus
ENSNGAP00000009334	ENSNGAG00000012057	Nannospalax_galili
ENSCCNP00000020632	ENSCCNG00000020567	Castor_canadensis
ENSCCNP00000017489	ENSCCNG00000017805	Castor_canadensis
ENSOPRP00000012042	ENSOPRG00000013203	Ochotona_princeps
ENSOCUP00000004668	ENSOCUG00000005382	Oryctolagus_cuniculus
ENSLAFP00000013934	ENSLAFG00000016599	Loxodonta_africana
ENSPCAP00000013040	ENSPCAG00000013985	Procavia_capensis
ENSDNOP00000022206	ENSDNOG00000040867	Dasypus_novemcinctus
ENSSMRP00000006886	ENSSMRG00000005573	Salvator_merianae
