ENSDORP00000025020	ENSDORG00000025212	Dipodomys_ordii
ENSANAP00000007041	ENSANAG00000021597	Aotus_nancymaae
ENSCCAP00000009268	ENSCCAG00000022385	Cebus_capucinus_imitator
ENSTSYP00000028560	ENSTSYG00000004031	Carlito_syrichta
ENSTSYP00000021736	ENSTSYG00000014383	Carlito_syrichta
ENSMICP00000036418	ENSMICG00000005599	Microcebus_murinus
ENSMICP00000025759	ENSMICG00000006064	Microcebus_murinus
ENSPSMP00000007317	ENSPSMG00000005463	Prolemur_simus
ENSOGAP00000017153	ENSOGAG00000006185	Otolemur_garnettii
ENSSDAP00000022767	ENSSDAG00000020699	Spermophilus_dauricus
ENSSDAP00000023435	ENSSDAG00000021370	Spermophilus_dauricus
ENSUPAP00010020990	ENSUPAG00010016660	Urocitellus_parryii
ENSMMMP00000006197	ENSMMMG00000005556	Marmota_marmota_marmota
ENSCHIP00000003665	ENSCHIG00000007862	Capra_hircus
ENSOARP00000008822	ENSOARG00000008225	Ovis_aries
ENSBTAP00000019883	ENSBTAG00000014936	Bos_taurus
ENSBMUP00000002887	ENSBMUG00000002290	Bos_mutus
ENSBIXP00005001500	ENSBIXG00005008001	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000014693	ENSBIXG00000019325	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000010602	ENSBBBG00000018696	Bison_bison_bison
ENSSSCP00000065781	ENSSSCG00000032554	Sus_scrofa_strain_reference
ENSVPAP00000008430	ENSVPAG00000009061	Vicugna_pacos
ENSVPAP00000002219	ENSVPAG00000002400	Vicugna_pacos
ENSMLUP00000006272	ENSMLUG00000006879	Myotis_lucifugus
ENSMLUP00000013579	ENSMLUG00000014915	Myotis_lucifugus
ENSPVAP00000005204	ENSPVAG00000005501	Pteropus_vampyrus
ENSVVUP00000027055	ENSVVUG00000019871	Vulpes_vulpes
ENSCAFP00020022692	ENSCAFG00020017906	Canis_lupus_dingo
ENSCAFP00000003471	ENSCAFG00000002395	Canis_lupus_familiaris
ENSCAFP00020000070	ENSCAFG00020000074	Canis_lupus_dingo
ENSVVUP00000016923	ENSVVUG00000012454	Vulpes_vulpes
ENSUMAP00000015773	ENSUMAG00000011585	Ursus_maritimus
ENSUAMP00000005620	ENSUAMG00000004977	Ursus_americanus
ENSAMEP00000019759	ENSAMEG00000018701	Ailuropoda_melanoleuca
ENSNVIP00000020140	ENSNVIG00000015798	Neovison_vison
ENSFCAP00000056203	ENSFCAG00000011924	Felis_catus
ENSEEUP00000001552	ENSEEUG00000001715	Erinaceus_europaeus
ENSSARP00000000172	ENSSARG00000000188	Sorex_araneus
ENSEASP00005000814	ENSEASG00005000721	Equus_asinus_asinus
ENSLAFP00000001832	ENSLAFG00000002194	Loxodonta_africana
ENSDNOP00000015949	ENSDNOG00000014837	Dasypus_novemcinctus
ENSDNOP00000029927	ENSDNOG00000044166	Dasypus_novemcinctus
ENSPCIP00000051960	ENSPCIG00000034779	Phascolarctos_cinereus
ENSVURP00010015319	ENSVURG00010011735	Vombatus_ursinus
ENSSHAP00000020211	ENSSHAG00000017144	Sarcophilus_harrisii
