ENSJHYP00000012242	ENSJHYG00000009563	Junco_hyemalis
ENSHHUP00000068590	ENSHHUG00000040412	Hucho_hucho
ENSXETP00000054064	ENSXETG00000017778	Xenopus_tropicalis
ENSMALP00000017874	ENSMALG00000012480	Monopterus_albus
ENSZALP00000014221	ENSZALG00000011784	Zonotrichia_albicollis
ENSOCUP00000028005	ENSOCUG00000006443	Oryctolagus_cuniculus
ENSCAFP00000021848	ENSCAFG00000014822	Canis_lupus_familiaris
ENSFHEP00000023246	ENSFHEG00000004095	Fundulus_heteroclitus
ENSRROP00000012915	ENSRROG00000030742	Rhinopithecus_roxellana
ENSPMJP00000026240	ENSPMJG00000019182	Parus_major
ENSLAFP00000010870	ENSLAFG00000012998	Loxodonta_africana
ENSGAFP00000008026	ENSGAFG00000005460	Gambusia_affinis
ENSSPUP00000014896	ENSSPUG00000011486	Sphenodon_punctatus
ENSHBUP00000005614	ENSHBUG00000007014	Haplochromis_burtoni
ENSEEUP00000011599	ENSEEUG00000012692	Erinaceus_europaeus
ENSPANP00000019355	ENSPANG00000024873	Papio_anubis
ENSCHOP00000009818	ENSCHOG00000011084	Choloepus_hoffmanni
ENSMSIP00000007719	ENSMSIG00000006822	Mus_spicilegus
ENSPCIP00000013025	ENSPCIG00000010304	Phascolarctos_cinereus
ENSBSLP00000027360	ENSBSLG00000013681	Betta_splendens
ENSSARP00000011325	ENSSARG00000012518	Sorex_araneus
ENSJJAP00000011292	ENSJJAG00000014644	Jaculus_jaculus
ENSECRP00000021120	ENSECRG00000014223	Erpetoichthys_calabaricus
ENSLBEP00000006732	ENSLBEG00000005166	Labrus_bergylta
ENSCJAP00000014562	ENSCJAG00000007806	Callithrix_jacchus
ENSLBEP00000034623	ENSLBEG00000026023	Labrus_bergylta
ENSCMIP00000048857	ENSCMIG00000019938	Callorhinchus_milii
ENSSMAP00000013789	ENSSMAG00000008472	Scophthalmus_maximus
ENSMMMP00000018633	ENSMMMG00000016511	Marmota_marmota_marmota
ENSCMIP00000026972	ENSCMIG00000011768	Callorhinchus_milii
ENSLSDP00000024388	ENSLSDG00000017102	Lonchura_striata_domestica
ENSECRP00000024847	ENSECRG00000016805	Erpetoichthys_calabaricus
ENSP00000364965	ENSG00000187742	Homo_sapiens
MGP_PahariEiJ_P0065307	MGP_PahariEiJ_G0025677	Mus_pahari_strain_PAHARI_EIJ
ENSACIP00000025928	ENSACIG00000020051	Amphilophus_citrinellus
ENSVURP00010015214	ENSVURG00010011645	Vombatus_ursinus
ENSHCOP00000006245	ENSHCOG00000008010	Hippocampus_comes
ENSPTIP00000024229	ENSPTIG00000020397	Panthera_tigris_altaica
ENSPNAP00000037850	ENSPNAG00000029922	Pygocentrus_nattereri
ENSPNYP00000022248	ENSPNYG00000016799	Pundamilia_nyererei
ENSAOCP00000029017	ENSAOCG00000019052	Amphiprion_ocellaris
ENSGMOP00000018529	ENSGMOG00000017234	Gadus_morhua
ENSDCDP00000016715	ENSDCDG00000013699	Denticeps_clupeoides
ENSOARP00000022576	ENSOARG00000021008	Ovis_aries
ENSFHEP00000031106	ENSFHEG00000016789	Fundulus_heteroclitus
ENSHGLP00000015049	ENSHGLG00000010779	Heterocephalus_glaber_HetGla_female_1.0
ENSCHAP00000058445	ENSCHAG00000026315	Clupea_harengus
ENSDCDP00000060507	ENSDCDG00000034733	Denticeps_clupeoides
ENSPKIP00000022527	ENSPKIG00000006499	Paramormyrops_kingsleyae
ENSNPEP00000020439	ENSNPEG00000015201	Nothoprocta_perdicaria
ENSORLP00000027801	ENSORLG00000000343	Oryzias_latipes_ASM223467v1
ENSOMEP00000027160	ENSOMEG00000009535	Oryzias_melastigma
ENSCHIP00000017891	ENSCHIG00000017527	Capra_hircus
ENSMGAP00000018770	ENSMGAG00000017119	Meleagris_gallopavo
ENSMNEP00000015994	ENSMNEG00000032007	Macaca_nemestrina
ENSPCIP00000023857	ENSPCIG00000018047	Phascolarctos_cinereus
ENSCPOP00000003108	ENSCPOG00000003442	Cavia_porcellus
ENSMOCP00000015327	ENSMOCG00000014560	Microtus_ochrogaster
ENSCATP00000020479	ENSCATG00000033967	Cercocebus_atys
ENSMUGP00000006149	ENSMUGG00000005628	Meriones_unguiculatus
ENSFCAP00000032838	ENSFCAG00000022355	Felis_catus
ENSCAPP00000010276	ENSCAPG00000011554	Cavia_aperea
ENSNMEP00000020604	ENSNMEG00000017677	Numida_meleagris
ENSAMXP00000032521	ENSAMXG00000037811	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCABP00000027011	ENSCABG00000019768	Chelonoidis_abingdonii
ENSSDAP00000025081	ENSSDAG00000022807	Spermophilus_dauricus
ENSECAP00000038330	ENSECAG00000011253	Equus_caballus
ENSPVAP00000011145	ENSPVAG00000011821	Pteropus_vampyrus
ENSAHAP00000010754	ENSAHAG00000007785	Apteryx_haastii
ENSJJAP00000019573	ENSJJAG00000020492	Jaculus_jaculus
ENSSDAP00000018368	ENSSDAG00000016782	Spermophilus_dauricus
ENSMZEP00005018121	ENSMZEG00005013614	Maylandia_zebra
ENSTSYP00000003984	ENSTSYG00000004333	Carlito_syrichta
ENSPNYP00000011548	ENSPNYG00000008760	Pundamilia_nyererei
ENSPKIP00000032406	ENSPKIG00000012522	Paramormyrops_kingsleyae
ENSPPRP00000001720	ENSPPRG00000023911	Panthera_pardus
ENSCLAP00000024903	ENSCLAG00000017094	Chinchilla_lanigera
ENSMMUP00000048812	ENSMMUG00000012532	Macaca_mulatta
ENSCCNP00000031799	ENSCCNG00000030231	Castor_canadensis
ENSABRP00000000280	ENSABRG00000000322	Anser_brachyrhynchus
ENSCCEP00000012023	ENSCCEG00000011647	Cyanistes_caeruleus
ENSEEEP00000049266	ENSEEEG00000023151	Electrophorus_electricus
ENSKMAP00000005167	ENSKMAG00000003849	Kryptolebias_marmoratus
ENSAOCP00000012475	ENSAOCG00000017002	Amphiprion_ocellaris
ENSPTRP00000051505	ENSPTRG00000007050	Pan_troglodytes
ENSMAUP00000006859	ENSMAUG00000008659	Mesocricetus_auratus
ENSPTEP00000022308	ENSPTEG00000023261	Piliocolobus_tephrosceles
ENSLCOP00000006980	ENSLCOG00000005160	Lepidothrix_coronata
ENSDORP00000026841	ENSDORG00000008662	Dipodomys_ordii
ENSPMEP00000002637	ENSPMEG00000000627	Poecilia_mexicana
ENSMICP00000027356	ENSMICG00000013007	Microcebus_murinus
ENSBBBP00000006247	ENSBBBG00000003662	Bison_bison_bison
ENSXETP00000038415	ENSXETG00000016858	Xenopus_tropicalis
ENSRBIP00000013855	ENSRBIG00000030953	Rhinopithecus_bieti
ENSP00000453854	ENSG00000138593	Homo_sapiens
ENSSMAP00000034823	ENSSMAG00000021285	Scophthalmus_maximus
ENSCGRP00000003531	ENSCGRG00000002600	Cricetulus_griseus_CriGri_1.0
ENSBTAP00000055066	ENSBTAG00000046553	Bos_taurus
ENSLACP00000006465	ENSLACG00000005735	Latimeria_chalumnae
ENSPPAP00000026744	ENSPPAG00000036433	Pan_paniscus
ENSSBOP00000015344	ENSSBOG00000024354	Saimiri_boliviensis_boliviensis
ENSMLUP00000011756	ENSMLUG00000012918	Myotis_lucifugus
ENSCHIP00000006998	ENSCHIG00000010657	Capra_hircus
ENSMUGP00000001309	ENSMUGG00000001217	Meriones_unguiculatus
ENSUPAP00010019146	ENSUPAG00010015178	Urocitellus_parryii
ENSPKIP00000011835	ENSPKIG00000018759	Paramormyrops_kingsleyae
ENSLSDP00000012426	ENSLSDG00000009073	Lonchura_striata_domestica
ENSCANP00000022220	ENSCANG00000034551	Colobus_angolensis_palliatus
MGP_SPRETEiJ_P0056426	MGP_SPRETEiJ_G0025151	Mus_spretus_strain_SPRET/EiJ
ENSOGAP00000000284	ENSOGAG00000000317	Otolemur_garnettii
ENSCCNP00000031726	ENSCCNG00000030188	Castor_canadensis
ENSAPEP00000034984	ENSAPEG00000024840	Amphiprion_percula
ENSVPAP00000007770	ENSVPAG00000008350	Vicugna_pacos
FBpp0076430	FBgn0087039	Drosophila_melanogaster
ENSPTIP00000008461	ENSPTIG00000009781	Panthera_tigris_altaica
ENSCLAP00000001554	ENSCLAG00000001166	Chinchilla_lanigera
ENSXCOP00000012630	ENSXCOG00000009547	Xiphophorus_couchianus
ENSCPGP00000023909	ENSCPGG00000016527	Calidris_pygmaea	ENSCPGT00000026128
ENSGGOP00000026689	ENSGGOG00000007289	Gorilla_gorilla
ENSBIXP00005010255	ENSBIXG00005002182	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSORLP00015024164	ENSORLG00015004559	Oryzias_latipes_ASM223469v1
ENSEBUP00000012951	ENSEBUG00000008208	Eptatretus_burgeri	ENSEBUT00000013527
ENSDARP00000133696	ENSDARG00000100084	Danio_rerio
ENSPMGP00000029274	ENSPMGG00000023554	Periophthalmus_magnuspinnatus
ENSNLEP00000007424	ENSNLEG00000006102	Nomascus_leucogenys
ENSNLEP00000010719	ENSNLEG00000008739	Nomascus_leucogenys
ENSFALP00000012986	ENSFALG00000012441	Ficedula_albicollis
ENSPMAP00000002763	ENSPMAG00000002525	Petromyzon_marinus	ENSPMAT00000002776
ENSATEP00000026327	ENSATEG00000018252	Anabas_testudineus
ENSNSUP00000019076	ENSNSUG00000013930	Notechis_scutatus
ENSCPRP00005014592	ENSCPRG00005010272	Crocodylus_porosus
ENSPPYP00000021693	ENSPPYG00000019359	Pongo_abelii
ENSCSAP00000006859	ENSCSAG00000010632	Chlorocebus_sabaeus
ENSANAP00000020900	ENSANAG00000028208	Aotus_nancymaae
ENSEBUP00000023866	ENSEBUG00000014702	Eptatretus_burgeri
ENSCPOP00000012857	ENSCPOG00000014270	Cavia_porcellus
ENSSMRP00000024921	ENSSMRG00000019269	Salvator_merianae
ENSVVUP00000030542	ENSVVUG00000022278	Vulpes_vulpes
ENSTTRP00000008926	ENSTTRG00000009412	Tursiops_truncatus
ENSRNOP00000011551	ENSRNOG00000008629	Rattus_norvegicus
ENSDNVP00000008436	ENSDNVG00000005998	Dromaius_novaehollandiae
ENSAMEP00000001605	ENSAMEG00000001504	Ailuropoda_melanoleuca
ENSRNOP00000039532	ENSRNOG00000013773	Rattus_norvegicus
ENSPCAP00000000558	ENSPCAG00000000559	Procavia_capensis
ENSNVIP00000026060	ENSNVIG00000020142	Neovison_vison
ENSOMEP00000007489	ENSOMEG00000008595	Oryzias_melastigma
ENSMFAP00000033010	ENSMFAG00000003045	Macaca_fascicularis
ENSSFOP00015020833	ENSSFOG00015013377	Scleropages_formosus
ENSLACP00000014244	ENSLACG00000012542	Latimeria_chalumnae
ENSTSYP00000012962	ENSTSYG00000014119	Carlito_syrichta
ENSBTAP00000002523	ENSBTAG00000001939	Bos_taurus
ENSATEP00000001516	ENSATEG00000001095	Anabas_testudineus
ENSMFAP00000004244	ENSMFAG00000001802	Macaca_fascicularis
ENSMAUP00000011451	ENSMAUG00000012011	Mesocricetus_auratus
ENSFALP00000012003	ENSFALG00000011503	Ficedula_albicollis
ENSMUSP00000045740	ENSMUSG00000035139	Mus_musculus_strain_reference_(CL57BL6)
ENSMOCP00000000799	ENSMOCG00000000616	Microtus_ochrogaster
ENSONIP00000016777	ENSONIG00000013343	Oreochromis_niloticus
ENSSTOP00000000826	ENSSTOG00000000921	Ictidomys_tridecemlineatus
ENSODEP00000010514	ENSODEG00000007846	Octodon_degus
ENSMLEP00000009347	ENSMLEG00000028868	Mandrillus_leucophaeus
ENSNGAP00000019403	ENSNGAG00000019213	Nannospalax_galili
ENSCSAP00000003576	ENSCSAG00000007310	Chlorocebus_sabaeus
ENSDORP00000025270	ENSDORG00000023182	Dipodomys_ordii
ENSCPBP00000035548	ENSCPBG00000024750	Chrysemys_picta_bellii
ENSGGOP00000000448	ENSGGOG00000000453	Gorilla_gorilla
ENSAPLP00000025902	ENSAPLG00000004694	Anas_platyrhynchos_platyrhynchos
ENSMODP00000016712	ENSMODG00000013365	Monodelphis_domestica
ENSCAFP00020008914	ENSCAFG00020007224	Canis_lupus_dingo
ENSSMRP00000029074	ENSSMRG00000022354	Salvator_merianae
ENSMLUP00000011243	ENSMLUG00000012348	Myotis_lucifugus
ENSLCAP00010036948	ENSLCAG00010017303	Lates_calcarifer
ENSMMOP00000023621	ENSMMOG00000017977	Mola_mola
ENSMMUP00000012876	ENSMMUG00000009837	Macaca_mulatta
ENSOCUP00000011138	ENSOCUG00000012932	Oryctolagus_cuniculus
ENSCJPP00005025517	ENSCJPG00005019956	Coturnix_japonica
ENSPTEP00000005441	ENSPTEG00000006294	Piliocolobus_tephrosceles
ENSMAMP00000017269	ENSMAMG00000011674	Mastacembelus_armatus
ENSHGLP00100009380	ENSHGLG00100006953	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000008544	ENSFDAG00000016793	Fukomys_damarensis
ENSPEMP00000023046	ENSPEMG00000020212	Peromyscus_maniculatus_bairdii
ENSUMAP00000019917	ENSUMAG00000014412	Ursus_maritimus
ENSBMUP00000010668	ENSBMUG00000008233	Bos_mutus
ENSODEP00000000831	ENSODEG00000000675	Octodon_degus
ENSMODP00000003053	ENSMODG00000002516	Monodelphis_domestica
ENSMGAP00000007286	ENSMGAG00000007165	Meleagris_gallopavo
ENSTGUP00000017363	ENSTGUG00000017084	Taeniopygia_guttata
MGP_SPRETEiJ_P0035970	MGP_SPRETEiJ_G0019399	Mus_spretus_strain_SPRET/EiJ
ENSEEUP00000004009	ENSEEUG00000004400	Erinaceus_europaeus
ENSAMXP00005048419	ENSAMXG00005022151	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSLOCP00000014439	ENSLOCG00000011742	Lepisosteus_oculatus
ENSACIP00000031293	ENSACIG00000024185	Amphilophus_citrinellus
ENSBIXP00000020365	ENSBIXG00000023688	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPCOP00000005072	ENSPCOG00000013354	Propithecus_coquereli
ENSMEUP00000003525	ENSMEUG00000003854	Notamacropus_eugenii
ENSSTOP00000004774	ENSSTOG00000005317	Ictidomys_tridecemlineatus
ENSSDUP00000022474	ENSSDUG00000016367	Seriola_dumerili
ENSMUNP00000015485	ENSMUNG00000011946	Melopsittacus_undulatus	ENSMUNT00000017817
ENSMAMP00000009851	ENSMAMG00000006644	Mastacembelus_armatus
ENSGAFP00000025106	ENSGAFG00000016947	Gambusia_affinis
ENSPCAP00000008594	ENSPCAG00000009162	Procavia_capensis
ENSLCOP00000021426	ENSLCOG00000015146	Lepidothrix_coronata
ENSMVIP00005028713	ENSMVIG00005019975	Manacus_vitellinus
ENSTGEP00000001563	ENSTGEG00000001457	Theropithecus_gelada
ENSHGLP00000020080	ENSHGLG00000014380	Heterocephalus_glaber_HetGla_female_1.0
ENSMUSP00000055772	ENSMUSG00000035093	Mus_musculus_strain_reference_(CL57BL6)
ENSHHUP00000078975	ENSHHUG00000046066	Hucho_hucho
ENSMNEP00000015251	ENSMNEG00000031737	Macaca_nemestrina
ENSTRUP00000043346	ENSTRUG00000016925	Takifugu_rubripes
ENSEASP00005024714	ENSEASG00005016797	Equus_asinus_asinus
ENSKMAP00000009501	ENSKMAG00000007129	Kryptolebias_marmoratus
ENSGACP00000018180	ENSGACG00000013757	Gasterosteus_aculeatus
ENSHBUP00000010928	ENSHBUG00000012549	Haplochromis_burtoni
ENSLCRP00005003122	ENSLCRG00005001534	Larimichthys_crocea
ENSCGRP00015025952	ENSCGRG00015019669	Cricetulus_griseus_CriGri-PICR
MGP_CAROLIEiJ_P0034339	MGP_CAROLIEiJ_G0018518	Mus_caroli_strain_CAROLI_EIJ
ENSOARP00000008311	ENSOARG00000007741	Ovis_aries
ENSUAMP00000016277	ENSUAMG00000012969	Ursus_americanus
ENSNBRP00000029539	ENSNBRG00000022500	Neolamprologus_brichardi
ENSAOWP00000006409	ENSAOWG00000004407	Apteryx_owenii
ENSTBEP00000000241	ENSTBEG00000000288	Tupaia_belangeri
ENSTBEP00000012079	ENSTBEG00000013929	Tupaia_belangeri
ENSSLDP00000004424	ENSSLDG00000003510	Seriola_lalandi_dorsalis
ENSCVAP00000028677	ENSCVAG00000015876	Cyprinodon_variegatus
ENSAPLP00000017454	ENSAPLG00000013053	Anas_platyrhynchos_platyrhynchos
ENSDNVP00000014867	ENSDNVG00000010461	Dromaius_novaehollandiae
ENSPVIP00000034019	ENSPVIG00000024873	Pogona_vitticeps
ENSCCAP00000002204	ENSCCAG00000013350	Cebus_capucinus_imitator
ENSPFOP00000008132	ENSPFOG00000008146	Poecilia_formosa
ENSPPYP00000007319	ENSPPYG00000006459	Pongo_abelii
ENSTGUP00000007499	ENSTGUG00000007252	Taeniopygia_guttata
ENSBSLP00000019030	ENSBSLG00000009929	Betta_splendens
ENSAHAP00000001265	ENSAHAG00000001084	Apteryx_haastii
ENSFHEP00000022317	ENSFHEG00000002604	Fundulus_heteroclitus
ENSPNAP00000000211	ENSPNAG00000007362	Pygocentrus_nattereri
ENSNSUP00000027197	ENSNSUG00000019477	Notechis_scutatus
ENSPPRP00000028591	ENSPPRG00000020790	Panthera_pardus
ENSTGUP00000000452	ENSTGUG00000000440	Taeniopygia_guttata	ENSTGUT00000000458
ENSCPBP00000007124	ENSCPBG00000005608	Chrysemys_picta_bellii
ENSCATP00000001847	ENSCATG00000008304	Cercocebus_atys
ENSCCAP00000025491	ENSCCAG00000030509	Cebus_capucinus_imitator
ENSAPOP00000023878	ENSAPOG00000005939	Acanthochromis_polyacanthus
ENSCPUP00000008399	ENSCPUG00000006051	Calidris_pugnax	ENSCPUT00000010090
ENSCSEP00000020025	ENSCSEG00000012789	Cynoglossus_semilaevis
ENSSCAP00000006649	ENSSCAG00000005182	Serinus_canaria
ENSVVUP00000022293	ENSVVUG00000016354	Vulpes_vulpes
ENSPKIP00000002315	ENSPKIG00000020244	Paramormyrops_kingsleyae
ENSCJPP00005011089	ENSCJPG00005009565	Coturnix_japonica
ENSSARP00000009629	ENSSARG00000010659	Sorex_araneus
ENSAOWP00000023053	ENSAOWG00000015571	Apteryx_owenii
ENSCABP00000018938	ENSCABG00000013995	Chelonoidis_abingdonii
ENSAPOP00000029519	ENSAPOG00000015429	Acanthochromis_polyacanthus
ENSUMAP00000022264	ENSUMAG00000016261	Ursus_maritimus
ENSDARP00000119406	ENSDARG00000073892	Danio_rerio
ENSABRP00000023151	ENSABRG00000019546	Anser_brachyrhynchus
ENSPCOP00000006943	ENSPCOG00000014679	Propithecus_coquereli
ENSPMEP00000011612	ENSPMEG00000013702	Poecilia_mexicana
ENSZALP00000000388	ENSZALG00000000439	Zonotrichia_albicollis
ENSTGEP00000014842	ENSTGEG00000012050	Theropithecus_gelada
ENSDNOP00000019828	ENSDNOG00000035508	Dasypus_novemcinctus
ENSPREP00000011939	ENSPREG00000008117	Poecilia_reticulata
ENSOPRP00000006952	ENSOPRG00000007588	Ochotona_princeps
ENSPLAP00000003112	ENSPLAG00000004505	Poecilia_latipinna
ENSCGRP00001012554	ENSCGRG00001013930	Cricetulus_griseus_CHOK1GS_HDv1
ENSNVIP00000020272	ENSNVIG00000015876	Neovison_vison
ENSNMEP00000027407	ENSNMEG00000022946	Numida_meleagris
ENSPSIP00000012505	ENSPSIG00000011270	Pelodiscus_sinensis
ENSSPUP00000012551	ENSSPUG00000009635	Sphenodon_punctatus
ENSIPUP00000024300	ENSIPUG00000016403	Ictalurus_punctatus
ENSSHAP00000018974	ENSSHAG00000016105	Sarcophilus_harrisii
ENSACLP00000029460	ENSACLG00000019976	Astatotilapia_calliptera
ENSSHAP00000006844	ENSSHAG00000005947	Sarcophilus_harrisii
ENSLCRP00005000460	ENSLCRG00005000245	Larimichthys_crocea
ENSMSIP00000006439	ENSMSIG00000005749	Mus_spicilegus
ENSTTRP00000003138	ENSTTRG00000003339	Tursiops_truncatus
ENSPLAP00000028132	ENSPLAG00000017301	Poecilia_latipinna
ENSTRUP00000051132	ENSTRUG00000016835	Takifugu_rubripes
ENSGAGP00000011131	ENSGAGG00000008607	Gopherus_agassizii
ENSETEP00000001020	ENSETEG00000001262	Echinops_telfairi
ENSSPAP00000018010	ENSSPAG00000013606	Stegastes_partitus
ENSORLP00000045299	ENSORLG00000002324	Oryzias_latipes_ASM223467v1
ENSLCAP00010003675	ENSLCAG00010001900	Lates_calcarifer
ENSORLP00020020888	ENSORLG00020021894	Oryzias_latipes_ASM223471v1
ENSIPUP00000022709	ENSIPUG00000015393	Ictalurus_punctatus
ENSMVIP00005020712	ENSMVIG00005014605	Manacus_vitellinus
ENSVURP00010005242	ENSVURG00010004119	Vombatus_ursinus
ENSCVAP00000025553	ENSCVAG00000010490	Cyprinodon_variegatus
ENSHHUP00000068584	ENSHHUG00000040399	Hucho_hucho
ENSBMUP00000030294	ENSBMUG00000022665	Bos_mutus
ENSNBRP00000029959	ENSNBRG00000022804	Neolamprologus_brichardi
ENSSBOP00000003167	ENSSBOG00000015392	Saimiri_boliviensis_boliviensis
ENSCGOP00000029140	ENSCGOG00000013639	Cottoperca_gobio
ENSARWP00000001139	ENSARWG00000000922	Apteryx_rowi
ENSACAP00000005967	ENSACAG00000006021	Anolis_carolinensis
ENSTNIP00000001389	ENSTNIG00000009531	Tetraodon_nigroviridis
ENSAMEP00000003560	ENSAMEG00000003349	Ailuropoda_melanoleuca
ENSGALP00000017372	ENSGALG00000010694	Gallus_gallus
ENSPFOP00000004637	ENSPFOG00000004217	Poecilia_formosa
ENSCANP00000011965	ENSCANG00000029294	Colobus_angolensis_palliatus
ENSCHOP00000008244	ENSCHOG00000009317	Choloepus_hoffmanni
ENSMMMP00000025087	ENSMMMG00000021975	Marmota_marmota_marmota
ENSACAP00000016332	ENSACAG00000016594	Anolis_carolinensis
ENSCPUP00000027347	ENSCPUG00000018405	Calidris_pugnax
ENSCAFP00000047703	ENSCAFG00000002188	Canis_lupus_familiaris
ENSOANP00000020469	ENSOANG00000012941	Ornithorhynchus_anatinus
ENSMMOP00000028560	ENSMMOG00000021563	Mola_mola
ENSPVIP00000024551	ENSPVIG00000018486	Pogona_vitticeps
ENSAPEP00000018144	ENSAPEG00000012971	Amphiprion_percula
ENSPSMP00000032708	ENSPSMG00000022608	Prolemur_simus
ENSBIXP00005033960	ENSBIXG00005014835	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCCNP00000025050	ENSCCNG00000024475	Castor_canadensis
