ENSBIXP00000021411	ENSBIXG00000004951	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSLCOP00000021549	ENSLCOG00000015252	Lepidothrix_coronata
ENSLSDP00000016073	ENSLSDG00000011578	Lonchura_striata_domestica
ENSFALP00000007222	ENSFALG00000006920	Ficedula_albicollis	ENSFALT00000007254
ENSABRP00000019602	ENSABRG00000016804	Anser_brachyrhynchus
ENSCCAP00000033395	ENSCCAG00000034700	Cebus_capucinus_imitator
ENSDNOP00000005115	ENSDNOG00000006607	Dasypus_novemcinctus
ENSCHOP00000006163	ENSCHOG00000006946	Choloepus_hoffmanni
ENSPCIP00000005725	ENSPCIG00000004785	Phascolarctos_cinereus
ENSMMUP00000079061	ENSMMUG00000003176	Macaca_mulatta
ENSHGLP00100001411	ENSHGLG00100001114	Heterocephalus_glaber_HetGla_1.0
ENSMICP00000028346	ENSMICG00000028496	Microcebus_murinus
ENSMODP00000054187	ENSMODG00000048349	Monodelphis_domestica	ENSMODT00000053842
ENSPEMP00000024229	ENSPEMG00000021036	Peromyscus_maniculatus_bairdii
ENSPSMP00000014107	ENSPSMG00000010106	Prolemur_simus
ENSCGRP00000012618	ENSCGRG00000009159	Cricetulus_griseus_CriGri_1.0
ENSPEMP00000009876	ENSPEMG00000011036	Peromyscus_maniculatus_bairdii
ENSBBBP00000005235	ENSBBBG00000003081	Bison_bison_bison
ENSORLP00015025959	ENSORLG00015007375	Oryzias_latipes_ASM223469v1
ENSMLUP00000008307	ENSMLUG00000009123	Myotis_lucifugus
ENSHGLP00100016531	ENSHGLG00100012205	Heterocephalus_glaber_HetGla_1.0
ENSNGAP00000017617	ENSNGAG00000017993	Nannospalax_galili
ENSSDAP00000022995	ENSSDAG00000020926	Spermophilus_dauricus
ENSCLAP00000001616	ENSCLAG00000001212	Chinchilla_lanigera
ENSMMOP00000028445	ENSMMOG00000021481	Mola_mola
ENSCGRP00001020951	ENSCGRG00001019946	Cricetulus_griseus_CHOK1GS_HDv1
ENSCHIP00000018716	ENSCHIG00000018037	Capra_hircus
ENSPANP00000006148	ENSPANG00000009775	Papio_anubis
ENSUPAP00010026848	ENSUPAG00010021240	Urocitellus_parryii
ENSMAUP00000005469	ENSMAUG00000007519	Mesocricetus_auratus
ENSMUGP00000032101	ENSMUGG00000026705	Meriones_unguiculatus
ENSANAP00000001527	ENSANAG00000013627	Aotus_nancymaae
ENSORLP00020003534	ENSORLG00020004341	Oryzias_latipes_ASM223471v1
ENSMODP00000002845	ENSMODG00000002337	Monodelphis_domestica	ENSMODT00000002901
ENSPKIP00000021318	ENSPKIG00000005769	Paramormyrops_kingsleyae
ENSNLEP00000045929	ENSNLEG00000033620	Nomascus_leucogenys
ENSCAPP00000007604	ENSCAPG00000009491	Cavia_aperea
ENSGGOP00000004608	ENSGGOG00000004703	Gorilla_gorilla
ENSPTRP00000072719	ENSPTRG00000052479	Pan_troglodytes
ENSMEUP00000003602	ENSMEUG00000003947	Notamacropus_eugenii
ENSEASP00005001819	ENSEASG00005001452	Equus_asinus_asinus
ENSNLEP00000002126	ENSNLEG00000001785	Nomascus_leucogenys
ENSHGLP00000009957	ENSHGLG00000007144	Heterocephalus_glaber_HetGla_female_1.0
ENSCABP00000017934	ENSCABG00000013332	Chelonoidis_abingdonii
ENSPEMP00000027232	ENSPEMG00000029416	Peromyscus_maniculatus_bairdii
ENSRBIP00000029580	ENSRBIG00000038676	Rhinopithecus_bieti
ENSCGRP00001003059	ENSCGRG00001003587	Cricetulus_griseus_CHOK1GS_HDv1
ENSMFAP00000031198	ENSMFAG00000036682	Macaca_fascicularis
ENSRNOP00000041883	ENSRNOG00000010353	Rattus_norvegicus
ENSCABP00000020637	ENSCABG00000015224	Chelonoidis_abingdonii
ENSSHAP00000021905	ENSSHAG00000018542	Sarcophilus_harrisii
ENSEASP00005001829	ENSEASG00005001458	Equus_asinus_asinus
ENSHBUP00000022871	ENSHBUG00000003391	Haplochromis_burtoni
ENSSFOP00015006065	ENSSFOG00015003963	Scleropages_formosus
ENSMFAP00000034373	ENSMFAG00000003680	Macaca_fascicularis
ENSCAFP00020023577	ENSCAFG00020018598	Canis_lupus_dingo
ENSUPAP00010030228	ENSUPAG00010023728	Urocitellus_parryii
ENSTSYP00000026149	ENSTSYG00000031681	Carlito_syrichta
ENSRROP00000013490	ENSRROG00000030968	Rhinopithecus_roxellana
ENSOGAP00000019805	ENSOGAG00000032625	Otolemur_garnettii
ENSCPRP00005007701	ENSCPRG00005005480	Crocodylus_porosus
ENSEEEP00000050930	ENSEEEG00000023923	Electrophorus_electricus
ENSRBIP00000008354	ENSRBIG00000028064	Rhinopithecus_bieti
ENSPPAP00000004324	ENSPPAG00000018218	Pan_paniscus
ENSGGOP00000049000	ENSGGOG00000041169	Gorilla_gorilla
ENSAHAP00000018396	ENSAHAG00000013043	Apteryx_haastii
ENSNGAP00000003290	ENSNGAG00000003663	Nannospalax_galili
ENSSTOP00000028365	ENSSTOG00000025622	Ictidomys_tridecemlineatus
ENSCMIP00000021307	ENSCMIG00000009725	Callorhinchus_milii
ENSNBRP00000009820	ENSNBRG00000007593	Neolamprologus_brichardi
ENSRBIP00000015248	ENSRBIG00000031720	Rhinopithecus_bieti
ENSDNVP00000010437	ENSDNVG00000007363	Dromaius_novaehollandiae
ENSHHUP00000030644	ENSHHUG00000019516	Hucho_hucho
ENSODEP00000000585	ENSODEG00000000490	Octodon_degus
ENSPCOP00000005274	ENSPCOG00000013499	Propithecus_coquereli
ENSGGOP00000036436	ENSGGOG00000040661	Gorilla_gorilla
ENSPTEP00000027401	ENSPTEG00000027264	Piliocolobus_tephrosceles
ENSANAP00000022877	ENSANAG00000029187	Aotus_nancymaae
ENSOGAP00000021716	ENSOGAG00000033567	Otolemur_garnettii
ENSSPUP00000018220	ENSSPUG00000014072	Sphenodon_punctatus	ENSSPUT00000019404
ENSORLP00000005306	ENSORLG00000004236	Oryzias_latipes_ASM223467v1
MGP_CAROLIEiJ_P0067102	MGP_CAROLIEiJ_G0027047	Mus_caroli_strain_CAROLI_EIJ
ENSMPUP00000009723	ENSMPUG00000009797	Mustela_putorius_furo
ENSGMOP00000021143	ENSGMOG00000019656	Gadus_morhua
ENSPSIP00000020450	ENSPSIG00000018102	Pelodiscus_sinensis
ENSPCIP00000037929	ENSPCIG00000027925	Phascolarctos_cinereus	ENSPCIT00000046685
ENSNSUP00000004848	ENSNSUG00000003889	Notechis_scutatus	ENSNSUT00000005218
ENSSBOP00000005020	ENSSBOG00000019223	Saimiri_boliviensis_boliviensis
ENSATEP00000008112	ENSATEG00000005653	Anabas_testudineus
ENSECAP00000041696	ENSECAG00000009005	Equus_caballus
ENSDORP00000000685	ENSDORG00000000734	Dipodomys_ordii
ENSMOCP00000021133	ENSMOCG00000018590	Microtus_ochrogaster
ENSJJAP00000024778	ENSJJAG00000024153	Jaculus_jaculus
ENSCGRP00001025534	ENSCGRG00001023105	Cricetulus_griseus_CHOK1GS_HDv1
ENSCCAP00000004354	ENSCCAG00000019663	Cebus_capucinus_imitator
ENSMUNP00000008033	ENSMUNG00000006420	Melopsittacus_undulatus
ENSFDAP00000004467	ENSFDAG00000013673	Fukomys_damarensis
ENSXMAP00000015981	ENSXMAG00000015942	Xiphophorus_maculatus
ENSNLEP00000032819	ENSNLEG00000030624	Nomascus_leucogenys
ENSVURP00010012039	ENSVURG00010009313	Vombatus_ursinus
ENSCGRP00001025324	ENSCGRG00001022947	Cricetulus_griseus_CHOK1GS_HDv1
ENSNGAP00000023566	ENSNGAG00000022087	Nannospalax_galili
ENSUAMP00000032825	ENSUAMG00000025029	Ursus_americanus
ENSCCAP00000007157	ENSCCAG00000021322	Cebus_capucinus_imitator
ENSCGRP00015035679	ENSCGRG00015026782	Cricetulus_griseus_CriGri-PICR
ENSGAGP00000021274	ENSGAGG00000015616	Gopherus_agassizii
ENSAPLP00000022704	ENSAPLG00000005259	Anas_platyrhynchos_platyrhynchos
ENSCAFP00000023351	ENSCAFG00000015882	Canis_lupus_familiaris
ENSSDAP00000002399	ENSSDAG00000002247	Spermophilus_dauricus
ENSCJAP00000050201	ENSCJAG00000005288	Callithrix_jacchus
ENSTSYP00000029330	ENSTSYG00000026133	Carlito_syrichta
ENSBTAP00000060924	ENSBTAG00000000771	Bos_taurus
ENSECRP00000002990	ENSECRG00000002045	Erpetoichthys_calabaricus
ENSSSCP00000064172	ENSSSCG00000033272	Sus_scrofa_strain_reference
ENSARWP00000024413	ENSARWG00000016638	Apteryx_rowi
ENSPMGP00000015359	ENSPMGG00000012596	Periophthalmus_magnuspinnatus
ENSSMAP00000031666	ENSSMAG00000019399	Scophthalmus_maximus
ENSBIXP00005035603	ENSBIXG00005016751	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCGRP00000002974	ENSCGRG00000002178	Cricetulus_griseus_CriGri_1.0
ENSCPOP00000031634	ENSCPOG00000031824	Cavia_porcellus
ENSMGAP00000005015	ENSMGAG00000005121	Meleagris_gallopavo
ENSCCAP00000026486	ENSCCAG00000031024	Cebus_capucinus_imitator
ENSPEMP00000008235	ENSPEMG00000023097	Peromyscus_maniculatus_bairdii
ENSPCAP00000008113	ENSPCAG00000008683	Procavia_capensis
ENSHGLP00000020540	ENSHGLG00000014683	Heterocephalus_glaber_HetGla_female_1.0
ENSRBIP00000033049	ENSRBIG00000040301	Rhinopithecus_bieti
ENSECRP00000007909	ENSECRG00000005277	Erpetoichthys_calabaricus
ENSSTOP00000024686	ENSSTOG00000034844	Ictidomys_tridecemlineatus
ENSMUSP00000008733	ENSMUSG00000029131	Mus_musculus_strain_reference_(CL57BL6)
ENSOGAP00000009521	ENSOGAG00000010640	Otolemur_garnettii
ENSACIP00000011373	ENSACIG00000008878	Amphilophus_citrinellus
ENSACAP00000011238	ENSACAG00000011443	Anolis_carolinensis	ENSACAT00000011474
ENSXETP00000013020	ENSXETG00000013594	Xenopus_tropicalis
ENSAMEP00000001412	ENSAMEG00000001332	Ailuropoda_melanoleuca
ENSVURP00010016382	ENSVURG00010012551	Vombatus_ursinus
ENSCLAP00000019127	ENSCLAG00000013108	Chinchilla_lanigera
ENSSTOP00000032366	ENSSTOG00000002964	Ictidomys_tridecemlineatus
ENSLACP00000009325	ENSLACG00000008227	Latimeria_chalumnae
ENSOGAP00000016152	ENSOGAG00000034113	Otolemur_garnettii
ENSDNOP00000018872	ENSDNOG00000035010	Dasypus_novemcinctus
ENSRROP00000025079	ENSRROG00000036299	Rhinopithecus_roxellana
ENSPPYP00000020432	ENSPPYG00000018228	Pongo_abelii
ENSHGLP00000017813	ENSHGLG00000012750	Heterocephalus_glaber_HetGla_female_1.0
ENSODEP00000018618	ENSODEG00000013719	Octodon_degus
ENSMSIP00000002908	ENSMSIG00000002706	Mus_spicilegus
ENSMNEP00000038024	ENSMNEG00000042040	Macaca_nemestrina
ENSLOCP00000015299	ENSLOCG00000012427	Lepisosteus_oculatus
ENSSBOP00000012522	ENSSBOG00000023056	Saimiri_boliviensis_boliviensis
ENSCPBP00000025557	ENSCPBG00000018170	Chrysemys_picta_bellii
ENSMUGP00000011926	ENSMUGG00000010433	Meriones_unguiculatus
ENSCANP00000016448	ENSCANG00000031671	Colobus_angolensis_palliatus
ENSHCOP00000009063	ENSHCOG00000011470	Hippocampus_comes
ENSCSAP00000002718	ENSCSAG00000006424	Chlorocebus_sabaeus
ENSOARP00000008005	ENSOARG00000007460	Ovis_aries
ENSSTOP00000024054	ENSSTOG00000032247	Ictidomys_tridecemlineatus
ENSCCAP00000017414	ENSCCAG00000026512	Cebus_capucinus_imitator
ENSPMJP00000006311	ENSPMJG00000005329	Parus_major	ENSPMJT00000008834
ENSNLEP00000001771	ENSNLEG00000001380	Nomascus_leucogenys
ENSPPAP00000020036	ENSPPAG00000033224	Pan_paniscus
ENSCLAP00000003212	ENSCLAG00000002303	Chinchilla_lanigera
ENSCPUP00000028565	ENSCPUG00000019212	Calidris_pugnax
ENSMUGP00000030980	ENSMUGG00000025771	Meriones_unguiculatus
ENSODEP00000015606	ENSODEG00000011519	Octodon_degus
ENSJJAP00000014514	ENSJJAG00000016951	Jaculus_jaculus
ENSCPRP00005024618	ENSCPRG00005017121	Crocodylus_porosus
ENSTTRP00000013206	ENSTTRG00000013929	Tursiops_truncatus
ENSMSIP00000017945	ENSMSIG00000015300	Mus_spicilegus
ENSMMMP00000027983	ENSMMMG00000024387	Marmota_marmota_marmota
ENSPPAP00000028211	ENSPPAG00000037151	Pan_paniscus
ENSCGRP00000021787	ENSCGRG00000015800	Cricetulus_griseus_CriGri_1.0
ENSANAP00000038708	ENSANAG00000036802	Aotus_nancymaae
ENSCAFP00020008279	ENSCAFG00020006706	Canis_lupus_dingo
ENSOANP00000009795	ENSOANG00000006132	Ornithorhynchus_anatinus	ENSOANT00000009797
ENSHGLP00000027458	ENSHGLG00000019528	Heterocephalus_glaber_HetGla_female_1.0
ENSSTOP00000023772	ENSSTOG00000029217	Ictidomys_tridecemlineatus
ENSHGLP00100018073	ENSHGLG00100013324	Heterocephalus_glaber_HetGla_1.0
ENSSCAP00000010154	ENSSCAG00000007709	Serinus_canaria
ENSMLEP00000016110	ENSMLEG00000032232	Mandrillus_leucophaeus
ENSNVIP00000029649	ENSNVIG00000022866	Neovison_vison
ENSETEP00000008093	ENSETEG00000009962	Echinops_telfairi
ENSCAPP00000008018	ENSCAPG00000009798	Cavia_aperea
ENSTGUP00000000737	ENSTGUG00000000717	Taeniopygia_guttata
ENSPTEP00000009706	ENSPTEG00000011015	Piliocolobus_tephrosceles
ENSCJAP00000060305	ENSCJAG00000010552	Callithrix_jacchus
ENSNPEP00000017193	ENSNPEG00000012803	Nothoprocta_perdicaria
ENSUPAP00010011320	ENSUPAG00010009186	Urocitellus_parryii
ENSRROP00000021120	ENSRROG00000034482	Rhinopithecus_roxellana
ENSUMAP00000018877	ENSUMAG00000013855	Ursus_maritimus
ENSOMEP00000034001	ENSOMEG00000020351	Oryzias_melastigma
ENSMSIP00000014520	ENSMSIG00000012364	Mus_spicilegus
ENSP00000262177	ENSG00000105993	Homo_sapiens
ENSCAFP00000063316	ENSCAFG00000005174	Canis_lupus_familiaris
ENSRNOP00000070627	ENSRNOG00000057958	Rattus_norvegicus
ENSCATP00000015112	ENSCATG00000031536	Cercocebus_atys
ENSGALP00000010453	ENSGALG00000006477	Gallus_gallus
ENSNMEP00000007610	ENSNMEG00000007590	Numida_meleagris
ENSPVAP00000000138	ENSPVAG00000000155	Pteropus_vampyrus
ENSPTRP00000090137	ENSPTRG00000050354	Pan_troglodytes
