ENSPKIP00000013956	ENSPKIG00000001164	Paramormyrops_kingsleyae	ENSPKIT00000038389
ENSSFOP00015014885	ENSSFOG00015009591	Scleropages_formosus	ENSSFOT00015015060
ENSDCDP00000017752	ENSDCDG00000014443	Denticeps_clupeoides	ENSDCDT00000024889
ENSCHAP00000000975	ENSCHAG00000000686	Clupea_harengus	ENSCHAT00000001141
ENSPNAP00000019666	ENSPNAG00000026321	Pygocentrus_nattereri	ENSPNAT00000029671
ENSAMXP00000014886	ENSAMXG00000014458	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000014886
ENSEEEP00000032026	ENSEEEG00000015281	Electrophorus_electricus	ENSEEET00000032412
ENSIPUP00000023929	ENSIPUG00000016162	Ictalurus_punctatus	ENSIPUT00000024943
ENSDARP00000103590	ENSDARG00000077822	Danio_rerio
ENSLCOP00000008364	ENSLCOG00000006135	Lepidothrix_coronata
ENSMVIP00005014447	ENSMVIG00005010441	Manacus_vitellinus
ENSCPUP00000026805	ENSCPUG00000018041	Calidris_pugnax
ENSAOWP00000027628	ENSAOWG00000018623	Apteryx_owenii
ENSAHAP00000001536	ENSAHAG00000001282	Apteryx_haastii
ENSDNVP00000019364	ENSDNVG00000013566	Dromaius_novaehollandiae
ENSCABP00000024636	ENSCABG00000018150	Chelonoidis_abingdonii
ENSGAGP00000022010	ENSGAGG00000016145	Gopherus_agassizii
ENSCPBP00000037267	ENSCPBG00000025840	Chrysemys_picta_bellii
ENSPSIP00000016646	ENSPSIG00000014836	Pelodiscus_sinensis
ENSTSYP00000025875	ENSTSYG00000032354	Carlito_syrichta
ENSOGAP00000004434	ENSOGAG00000004964	Otolemur_garnettii
ENSMNEP00000011709	ENSMNEG00000030198	Macaca_nemestrina
ENSMFAP00000016221	ENSMFAG00000031299	Macaca_fascicularis
ENSCATP00000009911	ENSCATG00000029246	Cercocebus_atys
ENSPANP00000002524	ENSPANG00000010692	Papio_anubis
ENSCSAP00000015928	ENSCSAG00000002107	Chlorocebus_sabaeus
ENSPTRP00000089603	ENSPTRG00000043277	Pan_troglodytes
ENSSBOP00000035731	ENSSBOG00000034025	Saimiri_boliviensis_boliviensis
ENSCJAP00000010326	ENSCJAG00000005636	Callithrix_jacchus
ENSCCAP00000016110	ENSCCAG00000025850	Cebus_capucinus_imitator
ENSP00000357256	ENSG00000160783	Homo_sapiens
ENSPTRP00000051720	ENSPTRG00000001450	Pan_troglodytes
ENSGGOP00000010642	ENSGGOG00000037793	Gorilla_gorilla
ENSNLEP00000034750	ENSNLEG00000033074	Nomascus_leucogenys
ENSCANP00000011945	ENSCANG00000029359	Colobus_angolensis_palliatus
ENSPSMP00000030212	ENSPSMG00000020960	Prolemur_simus
ENSMOCP00000003718	ENSMOCG00000002977	Microtus_ochrogaster
ENSMOCP00000020877	ENSMOCG00000018426	Microtus_ochrogaster
ENSPEMP00000012224	ENSPEMG00000012625	Peromyscus_maniculatus_bairdii
ENSCGRP00001008677	ENSCGRG00001010918	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015035062	ENSCGRG00015026339	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000005165	ENSCGRG00000003780	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000022083	ENSMAUG00000019629	Mesocricetus_auratus
ENSMUSP00000062420	ENSMUSG00000028066	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000035074	ENSMSIG00000029235	Mus_spicilegus
MGP_SPRETEiJ_P0060745	MGP_SPRETEiJ_G0026109	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0058406	MGP_CAROLIEiJ_G0025166	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0069365	MGP_PahariEiJ_G0026611	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000036204	ENSRNOG00000019620	Rattus_norvegicus
ENSMUGP00000010518	ENSMUGG00000009268	Meriones_unguiculatus
ENSNGAP00000005442	ENSNGAG00000007750	Nannospalax_galili
ENSJJAP00000009677	ENSJJAG00000013470	Jaculus_jaculus
ENSODEP00000016170	ENSODEG00000011902	Octodon_degus
ENSCLAP00000005174	ENSCLAG00000003672	Chinchilla_lanigera
ENSCPOP00000026133	ENSCPOG00000015695	Cavia_porcellus
ENSHGLP00000011072	ENSHGLG00000007944	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100014982	ENSHGLG00100011096	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000001799	ENSFDAG00000011674	Fukomys_damarensis
ENSDORP00000021638	ENSDORG00000029692	Dipodomys_ordii
ENSCCNP00000006681	ENSCCNG00000007075	Castor_canadensis
ENSUPAP00010004968	ENSUPAG00010004034	Urocitellus_parryii
ENSSTOP00000001573	ENSSTOG00000001768	Ictidomys_tridecemlineatus
ENSSDAP00000025641	ENSSDAG00000023287	Spermophilus_dauricus
ENSOCUP00000011075	ENSOCUG00000012870	Oryctolagus_cuniculus
ENSMLUP00000007735	ENSMLUG00000008489	Myotis_lucifugus
ENSLAFP00000026237	ENSLAFG00000025558	Loxodonta_africana
ENSMPUP00000004635	ENSMPUG00000004672	Mustela_putorius_furo
ENSPCIP00000025193	ENSPCIG00000018946	Phascolarctos_cinereus
ENSVURP00010019084	ENSVURG00010014537	Vombatus_ursinus
ENSSHAP00000016447	ENSSHAG00000013991	Sarcophilus_harrisii
ENSMODP00000033732	ENSMODG00000016918	Monodelphis_domestica
ENSXETP00000024526	ENSXETG00000004377	Xenopus_tropicalis
ENSLACP00000016235	ENSLACG00000014303	Latimeria_chalumnae
