ENSHCOP00000006477	ENSHCOG00000008284	Hippocampus_comes	ENSHCOT00000003612
ENSMLUP00000013204	ENSMLUG00000014513	Myotis_lucifugus
ENSSDUP00000012824	ENSSDUG00000009329	Seriola_dumerili
ENSHHUP00000002182	ENSHHUG00000001414	Hucho_hucho
ENSPKIP00000012695	ENSPKIG00000000411	Paramormyrops_kingsleyae
ENSTGUP00000003532	ENSTGUG00000003430	Taeniopygia_guttata
ENSGAFP00000019043	ENSGAFG00000012857	Gambusia_affinis
ENSPRNP00000028314	ENSPRNG00000014131	Parambassis_ranga
ENSMVIP00005006865	ENSMVIG00005005163	Manacus_vitellinus
ENSMSIP00000022121	ENSMSIG00000018787	Mus_spicilegus
ENSSDUP00000023890	ENSSDUG00000017363	Seriola_dumerili
ENSCATP00000009066	ENSCATG00000027616	Cercocebus_atys
ENSGMOP00000003354	ENSGMOG00000003194	Gadus_morhua
ENSTNIP00000013749	ENSTNIG00000000158	Tetraodon_nigroviridis	ENSTNIT00000013943
ENSNPEP00000014291	ENSNPEG00000010698	Nothoprocta_perdicaria
ENSONIP00000022933	ENSONIG00000018208	Oreochromis_niloticus
ENSNBRP00000012548	ENSNBRG00000009803	Neolamprologus_brichardi
ENSORLP00000021319	ENSORLG00000017041	Oryzias_latipes_ASM223467v1
ENSEEEP00000023897	ENSEEEG00000011599	Electrophorus_electricus
ENSPNYP00000030318	ENSPNYG00000022852	Pundamilia_nyererei
ENSMAMP00000010160	ENSMAMG00000006854	Mastacembelus_armatus
ENSFALP00000013372	ENSFALG00000012811	Ficedula_albicollis
ENSAMXP00000037907	ENSAMXG00000044098	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSHBUP00000029112	ENSHBUG00000013321	Haplochromis_burtoni
ENSMGAP00000002119	ENSMGAG00000016683	Meleagris_gallopavo
ENSHHUP00000026682	ENSHHUG00000016897	Hucho_hucho
ENSPVIP00000021682	ENSPVIG00000016457	Pogona_vitticeps
ENSGWIP00000008111	ENSGWIG00000004772	Gouania_willdenowi	ENSGWIT00000009063
ENSPMJP00000024031	ENSPMJG00000017684	Parus_major
ENSRBIP00000003363	ENSRBIG00000015821	Rhinopithecus_bieti
ENSHGLP00000016390	ENSHGLG00000011744	Heterocephalus_glaber_HetGla_female_1.0
ENSOPRP00000000355	ENSOPRG00000000394	Ochotona_princeps
ENSBMUP00000001015	ENSBMUG00000000849	Bos_mutus
ENSCSAP00000015515	ENSCSAG00000002529	Chlorocebus_sabaeus
ENSXCOP00000012815	ENSXCOG00000009686	Xiphophorus_couchianus
ENSLCRP00005023386	ENSLCRG00005009410	Larimichthys_crocea
ENSELUP00000031311	ENSELUG00000008806	Esox_lucius
ENSCLAP00000020984	ENSCLAG00000014374	Chinchilla_lanigera
ENSDNVP00000004811	ENSDNVG00000003444	Dromaius_novaehollandiae
ENSSDAP00000013954	ENSSDAG00000012598	Spermophilus_dauricus
ENSUAMP00000028329	ENSUAMG00000021904	Ursus_americanus
ENSORLP00015019846	ENSORLG00015020920	Oryzias_latipes_ASM223469v1
ENSOMEP00000002683	ENSOMEG00000003624	Oryzias_melastigma
ENSLCAP00010007697	ENSLCAG00010003760	Lates_calcarifer
ENSBSLP00000025731	ENSBSLG00000012852	Betta_splendens
ENSFHEP00000029019	ENSFHEG00000013506	Fundulus_heteroclitus
ENSGACP00000007426	ENSGACG00000005626	Gasterosteus_aculeatus
ENSSPAP00000002468	ENSSPAG00000001894	Stegastes_partitus
ENSCANP00000031561	ENSCANG00000039442	Colobus_angolensis_palliatus
ENSDCDP00000035255	ENSDCDG00000023726	Denticeps_clupeoides
ENSHGLP00100008307	ENSHGLG00100006179	Heterocephalus_glaber_HetGla_1.0
ENSXMAP00000000072	ENSXMAG00000000077	Xiphophorus_maculatus
ENSPREP00000019305	ENSPREG00000013058	Poecilia_reticulata
ENSONIP00000007794	ENSONIG00000006186	Oreochromis_niloticus
ENSOARP00000007539	ENSOARG00000007034	Ovis_aries
ENSLAFP00000011372	ENSLAFG00000013590	Loxodonta_africana
ENSMLEP00000002464	ENSMLEG00000009970	Mandrillus_leucophaeus
MGP_CAROLIEiJ_P0029426	MGP_CAROLIEiJ_G0017028	Mus_caroli_strain_CAROLI_EIJ
ENSHHUP00000018595	ENSHHUG00000011602	Hucho_hucho
ENSUPAP00010007830	ENSUPAG00010006320	Urocitellus_parryii
ENSPTRP00000015904	ENSPTRG00000009355	Pan_troglodytes
ENSCPUP00000020925	ENSCPUG00000014320	Calidris_pugnax
ENSEEEP00000007599	ENSEEEG00000003969	Electrophorus_electricus
ENSGGOP00000024366	ENSGGOG00000023582	Gorilla_gorilla
ENSMODP00000015458	ENSMODG00000012338	Monodelphis_domestica
ENSAOCP00000021811	ENSAOCG00000006841	Amphiprion_ocellaris
ENSIPUP00000003418	ENSIPUG00000002437	Ictalurus_punctatus
ENSHCOP00000018881	ENSHCOG00000003783	Hippocampus_comes
ENSPNYP00000000774	ENSPNYG00000000625	Pundamilia_nyererei
ENSCAFP00000024781	ENSCAFG00000016852	Canis_lupus_familiaris
ENSDARP00000070639	ENSDARG00000054030	Danio_rerio
ENSACIP00000015922	ENSACIG00000012365	Amphilophus_citrinellus
ENSP00000239151	ENSG00000120075	Homo_sapiens
ENSIPUP00000028810	ENSIPUG00000019508	Ictalurus_punctatus
ENSARWP00000000866	ENSARWG00000000712	Apteryx_rowi
ENSCSEP00000023005	ENSCSEG00000014667	Cynoglossus_semilaevis
ENSPCIP00000047256	ENSPCIG00000031080	Phascolarctos_cinereus
ENSSHAP00000014680	ENSSHAG00000012530	Sarcophilus_harrisii
ENSBIXP00000005651	ENSBIXG00000011813	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSTRUP00000049223	ENSTRUG00000025198	Takifugu_rubripes
ENSSARP00000007186	ENSSARG00000007957	Sorex_araneus
ENSPMEP00000033421	ENSPMEG00000021911	Poecilia_mexicana
ENSPLAP00000013293	ENSPLAG00000016784	Poecilia_latipinna
ENSBTAP00000054763	ENSBTAG00000045835	Bos_taurus
ENSKMAP00000005858	ENSKMAG00000004447	Kryptolebias_marmoratus
ENSXMAP00000020694	ENSXMAG00000023952	Xiphophorus_maculatus	ENSXMAT00000038686
ENSCHAP00000031038	ENSCHAG00000014851	Clupea_harengus
ENSCGRP00001015591	ENSCGRG00001016167	Cricetulus_griseus_CHOK1GS_HDv1
ENSACAP00000006336	ENSACAG00000006484	Anolis_carolinensis
ENSGAGP00000029985	ENSGAGG00000021647	Gopherus_agassizii
ENSCGRP00015026430	ENSCGRG00015020033	Cricetulus_griseus_CriGri-PICR
ENSCCAP00000038072	ENSCCAG00000036867	Cebus_capucinus_imitator
ENSPEMP00000033933	ENSPEMG00000030101	Peromyscus_maniculatus_bairdii
ENSTGEP00000000695	ENSTGEG00000000688	Theropithecus_gelada
ENSAOWP00000014317	ENSAOWG00000009774	Apteryx_owenii
ENSGAFP00000009618	ENSGAFG00000006549	Gambusia_affinis
ENSPANP00000020100	ENSPANG00000022889	Papio_anubis
ENSACIP00000016625	ENSACIG00000012950	Amphilophus_citrinellus
ENSPCAP00000005716	ENSPCAG00000006172	Procavia_capensis
ENSCJPP00005024589	ENSCJPG00005019369	Coturnix_japonica
ENSBSLP00000041100	ENSBSLG00000019889	Betta_splendens
ENSORLP00000039816	ENSORLG00000022001	Oryzias_latipes_ASM223467v1
ENSODEP00000023553	ENSODEG00000017253	Octodon_degus
ENSSBOP00000003987	ENSSBOG00000018198	Saimiri_boliviensis_boliviensis
ENSPPAP00000032594	ENSPPAG00000039181	Pan_paniscus
ENSAPOP00000013349	ENSAPOG00000016143	Acanthochromis_polyacanthus
ENSTNIP00000004133	ENSTNIG00000001770	Tetraodon_nigroviridis
ENSFCAP00000039580	ENSFCAG00000039068	Felis_catus
MGP_PahariEiJ_P0036141	MGP_PahariEiJ_G0018158	Mus_pahari_strain_PAHARI_EIJ
ENSLBEP00000013538	ENSLBEG00000010415	Labrus_bergylta
ENSCPBP00000039714	ENSCPBG00000027349	Chrysemys_picta_bellii
ENSMMMP00000001185	ENSMMMG00000001112	Marmota_marmota_marmota
ENSSFOP00015003248	ENSSFOG00015002080	Scleropages_formosus
ENSMPUP00000015206	ENSMPUG00000015316	Mustela_putorius_furo
ENSPMGP00000004618	ENSPMGG00000003921	Periophthalmus_magnuspinnatus
ENSSLDP00000031294	ENSSLDG00000024056	Seriola_lalandi_dorsalis
ENSNLEP00000042553	ENSNLEG00000032925	Nomascus_leucogenys
ENSSMAP00000015516	ENSSMAG00000009517	Scophthalmus_maximus
ENSAPEP00000000584	ENSAPEG00000000469	Amphiprion_percula
ENSAOCP00000025535	ENSAOCG00000013199	Amphiprion_ocellaris
ENSMZEP00005030940	ENSMZEG00005023055	Maylandia_zebra
ENSPFOP00000025461	ENSPFOG00000023493	Poecilia_formosa
ENSTRUP00000024386	ENSTRUG00000021471	Takifugu_rubripes	ENSTRUT00000024485
ENSCPGP00000022290	ENSCPGG00000015479	Calidris_pygmaea
ENSPFOP00000018267	ENSPFOG00000018167	Poecilia_formosa
ENSCVAP00000010156	ENSCVAG00000012223	Cyprinodon_variegatus
ENSLCAP00010030925	ENSLCAG00010014531	Lates_calcarifer
ENSPMEP00000025933	ENSPMEG00000009265	Poecilia_mexicana
ENSDCDP00000023216	ENSDCDG00000017717	Denticeps_clupeoides
ENSMFAP00000030468	ENSMFAG00000042418	Macaca_fascicularis
ENSPTEP00000034340	ENSPTEG00000032604	Piliocolobus_tephrosceles
ENSMOCP00000015275	ENSMOCG00000014523	Microtus_ochrogaster
ENSETEP00000015735	ENSETEG00000019368	Echinops_telfairi
ENSGACP00000005174	ENSGACG00000003945	Gasterosteus_aculeatus
ENSMMOP00000006709	ENSMMOG00000005244	Mola_mola	ENSMMOT00000006833
ENSNBRP00000030880	ENSNBRG00000023488	Neolamprologus_brichardi
ENSCHAP00000024230	ENSCHAG00000011908	Clupea_harengus
ENSSPAP00000004938	ENSSPAG00000003799	Stegastes_partitus
ENSHHUP00000066784	ENSHHUG00000039381	Hucho_hucho
ENSXCOP00000013930	ENSXCOG00000010551	Xiphophorus_couchianus
ENSMALP00000020255	ENSMALG00000014157	Monopterus_albus
ENSLOCP00000016571	ENSLOCG00000013440	Lepisosteus_oculatus
ENSACLP00000035265	ENSACLG00000023879	Astatotilapia_calliptera
ENSSCAP00000009807	ENSSCAG00000007461	Serinus_canaria
ENSEASP00005000615	ENSEASG00005000563	Equus_asinus_asinus
ENSABRP00000000419	ENSABRG00000000485	Anser_brachyrhynchus
ENSBBBP00000013882	ENSBBBG00000021577	Bison_bison_bison
ENSPNAP00000029425	ENSPNAG00000015488	Pygocentrus_nattereri
ENSATEP00000012218	ENSATEG00000008526	Anabas_testudineus
ENSLBEP00000012776	ENSLBEG00000009819	Labrus_bergylta
ENSFDAP00000021765	ENSFDAG00000007472	Fukomys_damarensis
ENSPVAP00000014638	ENSPVAG00000015524	Pteropus_vampyrus
ENSPREP00000009960	ENSPREG00000006787	Poecilia_reticulata
ENSRROP00000012761	ENSRROG00000030674	Rhinopithecus_roxellana
ENSATEP00000013716	ENSATEG00000009580	Anabas_testudineus
ENSHBUP00000003439	ENSHBUG00000004673	Haplochromis_burtoni
ENSPSMP00000029088	ENSPSMG00000020200	Prolemur_simus
ENSTTRP00000011617	ENSTTRG00000012251	Tursiops_truncatus
ENSCGOP00000042899	ENSCGOG00000019378	Cottoperca_gobio
