ENSCCNP00000027853	ENSCCNG00000026901	Castor_canadensis
ENSCCAP00000007183	ENSCCAG00000021338	Cebus_capucinus_imitator
ENSSBOP00000025446	ENSSBOG00000029202	Saimiri_boliviensis_boliviensis
ENSCJAP00000038485	ENSCJAG00000020699	Callithrix_jacchus
ENSANAP00000028646	ENSANAG00000032155	Aotus_nancymaae
ENSTSYP00000031651	ENSTSYG00000034708	Carlito_syrichta
ENSOGAP00000015137	ENSOGAG00000016905	Otolemur_garnettii
ENSTBEP00000001323	ENSTBEG00000001529	Tupaia_belangeri
ENSBIXP00000007080	ENSBIXG00000013085	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005033656	ENSBIXG00005014454	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000012653	ENSBTAG00000007532	Bos_taurus
ENSBMUP00000025332	ENSBMUG00000019003	Bos_mutus
ENSBBBP00000001659	ENSBBBG00000010764	Bison_bison_bison
ENSOARP00000016929	ENSOARG00000015773	Ovis_aries
ENSCHIP00000026733	ENSCHIG00000022959	Capra_hircus
ENSSSCP00000062771	ENSSSCG00000001235	Sus_scrofa_strain_reference
ENSTTRP00000008124	ENSTTRG00000008571	Tursiops_truncatus
ENSSARP00000006965	ENSSARG00000007702	Sorex_araneus
ENSSARP00000005365	ENSSARG00000005938	Sorex_araneus
ENSEEUP00000000693	ENSEEUG00000000781	Erinaceus_europaeus
ENSPVAP00000010264	ENSPVAG00000010891	Pteropus_vampyrus
ENSUAMP00000027298	ENSUAMG00000021150	Ursus_americanus
ENSUMAP00000026389	ENSUMAG00000019201	Ursus_maritimus
ENSAMEP00000016915	ENSAMEG00000016017	Ailuropoda_melanoleuca
ENSNVIP00000014525	ENSNVIG00000011364	Neovison_vison
ENSMPUP00000007499	ENSMPUG00000007555	Mustela_putorius_furo
ENSECAP00000012648	ENSECAG00000015028	Equus_caballus
ENSEASP00005012933	ENSEASG00005009044	Equus_asinus_asinus
ENSPCAP00000002958	ENSPCAG00000003161	Procavia_capensis
ENSETEP00000015431	ENSETEG00000018999	Echinops_telfairi
ENSLAFP00000001017	ENSLAFG00000001203	Loxodonta_africana
ENSVURP00010001030	ENSVURG00010000797	Vombatus_ursinus
ENSPCIP00000019581	ENSPCIG00000014962	Phascolarctos_cinereus
ENSMEUP00000006429	ENSMEUG00000007046	Notamacropus_eugenii
ENSSHAP00000003145	ENSSHAG00000002782	Sarcophilus_harrisii
ENSMODP00000019972	ENSMODG00000016004	Monodelphis_domestica
ENSOANP00000009361	ENSOANG00000005881	Ornithorhynchus_anatinus
