ENSPCIP00000003672	ENSPCIG00000003014	Phascolarctos_cinereus	ENSPCIT00000004574
ENSVURP00010022967	ENSVURG00010017601	Vombatus_ursinus	ENSVURT00010026138
ENSMEUP00000011372	ENSMEUG00000012485	Notamacropus_eugenii	ENSMEUT00000012509
ENSMODP00000035047	ENSMODG00000024666	Monodelphis_domestica	ENSMODT00000036635
ENSLAFP00000015892	ENSLAFG00000020742	Loxodonta_africana
ENSAMEP00000019766	ENSAMEG00000018714	Ailuropoda_melanoleuca
ENSCAFP00000042634	ENSCAFG00000031769	Canis_lupus_familiaris
ENSCAFP00020008185	ENSCAFG00020006638	Canis_lupus_dingo
ENSVVUP00000038157	ENSVVUG00000027216	Vulpes_vulpes
ENSMPUP00000018454	ENSMPUG00000018572	Mustela_putorius_furo
ENSNVIP00000000274	ENSNVIG00000000274	Neovison_vison
ENSPTIP00000001952	ENSPTIG00000004944	Panthera_tigris_altaica
ENSPPRP00000028480	ENSPPRG00000020620	Panthera_pardus
ENSFCAP00000023074	ENSFCAG00000032026	Felis_catus
ENSSSCP00000074404	ENSSSCG00000033941	Sus_scrofa_strain_reference
ENSVPAP00000000952	ENSVPAG00000001033	Vicugna_pacos
ENSCHIP00000004300	ENSCHIG00000008511	Capra_hircus
ENSOARP00000021039	ENSOARG00000019590	Ovis_aries
ENSBIXP00000026119	ENSBIXG00000028211	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005030202	ENSBIXG00005000827	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000038453	ENSBTAG00000026994	Bos_taurus
ENSBMUP00000033610	ENSBMUG00000025088	Bos_mutus
ENSBBBP00000015289	ENSBBBG00000007479	Bison_bison_bison
ENSTTRP00000000300	ENSTTRG00000000320	Tursiops_truncatus
ENSPVAP00000016191	ENSPVAG00000017164	Pteropus_vampyrus
ENSMLUP00000022561	ENSMLUG00000026394	Myotis_lucifugus
ENSEASP00005030873	ENSEASG00005021041	Equus_asinus_asinus
ENSECAP00000002212	ENSECAG00000003239	Equus_caballus
ENSCHOP00000000932	ENSCHOG00000001054	Choloepus_hoffmanni
ENSDNOP00000015690	ENSDNOG00000025190	Dasypus_novemcinctus
ENSCABP00000013579	ENSCABG00000010191	Chelonoidis_abingdonii
ENSCPBP00000029044	ENSCPBG00000020494	Chrysemys_picta_bellii
ENSARWP00000007263	ENSARWG00000005094	Apteryx_rowi
ENSAHAP00000004868	ENSAHAG00000003776	Apteryx_haastii
ENSAOWP00000010709	ENSAOWG00000007367	Apteryx_owenii
ENSDNVP00000000033	ENSDNVG00000000016	Dromaius_novaehollandiae
ENSCCEP00000014803	ENSCCEG00000014089	Cyanistes_caeruleus
ENSPMJP00000010563	ENSPMJG00000008299	Parus_major
ENSCPUP00000017954	ENSCPUG00000012382	Calidris_pugnax
ENSCPGP00000020072	ENSCPGG00000014063	Calidris_pygmaea
ENSABRP00000022593	ENSABRG00000019134	Anser_brachyrhynchus
ENSAPLP00000031198	ENSAPLG00000025755	Anas_platyrhynchos_platyrhynchos
ENSMUNP00000020128	ENSMUNG00000015346	Melopsittacus_undulatus
ENSCPRP00005017005	ENSCPRG00005011848	Crocodylus_porosus
ENSSMRP00000025697	ENSSMRG00000019858	Salvator_merianae
ENSNSUP00000019169	ENSNSUG00000014002	Notechis_scutatus
