ENSVURP00010018324	ENSVURG00010013978	Vombatus_ursinus	ENSVURT00010020838
ENSPCIP00000003194	ENSPCIG00000002612	Phascolarctos_cinereus	ENSPCIT00000003964
ENSMEUP00000006069	ENSMEUG00000006647	Notamacropus_eugenii	ENSMEUT00000006665
ENSSHAP00000016226	ENSSHAG00000013810	Sarcophilus_harrisii	ENSSHAT00000016360
ENSMODP00000018382	ENSMODG00000014705	Monodelphis_domestica	ENSMODT00000018715
ENSSSCP00000015927	ENSSSCG00000015002	Sus_scrofa_strain_reference
ENSGGOP00000005383	ENSGGOG00000005498	Gorilla_gorilla
ENSPPYP00000004390	ENSPPYG00000003835	Pongo_abelii
ENSNLEP00000025947	ENSNLEG00000007218	Nomascus_leucogenys
ENSCSAP00000015025	ENSCSAG00000003018	Chlorocebus_sabaeus
ENSMLEP00000031260	ENSMLEG00000039814	Mandrillus_leucophaeus
ENSCATP00000002639	ENSCATG00000011279	Cercocebus_atys
ENSPANP00000010007	ENSPANG00000004866	Papio_anubis
ENSTGEP00000019728	ENSTGEG00000015889	Theropithecus_gelada
ENSMMUP00000078722	ENSMMUG00000005440	Macaca_mulatta
ENSMFAP00000041797	ENSMFAG00000039699	Macaca_fascicularis
ENSMNEP00000032017	ENSMNEG00000039374	Macaca_nemestrina
ENSRBIP00000001417	ENSRBIG00000007093	Rhinopithecus_bieti
ENSRROP00000006726	ENSRROG00000026242	Rhinopithecus_roxellana
ENSPTEP00000030693	ENSPTEG00000029836	Piliocolobus_tephrosceles
ENSCANP00000030922	ENSCANG00000039069	Colobus_angolensis_palliatus
ENSCCAP00000001851	ENSCCAG00000010863	Cebus_capucinus_imitator
ENSSBOP00000030278	ENSSBOG00000031365	Saimiri_boliviensis_boliviensis
ENSCJAP00000018381	ENSCJAG00000009974	Callithrix_jacchus
ENSANAP00000006820	ENSANAG00000021458	Aotus_nancymaae
ENSTSYP00000026518	ENSTSYG00000008092	Carlito_syrichta
ENSPSMP00000015660	ENSPSMG00000011131	Prolemur_simus
ENSMICP00000028831	ENSMICG00000001050	Microcebus_murinus
ENSPCOP00000021979	ENSPCOG00000023055	Propithecus_coquereli
ENSOGAP00000004432	ENSOGAG00000004962	Otolemur_garnettii
ENSMLUP00000004283	ENSMLUG00000004711	Myotis_lucifugus
ENSMSIP00000003706	ENSMSIG00000003422	Mus_spicilegus
MGP_SPRETEiJ_P0091493	MGP_SPRETEiJ_G0033363	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000046191	ENSMUSG00000041986	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0087889	MGP_CAROLIEiJ_G0032223	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0023539	MGP_PahariEiJ_G0015091	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000012041	ENSRNOG00000009054	Rattus_norvegicus
ENSMUGP00000007510	ENSMUGG00000006856	Meriones_unguiculatus
ENSPEMP00000007433	ENSPEMG00000009376	Peromyscus_maniculatus_bairdii
ENSMOCP00000015132	ENSMOCG00000014424	Microtus_ochrogaster
ENSCGRP00000007576	ENSCGRG00000005513	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015035173	ENSCGRG00015026413	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001010334	ENSCGRG00001012240	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000007846	ENSMAUG00000009403	Mesocricetus_auratus
ENSNGAP00000001973	ENSNGAG00000001481	Nannospalax_galili
ENSJJAP00000017131	ENSJJAG00000018776	Jaculus_jaculus
ENSDORP00000008069	ENSDORG00000008597	Dipodomys_ordii
ENSHGLP00000023141	ENSHGLG00000016501	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100011329	ENSHGLG00100008418	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000014041	ENSFDAG00000001045	Fukomys_damarensis
ENSCLAP00000017367	ENSCLAG00000011927	Chinchilla_lanigera
ENSODEP00000020411	ENSODEG00000015056	Octodon_degus
ENSCPOP00000006937	ENSCPOG00000007697	Cavia_porcellus
ENSSARP00000003368	ENSSARG00000003730	Sorex_araneus
ENSDNOP00000023673	ENSDNOG00000043399	Dasypus_novemcinctus
ENSCHOP00000003827	ENSCHOG00000004321	Choloepus_hoffmanni
ENSLAFP00000001877	ENSLAFG00000002246	Loxodonta_africana
ENSPCAP00000012587	ENSPCAG00000013463	Procavia_capensis
ENSETEP00000014889	ENSETEG00000018320	Echinops_telfairi
ENSOANP00000016576	ENSOANG00000010462	Ornithorhynchus_anatinus
ENSGAGP00000035097	ENSGAGG00000024950	Gopherus_agassizii
ENSCABP00000027392	ENSCABG00000020108	Chelonoidis_abingdonii
ENSCPBP00000026208	ENSCPBG00000018597	Chrysemys_picta_bellii
ENSPSIP00000012584	ENSPSIG00000011240	Pelodiscus_sinensis
ENSCPRP00005020669	ENSCPRG00005014358	Crocodylus_porosus
ENSPVIP00000019306	ENSPVIG00000014732	Pogona_vitticeps
ENSACAP00000022256	ENSACAG00000006298	Anolis_carolinensis
ENSNSUP00000022848	ENSNSUG00000016571	Notechis_scutatus
ENSSMRP00000014088	ENSSMRG00000010965	Salvator_merianae
ENSSPUP00000019776	ENSSPUG00000015228	Sphenodon_punctatus
ENSMVIP00005018358	ENSMVIG00005013052	Manacus_vitellinus
ENSLCOP00000017132	ENSLCOG00000012134	Lepidothrix_coronata
ENSCCEP00000027343	ENSCCEG00000023888	Cyanistes_caeruleus
ENSPMJP00000024213	ENSPMJG00000017817	Parus_major
ENSZALP00000015553	ENSZALG00000012734	Zonotrichia_albicollis
ENSJHYP00000002562	ENSJHYG00000002147	Junco_hyemalis
ENSLSDP00000024875	ENSLSDG00000017438	Lonchura_striata_domestica
ENSTGUP00000013028	ENSTGUG00000012657	Taeniopygia_guttata
ENSSCAP00000005670	ENSSCAG00000004505	Serinus_canaria
ENSFALP00000000486	ENSFALG00000000474	Ficedula_albicollis
ENSMUNP00000004351	ENSMUNG00000003628	Melopsittacus_undulatus
ENSCPGP00000002823	ENSCPGG00000002101	Calidris_pygmaea
ENSCPUP00000000782	ENSCPUG00000000631	Calidris_pugnax
ENSGALP00000051285	ENSGALG00000017169	Gallus_gallus
ENSMGAP00000016071	ENSMGAG00000015155	Meleagris_gallopavo
ENSCJPP00005003251	ENSCJPG00005003480	Coturnix_japonica
ENSNMEP00000022948	ENSNMEG00000019582	Numida_meleagris
ENSAPLP00000032075	ENSAPLG00000015529	Anas_platyrhynchos_platyrhynchos
ENSABRP00000017501	ENSABRG00000015222	Anser_brachyrhynchus
ENSAHAP00000019491	ENSAHAG00000013775	Apteryx_haastii
ENSARWP00000024623	ENSARWG00000016772	Apteryx_rowi
ENSAOWP00000027906	ENSAOWG00000018801	Apteryx_owenii
ENSDNVP00000015304	ENSDNVG00000010766	Dromaius_novaehollandiae
ENSNPEP00000011102	ENSNPEG00000008331	Nothoprocta_perdicaria
ENSXETP00000041776	ENSXETG00000002438	Xenopus_tropicalis
ENSLACP00000008169	ENSLACG00000007232	Latimeria_chalumnae
ENSHHUP00000050249	ENSHHUG00000030320	Hucho_hucho
ENSELUP00000038233	ENSELUG00000018104	Esox_lucius
ENSSFOP00015004767	ENSSFOG00015003065	Scleropages_formosus
ENSXMAP00000023519	ENSXMAG00000012302	Xiphophorus_maculatus
ENSGAFP00000014702	ENSGAFG00000009932	Gambusia_affinis
ENSPMEP00000000095	ENSPMEG00000024364	Poecilia_mexicana
ENSPLAP00000016060	ENSPLAG00000020129	Poecilia_latipinna
ENSPFOP00000001136	ENSPFOG00000001057	Poecilia_formosa
ENSPREP00000023982	ENSPREG00000016181	Poecilia_reticulata
ENSFHEP00000020587	ENSFHEG00000022618	Fundulus_heteroclitus
ENSORLP00015031650	ENSORLG00015016034	Oryzias_latipes_ASM223469v1
ENSORLP00000026799	ENSORLG00000014887	Oryzias_latipes_ASM223467v1
ENSORLP00020008572	ENSORLG00020000225	Oryzias_latipes_ASM223471v1
ENSOMEP00000022501	ENSOMEG00000000025	Oryzias_melastigma
ENSKMAP00000011817	ENSKMAG00000008891	Kryptolebias_marmoratus
ENSAOCP00000012221	ENSAOCG00000016670	Amphiprion_ocellaris
ENSAPEP00000016337	ENSAPEG00000011637	Amphiprion_percula
ENSSPAP00000000282	ENSSPAG00000000221	Stegastes_partitus
ENSAPOP00000026801	ENSAPOG00000010881	Acanthochromis_polyacanthus
ENSCVAP00000012028	ENSCVAG00000014420	Cyprinodon_variegatus
ENSXCOP00000025236	ENSXCOG00000018849	Xiphophorus_couchianus
ENSPNYP00000014685	ENSPNYG00000011122	Pundamilia_nyererei
ENSACIP00000016622	ENSACIG00000012935	Amphilophus_citrinellus
ENSLCRP00005004016	ENSLCRG00005002125	Larimichthys_crocea
ENSSMAP00000023199	ENSSMAG00000014153	Scophthalmus_maximus
ENSCSEP00000024327	ENSCSEG00000015527	Cynoglossus_semilaevis
ENSGWIP00000012670	ENSGWIG00000007333	Gouania_willdenowi
ENSMMOP00000019400	ENSMMOG00000014705	Mola_mola
ENSMAMP00000002859	ENSMAMG00000001980	Mastacembelus_armatus
ENSMALP00000017277	ENSMALG00000012063	Monopterus_albus
ENSATEP00000000596	ENSATEG00000000421	Anabas_testudineus
ENSBSLP00000030086	ENSBSLG00000014921	Betta_splendens
ENSLBEP00000011360	ENSLBEG00000008744	Labrus_bergylta
ENSSLDP00000031975	ENSSLDG00000024536	Seriola_lalandi_dorsalis
ENSSDUP00000010097	ENSSDUG00000007392	Seriola_dumerili
ENSLCAP00010024504	ENSLCAG00010011480	Lates_calcarifer
ENSMZEP00005014461	ENSMZEG00005010879	Maylandia_zebra
ENSHBUP00000028794	ENSHBUG00000012814	Haplochromis_burtoni
ENSACLP00000033615	ENSACLG00000022760	Astatotilapia_calliptera
ENSONIP00000011983	ENSONIG00000009536	Oreochromis_niloticus
ENSPRNP00000030711	ENSPRNG00000015315	Parambassis_ranga
ENSHCOP00000007727	ENSHCOG00000009827	Hippocampus_comes
ENSPMGP00000011202	ENSPMGG00000009285	Periophthalmus_magnuspinnatus
ENSTNIP00000022834	ENSTNIG00000019599	Tetraodon_nigroviridis
ENSCGOP00000018423	ENSCGOG00000008817	Cottoperca_gobio
ENSLCAP00010015912	ENSLCAG00010007587	Lates_calcarifer
ENSGMOP00000011990	ENSGMOG00000011186	Gadus_morhua
ENSPKIP00000031675	ENSPKIG00000012045	Paramormyrops_kingsleyae
ENSNBRP00000017025	ENSNBRG00000013140	Neolamprologus_brichardi
ENSAOCP00000021425	ENSAOCG00000006198	Amphiprion_ocellaris
ENSTNIP00000022814	ENSTNIG00000019581	Tetraodon_nigroviridis
ENSTRUP00000028641	ENSTRUG00000011350	Takifugu_rubripes
ENSDCDP00000017390	ENSDCDG00000014154	Denticeps_clupeoides
ENSCHAP00000040896	ENSCHAG00000019151	Clupea_harengus
ENSPNAP00000011080	ENSPNAG00000016782	Pygocentrus_nattereri
ENSIPUP00000002817	ENSIPUG00000001979	Ictalurus_punctatus
ENSEEEP00000005894	ENSEEEG00000003127	Electrophorus_electricus
ENSDARP00000117309	ENSDARG00000062056	Danio_rerio
ENSSFOP00015005680	ENSSFOG00015003700	Scleropages_formosus
ENSPKIP00000012010	ENSPKIG00000025661	Paramormyrops_kingsleyae
ENSAMXP00000031664	ENSAMXG00000037229	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSLOCP00000008197	ENSLOCG00000006784	Lepisosteus_oculatus
ENSECRP00000003725	ENSECRG00000002565	Erpetoichthys_calabaricus
ENSCMIP00000020105	ENSCMIG00000009304	Callorhinchus_milii
