ENSPMAP00000005601	ENSPMAG00000005095	Petromyzon_marinus	ENSPMAT00000005622
ENSEBUP00000011584	ENSEBUG00000007417	Eptatretus_burgeri	ENSEBUT00000012156
ENSMGAP00000004040	ENSMGAG00000004260	Meleagris_gallopavo
ENSCLAP00000017274	ENSCLAG00000011856	Chinchilla_lanigera
ENSODEP00000013940	ENSODEG00000010303	Octodon_degus
ENSCPOP00000010969	ENSCPOG00000012196	Cavia_porcellus
ENSCAPP00000017586	ENSCAPG00000017203	Cavia_aperea
ENSHGLP00100019516	ENSHGLG00100014386	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000008768	ENSHGLG00000006311	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000016154	ENSFDAG00000004474	Fukomys_damarensis
ENSOCUP00000023922	ENSOCUG00000014518	Oryctolagus_cuniculus
ENSOPRP00000007304	ENSOPRG00000007966	Ochotona_princeps
ENSGGOP00000016494	ENSGGOG00000016893	Gorilla_gorilla
ENSP00000323687	ENSG00000175931	Homo_sapiens
ENSPPAP00000038667	ENSPPAG00000042040	Pan_paniscus
ENSPTRP00000016457	ENSPTRG00000009681	Pan_troglodytes
ENSPPYP00000009725	ENSPPYG00000008658	Pongo_abelii
ENSNLEP00000002954	ENSNLEG00000002373	Nomascus_leucogenys
ENSTGEP00000005008	ENSTGEG00000004190	Theropithecus_gelada
ENSPANP00000016208	ENSPANG00000020033	Papio_anubis
ENSMLEP00000021842	ENSMLEG00000035117	Mandrillus_leucophaeus
ENSMMUP00000034030	ENSMMUG00000018967	Macaca_mulatta
ENSMFAP00000012953	ENSMFAG00000027020	Macaca_fascicularis
ENSMNEP00000026917	ENSMNEG00000036871	Macaca_nemestrina
ENSCATP00000039023	ENSCATG00000042169	Cercocebus_atys
ENSCSAP00000001372	ENSCSAG00000005047	Chlorocebus_sabaeus
ENSRBIP00000002826	ENSRBIG00000013055	Rhinopithecus_bieti
ENSRROP00000002233	ENSRROG00000009014	Rhinopithecus_roxellana
ENSPTEP00000040173	ENSPTEG00000037049	Piliocolobus_tephrosceles
ENSCANP00000000116	ENSCANG00000000276	Colobus_angolensis_palliatus
ENSCCAP00000006637	ENSCCAG00000021024	Cebus_capucinus_imitator
ENSSBOP00000026242	ENSSBOG00000029558	Saimiri_boliviensis_boliviensis
ENSCJAP00000030679	ENSCJAG00000013570	Callithrix_jacchus
ENSANAP00000000165	ENSANAG00000000423	Aotus_nancymaae
ENSTSYP00000032413	ENSTSYG00000027806	Carlito_syrichta
ENSPSMP00000034837	ENSPSMG00000023991	Prolemur_simus
ENSMICP00000012207	ENSMICG00000013365	Microcebus_murinus
ENSPCOP00000022160	ENSPCOG00000023157	Propithecus_coquereli
ENSOGAP00000017569	ENSOGAG00000033171	Otolemur_garnettii
ENSPVAP00000008031	ENSPVAG00000008503	Pteropus_vampyrus
ENSMLUP00000012818	ENSMLUG00000014091	Myotis_lucifugus
ENSBIXP00005001146	ENSBIXG00005029423	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000031172	ENSBIXG00000001064	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000026793	ENSBTAG00000020115	Bos_taurus
ENSBMUP00000014099	ENSBMUG00000010728	Bos_mutus
ENSBBBP00000024758	ENSBBBG00000005143	Bison_bison_bison
ENSCHIP00000030546	ENSCHIG00000025255	Capra_hircus
ENSOARP00000007785	ENSOARG00000007258	Ovis_aries
ENSTTRP00000015090	ENSTTRG00000015924	Tursiops_truncatus
ENSSSCP00000052322	ENSSSCG00000029901	Sus_scrofa_strain_reference
ENSNVIP00000016218	ENSNVIG00000012693	Neovison_vison
ENSMPUP00000013388	ENSMPUG00000013490	Mustela_putorius_furo
ENSUMAP00000018400	ENSUMAG00000013395	Ursus_maritimus
ENSUAMP00000029245	ENSUAMG00000022408	Ursus_americanus
ENSAMEP00000010837	ENSAMEG00000010307	Ailuropoda_melanoleuca
ENSCAFP00000007577	ENSCAFG00000005078	Canis_lupus_familiaris
ENSCAFP00020007546	ENSCAFG00020006063	Canis_lupus_dingo
ENSVVUP00000020573	ENSVVUG00000015148	Vulpes_vulpes
ENSECAP00000005478	ENSECAG00000007206	Equus_caballus
ENSEASP00005005690	ENSEASG00005004208	Equus_asinus_asinus
ENSEEUP00000010019	ENSEEUG00000010973	Erinaceus_europaeus
ENSPCAP00000004604	ENSPCAG00000004868	Procavia_capensis
ENSVURP00010014084	ENSVURG00010010811	Vombatus_ursinus
ENSPCIP00000003341	ENSPCIG00000002749	Phascolarctos_cinereus
ENSMEUP00000004537	ENSMEUG00000004952	Notamacropus_eugenii
ENSSHAP00000019286	ENSSHAG00000016380	Sarcophilus_harrisii
ENSMODP00000011548	ENSMODG00000009246	Monodelphis_domestica
ENSXETP00000023230	ENSXETG00000005118	Xenopus_tropicalis	ENSXETT00000012408
ENSLACP00000022680	ENSLACG00000015803	Latimeria_chalumnae
ENSPLAP00000025403	ENSPLAG00000012438	Poecilia_latipinna
ENSPMEP00000009536	ENSPMEG00000011463	Poecilia_mexicana
ENSPFOP00000012870	ENSPFOG00000012669	Poecilia_formosa
ENSPREP00000029489	ENSPREG00000019941	Poecilia_reticulata
ENSGAFP00000016160	ENSGAFG00000010923	Gambusia_affinis
ENSXMAP00000034493	ENSXMAG00000006001	Xiphophorus_maculatus
ENSXCOP00000016165	ENSXCOG00000012216	Xiphophorus_couchianus
ENSCVAP00000022136	ENSCVAG00000004632	Cyprinodon_variegatus
ENSKMAP00000015737	ENSKMAG00000011741	Kryptolebias_marmoratus
ENSORLP00000043456	ENSORLG00000000718	Oryzias_latipes_ASM223467v1
ENSORLP00015016984	ENSORLG00015018011	Oryzias_latipes_ASM223469v1
ENSORLP00020017278	ENSORLG00020018315	Oryzias_latipes_ASM223471v1
ENSOMEP00000008284	ENSOMEG00000009430	Oryzias_melastigma
ENSLBEP00000019349	ENSLBEG00000014836	Labrus_bergylta
ENSLBEP00000036150	ENSLBEG00000027072	Labrus_bergylta
ENSGACP00000025484	ENSGACG00000019278	Gasterosteus_aculeatus
ENSSDUP00000026257	ENSSDUG00000019037	Seriola_dumerili
ENSSLDP00000006264	ENSSLDG00000004966	Seriola_lalandi_dorsalis
ENSLCAP00010044382	ENSLCAG00010020576	Lates_calcarifer
ENSSMAP00000028693	ENSSMAG00000017525	Scophthalmus_maximus
ENSLCRP00005006243	ENSLCRG00005002453	Larimichthys_crocea
ENSCGOP00000052353	ENSCGOG00000023041	Cottoperca_gobio
ENSMAMP00000025058	ENSMAMG00000016833	Mastacembelus_armatus
ENSMALP00000032800	ENSMALG00000022559	Monopterus_albus
ENSATEP00000007857	ENSATEG00000005412	Anabas_testudineus
ENSBSLP00000008418	ENSBSLG00000003848	Betta_splendens
ENSMMOP00000020997	ENSMMOG00000015960	Mola_mola
ENSAPEP00000003409	ENSAPEG00000002412	Amphiprion_percula
ENSAOCP00000024040	ENSAOCG00000010629	Amphiprion_ocellaris
ENSAPOP00000026979	ENSAPOG00000011248	Acanthochromis_polyacanthus
ENSSPAP00000018964	ENSSPAG00000014275	Stegastes_partitus
ENSPRNP00000047195	ENSPRNG00000022714	Parambassis_ranga
ENSMZEP00005001196	ENSMZEG00005001025	Maylandia_zebra
ENSHBUP00000022669	ENSHBUG00000003061	Haplochromis_burtoni
ENSACLP00000005235	ENSACLG00000003484	Astatotilapia_calliptera
ENSPNYP00000022907	ENSPNYG00000017257	Pundamilia_nyererei
ENSNBRP00000003221	ENSNBRG00000002538	Neolamprologus_brichardi
ENSONIP00000022985	ENSONIG00000018252	Oreochromis_niloticus
ENSACIP00000009337	ENSACIG00000007302	Amphilophus_citrinellus
ENSCSEP00000012861	ENSCSEG00000008301	Cynoglossus_semilaevis
ENSHCOP00000015220	ENSHCOG00000018812	Hippocampus_comes
ENSGWIP00000038701	ENSGWIG00000019752	Gouania_willdenowi
ENSTRUP00000002518	ENSTRUG00000001076	Takifugu_rubripes
ENSTNIP00000020661	ENSTNIG00000017517	Tetraodon_nigroviridis
ENSGMOP00000019069	ENSGMOG00000017706	Gadus_morhua
ENSELUP00000030688	ENSELUG00000007975	Esox_lucius
ENSHHUP00000086385	ENSHHUG00000050005	Hucho_hucho
ENSCHAP00000032739	ENSCHAG00000015566	Clupea_harengus
ENSCHAP00000032347	ENSCHAG00000015411	Clupea_harengus
ENSDCDP00000054039	ENSDCDG00000032187	Denticeps_clupeoides
ENSAMXP00005044806	ENSAMXG00005020548	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000016242	ENSAMXG00000015772	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000021613	ENSPNAG00000004439	Pygocentrus_nattereri
ENSIPUP00000020597	ENSIPUG00000013940	Ictalurus_punctatus
ENSDARP00000131827	ENSDARG00000100674	Danio_rerio
ENSPKIP00000024252	ENSPKIG00000007569	Paramormyrops_kingsleyae
ENSLOCP00000016613	ENSLOCG00000013468	Lepisosteus_oculatus
ENSPMGP00000008477	ENSPMGG00000007013	Periophthalmus_magnuspinnatus
ENSECRP00000027842	ENSECRG00000018853	Erpetoichthys_calabaricus
ENSCMIP00000026261	ENSCMIG00000011504	Callorhinchus_milii
ENSCINP00000035948	ENSCING00000021027	Ciona_intestinalis
