ENSPTEP00000013736	ENSPTEG00000015358	Piliocolobus_tephrosceles	ENSPTET00000020613
ENSCCEP00000000619	ENSCCEG00000000789	Cyanistes_caeruleus	ENSCCET00000001097
ENSDCDP00000054182	ENSDCDG00000032072	Denticeps_clupeoides	ENSDCDT00000066071
ENSCHAP00000025631	ENSCHAG00000012215	Clupea_harengus	ENSCHAT00000027878
ENSPNAP00000002045	ENSPNAG00000008525	Pygocentrus_nattereri	ENSPNAT00000011110
ENSAMXP00000011870	ENSAMXG00000011549	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000011870
ENSIPUP00000018074	ENSIPUG00000012277	Ictalurus_punctatus	ENSIPUT00000018845
ENSEEEP00000007406	ENSEEEG00000003847	Electrophorus_electricus	ENSEEET00000007507
ENSDARP00000120969	ENSDARG00000063627	Danio_rerio
MGP_PahariEiJ_P0042048	MGP_PahariEiJ_G0019938	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000025133	ENSRNOG00000021773	Rattus_norvegicus
ENSMUGP00000013435	ENSMUGG00000011665	Meriones_unguiculatus
ENSNGAP00000006172	ENSNGAG00000009053	Nannospalax_galili
ENSJJAP00000002372	ENSJJAG00000003954	Jaculus_jaculus
ENSHGLP00100010628	ENSHGLG00100007897	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000025173	ENSHGLG00000017934	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000007174	ENSFDAG00000015755	Fukomys_damarensis
ENSCLAP00000014931	ENSCLAG00000010297	Chinchilla_lanigera
ENSODEP00000018117	ENSODEG00000013361	Octodon_degus
ENSCPOP00000004912	ENSCPOG00000005456	Cavia_porcellus
ENSCAPP00000002700	ENSCAPG00000005636	Cavia_aperea
ENSUPAP00010029958	ENSUPAG00010023543	Urocitellus_parryii
ENSSTOP00000031380	ENSSTOG00000020925	Ictidomys_tridecemlineatus
ENSMMMP00000008482	ENSMMMG00000007593	Marmota_marmota_marmota
ENSOPRP00000010380	ENSOPRG00000011373	Ochotona_princeps
ENSPTRP00000035390	ENSPTRG00000020690	Pan_troglodytes
ENSPPAP00000040785	ENSPPAG00000043028	Pan_paniscus
ENSGGOP00000013260	ENSGGOG00000013590	Gorilla_gorilla
ENSP00000455106	ENSG00000261236	Homo_sapiens
ENSPPYP00000024742	ENSPPYG00000029621	Pongo_abelii
ENSMFAP00000016259	ENSMFAG00000031321	Macaca_fascicularis
ENSMMUP00000042440	ENSMMUG00000014724	Macaca_mulatta
ENSMNEP00000034110	ENSMNEG00000040269	Macaca_nemestrina
ENSPANP00000006721	ENSPANG00000024950	Papio_anubis
ENSTGEP00000022821	ENSTGEG00000018467	Theropithecus_gelada
ENSCATP00000017060	ENSCATG00000032450	Cercocebus_atys
ENSMLEP00000030022	ENSMLEG00000039202	Mandrillus_leucophaeus
ENSCSAP00000004913	ENSCSAG00000008653	Chlorocebus_sabaeus
ENSRBIP00000007316	ENSRBIG00000027555	Rhinopithecus_bieti
ENSRROP00000039915	ENSRROG00000043244	Rhinopithecus_roxellana
ENSCANP00000030156	ENSCANG00000038730	Colobus_angolensis_palliatus
ENSCCAP00000020941	ENSCCAG00000028318	Cebus_capucinus_imitator
ENSSBOP00000027451	ENSSBOG00000030140	Saimiri_boliviensis_boliviensis
ENSCJAP00000039903	ENSCJAG00000021437	Callithrix_jacchus
ENSANAP00000035933	ENSANAG00000035474	Aotus_nancymaae
ENSTSYP00000027815	ENSTSYG00000035588	Carlito_syrichta
ENSPCOP00000022224	ENSPCOG00000023196	Propithecus_coquereli
ENSMICP00000014269	ENSMICG00000015653	Microcebus_murinus
ENSOGAP00000015385	ENSOGAG00000017175	Otolemur_garnettii
ENSPCIP00000011277	ENSPCIG00000009070	Phascolarctos_cinereus
ENSVURP00010032486	ENSVURG00010024798	Vombatus_ursinus
ENSMEUP00000000424	ENSMEUG00000000450	Notamacropus_eugenii
ENSSHAP00000000991	ENSSHAG00000000887	Sarcophilus_harrisii
ENSMODP00000013269	ENSMODG00000010589	Monodelphis_domestica
ENSPMAP00000004521	ENSPMAG00000004108	Petromyzon_marinus
ENSEBUP00000004935	ENSEBUG00000003348	Eptatretus_burgeri
ENSCINP00000012564	ENSCING00000006069	Ciona_intestinalis
ENSCSAVP00000011376	ENSCSAVG00000006653	Ciona_savignyi
FBpp0088519	FBgn0028744	Drosophila_melanogaster
Y48B6A.1.1	WBGene00012978	Caenorhabditis_elegans_strain_N2
YMR049C_mRNA	YMR049C	Saccharomyces_cerevisiae_strain_S288C
