ENSLOCP00000020086	ENSLOCG00000016281	Lepisosteus_oculatus	ENSLOCT00000020119
ENSECRP00000014005	ENSECRG00000009243	Erpetoichthys_calabaricus
ENSBTAP00000053437	ENSBTAG00000009852	Bos_taurus
ENSBMUP00000016522	ENSBMUG00000012456	Bos_mutus
ENSBBBP00000013738	ENSBBBG00000021636	Bison_bison_bison
ENSTTRP00000006834	ENSTTRG00000007207	Tursiops_truncatus
ENSVPAP00000007358	ENSVPAG00000007908	Vicugna_pacos
ENSSSCP00000026430	ENSSSCG00000029249	Sus_scrofa_strain_reference
ENSSARP00000001176	ENSSARG00000001226	Sorex_araneus
ENSECAP00000053450	ENSECAG00000000121	Equus_caballus
ENSEASP00005032110	ENSEASG00005021551	Equus_asinus_asinus
ENSPVAP00000014206	ENSPVAG00000015072	Pteropus_vampyrus
ENSMLUP00000009508	ENSMLUG00000010374	Myotis_lucifugus
ENSUMAP00000029867	ENSUMAG00000021555	Ursus_maritimus
ENSAMEP00000007051	ENSAMEG00000006673	Ailuropoda_melanoleuca
ENSNVIP00000003348	ENSNVIG00000002412	Neovison_vison
ENSMPUP00000017355	ENSMPUG00000017465	Mustela_putorius_furo
ENSCAFP00000008612	ENSCAFG00000005746	Canis_lupus_familiaris
ENSCAFP00020019615	ENSCAFG00020015546	Canis_lupus_dingo
ENSVVUP00000013451	ENSVVUG00000009882	Vulpes_vulpes
ENSPPRP00000029134	ENSPPRG00000022007	Panthera_pardus
ENSPTIP00000014276	ENSPTIG00000013673	Panthera_tigris_altaica
ENSFCAP00000047959	ENSFCAG00000013128	Felis_catus
ENSCHOP00000001571	ENSCHOG00000001765	Choloepus_hoffmanni
ENSDNOP00000004411	ENSDNOG00000005668	Dasypus_novemcinctus
ENSLAFP00000001500	ENSLAFG00000001793	Loxodonta_africana
ENSPCAP00000000257	ENSPCAG00000000255	Procavia_capensis
ENSETEP00000006270	ENSETEG00000007709	Echinops_telfairi
ENSOANP00000004484	ENSOANG00000002820	Ornithorhynchus_anatinus
ENSEEUP00000001646	ENSEEUG00000001785	Erinaceus_europaeus
ENSVURP00010002112	ENSVURG00010001745	Vombatus_ursinus
ENSPCIP00000034709	ENSPCIG00000025666	Phascolarctos_cinereus
ENSMEUP00000013781	ENSMEUG00000015070	Notamacropus_eugenii
ENSSHAP00000002215	ENSSHAG00000001971	Sarcophilus_harrisii
ENSMODP00000025611	ENSMODG00000020466	Monodelphis_domestica
ENSOANP00000010938	ENSOANG00000007451	Ornithorhynchus_anatinus
ENSMVIP00005004523	ENSMVIG00005003340	Manacus_vitellinus
ENSLCOP00000009787	ENSLCOG00000007123	Lepidothrix_coronata
ENSCPGP00000013667	ENSCPGG00000009680	Calidris_pygmaea
ENSCPUP00000004395	ENSCPUG00000003258	Calidris_pugnax
ENSMUNP00000019602	ENSMUNG00000014855	Melopsittacus_undulatus
ENSSCAP00000011690	ENSSCAG00000008755	Serinus_canaria
ENSSCAP00000011660	ENSSCAG00000008738	Serinus_canaria
ENSZALP00000011762	ENSZALG00000009914	Zonotrichia_albicollis
ENSJHYP00000012171	ENSJHYG00000009510	Junco_hyemalis
ENSTGUP00000007785	ENSTGUG00000007519	Taeniopygia_guttata
ENSLSDP00000020075	ENSLSDG00000014242	Lonchura_striata_domestica
ENSPMJP00000016790	ENSPMJG00000012656	Parus_major
ENSCCEP00000010219	ENSCCEG00000010220	Cyanistes_caeruleus
ENSFALP00000010921	ENSFALG00000010449	Ficedula_albicollis
ENSCPGP00000013686	ENSCPGG00000009701	Calidris_pygmaea
ENSCPUP00000004374	ENSCPUG00000003249	Calidris_pugnax
ENSABRP00000002596	ENSABRG00000002539	Anser_brachyrhynchus
ENSAPLP00000024865	ENSAPLG00000014672	Anas_platyrhynchos_platyrhynchos
ENSGALP00000069566	ENSGALG00000010311	Gallus_gallus
ENSCJPP00005020036	ENSCJPG00005016185	Coturnix_japonica
ENSMGAP00000011471	ENSMGAG00000010956	Meleagris_gallopavo
ENSNMEP00000001572	ENSNMEG00000002011	Numida_meleagris
ENSDNVP00000000560	ENSDNVG00000000436	Dromaius_novaehollandiae	ENSDNVT00000000694
ENSNPEP00000002620	ENSNPEG00000001993	Nothoprocta_perdicaria	ENSNPET00000002672
ENSAOWP00000018358	ENSAOWG00000012487	Apteryx_owenii	ENSAOWT00000020814
ENSAHAP00000012733	ENSAHAG00000009108	Apteryx_haastii	ENSAHAT00000014098
ENSARWP00000007052	ENSARWG00000004943	Apteryx_rowi	ENSARWT00000008063
ENSCPRP00005007870	ENSCPRG00005004050	Crocodylus_porosus
ENSCABP00000002445	ENSCABG00000001898	Chelonoidis_abingdonii
ENSGAGP00000033821	ENSGAGG00000024067	Gopherus_agassizii
ENSCPBP00000025149	ENSCPBG00000017880	Chrysemys_picta_bellii
ENSPSIP00000010343	ENSPSIG00000009060	Pelodiscus_sinensis
ENSACAP00000014439	ENSACAG00000014617	Anolis_carolinensis
ENSPVIP00000008420	ENSPVIG00000006797	Pogona_vitticeps
ENSNSUP00000002060	ENSNSUG00000001737	Notechis_scutatus
ENSSMRP00000012445	ENSSMRG00000002199	Salvator_merianae
ENSSPUP00000008974	ENSSPUG00000006945	Sphenodon_punctatus
ENSXETP00000017200	ENSXETG00000006144	Xenopus_tropicalis
ENSLACP00000001323	ENSLACG00000001187	Latimeria_chalumnae
ENSCMIP00000025427	ENSCMIG00000011099	Callorhinchus_milii
ENSPKIP00000002268	ENSPKIG00000020143	Paramormyrops_kingsleyae
ENSSFOP00015029621	ENSSFOG00015018832	Scleropages_formosus
ENSSFOP00015009395	ENSSFOG00015005938	Scleropages_formosus
ENSPKIP00000015564	ENSPKIG00000002193	Paramormyrops_kingsleyae
ENSPKIP00000017680	ENSPKIG00000003485	Paramormyrops_kingsleyae	ENSPKIT00000042196
ENSCHAP00000058149	ENSCHAG00000025811	Clupea_harengus
ENSDCDP00000042952	ENSDCDG00000026354	Denticeps_clupeoides
ENSEEEP00000029935	ENSEEEG00000014336	Electrophorus_electricus
ENSIPUP00000036614	ENSIPUG00000024518	Ictalurus_punctatus
ENSAMXP00000036651	ENSAMXG00000016811	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005022790	ENSAMXG00005011493	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000027304	ENSPNAG00000002385	Pygocentrus_nattereri
ENSDARP00000021413	ENSDARG00000005476	Danio_rerio
ENSMAMP00000035004	ENSMAMG00000023499	Mastacembelus_armatus
ENSMALP00000017009	ENSMALG00000011849	Monopterus_albus
ENSATEP00000003713	ENSATEG00000002447	Anabas_testudineus
ENSSLDP00000010595	ENSSLDG00000008238	Seriola_lalandi_dorsalis
ENSSDUP00000022726	ENSSDUG00000016499	Seriola_dumerili
ENSSMAP00000022342	ENSSMAG00000013542	Scophthalmus_maximus
ENSLCAP00010032840	ENSLCAG00010015471	Lates_calcarifer
ENSNBRP00000006956	ENSNBRG00000005432	Neolamprologus_brichardi
ENSNBRP00000006987	ENSNBRG00000005464	Neolamprologus_brichardi
ENSPNYP00000031724	ENSPNYG00000023930	Pundamilia_nyererei
ENSACLP00000026893	ENSACLG00000018218	Astatotilapia_calliptera
ENSHBUP00000024339	ENSHBUG00000005748	Haplochromis_burtoni
ENSMZEP00005018727	ENSMZEG00005014007	Maylandia_zebra
ENSONIP00000015203	ENSONIG00000012079	Oreochromis_niloticus
ENSACIP00000013571	ENSACIG00000010477	Amphilophus_citrinellus
ENSPRNP00000041627	ENSPRNG00000020240	Parambassis_ranga
ENSAPEP00000029902	ENSAPEG00000021186	Amphiprion_percula
ENSAOCP00000001409	ENSAOCG00000004414	Amphiprion_ocellaris
ENSAPOP00000030515	ENSAPOG00000017299	Acanthochromis_polyacanthus
ENSSPAP00000000869	ENSSPAG00000000690	Stegastes_partitus
ENSGACP00000025746	ENSGACG00000019472	Gasterosteus_aculeatus
ENSCGOP00000049987	ENSCGOG00000022221	Cottoperca_gobio
ENSLBEP00000013924	ENSLBEG00000010622	Labrus_bergylta
ENSLCRP00005044826	ENSLCRG00005017148	Larimichthys_crocea
ENSMMOP00000013039	ENSMMOG00000010011	Mola_mola
ENSFHEP00000013271	ENSFHEG00000014761	Fundulus_heteroclitus
ENSFHEP00000013213	ENSFHEG00000014704	Fundulus_heteroclitus
ENSCVAP00000018654	ENSCVAG00000021937	Cyprinodon_variegatus
ENSXMAP00000006256	ENSXMAG00000006213	Xiphophorus_maculatus
ENSXCOP00000020312	ENSXCOG00000015229	Xiphophorus_couchianus
ENSGAFP00000008156	ENSGAFG00000005445	Gambusia_affinis
ENSPFOP00000003889	ENSPFOG00000003407	Poecilia_formosa
ENSPMEP00000009621	ENSPMEG00000011696	Poecilia_mexicana
ENSPLAP00000021763	ENSPLAG00000005927	Poecilia_latipinna
ENSPREP00000021073	ENSPREG00000014206	Poecilia_reticulata
ENSKMAP00000028437	ENSKMAG00000020918	Kryptolebias_marmoratus
ENSORLP00020020587	ENSORLG00020021797	Oryzias_latipes_ASM223471v1
ENSORLP00015019261	ENSORLG00015020373	Oryzias_latipes_ASM223469v1
ENSORLP00000041258	ENSORLG00000012335	Oryzias_latipes_ASM223467v1
ENSOMEP00000016713	ENSOMEG00000018648	Oryzias_melastigma
ENSGWIP00000012404	ENSGWIG00000005316	Gouania_willdenowi
ENSBSLP00000021252	ENSBSLG00000010085	Betta_splendens
ENSTNIP00000008496	ENSTNIG00000005780	Tetraodon_nigroviridis
ENSTNIP00000006920	ENSTNIG00000004292	Tetraodon_nigroviridis
ENSTRUP00000004553	ENSTRUG00000001974	Takifugu_rubripes
ENSPLAP00000025671	ENSPLAG00000000293	Poecilia_latipinna
ENSCSEP00000027475	ENSCSEG00000017547	Cynoglossus_semilaevis
ENSHCOP00000007643	ENSHCOG00000009786	Hippocampus_comes
ENSGMOP00000002656	ENSGMOG00000002402	Gadus_morhua
ENSHHUP00000016498	ENSHHUG00000010210	Hucho_hucho
ENSHHUP00000016374	ENSHHUG00000010032	Hucho_hucho
ENSHHUP00000009459	ENSHHUG00000005757	Hucho_hucho
ENSHHUP00000020165	ENSHHUG00000012216	Hucho_hucho
ENSELUP00000041220	ENSELUG00000022160	Esox_lucius
ENSHHUP00000019551	ENSHHUG00000012218	Hucho_hucho
ENSHHUP00000048712	ENSHHUG00000029526	Hucho_hucho
ENSEBUP00000009600	ENSEBUG00000006150	Eptatretus_burgeri
