ENSBIXP00005018037	ENSBIXG00005021495	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCCNP00000002662	ENSCCNG00000002907	Castor_canadensis
MGP_SPRETEiJ_P0092052	MGP_SPRETEiJ_G0033518	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000026274	ENSMSIG00000022189	Mus_spicilegus
ENSMUSP00000060137	ENSMUSG00000050503	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0088431	MGP_CAROLIEiJ_G0032379	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0024067	MGP_PahariEiJ_G0015244	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000023810	ENSRNOG00000017684	Rattus_norvegicus
ENSMUGP00000021711	ENSMUGG00000018274	Meriones_unguiculatus
ENSPEMP00000032140	ENSPEMG00000026865	Peromyscus_maniculatus_bairdii
ENSMOCP00000016114	ENSMOCG00000015109	Microtus_ochrogaster
ENSCGRP00001011300	ENSCGRG00001012979	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000022220	ENSCGRG00000016098	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015027197	ENSCGRG00015020641	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000000977	ENSMAUG00000000756	Mesocricetus_auratus
ENSNGAP00000004062	ENSNGAG00000005102	Nannospalax_galili
ENSJJAP00000002777	ENSJJAG00000005076	Jaculus_jaculus
ENSOCUP00000012715	ENSOCUG00000014791	Oryctolagus_cuniculus
ENSDNOP00000004298	ENSDNOG00000005549	Dasypus_novemcinctus
ENSLAFP00000027355	ENSLAFG00000031273	Loxodonta_africana
ENSVVUP00000016703	ENSVVUG00000012296	Vulpes_vulpes
ENSAMEP00000002492	ENSAMEG00000002387	Ailuropoda_melanoleuca
ENSMLUP00000019553	ENSMLUG00000024826	Myotis_lucifugus
ENSNVIP00000023819	ENSNVIG00000018479	Neovison_vison
ENSUMAP00000018429	ENSUMAG00000013533	Ursus_maritimus
ENSPTIP00000015394	ENSPTIG00000014494	Panthera_tigris_altaica
ENSPVAP00000015903	ENSPVAG00000016860	Pteropus_vampyrus
ENSTTRP00000013340	ENSTTRG00000014071	Tursiops_truncatus
ENSCANP00000021297	ENSCANG00000034087	Colobus_angolensis_palliatus
ENSPTEP00000033862	ENSPTEG00000032245	Piliocolobus_tephrosceles
ENSMFAP00000045704	ENSMFAG00000000573	Macaca_fascicularis
ENSMNEP00000000717	ENSMNEG00000003587	Macaca_nemestrina
ENSMMUP00000015883	ENSMMUG00000012116	Macaca_mulatta
ENSPANP00000030610	ENSPANG00000029475	Papio_anubis
ENSMLEP00000002522	ENSMLEG00000010253	Mandrillus_leucophaeus
ENSCSAP00000008546	ENSCSAG00000012364	Chlorocebus_sabaeus
ENSRBIP00000016236	ENSRBIG00000032179	Rhinopithecus_bieti
ENSPTRP00000080602	ENSPTRG00000051906	Pan_troglodytes
ENSPPAP00000041015	ENSPPAG00000043136	Pan_paniscus
ENSP00000353794	ENSG00000197361	Homo_sapiens
ENSGGOP00000026017	ENSGGOG00000024384	Gorilla_gorilla
ENSPPYP00000007421	ENSPPYG00000006542	Pongo_abelii
ENSNLEP00000014931	ENSNLEG00000012299	Nomascus_leucogenys
ENSOGAP00000015939	ENSOGAG00000025353	Otolemur_garnettii
ENSSDAP00000026091	ENSSDAG00000023671	Spermophilus_dauricus	ENSSDAT00000029823
ENSMMMP00000010316	ENSMMMG00000009185	Marmota_marmota_marmota
ENSETEP00000012436	ENSETEG00000015346	Echinops_telfairi
ENSDORP00000023385	ENSDORG00000027356	Dipodomys_ordii
ENSVURP00010021188	ENSVURG00010016203	Vombatus_ursinus
ENSPCIP00000004520	ENSPCIG00000003757	Phascolarctos_cinereus
ENSSHAP00000021124	ENSSHAG00000017911	Sarcophilus_harrisii
ENSMODP00000044624	ENSMODG00000046180	Monodelphis_domestica
ENSPVIP00000023786	ENSPVIG00000017962	Pogona_vitticeps
ENSNSUP00000020919	ENSNSUG00000015209	Notechis_scutatus
ENSSMRP00000029464	ENSSMRG00000022650	Salvator_merianae
ENSSPUP00000019556	ENSSPUG00000015067	Sphenodon_punctatus
ENSCABP00000006044	ENSCABG00000004554	Chelonoidis_abingdonii
ENSGAGP00000034389	ENSGAGG00000024438	Gopherus_agassizii
ENSCPBP00000025059	ENSCPBG00000017831	Chrysemys_picta_bellii
ENSPSIP00000006678	ENSPSIG00000006184	Pelodiscus_sinensis
ENSLSDP00000001885	ENSLSDG00000001497	Lonchura_striata_domestica
ENSTGUP00000003282	ENSTGUG00000003187	Taeniopygia_guttata
ENSSCAP00000016090	ENSSCAG00000011793	Serinus_canaria
ENSJHYP00000020705	ENSJHYG00000015668	Junco_hyemalis
ENSZALP00000021449	ENSZALG00000016791	Zonotrichia_albicollis
ENSFALP00000011032	ENSFALG00000010575	Ficedula_albicollis
ENSCCEP00000026480	ENSCCEG00000023242	Cyanistes_caeruleus
ENSPMJP00000011411	ENSPMJG00000008855	Parus_major
ENSMVIP00005020456	ENSMVIG00005014458	Manacus_vitellinus
ENSGALP00000068634	ENSGALG00000047464	Gallus_gallus
ENSCJPP00005010203	ENSCJPG00005008939	Coturnix_japonica
ENSABRP00000007848	ENSABRG00000007146	Anser_brachyrhynchus
ENSMUNP00000016246	ENSMUNG00000012504	Melopsittacus_undulatus
ENSCPGP00000026940	ENSCPGG00000018555	Calidris_pygmaea
ENSCPUP00000004003	ENSCPUG00000003017	Calidris_pugnax
ENSARWP00000021085	ENSARWG00000014409	Apteryx_rowi
ENSAOWP00000022593	ENSAOWG00000015277	Apteryx_owenii
ENSAHAP00000005539	ENSAHAG00000004272	Apteryx_haastii
ENSDNVP00000025197	ENSDNVG00000017527	Dromaius_novaehollandiae
ENSAPLP00000002784	ENSAPLG00000003321	Anas_platyrhynchos_platyrhynchos
ENSNMEP00000013897	ENSNMEG00000012559	Numida_meleagris
ENSLCOP00000022281	ENSLCOG00000015712	Lepidothrix_coronata
ENSNPEP00000019456	ENSNPEG00000014507	Nothoprocta_perdicaria
ENSXETP00000050503	ENSXETG00000017366	Xenopus_tropicalis
ENSCHAP00000014089	ENSCHAG00000007677	Clupea_harengus
ENSDARP00000067113	ENSDARG00000096995	Danio_rerio
ENSEEEP00000002493	ENSEEEG00000001456	Electrophorus_electricus
ENSIPUP00000032247	ENSIPUG00000021686	Ictalurus_punctatus
ENSAMXP00000018451	ENSAMXG00000017907	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005036466	ENSAMXG00005017420	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000007330	ENSPNAG00000013173	Pygocentrus_nattereri
ENSDCDP00000026225	ENSDCDG00000019482	Denticeps_clupeoides
ENSHHUP00000011665	ENSHHUG00000007113	Hucho_hucho
ENSELUP00000002315	ENSELUG00000003676	Esox_lucius
ENSHHUP00000015886	ENSHHUG00000009884	Hucho_hucho
ENSPMGP00000016558	ENSPMGG00000013599	Periophthalmus_magnuspinnatus
ENSDCDP00000034063	ENSDCDG00000023092	Denticeps_clupeoides
ENSKMAP00000024958	ENSKMAG00000018505	Kryptolebias_marmoratus
ENSBSLP00000023101	ENSBSLG00000011639	Betta_splendens
ENSTRUP00000033124	ENSTRUG00000013054	Takifugu_rubripes
ENSTNIP00000011244	ENSTNIG00000008409	Tetraodon_nigroviridis
ENSMMOP00000003770	ENSMMOG00000003021	Mola_mola
ENSLBEP00000022115	ENSLBEG00000016998	Labrus_bergylta
ENSLCRP00005030251	ENSLCRG00005012034	Larimichthys_crocea
ENSCGOP00000014875	ENSCGOG00000007218	Cottoperca_gobio
ENSGACP00000013470	ENSGACG00000010198	Gasterosteus_aculeatus
ENSAOCP00000013713	ENSAOCG00000018284	Amphiprion_ocellaris
ENSAPEP00000027879	ENSAPEG00000019793	Amphiprion_percula
ENSAPOP00000005134	ENSAPOG00000006802	Acanthochromis_polyacanthus
ENSSPAP00000023735	ENSSPAG00000017921	Stegastes_partitus
ENSPRNP00000030935	ENSPRNG00000015435	Parambassis_ranga
ENSORLP00000042973	ENSORLG00000029992	Oryzias_latipes_ASM223467v1
ENSORLP00020005697	ENSORLG00020006530	Oryzias_latipes_ASM223471v1
ENSORLP00015034545	ENSORLG00015020600	Oryzias_latipes_ASM223469v1
ENSOMEP00000020542	ENSOMEG00000022408	Oryzias_melastigma
ENSXMAP00000003369	ENSXMAG00000003361	Xiphophorus_maculatus
ENSXCOP00000026832	ENSXCOG00000020034	Xiphophorus_couchianus
ENSGAFP00000030656	ENSGAFG00000020659	Gambusia_affinis
ENSPFOP00000005495	ENSPFOG00000005614	Poecilia_formosa
ENSPMEP00000012284	ENSPMEG00000014443	Poecilia_mexicana
ENSPLAP00000022581	ENSPLAG00000007248	Poecilia_latipinna
ENSPREP00000013866	ENSPREG00000009415	Poecilia_reticulata
ENSCVAP00000028138	ENSCVAG00000014980	Cyprinodon_variegatus
ENSFHEP00000001109	ENSFHEG00000001850	Fundulus_heteroclitus
ENSGWIP00000028083	ENSGWIG00000014683	Gouania_willdenowi
ENSHBUP00000012432	ENSHBUG00000014143	Haplochromis_burtoni
ENSPNYP00000016839	ENSPNYG00000012757	Pundamilia_nyererei
ENSACLP00000026087	ENSACLG00000017746	Astatotilapia_calliptera
ENSMZEP00005030198	ENSMZEG00005022508	Maylandia_zebra
ENSNBRP00000023056	ENSNBRG00000017655	Neolamprologus_brichardi
ENSONIP00000019313	ENSONIG00000015350	Oreochromis_niloticus
ENSACIP00000003125	ENSACIG00000002501	Amphilophus_citrinellus
ENSSMAP00000025413	ENSSMAG00000015564	Scophthalmus_maximus
ENSCSEP00000003655	ENSCSEG00000002390	Cynoglossus_semilaevis
ENSSLDP00000031753	ENSSLDG00000024375	Seriola_lalandi_dorsalis
ENSSDUP00000012191	ENSSDUG00000008886	Seriola_dumerili
ENSLCAP00010023165	ENSLCAG00010010873	Lates_calcarifer
ENSMALP00000012378	ENSMALG00000008790	Monopterus_albus
ENSMAMP00000010790	ENSMAMG00000007307	Mastacembelus_armatus
ENSATEP00000011307	ENSATEG00000007891	Anabas_testudineus
ENSHCOP00000010850	ENSHCOG00000013523	Hippocampus_comes
ENSGMOP00000014249	ENSGMOG00000013324	Gadus_morhua
ENSPKIP00000023905	ENSPKIG00000007359	Paramormyrops_kingsleyae
ENSSFOP00015037509	ENSSFOG00015023875	Scleropages_formosus
ENSLOCP00000018308	ENSLOCG00000014866	Lepisosteus_oculatus
ENSECRP00000031351	ENSECRG00000021248	Erpetoichthys_calabaricus
ENSLACP00000011451	ENSLACG00000010074	Latimeria_chalumnae
ENSCMIP00000013985	ENSCMIG00000006965	Callorhinchus_milii
ENSPMAP00000005989	ENSPMAG00000005444	Petromyzon_marinus
