ENSMGAP00000008572	ENSMGAG00000008366	Meleagris_gallopavo
ENSMUGP00000027618	ENSMUGG00000022949	Meriones_unguiculatus
ENSONIP00000025468	ENSONIG00000020215	Oreochromis_niloticus
ENSMAMP00000028342	ENSMAMG00000019074	Mastacembelus_armatus
ENSSDUP00000019576	ENSSDUG00000014256	Seriola_dumerili
ENSIPUP00000033023	ENSIPUG00000022186	Ictalurus_punctatus
ENSSHAP00000005445	ENSSHAG00000004756	Sarcophilus_harrisii
ENSPCIP00000027558	ENSPCIG00000020603	Phascolarctos_cinereus
ENSODEP00000026259	ENSODEG00000019653	Octodon_degus
ENSMMUP00000039691	ENSMMUG00000031947	Macaca_mulatta
ENSGACP00000004679	ENSGACG00000003574	Gasterosteus_aculeatus
ENSSBOP00000029126	ENSSBOG00000030899	Saimiri_boliviensis_boliviensis
ENSLAFP00000008402	ENSLAFG00000010031	Loxodonta_africana
ENSATEP00000014325	ENSATEG00000009996	Anabas_testudineus
ENSOGAP00000007625	ENSOGAG00000008513	Otolemur_garnettii
ENSRNOP00000075086	ENSRNOG00000027052	Rattus_norvegicus
ENSMFAP00000013901	ENSMFAG00000029998	Macaca_fascicularis
ENSNLEP00000037188	ENSNLEG00000027406	Nomascus_leucogenys
ENSCHIP00000001944	ENSCHIG00000004229	Capra_hircus
ENSBSLP00000051805	ENSBSLG00000024526	Betta_splendens
ENSRBIP00000025604	ENSRBIG00000036679	Rhinopithecus_bieti
ENSFDAP00000002045	ENSFDAG00000011853	Fukomys_damarensis
ENSAPOP00000020459	ENSAPOG00000000682	Acanthochromis_polyacanthus
ENSORLP00015030670	ENSORLG00015014492	Oryzias_latipes_ASM223469v1
ENSECAP00000053841	ENSECAG00000009389	Equus_caballus
ENSJJAP00000011620	ENSJJAG00000014897	Jaculus_jaculus
ENSNMEP00000014775	ENSNMEG00000013198	Numida_meleagris
ENSECAP00000000759	ENSECAG00000000999	Equus_caballus
ENSZALP00000013174	ENSZALG00000010992	Zonotrichia_albicollis
ENSCANP00000005755	ENSCANG00000019457	Colobus_angolensis_palliatus
ENSRNOP00000048311	ENSRNOG00000032523	Rattus_norvegicus
ENSNSUP00000008301	ENSNSUG00000006441	Notechis_scutatus
MGP_CAROLIEiJ_P0051582	MGP_CAROLIEiJ_G0023531	Mus_caroli_strain_CAROLI_EIJ
ENSPPRP00000028472	ENSPPRG00000020609	Panthera_pardus
ENSAPOP00000003605	ENSAPOG00000005108	Acanthochromis_polyacanthus
ENSSSCP00000063069	ENSSSCG00000034227	Sus_scrofa_strain_reference
ENSOARP00000008769	ENSOARG00000008174	Ovis_aries
ENSHHUP00000078098	ENSHHUG00000045487	Hucho_hucho
ENSRROP00000036741	ENSRROG00000041830	Rhinopithecus_roxellana
ENSPTRP00000063930	ENSPTRG00000044356	Pan_troglodytes
YDL136W_mRNA	YDL136W	Saccharomyces_cerevisiae_strain_S288C
ENSPKIP00000008626	ENSPKIG00000024042	Paramormyrops_kingsleyae
ENSNBRP00000013517	ENSNBRG00000010485	Neolamprologus_brichardi
ENSODEP00000005459	ENSODEG00000004120	Octodon_degus
ENSPPYP00000013346	ENSPPYG00000011961	Pongo_abelii
ENSPMEP00000007442	ENSPMEG00000009090	Poecilia_mexicana
ENSACLP00000027528	ENSACLG00000018708	Astatotilapia_calliptera
ENSPTEP00000003525	ENSPTEG00000004201	Piliocolobus_tephrosceles
ENSRBIP00000029771	ENSRBIG00000038766	Rhinopithecus_bieti
ENSGGOP00000004034	ENSGGOG00000004111	Gorilla_gorilla
ENSTNIP00000005535	ENSTNIG00000002966	Tetraodon_nigroviridis
ENSPTRP00000091318	ENSPTRG00000046220	Pan_troglodytes
ENSODEP00000026971	ENSODEG00000020478	Octodon_degus
ENSHBUP00000022712	ENSHBUG00000003110	Haplochromis_burtoni
ENSPSMP00000032452	ENSPSMG00000022453	Prolemur_simus
ENSLCRP00005055760	ENSLCRG00005020775	Larimichthys_crocea
ENSMOCP00000003841	ENSMOCG00000003079	Microtus_ochrogaster
ENSPANP00000042935	ENSPANG00000032631	Papio_anubis
ENSVURP00010012348	ENSVURG00010009550	Vombatus_ursinus
ENSMOCP00000000131	ENSMOCG00000000128	Microtus_ochrogaster
ENSOCUP00000024625	ENSOCUG00000026631	Oryctolagus_cuniculus
ENSMFAP00000028264	ENSMFAG00000045500	Macaca_fascicularis
ENSMAUP00000002163	ENSMAUG00000001728	Mesocricetus_auratus
ENSMLEP00000040356	ENSMLEG00000044192	Mandrillus_leucophaeus
ENSEEUP00000011554	ENSEEUG00000012696	Erinaceus_europaeus
ENSAPEP00000018744	ENSAPEG00000013374	Amphiprion_percula
ENSGAGP00000013558	ENSGAGG00000010353	Gopherus_agassizii
ENSPNYP00000007417	ENSPNYG00000005682	Pundamilia_nyererei
ENSMNEP00000042768	ENSMNEG00000044108	Macaca_nemestrina
ENSTGEP00000030314	ENSTGEG00000024336	Theropithecus_gelada
ENSAMEP00000017465	ENSAMEG00000016537	Ailuropoda_melanoleuca
ENSGGOP00000029830	ENSGGOG00000038559	Gorilla_gorilla
ENSCHAP00000019419	ENSCHAG00000009913	Clupea_harengus
ENSMUSP00000079672	ENSMUSG00000062997	Mus_musculus_strain_reference_(CL57BL6)
ENSBMUP00000027244	ENSBMUG00000020431	Bos_mutus
ENSSMAP00000000717	ENSSMAG00000000442	Scophthalmus_maximus
ENSEEEP00000042972	ENSEEEG00000020284	Electrophorus_electricus
ZK652.4.3	WBGene00004449	Caenorhabditis_elegans_strain_N2
ENSGWIP00000002750	ENSGWIG00000001481	Gouania_willdenowi
ENSCATP00000043500	ENSCATG00000044288	Cercocebus_atys
ENSRNOP00000004213	ENSRNOG00000003158	Rattus_norvegicus
ENSRNOP00000049666	ENSRNOG00000032558	Rattus_norvegicus
ENSPCAP00000012968	ENSPCAG00000013906	Procavia_capensis
ENSEBUP00000026033	ENSEBUG00000016042	Eptatretus_burgeri
ENSMLUP00000017992	ENSMLUG00000029323	Myotis_lucifugus
ENSSTOP00000029578	ENSSTOG00000007901	Ictidomys_tridecemlineatus
ENSPVAP00000007637	ENSPVAG00000008086	Pteropus_vampyrus
ENSSBOP00000004832	ENSSBOG00000019079	Saimiri_boliviensis_boliviensis
ENSPTEP00000033661	ENSPTEG00000032096	Piliocolobus_tephrosceles
ENSODEP00000026587	ENSODEG00000020037	Octodon_degus
ENSLOCP00000006112	ENSLOCG00000005076	Lepisosteus_oculatus
ENSPANP00000036082	ENSPANG00000033541	Papio_anubis
ENSORLP00020017359	ENSORLG00020018386	Oryzias_latipes_ASM223471v1
ENSUPAP00010016840	ENSUPAG00010013420	Urocitellus_parryii
ENSCGRP00000014168	ENSCGRG00000010256	Cricetulus_griseus_CriGri_1.0
ENSFHEP00000019940	ENSFHEG00000021842	Fundulus_heteroclitus
ENSPPAP00000015378	ENSPPAG00000030831	Pan_paniscus
ENSCSAP00000017752	ENSCSAG00000000244	Chlorocebus_sabaeus
ENSRROP00000001114	ENSRROG00000004163	Rhinopithecus_roxellana
ENSELUP00000021373	ENSELUG00000020470	Esox_lucius
ENSSLDP00000010786	ENSSLDG00000008581	Seriola_lalandi_dorsalis
ENSCAFP00020003198	ENSCAFG00020002721	Canis_lupus_dingo
ENSACIP00000014289	ENSACIG00000011118	Amphilophus_citrinellus
ENSNLEP00000037688	ENSNLEG00000033901	Nomascus_leucogenys
ENSTSYP00000014532	ENSTSYG00000031513	Carlito_syrichta
ENSMPUP00000013845	ENSMPUG00000013950	Mustela_putorius_furo
ENSCPGP00000018273	ENSCPGG00000012791	Calidris_pygmaea
ENSGGOP00000033570	ENSGGOG00000040253	Gorilla_gorilla
ENSPTEP00000013875	ENSPTEG00000015509	Piliocolobus_tephrosceles
ENSBBBP00000021432	ENSBBBG00000014980	Bison_bison_bison
ENSRROP00000010781	ENSRROG00000029780	Rhinopithecus_roxellana
ENSMSIP00000024548	ENSMSIG00000020773	Mus_spicilegus
ENSSCAP00000022454	ENSSCAG00000016137	Serinus_canaria
ENSGGOP00000041209	ENSGGOG00000023434	Gorilla_gorilla
ENSECRP00000025491	ENSECRG00000017234	Erpetoichthys_calabaricus
ENSXMAP00000041735	ENSXMAG00000002921	Xiphophorus_maculatus
ENSPANP00000007928	ENSPANG00000024145	Papio_anubis
ENSDNOP00000019225	ENSDNOG00000033968	Dasypus_novemcinctus
ENSMOCP00000010391	ENSMOCG00000010619	Microtus_ochrogaster
ENSPEMP00000014803	ENSPEMG00000028765	Peromyscus_maniculatus_bairdii
ENSTRUP00000055002	ENSTRUG00000006910	Takifugu_rubripes
ENSMMMP00000020484	ENSMMMG00000018074	Marmota_marmota_marmota
ENSMSIP00000031726	ENSMSIG00000026549	Mus_spicilegus
ENSCCAP00000000590	ENSCCAG00000003524	Cebus_capucinus_imitator
ENSCABP00000021324	ENSCABG00000015711	Chelonoidis_abingdonii
ENSCHIP00000009273	ENSCHIG00000012200	Capra_hircus
MGP_PahariEiJ_P0062587	MGP_PahariEiJ_G0024983	Mus_pahari_strain_PAHARI_EIJ
ENSMMOP00000012156	ENSMMOG00000009326	Mola_mola
ENSMOCP00000008869	ENSMOCG00000008935	Microtus_ochrogaster
ENSCAFP00000043720	ENSCAFG00000011166	Canis_lupus_familiaris
ENSLCOP00000020183	ENSLCOG00000014306	Lepidothrix_coronata
ENSDCDP00000016509	ENSDCDG00000013468	Denticeps_clupeoides
ENSCANP00000001945	ENSCANG00000007309	Colobus_angolensis_palliatus
ENSCPOP00000016298	ENSCPOG00000022811	Cavia_porcellus
ENSHHUP00000085492	ENSHHUG00000049516	Hucho_hucho
ENSCSEP00000017246	ENSCSEG00000011059	Cynoglossus_semilaevis
ENSPSIP00000008987	ENSPSIG00000008208	Pelodiscus_sinensis
ENSHCOP00000000783	ENSHCOG00000001654	Hippocampus_comes
ENSDNOP00000033550	ENSDNOG00000042792	Dasypus_novemcinctus
ENSLBEP00000038536	ENSLBEG00000028735	Labrus_bergylta
ENSELUP00000000393	ENSELUG00000001990	Esox_lucius
ENSMNEP00000005221	ENSMNEG00000023794	Macaca_nemestrina
ENSCVAP00000014169	ENSCVAG00000000427	Cyprinodon_variegatus
ENSDARP00000018594	ENSDARG00000018334	Danio_rerio
ENSBTAP00000051069	ENSBTAG00000027075	Bos_taurus
ENSBMUP00000006087	ENSBMUG00000004770	Bos_mutus
FBpp0070767	FBgn0029785	Drosophila_melanogaster	FBtr0070801
ENSAMXP00000050336	ENSAMXG00000029232	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSSMRP00000009955	ENSSMRG00000007912	Salvator_merianae
ENSCSEP00000014860	ENSCSEG00000009552	Cynoglossus_semilaevis
ENSMICP00000036512	ENSMICG00000002922	Microcebus_murinus
ENSCPRP00005015408	ENSCPRG00005010810	Crocodylus_porosus
ENSODEP00000003557	ENSODEG00000002725	Octodon_degus
ENSKMAP00000010907	ENSKMAG00000008191	Kryptolebias_marmoratus
ENSPPYP00000023906	ENSPPYG00000019603	Pongo_abelii
YDL191W_mRNA	YDL191W	Saccharomyces_cerevisiae_strain_S288C
ENSCAFP00020019622	ENSCAFG00020015596	Canis_lupus_dingo
ENSOMEP00000003339	ENSOMEG00000004245	Oryzias_melastigma
ENSCANP00000003878	ENSCANG00000013727	Colobus_angolensis_palliatus
ENSCHIP00000011465	ENSCHIG00000013610	Capra_hircus
ENSMNEP00000001354	ENSMNEG00000006010	Macaca_nemestrina
ENSABRP00000026803	ENSABRG00000022365	Anser_brachyrhynchus
ENSFCAP00000036439	ENSFCAG00000037987	Felis_catus
ENSSPAP00000027706	ENSSPAG00000020895	Stegastes_partitus
ENSCGRP00001015386	ENSCGRG00001016006	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015032298	ENSCGRG00015024374	Cricetulus_griseus_CriGri-PICR
ENSCHOP00000002014	ENSCHOG00000002277	Choloepus_hoffmanni
ENSCANP00000037820	ENSCANG00000042582	Colobus_angolensis_palliatus
ENSTGEP00000021610	ENSTGEG00000017445	Theropithecus_gelada
ENSPTRP00000089084	ENSPTRG00000052529	Pan_troglodytes
ENSODEP00000003547	ENSODEG00000002715	Octodon_degus
ENSTBEP00000007132	ENSTBEG00000008246	Tupaia_belangeri
ENSCCAP00000018115	ENSCCAG00000026875	Cebus_capucinus_imitator
ENSHHUP00000047409	ENSHHUG00000028782	Hucho_hucho
ENSBTAP00000070645	ENSBTAG00000003205	Bos_taurus
ENSEASP00005030482	ENSEASG00005020755	Equus_asinus_asinus
ENSCAPP00000006561	ENSCAPG00000008700	Cavia_aperea
ENSXETP00000011035	ENSXETG00000016377	Xenopus_tropicalis
ENSMALP00000005673	ENSMALG00000004073	Monopterus_albus
ENSDORP00000011395	ENSDORG00000012125	Dipodomys_ordii
ENSAMEP00000021081	ENSAMEG00000020026	Ailuropoda_melanoleuca
ENSMUSP00000099843	ENSMUSG00000078193	Mus_musculus_strain_reference_(CL57BL6)
ENSCHIP00000015294	ENSCHIG00000015998	Capra_hircus
ENSAOCP00000019609	ENSAOCG00000003115	Amphiprion_ocellaris
ENSGMOP00000012934	ENSGMOG00000012084	Gadus_morhua
ENSCSAVP00000012484	ENSCSAVG00000007330	Ciona_savignyi
ENSPANP00000023232	ENSPANG00000032216	Papio_anubis
ENSRNOP00000019162	ENSRNOG00000014272	Rattus_norvegicus
ENSNLEP00000042484	ENSNLEG00000031655	Nomascus_leucogenys
ENSCSEP00000001637	ENSCSEG00000001073	Cynoglossus_semilaevis
ENSBIXP00005013848	ENSBIXG00005017947	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSFCAP00000024325	ENSFCAG00000030388	Felis_catus
ENSOARP00000014228	ENSOARG00000013275	Ovis_aries
ENSLAFP00000020275	ENSLAFG00000031977	Loxodonta_africana
ENSODEP00000026125	ENSODEG00000019500	Octodon_degus
ENSPEMP00000024936	ENSPEMG00000021500	Peromyscus_maniculatus_bairdii
ENSTGUP00000007407	ENSTGUG00000007199	Taeniopygia_guttata
ENSXCOP00000011368	ENSXCOG00000008316	Xiphophorus_couchianus
ENSRBIP00000001228	ENSRBIG00000006404	Rhinopithecus_bieti
ENSCANP00000004914	ENSCANG00000016755	Colobus_angolensis_palliatus
ENSMLEP00000015884	ENSMLEG00000032129	Mandrillus_leucophaeus
ENSBIXP00000032209	ENSBIXG00000014660	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSNVIP00000007251	ENSNVIG00000005757	Neovison_vison
ENSOCUP00000021757	ENSOCUG00000023060	Oryctolagus_cuniculus
ENSLACP00000022781	ENSLACG00000018394	Latimeria_chalumnae
