ENSMAMP00000008666	ENSMAMG00000005870	Mastacembelus_armatus
ENSPTEP00000000049	ENSPTEG00000000093	Piliocolobus_tephrosceles
ENSSHAP00000015754	ENSSHAG00000013424	Sarcophilus_harrisii
ENSMOCP00000003296	ENSMOCG00000002622	Microtus_ochrogaster
ENSAOCP00000014329	ENSAOCG00000001359	Amphiprion_ocellaris
ENSNMEP00000002669	ENSNMEG00000003317	Numida_meleagris
ENSHHUP00000051784	ENSHHUG00000031066	Hucho_hucho
ENSCGRP00015019250	ENSCGRG00015014793	Cricetulus_griseus_CriGri-PICR
ENSPPAP00000000406	ENSPPAG00000001220	Pan_paniscus
ENSDCDP00000032355	ENSDCDG00000022245	Denticeps_clupeoides
ENSMSIP00000029036	ENSMSIG00000024385	Mus_spicilegus
ENSCCAP00000024694	ENSCCAG00000030113	Cebus_capucinus_imitator
ENSUAMP00000018538	ENSUAMG00000014682	Ursus_americanus
ENSCGRP00000026950	ENSCGRG00000020049	Cricetulus_griseus_CriGri_1.0
ENSANAP00000030846	ENSANAG00000033171	Aotus_nancymaae
ENSCGRP00000026958	ENSCGRG00000020057	Cricetulus_griseus_CriGri_1.0
ENSRROP00000006890	ENSRROG00000026617	Rhinopithecus_roxellana
ENSCGRP00001016143	ENSCGRG00001016563	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000003960	ENSMAUG00000004679	Mesocricetus_auratus
ENSCGRP00001013667	ENSCGRG00001014736	Cricetulus_griseus_CHOK1GS_HDv1
ENSMLEP00000003830	ENSMLEG00000016828	Mandrillus_leucophaeus
ENSLACP00000010875	ENSLACG00000009571	Latimeria_chalumnae
ENSOARP00000012606	ENSOARG00000011763	Ovis_aries
ENSCGRP00015015442	ENSCGRG00015011848	Cricetulus_griseus_CriGri-PICR
ENSCCAP00000016999	ENSCCAG00000026305	Cebus_capucinus_imitator
ENSACLP00000011733	ENSACLG00000008029	Astatotilapia_calliptera
ENSEASP00005018338	ENSEASG00005012648	Equus_asinus_asinus
ENSRROP00000011405	ENSRROG00000030040	Rhinopithecus_roxellana
ENSCGRP00015006330	ENSCGRG00015004901	Cricetulus_griseus_CriGri-PICR
ENSECAP00000052527	ENSECAG00000040878	Equus_caballus
ENSSCAP00000008565	ENSSCAG00000006522	Serinus_canaria
ENSMFAP00000043223	ENSMFAG00000033965	Macaca_fascicularis
ENSSDUP00000017559	ENSSDUG00000012842	Seriola_dumerili
ENSDORP00000020779	ENSDORG00000028647	Dipodomys_ordii
ENSCGRP00000003702	ENSCGRG00000002735	Cricetulus_griseus_CriGri_1.0
ENSCHIP00000001583	ENSCHIG00000003203	Capra_hircus
ENSCHIP00000033775	ENSCHIG00000027190	Capra_hircus
ENSMSIP00000035722	ENSMSIG00000029733	Mus_spicilegus
ENSBTAP00000026278	ENSBTAG00000019718	Bos_taurus
ENSMUSP00000069004	ENSMUSG00000063457	Mus_musculus_strain_reference_(CL57BL6)
ENSTNIP00000014000	ENSTNIG00000011064	Tetraodon_nigroviridis
ENSCGRP00001016281	ENSCGRG00001016655	Cricetulus_griseus_CHOK1GS_HDv1
ENSRROP00000029501	ENSRROG00000038546	Rhinopithecus_roxellana
ENSCCAP00000022062	ENSCCAG00000028837	Cebus_capucinus_imitator
ENSVURP00010014771	ENSVURG00010011303	Vombatus_ursinus
ENSPVIP00000018484	ENSPVIG00000014132	Pogona_vitticeps
ENSTGEP00000013874	ENSTGEG00000011255	Theropithecus_gelada
ENSOMEP00000016408	ENSOMEG00000018049	Oryzias_melastigma
ENSFHEP00000024406	ENSFHEG00000005934	Fundulus_heteroclitus
ENSSLDP00000027338	ENSSLDG00000021227	Seriola_lalandi_dorsalis
ENSMMUP00000004069	ENSMMUG00000061470	Macaca_mulatta
ENSPTEP00000000771	ENSPTEG00000000887	Piliocolobus_tephrosceles
ENSUMAP00000028463	ENSUMAG00000020674	Ursus_maritimus
ENSUPAP00010016771	ENSUPAG00010013359	Urocitellus_parryii
ENSVVUP00000007344	ENSVVUG00000005571	Vulpes_vulpes
ENSMGAP00000004003	ENSMGAG00000004229	Meleagris_gallopavo
ENSNLEP00000046926	ENSNLEG00000034934	Nomascus_leucogenys
ENSHGLP00000007036	ENSHGLG00000005138	Heterocephalus_glaber_HetGla_female_1.0
ENSBBBP00000023702	ENSBBBG00000018471	Bison_bison_bison
ENSCVAP00000029881	ENSCVAG00000018000	Cyprinodon_variegatus
ENSODEP00000026223	ENSODEG00000019613	Octodon_degus
ENSAMXP00005049588	ENSAMXG00005022578	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPPAP00000003779	ENSPPAG00000015902	Pan_paniscus
ENSOGAP00000019564	ENSOGAG00000034923	Otolemur_garnettii
ENSCHIP00000027185	ENSCHIG00000023211	Capra_hircus
ENSPTIP00000015756	ENSPTIG00000014749	Panthera_tigris_altaica
ENSDARP00000095139	ENSDARG00000070849	Danio_rerio
ENSPKIP00000024662	ENSPKIG00000007804	Paramormyrops_kingsleyae
ENSSBOP00000039536	ENSSBOG00000035797	Saimiri_boliviensis_boliviensis
ENSAMXP00000019631	ENSAMXG00000019062	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSTRUP00000055503	ENSTRUG00000009730	Takifugu_rubripes
ENSPLAP00000023559	ENSPLAG00000008992	Poecilia_latipinna
ENSELUP00000039952	ENSELUG00000020275	Esox_lucius
ENSCPUP00000024109	ENSCPUG00000016380	Calidris_pugnax
ENSOGAP00000014128	ENSOGAG00000015776	Otolemur_garnettii
ENSNLEP00000032781	ENSNLEG00000030108	Nomascus_leucogenys
ENSSARP00000004704	ENSSARG00000005198	Sorex_araneus
ENSSDAP00000007097	ENSSDAG00000006510	Spermophilus_dauricus
ENSSTOP00000005726	ENSSTOG00000006423	Ictidomys_tridecemlineatus
ENSECAP00000046108	ENSECAG00000020876	Equus_caballus
ENSATEP00000026212	ENSATEG00000018167	Anabas_testudineus
ENSPMEP00000002080	ENSPMEG00000003085	Poecilia_mexicana
ENSZALP00000011056	ENSZALG00000009364	Zonotrichia_albicollis
ENSCGRP00001018031	ENSCGRG00001017911	Cricetulus_griseus_CHOK1GS_HDv1
ENSMICP00000044596	ENSMICG00000046256	Microcebus_murinus
ENSPTRP00000068074	ENSPTRG00000048422	Pan_troglodytes
ENSPEMP00000025390	ENSPEMG00000021829	Peromyscus_maniculatus_bairdii
ENSCAFP00020021756	ENSCAFG00020017177	Canis_lupus_dingo
ENSMMOP00000008052	ENSMMOG00000006249	Mola_mola
ENSMFAP00000000963	ENSMFAG00000034057	Macaca_fascicularis
ENSCAFP00020011514	ENSCAFG00020009275	Canis_lupus_dingo
ENSKMAP00000021375	ENSKMAG00000015898	Kryptolebias_marmoratus
ENSBIXP00005002834	ENSBIXG00005009132	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSSFOP00015031724	ENSSFOG00015020320	Scleropages_formosus
ENSMSIP00000034701	ENSMSIG00000028942	Mus_spicilegus
ENSGMOP00000010958	ENSGMOG00000010247	Gadus_morhua
ENSDNVP00000001740	ENSDNVG00000001270	Dromaius_novaehollandiae
ENSPPRP00000023579	ENSPPRG00000013868	Panthera_pardus
ENSRBIP00000036625	ENSRBIG00000041908	Rhinopithecus_bieti
ENSLCAP00010046577	ENSLCAG00010021579	Lates_calcarifer
ENSHGLP00100002565	ENSHGLG00100002001	Heterocephalus_glaber_HetGla_1.0
ENSMLEP00000026474	ENSMLEG00000037440	Mandrillus_leucophaeus
ENSMAUP00000019297	ENSMAUG00000017616	Mesocricetus_auratus
ENSPFOP00000002977	ENSPFOG00000003106	Poecilia_formosa
ENSANAP00000006726	ENSANAG00000021425	Aotus_nancymaae
FBpp0086269	FBgn0034138	Drosophila_melanogaster	FBtr0087123
ENSMSIP00000011366	ENSMSIG00000009933	Mus_spicilegus
ENSCGRP00000002787	ENSCGRG00000002040	Cricetulus_griseus_CriGri_1.0
ENSJHYP00000003277	ENSJHYG00000002656	Junco_hyemalis
ENSECRP00000033725	ENSECRG00000022827	Erpetoichthys_calabaricus
ENSPCIP00000011484	ENSPCIG00000009209	Phascolarctos_cinereus
ENSCPOP00000024308	ENSCPOG00000003968	Cavia_porcellus
ENSVURP00010026825	ENSVURG00010020552	Vombatus_ursinus
ENSCGRP00000026933	ENSCGRG00000020030	Cricetulus_griseus_CriGri_1.0
ENSSSCP00000045242	ENSSSCG00000033169	Sus_scrofa_strain_reference
ENSCGRP00015030110	ENSCGRG00015022647	Cricetulus_griseus_CriGri-PICR
ENSEEEP00000030274	ENSEEEG00000014512	Electrophorus_electricus
ENSCPOP00000016332	ENSCPOG00000019542	Cavia_porcellus
ENSCCAP00000039175	ENSCCAG00000037411	Cebus_capucinus_imitator
ENSCGOP00000040399	ENSCGOG00000018403	Cottoperca_gobio
ENSCCAP00000015817	ENSCCAG00000025695	Cebus_capucinus_imitator
ENSVURP00010021904	ENSVURG00010016783	Vombatus_ursinus
ENSPTRP00000017340	ENSPTRG00000010200	Pan_troglodytes
ENSLSDP00000015884	ENSLSDG00000011461	Lonchura_striata_domestica
ENSCGRP00001001177	ENSCGRG00001000902	Cricetulus_griseus_CHOK1GS_HDv1
ENSCANP00000012198	ENSCANG00000029459	Colobus_angolensis_palliatus
ENSPPYP00000010457	ENSPPYG00000009317	Pongo_abelii
ENSMNEP00000007731	ENSMNEG00000028419	Macaca_nemestrina
ENSSLDP00000001449	ENSSLDG00000001173	Seriola_lalandi_dorsalis
ENSAPLP00000030202	ENSAPLG00000029667	Anas_platyrhynchos_platyrhynchos
ENSRNOP00000062631	ENSRNOG00000043026	Rattus_norvegicus
MGP_PahariEiJ_P0087060	MGP_PahariEiJ_G0030988	Mus_pahari_strain_PAHARI_EIJ
ENSNSUP00000020276	ENSNSUG00000014769	Notechis_scutatus
ENSTSYP00000013861	ENSTSYG00000036980	Carlito_syrichta
ENSCPGP00000022492	ENSCPGG00000015625	Calidris_pygmaea
ENSMOCP00000020126	ENSMOCG00000017900	Microtus_ochrogaster
ENSODEP00000018516	ENSODEG00000013650	Octodon_degus
ENSGWIP00000032321	ENSGWIG00000016653	Gouania_willdenowi
ENSSBOP00000015278	ENSSBOG00000024371	Saimiri_boliviensis_boliviensis
ENSMICP00000023069	ENSMICG00000032959	Microcebus_murinus
ENSCCEP00000001807	ENSCCEG00000002098	Cyanistes_caeruleus
ENSPKIP00000023481	ENSPKIG00000007094	Paramormyrops_kingsleyae
ENSPPRP00000016969	ENSPPRG00000009097	Panthera_pardus
ENSCGRP00015004656	ENSCGRG00015003666	Cricetulus_griseus_CriGri-PICR
ENSHCOP00000004489	ENSHCOG00000005948	Hippocampus_comes
ENSOGAP00000021669	ENSOGAG00000024744	Otolemur_garnettii
ENSMPUP00000004836	ENSMPUG00000004876	Mustela_putorius_furo
ENSMICP00000030583	ENSMICG00000027162	Microcebus_murinus
ENSCJAP00000059514	ENSCJAG00000005632	Callithrix_jacchus
ENSPCIP00000034644	ENSPCIG00000025633	Phascolarctos_cinereus
ENSOANP00000022868	ENSOANG00000014514	Ornithorhynchus_anatinus
ENSPCAP00000012753	ENSPCAG00000013681	Procavia_capensis
ENSPTEP00000019343	ENSPTEG00000020690	Piliocolobus_tephrosceles
ENSPANP00000028388	ENSPANG00000018874	Papio_anubis
ENSHGLP00000024330	ENSHGLG00000017342	Heterocephalus_glaber_HetGla_female_1.0
ENSACAP00000001920	ENSACAG00000001992	Anolis_carolinensis
ENSAOWP00000020787	ENSAOWG00000014056	Apteryx_owenii
ENSP00000466010	ENSG00000115268	Homo_sapiens
ENSPTRP00000089461	ENSPTRG00000042958	Pan_troglodytes
ENSPEMP00000015502	ENSPEMG00000015006	Peromyscus_maniculatus_bairdii
ENSNGAP00000025483	ENSNGAG00000023415	Nannospalax_galili
ENSCJAP00000067576	ENSCJAG00000058748	Callithrix_jacchus
ENSPTEP00000042715	ENSPTEG00000038968	Piliocolobus_tephrosceles
ENSGALP00000053261	ENSGALG00000015195	Gallus_gallus
ENSDNOP00000024785	ENSDNOG00000033783	Dasypus_novemcinctus
ENSOGAP00000021047	ENSOGAG00000029353	Otolemur_garnettii
ENSMUGP00000024618	ENSMUGG00000020559	Meriones_unguiculatus
ENSPVAP00000002988	ENSPVAG00000003168	Pteropus_vampyrus
ENSGAGP00000029840	ENSGAGG00000021543	Gopherus_agassizii
ENSCGRP00000003166	ENSCGRG00000002323	Cricetulus_griseus_CriGri_1.0
ENSPCIP00000014303	ENSPCIG00000011152	Phascolarctos_cinereus
ENSSSCP00000046277	ENSSSCG00000038060	Sus_scrofa_strain_reference
ENSPANP00000032349	ENSPANG00000036128	Papio_anubis
ENSPTRP00000060375	ENSPTRG00000040744	Pan_troglodytes
ENSODEP00000025762	ENSODEG00000019071	Octodon_degus
ENSCLAP00000010500	ENSCLAG00000007248	Chinchilla_lanigera
ENSBSLP00000056556	ENSBSLG00000026371	Betta_splendens
MGP_CAROLIEiJ_P0023908	MGP_CAROLIEiJ_G0015575	Mus_caroli_strain_CAROLI_EIJ
ENSMOCP00000008783	ENSMOCG00000008827	Microtus_ochrogaster
ENSGAFP00000019111	ENSGAFG00000012907	Gambusia_affinis
ENSDORP00000020652	ENSDORG00000029404	Dipodomys_ordii
ENSETEP00000007025	ENSETEG00000008645	Echinops_telfairi
ENSMMMP00000021815	ENSMMMG00000019200	Marmota_marmota_marmota
ENSMSIP00000010942	ENSMSIG00000009591	Mus_spicilegus
ENSCATP00000040071	ENSCATG00000042597	Cercocebus_atys
ENSLCRP00005064753	ENSLCRG00005023659	Larimichthys_crocea
ENSUAMP00000028104	ENSUAMG00000021717	Ursus_americanus
ENSCPRP00005022385	ENSCPRG00005015608	Crocodylus_porosus
YOL040C_mRNA	YOL040C	Saccharomyces_cerevisiae_strain_S288C
ENSMLEP00000034802	ENSMLEG00000041559	Mandrillus_leucophaeus
ENSCCAP00000040601	ENSCCAG00000038094	Cebus_capucinus_imitator
ENSPNYP00000004165	ENSPNYG00000003242	Pundamilia_nyererei
ENSLAFP00000007341	ENSLAFG00000008738	Loxodonta_africana
ENSMLEP00000015154	ENSMLEG00000031740	Mandrillus_leucophaeus
ENSHBUP00000027931	ENSHBUG00000011425	Haplochromis_burtoni
ENSAPEP00000022389	ENSAPEG00000015950	Amphiprion_percula
ENSGGOP00000047131	ENSGGOG00000002818	Gorilla_gorilla
ENSCGRP00001015049	ENSCGRG00001015764	Cricetulus_griseus_CHOK1GS_HDv1
ENSTGEP00000033505	ENSTGEG00000026753	Theropithecus_gelada
ENSORLP00020035069	ENSORLG00020021865	Oryzias_latipes_ASM223471v1
ENSCJPP00005012578	ENSCJPG00005010695	Coturnix_japonica
ENSFALP00000014626	ENSFALG00000014013	Ficedula_albicollis
MGP_SPRETEiJ_P0039351	MGP_SPRETEiJ_G0020479	Mus_spretus_strain_SPRET/EiJ
ENSPSIP00000002828	ENSPSIG00000002750	Pelodiscus_sinensis
ENSCPBP00000032742	ENSCPBG00000022955	Chrysemys_picta_bellii
ENSANAP00000033315	ENSANAG00000034317	Aotus_nancymaae
ENSODEP00000005083	ENSODEG00000003845	Octodon_degus
ENSCGRP00000011794	ENSCGRG00000008584	Cricetulus_griseus_CriGri_1.0
ENSNBRP00000001664	ENSNBRG00000001176	Neolamprologus_brichardi
ENSSMAP00000008717	ENSSMAG00000005382	Scophthalmus_maximus
ENSCATP00000037964	ENSCATG00000041691	Cercocebus_atys
ENSAHAP00000010995	ENSAHAG00000007977	Apteryx_haastii
ENSPPAP00000034972	ENSPPAG00000040314	Pan_paniscus
ENSPSMP00000011984	ENSPSMG00000008637	Prolemur_simus
ENSCAFP00000030914	ENSCAFG00000023247	Canis_lupus_familiaris
ENSPCIP00000032203	ENSPCIG00000023901	Phascolarctos_cinereus
ENSCGRP00001004760	ENSCGRG00001006125	Cricetulus_griseus_CHOK1GS_HDv1
ENSCAPP00000014247	ENSCAPG00000014667	Cavia_aperea
ENSGWIP00000049504	ENSGWIG00000024141	Gouania_willdenowi
ENSJJAP00000005028	ENSJJAG00000010009	Jaculus_jaculus
ENSMFAP00000017230	ENSMFAG00000031749	Macaca_fascicularis
ENSPTRP00000088562	ENSPTRG00000044787	Pan_troglodytes
ENSFCAP00000047725	ENSFCAG00000038889	Felis_catus
ENSVVUP00000031453	ENSVVUG00000022875	Vulpes_vulpes
ENSCHIP00000004631	ENSCHIG00000008793	Capra_hircus
ENSMNEP00000013529	ENSMNEG00000030988	Macaca_nemestrina
ENSLOCP00000002593	ENSLOCG00000002230	Lepisosteus_oculatus
ENSTSYP00000025666	ENSTSYG00000035184	Carlito_syrichta
ENSCANP00000029311	ENSCANG00000038192	Colobus_angolensis_palliatus
ENSJHYP00000013978	ENSJHYG00000010833	Junco_hyemalis
ENSVURP00010023644	ENSVURG00010018127	Vombatus_ursinus
ENSGGOP00000022429	ENSGGOG00000024722	Gorilla_gorilla
ENSIPUP00000010234	ENSIPUG00000006958	Ictalurus_punctatus
ENSMOCP00000023134	ENSMOCG00000019947	Microtus_ochrogaster
F36A2.6.1	WBGene00004484	Caenorhabditis_elegans_strain_N2	F36A2.6.1
ENSRROP00000008018	ENSRROG00000028353	Rhinopithecus_roxellana
ENSPTEP00000002377	ENSPTEG00000002812	Piliocolobus_tephrosceles
ENSDNOP00000029975	ENSDNOG00000048447	Dasypus_novemcinctus
ENSRBIP00000024666	ENSRBIG00000036227	Rhinopithecus_bieti
ENSCAPP00000011920	ENSCAPG00000012901	Cavia_aperea
ENSLBEP00000017710	ENSLBEG00000013668	Labrus_bergylta
ENSEASP00005031833	ENSEASG00005021721	Equus_asinus_asinus
ENSSPAP00000000020	ENSSPAG00000000016	Stegastes_partitus
ENSMEUP00000012812	ENSMEUG00000014053	Notamacropus_eugenii
ENSXCOP00000009378	ENSXCOG00000007143	Xiphophorus_couchianus
ENSXMAP00000013942	ENSXMAG00000013910	Xiphophorus_maculatus
ENSPCOP00000027882	ENSPCOG00000026500	Propithecus_coquereli
ENSMOCP00000011754	ENSMOCG00000012010	Microtus_ochrogaster
ENSMICP00000030856	ENSMICG00000003586	Microcebus_murinus
ENSCSEP00000018214	ENSCSEG00000011691	Cynoglossus_semilaevis
ENSMALP00000000891	ENSMALG00000000645	Monopterus_albus
ENSARWP00000023228	ENSARWG00000015839	Apteryx_rowi
ENSODEP00000008701	ENSODEG00000006504	Octodon_degus
ENSCPBP00000020465	ENSCPBG00000014732	Chrysemys_picta_bellii
ENSGGOP00000037198	ENSGGOG00000026153	Gorilla_gorilla
ENSTGUP00000000886	ENSTGUG00000000865	Taeniopygia_guttata
ENSGAGP00000007670	ENSGAGG00000006142	Gopherus_agassizii
ENSCGRP00000026811	ENSCGRG00000019904	Cricetulus_griseus_CriGri_1.0
ENSAPOP00000029300	ENSAPOG00000015085	Acanthochromis_polyacanthus
ENSNLEP00000030375	ENSNLEG00000031244	Nomascus_leucogenys
ENSOCUP00000022933	ENSOCUG00000002862	Oryctolagus_cuniculus
ENSXETP00000002099	ENSXETG00000006085	Xenopus_tropicalis
ENSCABP00000007397	ENSCABG00000005592	Chelonoidis_abingdonii
ENSNPEP00000001479	ENSNPEG00000001148	Nothoprocta_perdicaria
ENSMODP00000049150	ENSMODG00000043098	Monodelphis_domestica
ENSPTRP00000092077	ENSPTRG00000049946	Pan_troglodytes
ENSLAFP00000025969	ENSLAFG00000026076	Loxodonta_africana
ENSCGRP00001001013	ENSCGRG00001000783	Cricetulus_griseus_CHOK1GS_HDv1
ENSDNOP00000024929	ENSDNOG00000043882	Dasypus_novemcinctus
ENSMMMP00000000034	ENSMMMG00000000032	Marmota_marmota_marmota
ENSOGAP00000016346	ENSOGAG00000026108	Otolemur_garnettii
ENSNLEP00000028793	ENSNLEG00000030813	Nomascus_leucogenys
ENSPPYP00000011940	ENSPPYG00000010678	Pongo_abelii
ENSMOCP00000022850	ENSMOCG00000019754	Microtus_ochrogaster
ENSMODP00000049514	ENSMODG00000051313	Monodelphis_domestica
ENSANAP00000003682	ENSANAG00000019826	Aotus_nancymaae
ENSPANP00000028554	ENSPANG00000035087	Papio_anubis
ENSLCOP00000018911	ENSLCOG00000013372	Lepidothrix_coronata
ENSSBOP00000016228	ENSSBOG00000024826	Saimiri_boliviensis_boliviensis
ENSODEP00000018196	ENSODEG00000013410	Octodon_degus
ENSGACP00000020511	ENSGACG00000015549	Gasterosteus_aculeatus
ENSMUGP00000031862	ENSMUGG00000026479	Meriones_unguiculatus
ENSCSAP00000008297	ENSCSAG00000012113	Chlorocebus_sabaeus
ENSCLAP00000009089	ENSCLAG00000006341	Chinchilla_lanigera
YNR037C_mRNA	YNR037C	Saccharomyces_cerevisiae_strain_S288C
ENSNLEP00000047031	ENSNLEG00000018931	Nomascus_leucogenys
ENSHGLP00100003386	ENSHGLG00100002573	Heterocephalus_glaber_HetGla_1.0
ENSMFAP00000021790	ENSMFAG00000035793	Macaca_fascicularis
ENSFCAP00000030924	ENSFCAG00000027526	Felis_catus
ENSBIXP00000040834	ENSBIXG00000024997	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPTEP00000000795	ENSPTEG00000000909	Piliocolobus_tephrosceles
ENSACIP00000026490	ENSACIG00000020520	Amphilophus_citrinellus
ENSPNAP00000005258	ENSPNAG00000011565	Pygocentrus_nattereri
ENSONIP00000013194	ENSONIG00000010495	Oreochromis_niloticus
ENSOGAP00000017667	ENSOGAG00000024805	Otolemur_garnettii
ENSCABP00000005097	ENSCABG00000003848	Chelonoidis_abingdonii
ENSCINP00000005354	ENSCING00000005083	Ciona_intestinalis
ENSBBBP00000022088	ENSBBBG00000015779	Bison_bison_bison
ENSEBUP00000020933	ENSEBUG00000012933	Eptatretus_burgeri	ENSEBUT00000021509
ENSMVIP00005021911	ENSMVIG00005015392	Manacus_vitellinus
ENSMZEP00005005033	ENSMZEG00005003902	Maylandia_zebra
ENSCAFP00000043750	ENSCAFG00000002285	Canis_lupus_familiaris
ENSSFOP00015026765	ENSSFOG00015017203	Scleropages_formosus
ENSETEP00000000679	ENSETEG00000000837	Echinops_telfairi
ENSPPAP00000031016	ENSPPAG00000038459	Pan_paniscus
