ENSCCNP00000019883	ENSCCNG00000019921	Castor_canadensis	ENSCCNT00000025729
ENSDORP00000007447	ENSDORG00000007940	Dipodomys_ordii	ENSDORT00000007940
ENSMUSP00000104047	ENSMUSG00000058741	Mus_musculus_strain_reference_(CL57BL6)	ENSMUST00000080288
MGP_SPRETEiJ_P0081378	MGP_SPRETEiJ_G0030461	Mus_spretus_strain_SPRET/EiJ	MGP_SPRETEiJ_T0081378
ENSMSIP00000013833	ENSMSIG00000011932	Mus_spicilegus	ENSMSIT00000017548
MGP_CAROLIEiJ_P0078052	MGP_CAROLIEiJ_G0029364	Mus_caroli_strain_CAROLI_EIJ	MGP_CAROLIEiJ_T0078052
MGP_PahariEiJ_P0046384	MGP_PahariEiJ_G0021217	Mus_pahari_strain_PAHARI_EIJ	MGP_PahariEiJ_T0046384
ENSRNOP00000062750	ENSRNOG00000043154	Rattus_norvegicus	ENSRNOT00000068251
ENSMUGP00000030743	ENSMUGG00000025562	Meriones_unguiculatus	ENSMUGT00000035213
ENSCGRP00015027997	ENSCGRG00015021239	Cricetulus_griseus_CriGri-PICR
ENSOGAP00000018022	ENSOGAG00000032028	Otolemur_garnettii	ENSOGAT00000033070
ENSUMAP00000002530	ENSUMAG00000002248	Ursus_maritimus
ENSUAMP00000013345	ENSUAMG00000010735	Ursus_americanus
ENSAMEP00000005233	ENSAMEG00000004957	Ailuropoda_melanoleuca
ENSMPUP00000007526	ENSMPUG00000007582	Mustela_putorius_furo
ENSNVIP00000031925	ENSNVIG00000024589	Neovison_vison
ENSCAFP00020017891	ENSCAFG00020014335	Canis_lupus_dingo
ENSCAFP00000022689	ENSCAFG00000015415	Canis_lupus_familiaris
ENSPPRP00000010628	ENSPPRG00000004728	Panthera_pardus
ENSPTIP00000004811	ENSPTIG00000007221	Panthera_tigris_altaica
ENSFCAP00000011812	ENSFCAG00000012741	Felis_catus
ENSCHIP00000025552	ENSCHIG00000022284	Capra_hircus
ENSOARP00000008475	ENSOARG00000007898	Ovis_aries
ENSBIXP00005014031	ENSBIXG00005018080	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000034010	ENSBIXG00000016900	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000041430	ENSBTAG00000013283	Bos_taurus
ENSBMUP00000009929	ENSBMUG00000007690	Bos_mutus
ENSBBBP00000013906	ENSBBBG00000021600	Bison_bison_bison
ENSTTRP00000013170	ENSTTRG00000013893	Tursiops_truncatus
ENSSSCP00000057545	ENSSSCG00000003024	Sus_scrofa_strain_reference
ENSEASP00005008710	ENSEASG00005006249	Equus_asinus_asinus
ENSECAP00000008789	ENSECAG00000010956	Equus_caballus
ENSMLUP00000015196	ENSMLUG00000016675	Myotis_lucifugus
ENSEEUP00000004741	ENSEEUG00000005231	Erinaceus_europaeus
ENSSARP00000002998	ENSSARG00000003329	Sorex_araneus
ENSDNOP00000015890	ENSDNOG00000025300	Dasypus_novemcinctus
ENSLAFP00000020349	ENSLAFG00000029797	Loxodonta_africana
ENSPCAP00000015917	ENSPCAG00000017015	Procavia_capensis
ENSETEP00000011370	ENSETEG00000014008	Echinops_telfairi
ENSMODP00000042492	ENSMODG00000049629	Monodelphis_domestica
ENSSHAP00000002082	ENSSHAG00000001851	Sarcophilus_harrisii
ENSVURP00010012766	ENSVURG00010009835	Vombatus_ursinus
ENSPCIP00000027954	ENSPCIG00000020885	Phascolarctos_cinereus
ENSMEUP00000013348	ENSMEUG00000014618	Notamacropus_eugenii
